50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.001268,,,,,,,,,,,,,7a6918a1-2e5f-4439-8f71-94a1ab498716,37,,"[99.1, 30.0]",3754280,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Kenedy Nunes do Nascimento,3666.0,Left Back,3,Chelsea,33,['d26ddd67-2081-4a0e-aff8-6bf3bd108720'],39,,Left Foot,"[120.0, 43.2, 0.3]",,"[{'location': [117.8, 38.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.2, 38.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.7, 35.6], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.8, 32.5], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 37.8], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 48.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.7, 21.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [96.5, 30.5], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.2, 29.1], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [98.0, 50.5], 'player': {'id': 2956, 'name': 'Bertrand Isidore Traoré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 37.5], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.7, 38.8], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.7, 25.6], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",991d8a15-4a1e-488e-bb42-fb11b9d667f4,,Goal,,0.056259364,Normal,Open Play,,,,Chelsea,33,00:00:39.538,Shot,
,,,,,,,,,,,,,,,,,,,0.071599,,,,,,,,,,,,,7fc0b5bf-2b9c-49ce-97e8-34bb1d918973,255,,"[98.7, 31.4]",3754280,6,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,18,Chelsea,33,"['7633efc5-f98a-43ac-8196-e4626093022a', '912389fa-aa23-45f8-88f5-994657804003']",36,,Right Foot,"[100.8, 32.6]",,"[{'location': [99.9, 17.5], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 47.5], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.4, 37.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.3, 37.3], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 34.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.5, 32.2], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 25.8], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.6, 39.4], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 37.6], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",2b338404-537b-4cdb-b8f4-88a0f2498240,,Blocked,,0.033155013,Normal,Open Play,,,,Chelsea,33,00:06:36.005,Shot,
,,,,,,,,,,,,,,,,,,,0.392103,,,,,,,,,,,,,b1a35024-f301-450b-9db4-08d1afc3059e,282,,"[97.3, 46.7]",3754280,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Howson,9578.0,Left Center Midfield,19,Norwich City,56,"['090f3ba9-ee33-4421-b622-6c9e03807e35', '2b94596e-3399-42e8-8125-71a397e4bd5c']",8,,Right Foot,"[106.6, 45.7]",True,"[{'location': [116.3, 41.9], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 58.6], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [107.2, 45.6], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 40.6], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 53.4], 'player': {'id': 3666, 'name': 'Robert Kenedy Nunes do Nascimento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 56.9], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 60.9], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.7, 47.2], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 47.3], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 33.9], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",7005ccc1-2f75-4d1e-9ce5-f86f61b37699,,Blocked,,0.044460665,Normal,Open Play,,,,Norwich City,56,00:07:08.492,Shot,
,,,,,,,,,,,,,,,,,,,1.179728,,,,,,,,,,,,,6584ed59-9ec9-448e-b0cc-34da535bd452,656,,"[107.3, 45.8]",3754280,16,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cameron Jerome,4807.0,Center Forward,39,Norwich City,56,['4da9b3fa-0a6e-4b38-b4e8-eee0daf3d56d'],30,,Head,"[120.0, 43.0, 4.0]",,"[{'location': [105.4, 46.9], 'player': {'id': 3666, 'name': 'Robert Kenedy Nunes do Nascimento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 43.7], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 32.6], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 23.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.8, 40.2], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 30.9], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 41.6], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 32.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",261fa489-229a-4919-97f4-47afd5dbb791,True,Off T,,0.059720725,Normal,Open Play,,,,Norwich City,56,00:16:30.496,Shot,
,,,,,,,,,,,,,,,,,,,0.087827,,,,,,,,,,,,,2c2566a7-e025-4cb5-afb5-2d3ff5f800c9,1138,,"[106.5, 54.6]",3754280,26,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Bertrand Isidore Traoré,2956.0,Right Wing,56,Chelsea,33,"['945f63d2-7719-4304-b77a-b8e79e0f0f5e', '98d8e29c-b8f5-4601-8589-f6181b9fa194']",26,,Left Foot,"[108.1, 53.0]",,"[{'location': [111.4, 44.3], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.1, 36.5], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.7, 25.1], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 50.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.9, 53.1], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 41.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 50.8], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.7, 42.8], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 30.8], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.9, 43.2], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e74fcb5a-8800-4d49-b4b0-5625387ce8d7,,Blocked,,0.039093442,Normal,Open Play,,,,Chelsea,33,00:26:26.660,Shot,
,,,,,,,,,,,,,,,,,,,1.117637,,,,,,,,,,,,,15969cef-f34c-4b7e-a6ae-16b97b1cf3ff,1414,,"[112.4, 49.3]",3754280,34,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,69,Chelsea,33,['74bca182-bfc7-4e13-9510-026ad03c8140'],50,,Head,"[120.0, 38.4, 3.6]",,"[{'location': [103.9, 38.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.2, 35.0], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 29.7], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.4, 41.8], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 42.4], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 33.6], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [90.7, 40.4], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.4, 28.3], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 44.0], 'player': {'id': 2956, 'name': 'Bertrand Isidore Traoré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 41.2], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.8, 45.0], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.7, 41.5], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 45.7], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.8, 34.0], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [99.3, 55.6], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [111.7, 48.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",88b1e752-7e59-4c9d-8ce7-ed6237d9d728,True,Off T,,0.08400795,Normal,Open Play,,,,Chelsea,33,00:34:50.333,Shot,
,,,,,,,,,,,,,,,,,,,0.214337,,,,,,,,,,,,,ebcd3887-c3be-4623-9eeb-b5834050a15b,1512,,"[101.9, 47.9]",3754280,37,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bertrand Isidore Traoré,2956.0,Right Wing,73,Chelsea,33,"['a32d0d21-b3b0-413d-ae42-0c95530ab158', 'd60da6d1-28e5-4826-9989-6ebb2ad153ff']",49,,Left Foot,"[106.1, 45.4]",True,"[{'location': [118.6, 42.2], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 37.8], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.4, 46.1], 'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 42.0], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.5, 27.1], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.4, 44.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.4, 42.1], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.2, 36.4], 'player': {'id': 9452, 'name': ""Gary O''Neil""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.7, 42.9], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 52.9], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.4, 47.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.7, 43.6], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 19.2], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ab0df50a-81c2-4d8f-a001-b2f3e68267f2,,Blocked,,0.08609023,Normal,Open Play,,,,Chelsea,33,00:37:49.525,Shot,
,,,,,,,,,,,,,,,,,,,1.600914,,,,,,,,,,,,,d866e762-6618-41c2-b49b-c3ac739b71e1,1796,,"[107.5, 48.6]",3754280,45,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego da Silva Costa,5198.0,Center Forward,87,Chelsea,33,['d3d6818f-0db5-42f7-bb37-b2b9b1607d2c'],54,,Right Foot,"[120.0, 37.7, 1.3]",True,"[{'location': [102.7, 58.9], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.9, 51.9], 'player': {'id': 9930, 'name': 'Ryan Bennett'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 36.2], 'player': {'id': 10499, 'name': 'Ivo Daniel Ferreira Mendonca Pinto'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.5, 45.7], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",df35290f-5d21-47c3-a27b-2ef3eb1dbe4c,,Goal,,0.36398044,Lob,Open Play,,,,Chelsea,33,00:45:54.170,Shot,
,,,,,,,,,,,,,,,,,,,0.712163,,,,,,,,,,,,,91e0de38-2758-4493-aaa9-dd742a26f45c,2003,,"[112.3, 33.1]",3754280,48,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cameron Jerome,4807.0,Center Forward,97,Norwich City,56,['7a5b4ecd-b732-4322-827a-126f288af7e8'],18,,Left Foot,"[120.0, 35.4, 1.0]",True,"[{'location': [99.4, 26.7], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.2, 37.2], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 34.8], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 39.3], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 27.3], 'player': {'id': 2956, 'name': 'Bertrand Isidore Traoré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 42.9], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",dd6f8edd-cca5-45a8-ba4a-9c004fb3b197,,Off T,,0.11456732,Volley,Open Play,,,,Norwich City,56,00:03:18.102,Shot,
,,,,,,,,,,,,,,,,,,,0.657795,,,,,,,,,,,,,292fc3e8-35c3-4c63-8903-c57ffa6e0825,2114,,"[114.6, 42.8]",3754280,52,,True,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cameron Jerome,4807.0,Center Forward,107,Norwich City,56,['dd771b55-f9b6-4145-9a6b-e56229f73558'],34,,Left Foot,"[120.0, 42.8, 2.8]",True,"[{'location': [107.9, 36.0], 'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.4, 29.2], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [112.7, 45.2], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [118.0, 38.1], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 30.7], 'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.8, 36.7], 'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 40.9], 'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 49.5], 'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 45.4], 'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 43.9], 'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",3ba7e9bd-2337-44a5-8d95-6d096b975e9d,,Post,,0.30842608,Volley,Open Play,,,,Norwich City,56,00:07:34.052,Shot,
