50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.081428,,,,,,,,,,,,,1e1e574b-7b52-4c66-9df4-171fcaf66005,126,,"[91.8, 45.4]",22926,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sara Däbritz,10263.0,Left Center Midfield,7,Germany Women's,857,['100f5c10-1924-4e95-b495-f88b6f18587d'],35,Left Foot,"[120.0, 45.0, 0.9]",,"[{'location': [118.7, 41.0], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 31.2], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.9, 36.3], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.7, 44.7], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.1, 61.9], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.2, 50.0], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.5, 56.5], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.5, 48.4], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.2, 57.0], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 25.2], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [84.1, 26.8], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.4, 40.0], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.9, 51.5], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.8, 55.9], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.8, 75.5], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",fa46b99b-1def-4dd1-a374-79be019d1679,,Off T,0.032082945,Normal,Open Play,,,,Germany Women's,857,00:02:35.614,Shot,
,,,,,,,,,,,,,,,,0.2067,,,,,,,,,,,,,305579bd-54ec-4ca9-bf7e-ac117a3d908c,599,,"[110.3, 50.1]",22926,13,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Li Yang,25489.0,Right Center Forward,41,China PR Women's,1207,"['6d6629f6-ab3f-4d7c-a05a-7008a1bb5b9a', '9d5457f1-9e59-46bd-95b8-ac87b21701dd']",44,Right Foot,"[112.0, 49.0]",,"[{'location': [104.8, 44.5], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 34.1], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.4, 43.4], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 48.8], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 45.2], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 39.5], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 36.3], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.6, 55.9], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",5443deca-503b-41f3-a902-b1028999657a,,Blocked,0.11395286,Normal,Open Play,,,,China PR Women's,1207,00:13:44.011,Shot,
,,,,,,,,,,,,,,,,0.1409,,,,,,,,,,,,,d67e4f1e-8140-464f-a8b9-4eb1f9d5268b,604,,"[117.3, 49.6]",22926,14,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Shanshan Wang,25485.0,Left Center Forward,42,China PR Women's,1207,"['85b5ea17-1722-4f02-be89-cb4dcbb22de3', 'c3057325-6ceb-4a1f-a366-8fca1403684c']",20,Right Foot,"[117.6, 48.5]",True,"[{'location': [110.0, 38.4], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 29.9], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.9, 51.2], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.8, 43.2], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.6, 42.0], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.4, 41.9], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.6, 48.5], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 44.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.7, 39.9], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 38.8], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.2, 49.3], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.6, 35.8], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.4, 42.0], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 43.8], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 35.4], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",aa88a82c-f0ec-4841-91d2-b6b79a140a1e,,Blocked,0.027352465,Half Volley,Open Play,,,,China PR Women's,1207,00:14:20.408,Shot,
,,,,,,,,,,,,,,,,1.101113,,,,,,,,,,,,,467c3858-30dc-4d7c-bd8d-6a3f95514843,631,,"[100.3, 24.6]",22926,15,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Svenja Huth,10374.0,Left Midfield,43,Germany Women's,857,['43332d61-b78d-469c-a6d1-ddb68ee194aa'],11,Right Foot,"[120.0, 31.6, 0.2]",,"[{'location': [101.1, 23.3], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 24.6], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 28.0], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 30.1], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 45.7], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 35.5], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.5, 36.0], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.1, 44.1], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.3, 19.9], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.3, 34.4], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 40.6], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.4, 39.0], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.02904595,Normal,Open Play,,,,Germany Women's,857,00:15:11.546,Shot,
,,,,,,,,,,,,,,,,1.140259,,,,,,,,,,,,,c4d3dde4-53c0-42c1-b08d-eab5991c2833,667,,"[110.0, 36.5]",22926,16,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Svenja Huth,10374.0,Left Midfield,47,Germany Women's,857,['3e64a956-7a41-4972-a2e8-03a7cafbee7f'],43,Head,"[118.5, 40.3, 2.0]",,"[{'location': [119.0, 39.8], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 28.1], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.6, 30.5], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 14.5], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.3, 35.6], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 29.7], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.7, 21.5], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.6, 18.0], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 39.6], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.2, 41.8], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.6, 46.4], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.1, 44.9], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.3, 51.3], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 38.1], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 37.9], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.8, 44.4], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",2aa7d2c7-c435-4be2-a31e-a9b85bc0de49,,Saved,0.089266084,Normal,Open Play,,,,Germany Women's,857,00:16:43.859,Shot,
,,,,,,,,,,,,,,,,0.1331,,,,,,,,,,,,,3f34482b-be72-4969-9cd6-bb976dae450a,689,,"[113.1, 32.9]",22926,18,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kathrin Julia Hendrich,10399.0,Right Back,51,Germany Women's,857,"['5e9e6396-beab-4bd3-9057-b5eac5fa7767', 'd35909b1-aea8-40d7-ae5a-3246ce5436a0']",7,Right Foot,"[114.1, 33.7]",True,"[{'location': [114.1, 33.7], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 30.5], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.6, 30.3], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.3, 41.0], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.1, 41.5], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.1, 45.5], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.8, 46.8], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.1, 41.7], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.4, 39.6], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [117.2, 39.3], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.7, 39.5], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 44.6], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.6, 42.3], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.3, 37.6], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 42.2], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.1, 38.7], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 46.2], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",,,Blocked,0.10995831,Volley,Open Play,,,,Germany Women's,857,00:18:07.667,Shot,
,,,,,,,,,,,,,,,,0.788622,,,,,,,,,,,,,ee33182f-3a7e-4cd0-8581-6d229ae4812f,770,,"[116.0, 43.8]",22926,19,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexandra Popp,15178.0,Center Forward,54,Germany Women's,857,['8becb549-0ef6-4c76-82ea-cb27810cb448'],51,Head,"[120.0, 41.3, 3.5]",,"[{'location': [99.0, 22.6], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 43.1], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 34.3], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 19.3], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 31.4], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 34.9], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 41.7], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.2, 43.6], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 44.7], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 55.4], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.2, 52.1], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.5, 43.0], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",e565dd19-9c47-487c-bc84-7f96c0d03e7b,True,Off T,0.240276,Normal,Open Play,,,,Germany Women's,857,00:19:51.009,Shot,
,,,,,,,,,,,,,,,,1.0264,,,,,,,,,,,,,dfaf32e4-1976-4477-9052-62c8356a844f,961,,"[101.2, 30.2]",22926,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Svenja Huth,10374.0,Left Midfield,64,Germany Women's,857,['50591f63-e16b-4f97-9297-bf338de8a855'],16,Right Foot,"[120.0, 40.3, 3.3]",,"[{'location': [101.1, 25.9], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.9, 31.5], 'player': {'id': 25481, 'name': 'Peng Han'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 32.6], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.8, 47.6], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.7, 54.7], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 51.4], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [93.4, 40.1], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.6, 20.7], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.7, 39.4], 'player': {'id': 25483, 'name': 'Shimeng Peng'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 35.1], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 36.5], 'player': {'id': 25487, 'name': 'Yuping Lin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 28.3], 'player': {'id': 25480, 'name': 'Haiyan Wu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 35.3], 'player': {'id': 10262, 'name': 'Dzsenifer Marozsan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.2, 50.4], 'player': {'id': 25486, 'name': 'Shanshan Liu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,0.03719417,Normal,Open Play,,,,Germany Women's,857,00:26:16.992,Shot,
,,,,,,,,,,,,,,,,1.2487,,,,,,,,,,,,,dfbbc2bf-5d13-450a-a4b3-c3d0764e1e3f,1616,,"[102.1, 37.5]",22926,43,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Li Yang,25489.0,Right Center Forward,102,China PR Women's,1207,['97e7a0bf-c866-4d51-aed5-d3e27592b320'],26,Right Foot,"[120.0, 44.0, 0.9]",True,"[{'location': [89.4, 41.1], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.8, 50.2], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.2, 38.8], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 48.7], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.6, 48.4], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 24.9], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.8, 70.2], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.9, 39.2], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",40bc0e0e-2f10-4a48-9e71-542cfbc39f51,,Post,0.2280202,Normal,Open Play,,,,China PR Women's,1207,00:43:26.577,Shot,
,,,,,,,,,,,,,,,,0.632347,,,,,,,,,,,,,db743fd2-920f-4daf-93e0-894baa33c4d1,1620,,"[112.8, 43.0]",22926,43,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Rui Zhang,25490.0,Right Center Midfield,102,China PR Women's,1207,['ebd71f54-1a7b-4e0b-a157-10b78fa987c2'],30,Head,"[116.5, 41.0, 1.3]",,"[{'location': [102.0, 25.4], 'player': {'id': 25488, 'name': 'Yasha Gu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.6, 38.6], 'player': {'id': 25489, 'name': 'Li Yang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.2, 43.1], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.7, 54.4], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.9, 44.9], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 42.3], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 41.6], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 30.9], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 42.0], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.2, 47.2], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 59.7], 'player': {'id': 10376, 'name': 'Carolin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Saved,0.14952792,Normal,Open Play,,,,China PR Women's,1207,00:43:30.891,Shot,
