50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.262263,,,,,,,,,,93db1618-b32f-46b2-b273-3ce078b80104,1292,,,"[99.0, 21.0]",19741,36,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,68,Reading WFC,974,"['52467913-4ab1-4db5-996a-57992fbc596b', '57979ba7-6cf0-4138-9ace-e8fa3412deda']",7,,Right Foot,"[101.0, 24.0]",,"[{'location': [102.0, 28.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 22.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 39.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [82.0, 35.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [69.0, 56.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.0, 28.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [92.0, 43.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 35.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 20.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",24aa254f-e890-4451-9441-9e82289061f6,,,Blocked,0.010247848,Normal,Open Play,,,,Reading WFC,974,00:36:07.995,Shot,
,,,,,,,,,,,,0.2608,,,,,,,,,,4cd20fb5-7eda-4ebc-9fa7-b285aa949a5f,1380,,,"[105.0, 48.0]",19741,37,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Right Defensive Midfield,72,Reading WFC,974,['8bbbc420-1135-4d47-8972-26a989885c68'],59,,Right Foot,"[108.0, 37.2, 1.6]",,"[{'location': [90.0, 42.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 36.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 52.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.0, 39.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",5ddc0a48-a1e4-4295-9eda-90691759bade,,,Saved,0.3674877,Lob,Open Play,,,,Reading WFC,974,00:37:59.616,Shot,
,,,,,,,,,,,,0.7059,,,,,,,,,,5cf04140-4eca-4127-bde9-629804e21bae,1457,,,"[109.0, 57.0]",19741,41,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Nobbs,10192.0,Right Center Forward,78,Arsenal WFC,968,['35455c0e-8c34-4b54-8085-e07354728b6b'],3,,Right Foot,"[112.0, 52.0]",,"[{'location': [119.0, 41.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 57.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 52.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 33.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 44.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 60.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",ae2f8194-80ff-4970-820b-ffb8e5af94d3,,,Wayward,0.019399619,Volley,Open Play,,,,Arsenal WFC,968,00:41:03.947,Shot,
,,,,,,,,,,,,0.8959,,,,,,,,,,342cd64c-e441-486d-8d9b-dc46e64feee4,1586,,,"[113.0, 31.0]",19741,46,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Left Midfield,82,Arsenal WFC,968,['183010f5-6715-415e-b2d6-ff21001fe06f'],53,,Right Foot,"[120.0, 43.8, 1.0]",,"[{'location': [112.0, 53.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 46.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.0, 36.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 48.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 27.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 31.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0326a933-bf06-4f4b-a8ef-45f2e7c8ba5a,,,Goal,0.23720911,Normal,Open Play,,,,Arsenal WFC,968,00:46:53.304,Shot,
,,,,,,,,,,,,0.850244,,,,,,,,,,dac0bf08-ebd9-4ce1-8471-2fa91de9cbe2,1682,,,"[113.0, 55.0]",19741,47,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lisa Evans,10179.0,Right Midfield,91,Arsenal WFC,968,"['67f6b048-d8dc-4bee-be44-d88d44fdaeac', '9e385036-66ea-455d-a259-77e089a4875b']",24,,Right Foot,"[120.0, 46.9, 2.6]",,"[{'location': [112.0, 31.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 45.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 53.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 54.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 54.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 56.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 54.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",b44825d7-143c-4a9f-945d-86f39f0e915d,,,Off T,0.017562907,Normal,Open Play,,,,Arsenal WFC,968,00:02:24.437,Shot,True
,,,,,,,,,,,,0.8225,,,,,,,,,,f70ed4b6-21e3-4f9f-952f-cb369db905e6,1738,,,"[110.0, 42.0]",19741,48,,,,,,,,,,,,,,,,,,,,2,Regular Play,Vivianne Miedema,15623.0,Left Center Forward,95,Arsenal WFC,968,['69f25dd9-1df5-432e-9ac4-0bcbb5f60788'],59,,Left Foot,"[119.0, 36.2, 0.3]",True,"[{'location': [107.0, 33.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 41.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6d14c018-3b88-440c-99ae-3d1d8381a0bd,,,Goal,0.17337336,Normal,Open Play,,,,Arsenal WFC,968,00:03:59.379,Shot,
,,,,,,,,,,,,0.3163,,,,,,,,,,6cdddca1-66ce-4ab8-a012-22b864b713fa,1876,,,"[113.0, 38.0]",19741,52,,,,,,,,,,,,,,,,,,,,2,From Throw In,Vivianne Miedema,15623.0,Left Center Forward,101,Arsenal WFC,968,['5eea771b-9604-42e5-9cde-b7bf8786366b'],34,,Left Foot,"[116.0, 38.7, 0.4]",,"[{'location': [119.0, 48.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 29.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 46.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",c6334f54-b201-4a3d-8656-5285a84688be,,,Saved,0.19793193,Normal,Open Play,,,,Arsenal WFC,968,00:07:34.910,Shot,
,,,,,,,,,,,,1.1576,,,,,,,,,,ab498d19-9f4e-46de-be2f-9eff79eda659,1883,,,"[93.0, 41.0]",19741,53,,,,,,,,,,,,,,,,,,,,2,From Corner,Katie McCabe,15620.0,Left Center Midfield,102,Arsenal WFC,968,['f6c9d8a2-aac4-4db1-af94-c7af5cab8ab3'],20,,Left Foot,"[119.0, 45.4, 2.9]",,"[{'location': [110.0, 32.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.0, 32.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.0, 37.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 41.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 43.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 39.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 41.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [89.0, 41.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.0, 30.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.021899639,Half Volley,Open Play,,,,Arsenal WFC,968,00:08:20.139,Shot,
,,,,,,,,,,,,0.3178,,,,,,,,,,8a09e68b-8dd7-4e6a-b8ed-d27108129eb0,1931,,,"[117.0, 47.0]",19741,54,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bethany Mead,15619.0,Left Midfield,104,Arsenal WFC,968,['8fcff4e0-b8c2-4a7b-99c0-08941b698c5e'],54,,Right Foot,"[119.0, 45.6, 1.3]",,"[{'location': [101.0, 39.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 44.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 54.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 54.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 57.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 56.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",65e119fa-4345-49e7-9d1f-1b67f1a4ccc3,True,,Off T,0.18030998,Volley,Open Play,,,,Arsenal WFC,968,00:09:54.982,Shot,
,,,,,,,,,,,,1.614961,,,,,,,,,,7d68564e-d1db-4fc9-83b2-1528d0c350cd,2307,,,"[96.0, 27.0]",19741,67,,,,,,,,,,,,,,,,,,,,2,From Corner,Jordan Nobbs,10192.0,Right Center Forward,130,Arsenal WFC,968,['048a1545-1be1-4a2a-8ffc-3fec8634da45'],46,,Left Foot,"[119.0, 46.0, 0.3]",,"[{'location': [106.0, 31.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.0, 30.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 45.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [89.0, 48.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [94.0, 46.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 4.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",2a388925-d628-42ed-8531-3897d5731bc0,,,Off T,0.02362701,Normal,Open Play,,,,Arsenal WFC,968,00:22:46.495,Shot,
,,,,,,,,,,,,0.4954,,,,,,,,,,4e089298-0b5f-4292-af65-fcfbfd3052e3,2383,,,"[118.0, 42.0]",19741,71,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Louise Quinn,15621.0,Center Back,136,Arsenal WFC,968,['f01c9a5f-e537-4487-b2de-d87362f5e2b7'],4,,Head,"[119.0, 43.6, 3.4]",,"[{'location': [106.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.0, 28.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 50.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.0, 37.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",813e4b62-131d-41bc-8d6f-0cba53c0c2b1,,True,Off T,0.33366463,Normal,Open Play,,,,Arsenal WFC,968,00:26:04.318,Shot,
