50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.608178,,,,,,,,,,,,,390d9af0-e077-483a-a743-dc6273bd61b2,310,,"[101.8, 42.8]",3813298,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lalrinliana Hnamte,161110.0,Right Midfield,19,East Bengal,7286,['fee2d6e2-3289-4cd8-a75e-17da457d86e4'],53,,Left Foot,,"[118.3, 39.3, 1.3]",,"[{'location': [104.2, 26.0], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.4, 38.7], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 43.5], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 43.4], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 50.9], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 50.4], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 57.7], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 39.2], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 48.4], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 45.9], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",baf7846b-3c3c-421e-8bee-f90e044acbe8,,Saved,,0.09287735,Normal,Open Play,,,,East Bengal,7286,00:07:53.789,Shot,
,,,,,,,,,,,,,,,0.279378,,,,,,,,,,,,,fc538f2f-3b8b-45c2-aed1-ae293aab47aa,352,,"[103.6, 41.5]",3813298,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nerijus Valskis,73486.0,Center Forward,26,Jamshedpur,2021,"['27eed2d2-6004-4d8f-a9cd-2a59089fc7a6', '4976a6c3-9668-4002-9af0-14bdbac196c0']",12,,Left Foot,,"[107.3, 40.9]",,"[{'location': [107.5, 40.8], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 43.6], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 46.3], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 51.9], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.6, 42.0], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 61.6], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.3, 32.4], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.6, 40.9], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.8, 56.0], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 46.2], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.6, 41.1], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.6, 46.1], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",1588e911-b37a-49a3-970d-ca188fc144c4,,Blocked,,0.1031627,Normal,Open Play,,,,Jamshedpur,2021,00:09:12.999,Shot,
,,,,,,,,,,,,,,,0.331549,,,,,,,,,,,,,dc83da3c-4fa7-490e-93be-38cffddb5c7d,522,,"[93.8, 57.9]",3813298,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Perošević,161111.0,Right Center Forward,37,East Bengal,7286,"['3c8bda54-d842-48f1-a732-34dffc330e1f', '7e2037ba-b30f-4de3-adbc-2ed4d99b310d']",44,,Left Foot,,"[101.2, 53.1]",,"[{'location': [107.4, 29.3], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 39.3], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 26.5], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 24.9], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 28.9], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 36.9], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.9, 60.5], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.5, 40.0], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 40.1], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.5, 53.7], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.2, 53.1], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.4, 52.4], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 44.6], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.6, 40.3], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.2, 40.8], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 35.3], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 39.5], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,,0.009114429,Normal,Free Kick,,,,East Bengal,7286,00:15:44.733,Shot,
,,,,,,,,,,,,,,,0.156335,,,,,,,,,,,,,372cea7e-1808-4d36-8bcc-26f266311d72,531,,"[113.8, 43.7]",3813298,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Franjo Prce,32945.0,Left Center Back,38,East Bengal,7286,"['1984a5e5-709e-4ed1-a156-3c8dda3fa2a5', '530643eb-c4b5-4299-a061-c00742f77887', 'b57d5d25-8755-4509-971b-5b0068731929']",18,,Right Foot,True,"[120.0, 40.6, 0.8]",,"[{'location': [104.4, 43.4], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.5, 39.4], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 34.0], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 36.0], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.7, 35.3], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.4, 27.9], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.9, 40.3], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 40.8], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.2, 42.1], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 43.7], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.1, 36.6], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.3, 38.0], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.9, 36.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.5, 41.2], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",261b7d44-424d-4b69-8d27-72fbe0ba94ee,,Goal,,0.1841595,Half Volley,Open Play,,,,East Bengal,7286,00:16:18.355,Shot,True
,,,,,,,,,,,,,,,0.102252,,,,,,,,,,,,,a358c1b5-e4ee-4ccd-b0c7-9ddc38c1dfa5,864,,"[106.9, 35.4]",3813298,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nerijus Valskis,73486.0,Center Forward,59,Jamshedpur,2021,"['c1bccf23-23b8-419a-8288-8896105f9e60', 'e6171389-0e4e-4d1a-9829-b64ac4f0d2af']",20,,Head,,"[107.9, 36.2]",,"[{'location': [108.0, 36.0], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 42.7], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.6, 45.4], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.1, 29.3], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.1, 52.9], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 45.7], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 63.4], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.9, 40.2], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 58.0], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.4, 56.9], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 47.4], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.0, 37.6], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.7, 60.8], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.1, 60.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",84ea1fee-4492-404c-a9b7-34fba1f2cf6c,,Blocked,,0.04003766,Normal,Open Play,,,,Jamshedpur,2021,00:26:20.641,Shot,
,,,,,,,,,,,,,,,0.800137,,,,,,,,,,,,,053e2648-9e0e-4875-abea-4548f77d0e0d,1164,,"[103.8, 56.5]",3813298,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Antonio Perošević,161111.0,Right Center Forward,78,East Bengal,7286,['e049dc85-fe4d-4c76-bbb5-c80a0bb5e46e'],21,,Left Foot,,"[120.0, 46.3, 0.1]",,"[{'location': [91.6, 55.7], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 59.9], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 56.6], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 42.3], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 56.7], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.9, 69.0], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 72.0], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.6, 64.9], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 44.3], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.2, 43.4], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 61.1], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.8, 49.2], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.5, 28.4], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.6, 35.8], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2ce0e5c7-283e-48fd-95aa-d0d030642561,,Off T,,0.031989496,Normal,Open Play,,,,East Bengal,7286,00:37:21.201,Shot,
,,,,,,,,,,,,,,,0.039179,,,,,,,,,,,,,a4bd9dca-9137-4cbd-b8e9-91b69157c456,1228,,"[101.0, 48.5]",3813298,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lalrinliana Hnamte,161110.0,Right Midfield,83,East Bengal,7286,"['22912121-3d6c-4b5c-906d-ea9ea0bc7c19', '518ebde7-f9ab-4a2b-812e-366801d5117d']",49,,Right Foot,,"[103.5, 47.0]",,"[{'location': [103.0, 33.0], 'player': {'id': 161091, 'name': 'Daniel Chima Chukwu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.3, 36.9], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.7, 30.7], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.0, 40.5], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 40.4], 'player': {'id': 124910, 'name': 'Pronay Halder'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 44.4], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 40.4], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 30.8], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 46.5], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Blocked,,0.07155896,Normal,Open Play,,,,East Bengal,7286,00:39:49.766,Shot,
,,,,,,,,,,,,,,,1.086729,,,,,,,,,,,,,5d0dfdc6-5b4c-4309-b0ef-18a14600e13c,1390,,"[90.5, 43.3]",3813298,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Monteiro de Lima,161116.0,Left Center Midfield,89,Jamshedpur,2021,['3f70f9ac-2796-4700-aa12-3af7014a4ad9'],10,,Left Foot,,"[120.0, 44.9, 4.2]",,"[{'location': [80.7, 26.2], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.4, 45.8], 'player': {'id': 127057, 'name': 'Seminlen Doungel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 52.3], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.5, 58.0], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 64.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.4, 33.4], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.1, 50.7], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.8, 43.9], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 43.0], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.2, 65.2], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 47.9], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 51.8], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 41.5], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 43.0], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f0d2f00b-9af5-42cf-a170-c058aa95ea67,,Off T,,0.021108553,Normal,Open Play,,,,Jamshedpur,2021,00:44:10.150,Shot,
,,,,,,,,,,,,,,,1.176079,,,,,,,,,,,,,b18db246-98c4-4422-ab46-99676691523e,1438,,"[104.8, 60.4]",3813298,45,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seminlen Doungel,127057.0,Right Wing,91,Jamshedpur,2021,['e034fa06-a7c9-4cd5-a4d7-08a0b084d54c'],38,,Left Foot,,"[120.0, 28.3, 3.2]",,"[{'location': [105.6, 53.6], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 45.9], 'player': {'id': 161095, 'name': 'Wahengbam Angousana Luwang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 46.5], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 42.2], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.9], 'player': {'id': 161094, 'name': 'Mohammed Rafique'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 32.2], 'player': {'id': 161110, 'name': 'Lalrinliana Hnamte'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.1, 41.7], 'player': {'id': 161107, 'name': 'Arindam Bhattacharja'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 60.7], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 46.9], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.9, 43.5], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 37.5], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.1, 30.3], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",2b5ab33e-8a2e-47cc-8f19-c4cac693e238,,Off T,,0.012475705,Normal,Open Play,,,,Jamshedpur,2021,00:45:38.160,Shot,
