50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.125501,,,,,,,,,,,,,d3f7440c-e16e-4b33-96bc-38fe83848d8a,302,,,"[102.5, 18.1]",3890564,6,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caiuby Francisco da Silva,8303.0,Left Wing,15,Hamburger SV,171,['f58ab0c7-4d37-4fdb-8f83-9a4696e8c745'],30,,Left Foot,"[120.0, 43.4, 4.7]",,"[{'location': [117.7, 36.1], 'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 35.9], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.6, 57.1], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 26.9], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 21.1], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.2, 44.2], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 18.7], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.2, 29.8], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 27.7], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Off T,0.008870483,Normal,Open Play,,,,Augsburg,172,00:06:30.983,Shot,
,,,,,,,,,,,,,,,,,0.979888,,,,,,,,,,,,,687fdba0-dac7-4296-b82f-9a1d92497e8b,317,,,"[92.7, 41.4]",3890564,7,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Michael Gregoritsch,8309.0,Center Attacking Midfield,16,Hamburger SV,171,['95ee184c-990c-4f29-a52c-a380ec4a3cd7'],10,,Left Foot,"[120.0, 41.9, 3.5]",,"[{'location': [117.1, 39.8], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.2, 31.6], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.4, 45.7], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.7, 51.7], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.8, 50.0], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 43.7], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.6, 39.5], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.6, 41.8], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 34.2], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",92e723be-2d8e-47b4-b3d1-f88c072dd1f1,,Off T,0.023190701,Normal,Open Play,,,,Hamburger SV,171,00:07:10.406,Shot,
,,,,,,,,,,,,,,,,,0.876102,,,,,,,,,,,,,2feffbeb-f276-440a-b09e-162b13141904,457,,,"[114.0, 44.4]",3890564,10,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alfreð Finnbogason,5514.0,Center Forward,25,Augsburg,172,['b2e3fc6b-4482-412c-9bd2-d4ec78a6bd2f'],56,,Head,"[120.0, 39.7, 0.9]",,"[{'location': [100.9, 50.3], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.8, 40.0], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 35.5], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 45.0], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 38.0], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 38.3], 'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 44.0], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,True,Goal,0.6335608,Normal,Open Play,,,,Augsburg,172,00:10:56.043,Shot,
,,,,,,,,,,,,,,,,,0.098016,,,,,,,,,,,,,3b12c46a-a9ae-45b6-b488-d3c6dea84afe,799,,,"[107.1, 47.6]",3890564,18,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nabil Bahoui,24205.0,Left Wing,41,Hamburger SV,171,"['610b69a2-94c0-4474-8dc1-3aad6e2cf0fb', '8776aef1-8c7a-41c8-b51f-9c6208456f8f']",32,,Right Foot,"[111.9, 45.2]",True,"[{'location': [119.7, 66.8], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.2, 46.6], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.5, 40.2], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.1, 42.9], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 50.0], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 43.6], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 59.7], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 45.1], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 42.1], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 41.1], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 32.1], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",8a425820-65b1-43bd-9ebb-f6ad66c19148,,Blocked,0.08552873,Normal,Open Play,,,,Hamburger SV,171,00:18:32.577,Shot,
,,,,,,,,,,,,,,,,,0.493513,,,,,,,,,,,,,022cfaf9-8e7c-47c1-87d9-48fe16f7238f,935,,,"[114.3, 35.7]",3890564,23,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Caiuby Francisco da Silva,8303.0,Left Wing,52,Augsburg,172,"['b146efd5-cddd-45c1-a6cb-0381286b0424', 'ecec6268-65cf-460f-a316-69a1b91e4da1']",6,True,Head,"[118.1, 38.7, 1.8]",,"[{'location': [105.6, 58.9], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 46.7], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.9, 43.8], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.1, 41.2], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.1, 41.5], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.0, 39.1], 'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.5, 54.2], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.1, 51.8], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.3, 44.9], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.8, 44.1], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.8, 40.6], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 39.4], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.4, 41.5], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 44.9], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 36.3], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 35.3], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",172441aa-a164-4590-b988-5cb296a0034c,,Saved,0.1511755,Normal,Open Play,,,,Augsburg,172,00:23:06.228,Shot,True
,,,,,,,,,,,,,,,,,0.687376,,,,,,,,,,,,,79c76f6e-2bb6-4a97-bd95-020b60ca1607,1005,,,"[99.0, 27.5]",3890564,25,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Halil Altıntop,40462.0,Center Attacking Midfield,56,Augsburg,172,['4ad3c793-fbdb-4b26-af6e-cf10db2d47c8'],3,,Left Foot,"[114.9, 37.5, 2.1]",True,"[{'location': [115.6, 37.9], 'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 49.9], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 39.3], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 32.8], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 34.2], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 33.4], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.9, 47.8], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.3, 45.2], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 37.5], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e32750e5-a1d5-4fd5-8d28-51d3a4067a85,,Saved,0.044528864,Half Volley,Open Play,,,,Augsburg,172,00:25:03.644,Shot,
,,,,,,,,,,,,,,,,,0.955261,,,,,,,,,,,,,2a082437-a0e6-4a0a-95f5-3616b831bd8a,1009,,,"[109.9, 36.7]",3890564,25,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Christoph Janker,24117.0,Left Center Back,57,Augsburg,172,['a5b21e5e-4e39-4128-97d7-523e2b3c2403'],42,,Head,"[110.1, 35.2]",,"[{'location': [118.7, 39.6], 'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.2, 36.3], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.9, 40.0], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 36.7], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.2, 36.9], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.4, 34.9], 'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 33.7], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.5, 40.0], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.5, 38.5], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 44.7], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 45.8], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 39.1], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 33.8], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.2, 45.0], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.3, 38.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.1, 34.4], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.4, 44.4], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f5f1da3e-6e3c-4b00-a6bd-108d71e9d383,,Wayward,0.038632255,Normal,Open Play,,,,Augsburg,172,00:25:42.671,Shot,
,,,,,,,,,,,,,,,,,0.401758,,,,,,,,,,,,,306c33e7-1e46-43cc-a75b-c2a1ffabb2ea,1075,,,"[107.3, 49.1]",3890564,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,60,Hamburger SV,171,"['81155c0e-1439-4898-8b32-3adf9e4244e1', 'f6e07306-6351-40db-ac3e-340621d30a2f']",53,,Right Foot,"[112.9, 43.4]",True,"[{'location': [116.7, 46.8], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 42.2], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 39.0], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.9, 47.2], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 37.3], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.5, 42.8], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 39.6], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 36.2], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 43.3], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 41.9], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Blocked,0.058292616,Half Volley,Open Play,,,,Hamburger SV,171,00:26:53.826,Shot,
,,,,,,,,,,,,,,,,,0.98681,,,,,,,,,,,,,e80d2de5-a176-4414-b4e6-92154ab994c1,1220,,,"[94.3, 49.4]",3890564,29,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,66,Hamburger SV,171,['9863e8ea-7c55-4d9a-a19c-81297684da27'],59,,Left Foot,"[118.0, 41.9, 1.5]",True,"[{'location': [118.3, 40.5], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.6, 41.6], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.2, 47.3], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.6, 25.3], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 41.3], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 42.0], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 32.8], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.1, 34.6], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 29.8], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 22.1], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.1, 20.2], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.2, 39.1], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 40.7], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 31.4], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.8, 29.9], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [79.4, 19.1], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",6d4645a8-7f0a-49e0-b5b2-c4591e77c1c5,,Saved,0.0296117,Normal,Open Play,,,,Hamburger SV,171,00:29:59.851,Shot,
,,,,,,,,,,,,,,,,,1.119785,,,,,,,,,,,,,1ef38946-3a98-4a79-abfe-a26a68557166,1328,,,"[94.6, 46.1]",3890564,35,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Michael Gregoritsch,8309.0,Center Attacking Midfield,74,Hamburger SV,171,['6354bd7f-3f9e-4195-a5a0-6fd021277f09'],13,,Left Foot,"[120.0, 42.9, 2.0]",,"[{'location': [90.2, 55.5], 'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.9, 39.0], 'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 46.4], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 47.8], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 45.5], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 44.8], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 44.1], 'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 43.5], 'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.4, 42.2], 'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 39.1], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.3, 35.7], 'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 33.2], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 42.3], 'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.4, 43.3], 'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.1, 39.7], 'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 34.7], 'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.7, 32.4], 'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.2, 32.3], 'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.6, 41.5], 'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Goal,0.062607564,Normal,Free Kick,,,,Hamburger SV,171,00:35:13.182,Shot,
