50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_penalty_saved_to_post,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.871183,,,,,,,,,,,,,,93f504dd-f7bb-4ddb-90ca-a2f158bd55b5,315,,,"[106.3, 52.1]",3902968,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kadidiatou Diani,10137.0,Right Center Forward,14,France Women's,861,['976aa1ea-713e-4178-a595-d0f43cec13a6'],12,,Right Foot,,"[120.0, 33.1, 0.2]",,"[{'location': [100.0, 55.5], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 46.2], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 51.3], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 48.9], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 36.9], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.5, 43.8], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 54.2], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.9, 33.8], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.4, 38.7], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Off T,,0.05914668,Normal,Open Play,,,,France Women's,861,00:07:12.693,Shot,
,,,,,,,,,,,,,,,,,,,0.26039,,,,,,,,,,,,,,738f4570-1b68-49d2-806f-0b434a95a215,420,,,"[109.8, 31.1]",3902968,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Eugénie Le Sommer,10121.0,Left Center Forward,22,France Women's,861,['ccf66f1c-ff12-4882-a96b-33aacc59b18c'],44,,Left Foot,,"[115.2, 39.5]",True,"[{'location': [115.5, 43.7], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 36.9], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.4, 35.4], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 43.9], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.5, 40.7], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.0, 38.9], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 36.8], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 34.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 41.1], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.1, 33.0], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 31.6], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.3, 42.1], 'player': {'id': 31784, 'name': 'Maëlle Lakrar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.3, 39.2], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.9, 36.6], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.7, 47.3], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 24.7], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Wayward,,0.06192355,Volley,Open Play,,,,France Women's,861,00:11:44.845,Shot,
,,,,,,,,,,,,,,,,,,,0.696562,,,,,,,,,,,,,,15289f11-6ee9-4410-a14e-75ac7bf7a4fd,423,,,"[116.9, 41.3]",3902968,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maëlle Lakrar,31784.0,Right Center Back,22,France Women's,861,['00ef3b30-4ae7-4e41-8bd0-f0e66bd09d05'],45,,Right Foot,,"[120.0, 43.0, 3.8]",True,"[{'location': [111.9, 35.3], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.1, 35.9], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.5, 31.7], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 44.8], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.2, 44.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.4, 40.9], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 34.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 31.7], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 37.7], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 39.0], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.1, 38.8], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.4, 31.5], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.4, 35.9], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.5, 30.1], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.9, 46.4], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.2, 24.2], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,True,Off T,,0.7090119,Half Volley,Open Play,,,,France Women's,861,00:11:45.583,Shot,
,,,,,,,,,,,,,,,,,,,1.624027,,,,,,,,,,,,,,12842850-cdfb-4362-8978-6b1b7d7231ff,798,,,"[90.8, 39.0]",3902968,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Katrina Gorry,4979.0,Right Defensive Midfield,43,Australia Women's,1205,['3950e0e5-25d1-4a9c-9417-25a9763fcbbf'],6,,Left Foot,,"[120.0, 28.2, 3.1]",True,"[{'location': [110.8, 40.3], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 44.8], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 45.6], 'player': {'id': 10117, 'name': 'Sakina Karchaoui'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 37.5], 'player': {'id': 31784, 'name': 'Maëlle Lakrar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 51.6], 'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.5, 40.7], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 44.8], 'player': {'id': 10272, 'name': 'Onema Grace Geyoro'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 34.1], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 45.5], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.7, 39.9], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.0, 39.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.4, 59.3], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.6, 45.5], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.9, 31.0], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.6, 40.1], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 40.0], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.1, 40.7], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.5, 41.4], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [89.6, 55.0], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,Off T,,0.015352246,Half Volley,Open Play,,,,Australia Women's,1205,00:23:06.262,Shot,
,,,,,,,,,,,,,,,,,,,0.158044,,,,,,,,,,,,,,48a3f2eb-22d6-40fd-85a9-4010c49f98b6,921,,,"[97.2, 47.1]",3902968,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Eugénie Le Sommer,10121.0,Left Center Forward,55,France Women's,861,"['08fb232a-e70f-4caf-958b-615e33d15d57', '8bfbdb80-03fa-482d-8961-3a79106bde3f']",30,,Right Foot,True,"[117.8, 40.4, 0.4]",,"[{'location': [118.7, 40.8], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 34.7], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.8, 39.9], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.4, 24.1], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.5, 49.8], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.7, 39.0], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 46.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 39.9], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 33.8], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,,0.03603403,Normal,Open Play,,,,France Women's,861,00:27:30.834,Shot,
,,,,,,,,,,,,,,,,,,,0.626049,,,,,,,,,,,,,,0a5697d7-3b69-40f7-a3c3-596d702267f8,1065,,,"[101.2, 52.6]",3902968,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Kenza Dali,15421.0,Right Midfield,64,France Women's,861,"['31a7bc00-132e-44f2-9178-e103f4c1ccaa', '68a60061-634b-4ab5-b0eb-d43ebbdbc75e']",28,,Right Foot,,"[112.2, 46.8]",True,"[{'location': [118.4, 40.4], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 74.9], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.2, 42.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 37.5], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 50.4], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.5, 49.7], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.7, 46.8], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 38.9], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.7, 42.8], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 46.7], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 43.8], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.8, 36.0], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 39.0], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.1, 50.0], 'player': {'id': 31784, 'name': 'Maëlle Lakrar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.3, 44.6], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 30.3], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.5, 44.4], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.1, 41.1], 'player': {'id': 30971, 'name': 'Sandie Toletti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,,Blocked,,0.02194348,Volley,Open Play,,,,France Women's,861,00:31:28.345,Shot,
,,,,,,,,,,,,,,,,,,,0.522225,,,,,,,,,,,,,,f9e0fd92-e51e-46da-a519-f26a7a8ba1e5,1071,,,"[111.1, 50.4]",3902968,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maëlle Lakrar,31784.0,Right Center Back,64,France Women's,861,"['2eb310f7-be6b-433c-bf0e-1f869902b106', '6c538a92-6855-4d49-9c31-b655c78b6e85']",30,,Right Foot,,"[118.7, 44.6, 1.6]",,"[{'location': [108.8, 46.0], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 42.8], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 48.3], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 45.9], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.8, 43.6], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 39.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 36.7], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.8], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 52.9], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.6, 39.3], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.8, 51.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.7, 44.0], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.9, 44.2], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.4, 37.4], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.9, 30.9], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Saved,,0.06827301,Normal,Open Play,,,,France Women's,861,00:31:30.368,Shot,True
,,,,,,,,,,,,,,,,,,,1.005454,,,,,,,,,,,,,,291a3b33-e49a-44b9-99d7-1e6c3c883b1c,1076,,,"[107.3, 42.6]",3902968,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maëlle Lakrar,31784.0,Right Center Back,65,France Women's,861,"['78b7e6fb-b871-4107-8b59-a26b16868824', 'ffecf49d-fc59-4605-ad18-6104c782fe27']",2,,Head,,"[120.0, 46.0, 0.2]",,"[{'location': [113.4, 46.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.5, 46.6], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 43.5], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.0, 41.3], 'player': {'id': 401635, 'name': 'Clare Hunt'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.3, 41.6], 'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 49.2], 'player': {'id': 35693, 'name': 'Mary Boio Fowler'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.1, 42.2], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 35.6], 'player': {'id': 131586, 'name': 'Kyra Lillee Cooney-Cross'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.4, 35.8], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 37.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 36.4], 'player': {'id': 5095, 'name': 'Ellie Madison Carpenter'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.2, 49.6], 'player': {'id': 10121, 'name': 'Eugénie Le Sommer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 28.1], 'player': {'id': 30969, 'name': 'Elisa De Almeida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.9, 36.6], 'player': {'id': 10137, 'name': 'Kadidiatou Diani'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.9, 79.0], 'player': {'id': 15471, 'name': 'Selma Bacha'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.4, 39.5], 'player': {'id': 10125, 'name': 'Wendie Renard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",717dd89c-b686-474a-9dfa-83915fd7a39b,,,Off T,,0.0374898,Normal,Open Play,,,,France Women's,861,00:32:02.963,Shot,True
