50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.191142,,,,,,,,,,,d6a015a2-6237-46cb-9b0d-b5deafa1bacf,387,,"[91.0, 17.9]",3893822,7,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,11,Spain Women's,863,"['061cc7ed-c291-43a7-9f61-1b87ee8cab7c', '0b8827e9-1fa5-423c-b3bb-9a90e0ed0f33']",0,Left Foot,,"[93.3, 19.7]",,"[{'location': [99.1, 21.1], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.5, 38.7], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 40.7], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 49.8], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.7, 47.2], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [96.1, 38.8], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 32.8], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.4, 27.0], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 18.0], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [94.8, 23.7], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.3, 19.7], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [102.3, 48.1], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.2, 39.9], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.1, 56.8], 'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.4, 49.4], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.1, 21.5], 'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [89.0, 19.8], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",bc9f256d-bf5b-4365-9aa2-539a04583678,Blocked,0.0059019052,Normal,Open Play,,,,Spain Women's,863,00:07:00.097,Shot,
,,,,,,,,,,,,,,,,,1.066831,,,,,,,,,,,5579b94c-7c81-4b21-96b4-ab63b67732a8,584,,"[107.4, 37.8]",3893822,11,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hinata Miyazawa,401932.0,Right Attacking Midfield,20,Japan Women's,1210,"['88295a11-6edd-49cb-8dc7-7af0282cba2b', 'ce02030f-508a-4aca-a0ff-d3a4b731f070']",32,Left Foot,,"[120.0, 36.7, 0.2]",,"[{'location': [114.7, 38.4], 'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 41.9], 'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 39.6], 'player': {'id': 50153, 'name': 'Rocío Gálvez Luna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 36.4], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 42.7], 'player': {'id': 401930, 'name': 'Riko Ueki'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",32463c15-2d88-4654-9932-c2ce46e7d086,Goal,0.44954997,Normal,Open Play,,,,Japan Women's,1210,00:11:32.127,Shot,True
,,,,,,,,,,,,,,,,,2.095192,,,,,,,,,,,152a1ee2-35c3-4134-a24f-b52e225205f4,665,,"[106.0, 46.5]",3893822,14,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Forward,24,Spain Women's,863,['41b86e7f-4c24-44b3-8480-6c2d340dc631'],9,Left Foot,,"[120.0, 27.2, 0.2]",True,"[{'location': [109.1, 45.8], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.3, 50.6], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 39.5], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 43.8], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [107.7, 32.9], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.4, 42.7], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 54.9], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.8, 50.8], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 64.5], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [98.1, 48.9], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 42.9], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 54.5], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 58.7], 'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.1, 67.4], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",4f3b4237-4b73-4ace-bc8f-966c10fd5748,Off T,0.126156,Half Volley,Open Play,,,,Spain Women's,863,00:14:09.173,Shot,
,,,,,,,,,,,,,,,,,1.26321,,,,,,,,,,,8fc27553-072f-4b04-a744-abe848f97be4,899,,"[94.1, 52.9]",3893822,18,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Salma Paralluelo Ayingono,222682.0,Right Wing,32,Spain Women's,863,['821ae200-f49e-42a6-8432-e7f9a39770ab'],41,Left Foot,,"[118.2, 42.1, 0.2]",,"[{'location': [103.0, 61.1], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.9, 59.1], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 46.0], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 38.4], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.3, 34.1], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 56.9], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [106.1, 29.7], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.3, 52.8], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 44.1], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 41.9], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.7, 43.4], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 33.7], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.2, 38.2], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.6, 64.4], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.1, 55.7], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",bf50d6c1-9d25-468e-96fd-8f4aa59615f3,Saved,0.021540344,Normal,Open Play,,,,Spain Women's,863,00:18:41.080,Shot,
,,,,,,,,,,,,,,,,,0.225768,,,,,,,,,,,c10a608f-fb3f-4ba9-8d65-96507f5e0e1d,1414,,"[106.0, 28.5]",3893822,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riko Ueki,401930.0,Center Forward,52,Japan Women's,1210,"['63d0d018-6596-42e7-9af4-04125caae120', '71690646-a0fe-4b96-923c-6b5adea2d1d4', '739cefe1-953f-4467-b388-9ff110f177f3']",8,Right Foot,True,"[120.0, 37.0, 2.2]",,"[{'location': [118.2, 37.6], 'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 32.2], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 42.6], 'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 41.1], 'player': {'id': 50153, 'name': 'Rocío Gálvez Luna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 34.8], 'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 30.7], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 35.2], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [109.7, 42.0], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}]",1c5779ec-a072-43e9-82c4-0f5625cad791,Goal,0.06738577,Normal,Open Play,,,,Japan Women's,1210,00:28:08.882,Shot,True
,,,,,,,,,,,,,,,,,1.026978,,,,,,,,,,,1633ccb9-6300-4a2c-8f9f-90f1e32e4e00,1763,,"[112.8, 38.4]",3893822,35,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Forward,60,Spain Women's,863,['cbf76a56-6f96-4841-98c9-1eb8e4a64e9d'],44,Head,,"[120.0, 35.7, 3.7]",,"[{'location': [98.8, 39.7], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.2, 37.3], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.9, 38.9], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 34.3], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [115.4, 39.7], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 44.4], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 45.2], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.1, 45.3], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 55.4], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 40.8], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 26.7], 'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.8, 36.9], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.1, 46.6], 'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.5, 53.9], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",c921d387-b786-4dbb-b1b0-5819f738b956,Off T,0.17542006,Normal,Open Play,,,,Spain Women's,863,00:35:44.744,Shot,
,,,,,,,,,,,,,,,,,0.256771,,,,,,,,,,,6aad46b4-96fb-4f9c-a0d0-3d670fcb3eac,1902,,"[95.8, 40.9]",3893822,38,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Salma Paralluelo Ayingono,222682.0,Right Wing,66,Spain Women's,863,"['42cbf74e-2c1d-411e-8948-1d41aa711a69', '86e3ecd8-b4b8-4a84-a8bc-3245342e3583']",19,Left Foot,,"[102.2, 40.6]",True,"[{'location': [104.0, 45.4], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 63.3], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [106.7, 51.1], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.4, 37.9], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.4, 36.3], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 50.1], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 29.2], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.2, 40.5], 'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [97.7, 48.0], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 40.2], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 24.1], 'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.8, 34.1], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.2, 29.4], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 46.3], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.3, 64.6], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.6, 63.1], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.9, 52.2], 'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",63602a53-f999-47db-8fa4-b25581adb4a3,Blocked,0.04660454,Normal,Open Play,,,,Spain Women's,863,00:38:19.772,Shot,
,,,,,,,,,,,,,,,,,0.951785,,,,,,,,,,,c228fece-67cf-461f-81a7-9a25d6679e47,1947,,"[106.2, 47.6]",3893822,39,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hinata Miyazawa,401932.0,Right Attacking Midfield,69,Japan Women's,1210,"['340892f4-a197-4f93-973a-085e42c1d3fb', '5b287df1-e2f3-4050-9600-0ffcf06c6924', 'de01acd6-2b88-4be2-a5cf-cb70f04de4ef']",42,Right Foot,,"[120.0, 37.0, 2.0]",,"[{'location': [104.5, 45.0], 'player': {'id': 50153, 'name': 'Rocío Gálvez Luna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 46.1], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 42.9], 'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 32.6], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.7, 25.5], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 47.0], 'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 26.5], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",aa270e0d-a19f-4ec5-aabb-1862af46aca2,Goal,0.10757041,Normal,Open Play,,,,Japan Women's,1210,00:39:42.094,Shot,True
,,,,,,,,,,,,,,,,,1.113005,,,,,,,,,,,6236e658-f95a-4b7c-8ad7-93561861c4e4,2450,,"[108.4, 24.2]",3893822,47,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ona Batlle Pascual,46639.0,Left Back,90,Spain Women's,863,['8b5e305d-6f8a-4823-a4ca-723113b16a8e'],44,Right Foot,,"[120.0, 47.5, 1.2]",,"[{'location': [102.7, 32.9], 'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 45.2], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.4, 35.3], 'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 25.5], 'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 17.1], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 34.2], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.1, 17.4], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.9, 36.8], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 50.7], 'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.4, 31.7], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.3, 39.1], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 21.2], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",52ca21a6-2f22-4f20-bfbb-788e76ee053d,Off T,0.055048987,Normal,Open Play,,,,Spain Women's,863,00:02:44.026,Shot,
,,,,,,,,,,,,,,,,,1.054245,,,,,,,,,,,243733c7-dcc3-4313-822b-547d85ec8cef,2577,,"[90.1, 45.4]",3893822,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fuka Nagano,299860.0,Left Defensive Midfield,96,Japan Women's,1210,['c68318ce-39bf-460f-a23b-9ce7c2477561'],27,Right Foot,,"[105.5, 47.2]",True,"[{'location': [118.6, 41.4], 'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 40.4], 'player': {'id': 49889, 'name': 'Oihane Hernández Zurbano'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 46.2], 'player': {'id': 50153, 'name': 'Rocío Gálvez Luna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 47.4], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 43.6], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 41.0], 'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 39.1], 'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.2, 44.7], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.3, 49.1], 'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.4, 47.2], 'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 41.7], 'player': {'id': 401930, 'name': 'Riko Ueki'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.1, 43.3], 'player': {'id': 401925, 'name': 'Aoba Fujino'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [100.5, 47.4], 'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 64.0], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,Wayward,0.018613609,Normal,Open Play,,,,Japan Women's,1210,00:05:27.073,Shot,
