50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.657138,,,,,,,,,,,,,,,97073fd8-20e4-4e40-9c83-e651ee63ebf5,11,,"[104.4, 30.1]",2275099,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Fara Williams,10251.0,Center Attacking Midfield,2,Reading WFC,974,['ab106a8e-9d79-4bc6-9a3f-3b516f762ab9'],7,,Left Foot,"[115.8, 38.9, 2.0]",True,"[{'location': [98.1, 50.3], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.4, 34.9], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.7, 43.1], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 31.7], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.7, 40.6], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 36.6], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 36.5], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 35.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.3, 24.2], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.4, 37.9], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 58.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [81.7, 53.4], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.1, 41.4], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 37.6], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [80.4, 37.5], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [73.2, 19.1], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",0be5f3d8-10e6-40cb-bd82-d1a502ee5dd5,,,Saved,,0.10552772,Normal,Open Play,,,,Reading WFC,974,00:00:07.476,Shot,
,,,,,,,,,,,,,,,,1.170681,,,,,,,,,,,,,,,71e1e11a-5722-4066-a018-bfda01c32ab9,16,,"[95.9, 35.1]",2275099,0,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rachel Rowe,19780.0,Left Back,3,Reading WFC,974,['f62ea2f0-d281-4fba-af3a-562c73714ba4'],39,,Left Foot,"[120.0, 45.8, 0.9]",True,"[{'location': [115.5, 36.1], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 42.3], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 42.8], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.6, 37.5], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 43.3], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 45.1], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 36.9], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 34.4], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.5, 38.7], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 40.5], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.5, 76.5], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 39.1], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.8, 41.4], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 37.4], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 33.6], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.8, 43.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.3, 47.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,,Off T,,0.03369961,Normal,Open Play,,,,Reading WFC,974,00:00:39.372,Shot,
,,,,,,,,,,,,,,,,1.81251,,,,,,,,,,,,,,,fca45396-2cfd-4a3c-9de1-07f9deea7147,58,,"[85.0, 39.6]",2275099,1,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,5,Liverpool WFC,966,['b45d074b-ce14-447a-97f9-2f62d43a1afe'],38,,Right Foot,"[120.0, 34.7, 3.9]",True,"[{'location': [87.5, 42.6], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.7, 21.9], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [80.9, 38.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.5, 36.7], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.7, 37.1], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [79.3, 63.1], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.7, 39.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,,0.021033252,Normal,Open Play,,,,Liverpool WFC,966,00:01:38.436,Shot,
,,,,,,,,,,,,,,,,0.796076,,,,,,,,,,,,,,,5a0ced4e-2167-4128-ba65-5b278fa8d133,97,,"[115.9, 32.3]",2275099,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,9,Liverpool WFC,966,['3ed247d3-5b38-44f4-af3c-812754a9ce76'],2,,Left Foot,"[120.0, 34.6, 0.5]",True,"[{'location': [114.6, 32.9], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.0, 32.6], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 38.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.8, 36.5], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 39.9], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.2, 42.5], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.1, 43.4], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 38.2], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 49.6], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.5, 55.9], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.5, 45.7], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.2, 39.6], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.6, 38.2], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.8, 43.9], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.8, 36.5], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e6fd10b3-53bd-4ca6-97d4-03603a9e9bec,,,Off T,,0.15796918,Volley,Open Play,,,,Liverpool WFC,966,00:03:02.083,Shot,
,,,,,,,,,,,,,,,,0.461952,,,,,,,,,,,,,,,a4b5492c-5c1d-4e25-a418-ac57c71b117a,160,,"[106.0, 48.2]",2275099,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Forward,12,Reading WFC,974,"['25c2478b-8510-461c-aac3-a24943e61aa3', '5e40739a-3100-491b-90ac-1eed1bafdf7a', '893543c6-2dde-4a13-bdac-43ab7ad56c27']",13,,Right Foot,"[107.3, 47.3]",,"[{'location': [80.2, 27.9], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.2, 44.2], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 45.9], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.3, 32.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.4, 35.2], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 34.7], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 39.0], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 46.8], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 42.6], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 30.6], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 33.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.5, 41.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",a51b6872-aa32-46cd-930c-fcf0a11c40ba,,,Blocked,,0.073512375,Normal,Open Play,,,,Reading WFC,974,00:04:13.539,Shot,True
,,,,,,,,,,,,,,,,0.700064,,,,,,,,,,,,,,,ae6d266b-e175-491e-aa31-14f742df830e,412,,"[113.3, 40.7]",2275099,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Melissa Lawley,15547.0,Left Wing,31,Liverpool WFC,966,['aebb8645-c163-4d15-ad4f-6ad21d6a7369'],6,,Head,"[119.0, 39.6, 1.5]",,"[{'location': [89.5, 59.9], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.0, 51.0], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 39.8], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 43.3], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.1, 41.8], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 50.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.2, 43.3], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 40.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ee4bd1c0-28ac-4aa8-bec6-9494daf86304,,,Saved,,0.27162108,Normal,Open Play,,,,Liverpool WFC,966,00:10:06.064,Shot,
,,,,,,,,,,,,,,,,1.153216,,,,,,,,,,,,,,,37559529-f3e3-45ba-8010-02943ae67cc0,864,,"[95.6, 44.8]",2275099,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Forward,54,Reading WFC,974,['6fb3e65a-d1e9-4d2b-86cb-6f93320aecdd'],22,,Left Foot,"[120.0, 36.7, 6.2]",,"[{'location': [79.0, 27.5], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.9, 46.7], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.4, 47.5], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.4, 59.4], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.2, 46.5], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 41.3], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 39.7], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 60.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.6, 58.4], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",54e83096-a07b-44ed-a325-2dba3317634b,,,Off T,,0.05008883,Normal,Open Play,,,,Reading WFC,974,00:21:22.647,Shot,
,,,,,,,,,,,,,,,,0.337567,,,,,,,,,,,,,,,f9b1a77f-40ed-45de-b187-5bae851a2df7,1063,,"[103.2, 32.4]",2275099,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Center Forward,65,Reading WFC,974,"['8a09eb99-a3f5-4b0f-932d-eb0b62ee636e', 'd43da0de-7e48-48aa-9aa9-d24b92008be5', 'd537bb7b-e2ce-4f29-b445-e071f4113796']",44,,Right Foot,"[104.6, 33.3]",,"[{'location': [96.3, 41.7], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 50.1], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 36.7], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 29.6], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 33.1], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.8, 32.9], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.4, 35.7], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",e1eb9d1c-ce75-458a-86b0-2ea0f99aaa0d,,,Blocked,,0.06997444,Normal,Open Play,,,,Reading WFC,974,00:26:44.295,Shot,True
,,,,,,,,,,,,,,,,0.374476,,,,,,,,,,,,,,,8075a85f-b3b7-49a0-b7f5-cb59dfd3e10d,1122,,"[112.3, 38.3]",2275099,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Natasha Harding,15725.0,Right Wing,71,Reading WFC,974,"['4cbba584-7c86-46b4-828d-dfc04e4d5d28', 'b7732ca7-ce5b-4358-a9dd-7ad65a650a57', 'bc0d9575-b531-4cc4-b552-ddd30428b401']",39,,Left Foot,"[113.3, 38.7]",,"[{'location': [106.8, 36.3], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 31.6], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.4, 27.1], 'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 21.7], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 33.8], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 39.2], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 34.9], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,,0.20370133,Normal,Open Play,,,,Reading WFC,974,00:29:39.488,Shot,True
,,,,,,,,,,,,,,,,1.541334,,,,,,,,,,,,,,,5c4037be-c4bf-44b7-a3c0-6d9a50b539ee,1531,,"[87.2, 39.5]",2275099,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jade Bailey,21854.0,Center Defensive Midfield,87,Liverpool WFC,966,['cb3b7bad-d136-485a-8034-8651c4e091ab'],24,,Right Foot,"[120.0, 48.9, 6.0]",True,"[{'location': [102.2, 33.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.6, 36.7], 'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 51.6], 'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.1, 40.6], 'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 23.2], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.1, 43.2], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 47.5], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 40.6], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.5, 29.7], 'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.1, 37.3], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.0, 57.3], 'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.3, 33.3], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.8, 46.7], 'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.5, 46.4], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.7, 40.1], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,,0.016791645,Normal,Open Play,,,,Liverpool WFC,966,00:39:24.195,Shot,
