50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.44,,,,,,,,,,,,7ed1b7db-c06d-49fa-b175-15b0a48e46f8,255,,"[103.0, 21.0]",7525,5,,,,,,,,,,,,,,,,,,1,From Throw In,Yasir Gharsan Al Shahrani,5183.0,Left Back,13,Saudi Arabia,799,"['15265c5f-782e-450a-8316-fd69a6e3bc4d', 'a028e913-a947-4a42-a812-f2aba30f60f5']",26,Right Foot,"[106.0, 24.0]",,"[{'location': [87.0, 55.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 26.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 24.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 21.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5196, 'name': 'Mohammad Ibrahim Al Sahlawi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 26.0], 'player': {'id': 5187, 'name': 'Salem Mohammed Al Dawsari'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.0, 43.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [90.0, 28.0], 'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.0, 24.0], 'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 16.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 5.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 11.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",0792415e-cab0-4ac2-803d-ae7c21802c56,,Blocked,0.011306748,Normal,Open Play,,,,Saudi Arabia,799,00:05:26.653,Shot,
,,,,,,,,,,,,0.2,,,,,,,,,,,,87311440-1bb4-41f5-8407-f69c62532ccd,339,,"[111.0, 52.0]",7525,6,,,,,,,,,,,,,,,,,,1,Regular Play,Aleksandr Samedov,5182.0,Right Midfield,17,Russia,796,"['0d132883-ca95-461c-bc5b-07b6f21d8c47', 'f513ed3b-351d-400d-99ac-bb5d5ce965f7']",46,Right Foot,"[113.0, 50.0]",True,"[{'location': [105.0, 61.0], 'player': {'id': 5187, 'name': 'Salem Mohammed Al Dawsari'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.0, 48.0], 'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 47.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 55.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f714bbd2-6462-41ee-9691-539fadf71bdf,,Blocked,0.047829717,Normal,Open Play,,,,Russia,796,00:06:46.680,Shot,
,,,,,,,,,,,,0.56,,,,,,,,,,,,c5b86371-2812-428a-84aa-8c08877680ce,412,,"[107.0, 26.0]",7525,8,,,,,,,,,,,,,,,,,,1,Regular Play,Yuri Zhirkov,5193.0,Left Back,22,Russia,796,"['4bc5da25-c33c-4c3a-bc37-2e12d7e540df', 'fc4f9244-f895-458c-80d2-99b45d8a7c2a']",45,Left Foot,"[108.0, 25.0]",,"[{'location': [119.0, 39.0], 'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 25.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 27.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 20.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 26.0], 'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.02564916,Normal,Open Play,,,,Russia,796,00:08:45.173,Shot,
,,,,,,,,,,,,0.16,,,,,,,,,,,,546cd52f-c4c5-4711-b1ab-e000997e9b38,473,,"[106.0, 49.0]",7525,10,,,,,,,,,,,,,,,,,,1,From Throw In,Alan Dzagoev,5180.0,Center Attacking Midfield,25,Russia,796,"['18b307e6-f455-4efa-a912-ed62aaf55f36', 'ac0e921a-44df-47e7-b834-28fd3db44ca6']",49,Right Foot,"[107.0, 49.0]",,"[{'location': [118.0, 43.0], 'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 70.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 62.0], 'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 58.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 52.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4771fb92-590b-4d49-a8a4-e81d2c0d4a8b,,Blocked,0.07510638,Normal,Open Play,,,,Russia,796,00:10:49.680,Shot,
,,,,,,,,,,,,1.12,,,,,,,,,,,,bb7051f8-5cd2-4164-9369-00f9a1468ba8,489,,"[112.0, 47.0]",7525,11,,,,,,,,,,,,,,,,,,1,From Corner,Yury Gazinskiy,5181.0,Left Center Midfield,26,Russia,796,['6e076c36-446f-4985-a7a0-05018bc3d6a1'],32,Head,"[120.0, 36.6, 1.7]",,"[{'location': [110.0, 35.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 5187, 'name': 'Salem Mohammed Al Dawsari'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5196, 'name': 'Mohammad Ibrahim Al Sahlawi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.0, 25.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 16.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 14.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 23.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 49.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6c040389-abd7-4fb0-80d7-d96486f4ceac,True,Goal,0.14645855,Normal,Open Play,,,,Russia,796,00:11:32.293,Shot,
,,,,,,,,,,,,0.48,,,,,,,,,,,,fa4aa85a-77a6-4bd3-b8fd-30c9338540f8,778,,"[103.0, 29.0]",7525,21,,,,,,,,,,,,,,,,,,1,From Corner,Mohammad Ibrahim Al Sahlawi,5196.0,Center Forward,42,Saudi Arabia,799,"['019f8aa8-7938-4ff6-8162-c0c95ec5016c', 'a27f9045-5f88-40db-8446-0684118a0cc9']",5,Left Foot,"[106.0, 26.0]",,"[{'location': [100.0, 37.0], 'player': {'id': 5187, 'name': 'Salem Mohammed Al Dawsari'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 24.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 37.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 50.0], 'player': {'id': 5180, 'name': 'Alan Dzagoev'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 55.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.0, 39.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.0, 43.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.0, 11.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.0, 27.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 28.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",,,Blocked,0.055627532,Normal,Open Play,,,,Saudi Arabia,799,00:21:05.853,Shot,
,,,,,,,,,,,,1.72,,,,,,,,,,,,160d1908-f17c-4279-bbfa-f6f645bd0502,977,,"[92.0, 39.0]",7525,27,,,,,,,,,,,,,,,,,,1,From Free Kick,Salem Mohammed Al Dawsari,5187.0,Left Midfield,50,Saudi Arabia,799,['cb7acf09-2238-466a-93b2-aff2be9770be'],27,Right Foot,"[120.0, 41.7, 4.9]",,"[{'location': [95.0, 30.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5196, 'name': 'Mohammad Ibrahim Al Sahlawi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 36.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 59.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 69.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.0, 68.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.0, 54.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 43.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 47.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.0, 51.0], 'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 49.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [81.0, 37.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [86.0, 35.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 16.0], 'player': {'id': 5183, 'name': 'Yasir Gharsan Al Shahrani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",a157e50f-6ab7-4e37-a555-c2010d57b4c1,,Off T,0.03360385,Normal,Open Play,,,,Saudi Arabia,799,00:27:27.053,Shot,
,,,,,,,,,,,,1.775,,,,,,,,,,,,518835e0-8dd9-449c-83a8-e253d7a5a8a4,1015,,"[110.0, 42.0]",7525,30,,,,,,,,,,,,,,,,,,1,From Free Kick,Yasir Gharsan Al Shahrani,5183.0,Left Back,56,Saudi Arabia,799,['59e7ee6f-3849-4a37-a596-3b3fe37df5b2'],18,Head,"[119.0, 39.9, 4.7]",,"[{'location': [113.0, 47.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 43.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 43.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 41.0], 'player': {'id': 5170, 'name': 'Mário Figueira Fernandes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 65.0], 'player': {'id': 5178, 'name': 'Salman Mohammed Al Faraj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 56.0], 'player': {'id': 5193, 'name': 'Yuri Zhirkov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 5182, 'name': 'Aleksandr Samedov'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 5177, 'name': 'Aleksandr Golovin'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 5185, 'name': 'Taisir Jabir Al Jassim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 28.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5174, 'name': 'Sergei Ignashevich'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5175, 'name': 'Ilya Kutepov'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 5181, 'name': 'Yury Gazinskiy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5172, 'name': 'Igor Akinfeev'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5196, 'name': 'Mohammad Ibrahim Al Sahlawi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",ea24cec1-fee4-4ad9-bf05-8283c49eb9ea,,Off T,0.09728895,Normal,Open Play,,,,Saudi Arabia,799,00:30:18.840,Shot,
,,,,,,,,,,,,0.693,,,,,,,,,,,,dc797994-cb35-4150-9bef-822b013a9773,1472,,"[110.0, 34.0]",7525,42,,,,,,,,,,,,,,,,,,1,From Throw In,Denis Cheryshev,5186.0,Left Midfield,86,Russia,796,['775d441b-f0b8-4004-b847-56becee47383'],11,Left Foot,"[120.0, 36.6, 1.8]",,"[{'location': [118.0, 38.0], 'player': {'id': 5189, 'name': 'Abdullah Ibrahim Al Maiouf'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 5184, 'name': 'Osama Abdulrezag Hawsawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5194, 'name': 'Fyodor Smolov'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 30.0], 'player': {'id': 5171, 'name': 'Roman Zobnin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 23.0], 'player': {'id': 5192, 'name': 'Yehya Sulaiman Ali Al-Shehri'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5197, 'name': 'Omar Ibrahim Omar Othman Hawsawi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 5191, 'name': 'Mohammed Al Burayk'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 5173, 'name': 'Abdullah Ibrahim Otayf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",4f207459-db80-4de5-9e1e-5bf9576b0bf6,,Goal,0.24924015,Normal,Open Play,,,,Russia,796,00:42:11.480,Shot,
