50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.338951,,,,,,,,,,,,,6ba23990-115d-4b05-bf85-6088bcf1ffc8,128,,"[104.9, 31.8]",3900544,2,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Right Midfield,3,Toulouse,130,"['d530797e-44b4-4001-ac9d-16a7f3c6510e', 'df71d39a-596c-499a-98bf-bb210b0fef22']",15,Right Foot,"[113.7, 35.3, 0.4]",,"[{'location': [93.3, 21.5], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 34.2], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 32.6], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 29.6], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 35.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 22.3], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",d46730e9-545f-4c84-8ceb-a5e70e2082f1,True,,Saved,0.25367534,Half Volley,Open Play,,,,Toulouse,130,00:02:15.333,Shot,True
,,,,,,,,,,,,,,,,,,0.147847,,,,,,,,,,,,,acc09f81-fd10-4989-a7fb-316c6b040929,441,,"[105.3, 28.4]",3900544,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Right Midfield,17,Toulouse,130,"['37922f48-a0cd-4387-a3b0-970bc8fa346b', 'da1776f6-b099-400b-adba-46d5145f649f']",55,Left Foot,"[108.0, 30.4]",,"[{'location': [115.1, 35.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 29.0], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 35.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 40.1], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 31.0], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 30.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 25.1], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 43.8], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.1, 17.8], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.4, 30.9], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,0.07353631,Normal,Open Play,,,,Toulouse,130,00:07:55.600,Shot,
,,,,,,,,,,,,,,,,,,1.117761,,,,,,,,,,,,,9e319505-5a6f-4d3d-92f9-df82ce296dca,448,,"[103.6, 42.7]",3900544,8,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jean-Armel Kana-Biyik,30447.0,Left Center Back,18,Toulouse,130,['2873dee0-e206-46f5-bf10-38aa94770613'],27,Right Foot,"[120.0, 34.2, 6.4]",True,"[{'location': [113.8, 26.7], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.2, 38.8], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 29.1], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.1, 44.0], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.8, 38.0], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.8, 37.4], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 36.1], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 42.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 21.3], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.8, 42.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.9, 44.7], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 44.6], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.7, 32.8], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.5, 38.8], 'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.0, 35.3], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.9, 24.5], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Off T,0.031861555,Overhead Kick,Open Play,,,,Toulouse,130,00:08:27.045,Shot,
,,,,,,,,,,,,,,,,,,1.878661,,,,,,,,,,,,,52784668-0182-4054-aed8-d7af7aba6c1b,576,,"[100.0, 61.1]",3900544,10,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yann Bodiger,2961.0,Center Defensive Midfield,25,Toulouse,130,['39937f3c-c3fb-45ce-aa28-e305d24824cc'],58,Left Foot,"[120.0, 34.0, 0.6]",,"[{'location': [118.6, 40.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 61.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 55.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.9, 34.9], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 58.3], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 53.7], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 43.8], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 35.6], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 44.0], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.9, 64.7], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.3, 57.2], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.8, 53.1], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.4, 43.0], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Off T,0.010240112,Normal,Open Play,,,,Toulouse,130,00:10:58.321,Shot,
,,,,,,,,,,,,,,,,,,0.083683,,,,,,,,,,,,,39d27b95-bc09-46d4-be8e-ba290108d99b,631,,"[111.6, 47.4]",3900544,12,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,28,Toulouse,130,"['76c6ed3c-4cc3-4630-a82e-78438575ad5d', 'ec5aee20-90be-492b-b94b-7c02a08fc31e']",12,Right Foot,"[112.5, 46.6]",True,"[{'location': [102.8, 46.9], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 51.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 47.6], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 46.3], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.4, 46.6], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.2, 43.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 40.1], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 22.2], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.6, 38.8], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.2, 32.0], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.7, 51.4], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Blocked,0.06781057,Normal,Open Play,,,,Toulouse,130,00:12:12.913,Shot,
,,,,,,,,,,,,,,,,,,0.331345,,,,,,,,,,,,,3cf47f7c-3597-41e4-b4c8-66478c6473a6,954,,"[93.6, 29.9]",3900544,20,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Walid Mesloub,7766.0,Center Attacking Midfield,46,Lorient,165,"['152f9c20-6ad7-4d99-aad6-6b84d83edc0a', 'd12ffd98-a65b-4e24-a400-4367e79bd2a5']",15,Right Foot,"[102.9, 32.5]",,"[{'location': [104.4, 45.0], 'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 35.6], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 39.4], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 37.4], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 40.3], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 34.1], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.2, 33.3], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 31.7], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.4, 36.7], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.5, 32.7], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.4, 41.0], 'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.1, 30.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.9, 36.8], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.2, 29.8], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 40.3], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.9, 41.9], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.2, 44.7], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,,Blocked,0.051260762,Normal,Free Kick,,,,Lorient,165,00:20:15.363,Shot,
,,,,,,,,,,,,,,,,,,0.754999,,,,,,,,,,,,,3c85b6b5-e524-4508-b46f-b202d9d317c8,1303,,"[98.3, 30.1]",3900544,27,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aleksandar Pešić,40431.0,Center Forward,62,Toulouse,130,['067aad22-d763-4524-a607-dd4910b84718'],6,Right Foot,"[120.0, 45.4, 5.6]",,"[{'location': [90.9, 13.7], 'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.9, 38.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 40.6], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.9, 17.5], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.7, 33.5], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 27.9], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 30.2], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.4, 31.6], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",c5690a3c-98be-4493-bc71-a674c3107120,,,Off T,0.075309366,Normal,Open Play,,,,Toulouse,130,00:27:06.777,Shot,
,,,,,,,,,,,,,,,,,,0.137024,,,,,,,,,,,,,099f7945-4a3b-4b2c-8a8d-b39e004449fb,1422,,"[109.0, 26.5]",3900544,30,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Guido Trejo,11540.0,Left Center Midfield,70,Toulouse,130,"['1c7dba3c-a86c-45c0-b2bf-41dfcc285e7c', '309737d4-817c-4ff5-b434-027c22bcc5d9']",9,Left Foot,"[112.0, 30.5]",,"[{'location': [106.5, 44.0], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 18.0], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 38.3], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 28.4], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 31.2], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 36.2], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 48.7], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.8, 33.4], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.9, 28.9], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Blocked,0.065613374,Normal,Open Play,,,,Toulouse,130,00:30:09.729,Shot,
,,,,,,,,,,,,,,,,,,0.084422,,,,,,,,,,,,,f7a9fa6b-c554-423b-8696-e6df5c551953,1852,,"[106.0, 53.5]",3900544,39,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,92,Toulouse,130,"['914727b0-528b-4996-a35e-28bdfb0f1545', 'a9b03bf6-f25a-422f-8625-268e2a75c37c']",42,Right Foot,"[109.5, 50.8]",True,"[{'location': [116.0, 71.0], 'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.6, 43.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 59.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 61.9], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 44.3], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 46.9], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 38.1], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 26.5], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.4, 29.5], 'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.6, 57.8], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.3, 47.4], 'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.7, 36.8], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.7, 33.5], 'player': {'id': 3032, 'name': 'Zinédine Machach'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,,Blocked,0.03612568,Half Volley,Open Play,,,,Toulouse,130,00:39:42.775,Shot,
,,,,,,,,,,,,,,,,,,0.356489,,,,,,,,,,,,,e66745a5-0c18-43ae-99f5-c8c251527cad,1860,,"[114.6, 35.4]",3900544,40,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jean-Armel Kana-Biyik,30447.0,Left Center Back,93,Toulouse,130,['e1c9f80a-2fb9-4b8a-bc92-e1d910cbb666'],3,Left Foot,"[120.0, 37.1, 2.0]",True,"[{'location': [117.7, 61.1], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.4, 53.7], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 47.0], 'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 46.6], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 44.5], 'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.6, 41.9], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 41.9], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 39.2], 'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 35.9], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 78.6], 'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 47.7], 'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.9, 44.0], 'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.6, 54.4], 'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 41.3], 'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",97403787-558e-4820-aec3-11681bf6a398,,True,Goal,0.44334796,Volley,Open Play,,,,Toulouse,130,00:40:03.164,Shot,
