50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.331,,,,,,,,8b282b9c-4330-49bc-aedf-10648007528e,1023,,"[98.0, 53.0]",7479,24,,,,,,,,,,,,,,,,,,1,From Counter,Ashley Hatch,4964.0,Center Forward,61,Washington Spirit,759,"['050be11b-d74f-4e19-930b-e42358212681', 'e5ed657e-d190-4293-a542-25f76264d9c1']",24,,Left Foot,"[102.0, 55.0]",,"[{'location': [120.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 62.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [81.0, 28.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 53.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 71.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.0, 56.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 51.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 53.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",d09e6923-a7e1-48c6-b494-2153cb01e2ef,Blocked,0.041465297,Normal,Open Play,,,,Washington Spirit,759,00:24:24.967,Shot,
,,,,,,,,,,,,1.739,,,,,,,,d172ff45-38bb-4c87-ab3a-cf10c60740a9,1028,,"[112.0, 46.0]",7479,25,,,,,,,,,,,,,,,,,,1,From Corner,Ashley Hatch,4964.0,Center Forward,62,Washington Spirit,759,['33599d70-5ebf-4b8d-8986-fd0aecfaddfa'],0,,Head,"[120.0, 36.2, 1.5]",,"[{'location': [119.0, 40.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 50.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 44.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [110.0, 45.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",1fafe7c4-cbe9-4f07-924e-9bcaa93568a7,Goal,0.053452875,Normal,Open Play,,,,Washington Spirit,759,00:25:00.854,Shot,
,,,,,,,,,,,,0.45,,,,,,,,c87adcff-894b-41e5-b9c1-e00fe6d94dec,1084,,"[106.0, 31.0]",7479,27,,,,,,,,,,,,,,,,,,1,Regular Play,Chioma Ubogagu,5063.0,Left Center Forward,63,Orlando Pride,764,['8233cb09-72b7-45fd-832f-a853c5004781'],3,,Left Foot,"[118.0, 40.7, 2.3]",,"[{'location': [119.0, 38.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 23.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 20.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 32.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 49.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 37.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [91.0, 50.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",18c5ceee-ba55-4896-88de-16356921b6cf,Saved,0.06442231,Normal,Open Play,,,,Orlando Pride,764,00:27:03.576,Shot,
,,,,,,,,,,,,0.775,,,,,,,,4ded0a08-2954-4379-b64c-6d46861f42f7,1089,,"[116.0, 38.0]",7479,27,,,,,,,,,,,,,,,,,,1,From Corner,Ali Krieger,5089.0,Right Back,64,Orlando Pride,764,['a3507bff-4413-4832-b851-3fdcd81a2a80'],44,,Right Foot,"[119.0, 40.1, 4.7]",,"[{'location': [109.0, 38.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 45.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.0, 40.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.0, 35.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 47.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",7fca5129-eb3a-4c09-b677-82c05d7ef978,Off T,0.1607902,Half Volley,Open Play,,,,Orlando Pride,764,00:27:44.366,Shot,
,,,,,,,,,,,,0.308,,,,,,,,2b391f2a-fc1e-4e9a-a7d8-7141eb33edfd,1312,,"[108.0, 53.0]",7479,33,,,,,,,,,,,,,,,,,,1,Regular Play,Sydney Rae Leroux,5067.0,Right Center Forward,76,Orlando Pride,764,"['5036623b-7796-4fa2-a30f-d1141b042589', 'c9d1b77a-3215-47e8-99b2-01d834421c24']",41,,Right Foot,"[107.0, 54.0]",,"[{'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 58.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 60.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 54.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [96.0, 50.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 38.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",674fa028-1266-4cb3-8f3d-c0c90df6910f,Blocked,0.03740624,Normal,Open Play,,,,Orlando Pride,764,00:33:41.659,Shot,
,,,,,,,,,,,,0.501,,,,,,,,1bfbe8bb-cd7c-407e-9d99-e5f4346e9d3e,1318,,"[114.0, 36.0]",7479,34,,,,,,,,,,,,,,,,,,1,From Corner,Ali Krieger,5089.0,Right Back,77,Orlando Pride,764,"['005d4a53-804d-4d63-8d73-916e775ea687', '534e0954-5d59-45d9-bf62-9d6e7c7a1276', 'cc21b506-6ebe-4c86-8c3d-dd28552184b0']",17,True,Head,"[117.0, 39.0]",,"[{'location': [104.0, 43.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 43.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 44.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.0, 39.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 39.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",52582527-9d09-418b-944c-09493a4a117f,Blocked,0.09516496,Normal,Open Play,,,,Orlando Pride,764,00:34:17.957,Shot,True
,,,,,,,,,,,,1.361,,,,,,,,55f2d159-ac75-4f63-be88-0090e60d89ce,1403,,"[105.0, 43.0]",7479,37,,,,,,,,,,,,,,,,,,1,From Free Kick,Tori Huster,5029.0,Right Wing,82,Washington Spirit,759,['f5c0aa66-92ac-4e36-bf43-1638e9dace5d'],15,,Head,"[120.0, 39.1, 1.8]",,"[{'location': [82.0, 20.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 46.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.0, 47.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 29.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 34.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.0, 31.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.0, 34.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",d01fa328-55bc-4bd8-826a-c78715610821,Saved,0.04441988,Normal,Open Play,,,,Washington Spirit,759,00:37:15.333,Shot,
,,,,,,,,,,,,1.763,,,,,,,,091e7966-2a3f-4b6f-96a4-20629fdfbbcf,1633,,"[92.0, 40.0]",7479,43,,,,,,,,,,,,,,,,,,1,Regular Play,Meggie Dougherty Howard,5026.0,Left Wing,96,Washington Spirit,759,['6ae98699-00cd-4266-a389-c9a0d780f5e2'],12,,Left Foot,"[120.0, 45.6, 1.2]",,"[{'location': [120.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 45.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 38.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.0, 21.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 29.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.0, 34.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 37.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",a4008655-c910-4575-b63c-14269e0de213,Off T,0.028307548,Normal,Open Play,,,,Washington Spirit,759,00:43:12.658,Shot,
,,,,,,,,,,,,1.88,,,,,,,,bb3aeb86-17e4-4b6a-9b71-70865b207b06,1735,,"[114.0, 30.0]",7479,46,,,,,,,,,,,,,,,,,,1,Regular Play,Sydney Rae Leroux,5067.0,Right Center Forward,104,Orlando Pride,764,['70473774-9ef8-4bd1-bc08-05ac70c6b1ce'],11,,Right Foot,"[118.0, 37.4, 0.6]",,"[{'location': [113.0, 44.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 49.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",47780bde-38e5-489c-b85a-8e9f590ddff6,Goal,0.06713568,Normal,Open Play,,,,Orlando Pride,764,00:46:11.581,Shot,
,,,,,,,,,,,,1.951,,,,,,,,82b8b934-f1c4-4fcd-a1fc-47b364b045ae,1882,,"[100.0, 47.0]",7479,48,,,,,,,,,,,,,,,,,,2,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,113,Orlando Pride,764,['1b333e16-bcbb-468e-b1d0-9d3a4a3da17f'],38,,Right Foot,"[120.0, 35.0, 3.7]",,"[{'location': [106.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.0, 52.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [76.0, 27.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.0, 43.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 34.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 30.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,Off T,0.06300186,Normal,Open Play,,,,Orlando Pride,764,00:03:38.902,Shot,
