ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.026,,,,,,,,,,,,,,6134d78e-7d50-4b3c-a6c7-042a6d05323f,36,,"[110.5, 38.5]",22961,0,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jun Endo,25608.0,Left Midfield,3,Japan Women's,1210,"['58cc5dba-b1ab-4935-9f9c-28033d883418', 'b776401a-0f5b-4421-afb4-b78d67e285c5']",44,True,Head,"[116.4, 41.8]",,"[{'location': [105.1, 34.4], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.9, 63.1], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.5, 46.8], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 40.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 38.8], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.5, 51.3], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 43.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.1], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 54.1], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.9, 59.7], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.2, 59.9], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.4, 54.6], 'player': {'id': 25613, 'name': 'Narumi Miura'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.1, 41.2], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 40.2], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",681e87f2-4ceb-4575-8c22-b49a6075e723,,Wayward,0.08558794,Normal,Open Play,,,,Japan Women's,1210,00:00:44.130,Shot,True
,,,,,,,,,,,,,,,,1.1458,,,,,,,,,,,,,,d232de23-1284-43ce-92ba-a0d0a595a7fb,374,,"[104.5, 50.1]",22961,6,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emi Nakajima,25621.0,Right Midfield,14,Japan Women's,1210,['406a86ba-0bcc-4124-869b-d437dbb37c28'],48,,Left Foot,"[120.0, 45.0, 0.2]",True,"[{'location': [113.8, 44.6], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.6, 17.1], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 32.4], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [87.6, 51.5], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.9, 41.8], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 28.6], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 43.1], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 45.6], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.1, 39.5], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 33.7], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 19.5], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 49.2], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",6c458b55-dba2-46a0-9e76-03693b732d63,,Off T,0.049534563,Volley,Open Play,,,,Japan Women's,1210,00:06:48.415,Shot,
,,,,,,,,,,,,,,,,1.603457,,,,,,,,,,,,,,1addf576-9cd8-4f99-93d6-188ae9ffa880,502,,"[92.5, 26.0]",22961,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hayley Lauder,10194.0,Left Back,23,Scotland Women's,866,['2e22c060-4beb-49a0-8816-87512f4fe161'],42,,Right Foot,"[118.7, 41.7, 0.5]",,"[{'location': [97.3, 22.2], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 23.4], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 19.2], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 39.5], 'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 44.5], 'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.4, 44.2], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.9, 27.1], 'player': {'id': 25613, 'name': 'Narumi Miura'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 32.0], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 20.8], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.6, 40.3], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.9, 49.7], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.7, 39.8], 'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.4, 33.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",0713cd64-2376-4535-a4a2-2d719276ce63,,Saved,0.014523979,Normal,Open Play,,,,Scotland Women's,866,00:10:42.750,Shot,
,,,,,,,,,,,,,,,,0.533636,,,,,,,,,,,,,,bc75e5c5-5c46-4054-875b-1fa388204370,779,,"[115.0, 21.9]",22961,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mana Iwabuchi,25610.0,Left Center Forward,35,Japan Women's,1210,"['09a5e6c1-ab09-4ee2-8399-556fffc182ac', '1c26f690-b718-43a8-b26c-0e8e5ba34c01']",44,,Right Foot,"[119.3, 36.0, 0.2]",,"[{'location': [111.5, 15.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.4, 19.5], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 36.0], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 42.5], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 20.7], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.8, 31.1], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 29.2], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 38.5], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 41.0], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.7, 34.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [110.5, 10.2], 'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.8, 34.5], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.9, 42.5], 'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.7, 37.5], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Saved,0.009164746,Normal,Open Play,,,,Japan Women's,1210,00:16:44.023,Shot,True
,,,,,,,,,,,,,,,,1.152,,,,,,,,,,,,,,ff51f564-e6aa-42e8-885b-fccf43bde81f,1016,,"[99.8, 36.7]",22961,22,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mana Iwabuchi,25610.0,Left Center Forward,43,Japan Women's,1210,['84955533-29ee-4fb9-8269-797d5403ec3c'],15,,Right Foot,"[120.0, 40.7, 2.0]",,"[{'location': [119.2, 39.4], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 24.0], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 27.1], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 35.9], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 44.9], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.2, 53.5], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.8, 47.9], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.3, 22.0], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.9, 26.1], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.6, 39.1], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",7981835f-a8af-4c29-ab2b-59dd6ea07579,,Goal,0.061101235,Normal,Open Play,,,,Japan Women's,1210,00:22:15.274,Shot,
,,,,,,,,,,,,,,,,0.2167,,,,,,,,,,,,,,3bcdb20c-4604-4658-8ec8-571cfadc1c0c,1225,,"[109.5, 35.8]",22961,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mana Iwabuchi,25610.0,Left Center Forward,50,Japan Women's,1210,"['6d35b82e-d0c1-479f-85b7-2dc2e8c40844', 'c3aa1d3c-aa51-479d-8b62-e91c97151e8d']",44,,Right Foot,"[112.4, 37.0]",,"[{'location': [110.1, 21.9], 'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.9, 26.2], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.4, 25.9], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 36.2], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 38.2], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 38.9], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 44.5], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 31.0], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.4, 38.8], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.5, 44.7], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 35.6], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.5, 40.2], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.3, 40.4], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.2, 38.8], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Blocked,0.08739733,Normal,Open Play,,,,Japan Women's,1210,00:26:44.840,Shot,
,,,,,,,,,,,,,,,,0.1229,,,,,,,,,,,,,,fc1cad1a-7880-4d84-a56a-40b458195f35,1234,,"[105.0, 34.3]",22961,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jun Endo,25608.0,Left Midfield,50,Japan Women's,1210,"['828018e3-68c9-4eec-a678-7510abcb19cf', '83648aa0-d596-47ee-bd3b-d7a15438466f']",48,,Left Foot,"[107.9, 34.9]",,"[{'location': [99.8, 40.5], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 20.8], 'player': {'id': 25636, 'name': 'Aya Sameshima'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.2, 38.0], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 36.8], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.2, 53.0], 'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 39.0], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.7, 38.6], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.3, 36.9], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 35.2], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 37.5], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 38.6], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 41.2], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 30.3], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 38.3], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.1, 39.4], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",,,Blocked,0.06560003,Normal,Open Play,,,,Japan Women's,1210,00:26:48.215,Shot,
,,,,,,,,,,,,,,,,0.852,,,,,,,,,,,,,,813d8101-cb1d-4db2-92e1-b9d3e4abf19e,1320,,"[114.0, 32.8]",22961,30,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Saki Kumagai,15257.0,Right Center Back,54,Japan Women's,1210,"['2f8cfd6e-3bb2-401e-a0df-f34e69de5cce', 'b6633ab3-9aeb-4080-9e65-835cb9584384']",17,,Head,"[119.6, 37.7]",,"[{'location': [113.3, 40.8], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 40.2], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 33.4], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 25.3], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.6, 47.1], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.5, 42.4], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 45.8], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 42.9], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 40.9], 'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 40.4], 'player': {'id': 25637, 'name': 'Yuika Sugasawa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.3, 53.1], 'player': {'id': 25621, 'name': 'Emi Nakajima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.6, 37.5], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",973534ca-b5c7-478d-89f4-b8afcf765c0e,,Blocked,0.32770455,Normal,Open Play,,,,Japan Women's,1210,00:30:17.798,Shot,
,,,,,,,,,,,,,,,,0.2321,,,,,,,,,,,,,,7d720276-1fe3-4d47-b5df-8f26634a7c49,1326,,"[118.8, 33.8]",22961,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yuika Sugasawa,25637.0,Right Center Forward,55,Japan Women's,1210,['e6bfc2a7-5eaf-40ce-aa2f-567da733cc0b'],13,,Right Foot,"[119.9, 35.3, 1.2]",True,"[{'location': [101.9, 38.2], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.7, 41.7], 'player': {'id': 25635, 'name': 'Hina Sugita'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.8, 42.7], 'player': {'id': 25568, 'name': 'Elizabeth Arnott'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.8, 43.3], 'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.4, 40.6], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 36.4], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.1, 44.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.8, 43.4], 'player': {'id': 25766, 'name': 'Nana Ichise'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.1, 41.5], 'player': {'id': 25610, 'name': 'Mana Iwabuchi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.5, 37.9], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.8, 36.7], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 35.5], 'player': {'id': 10194, 'name': 'Hayley Lauder'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.5, 35.5], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.7, 42.6], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.5, 43.3], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.9, 39.1], 'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",93500149-4657-41c6-92d0-b2980e994521,,Off T,0.078044154,Backheel,Open Play,,,,Japan Women's,1210,00:31:13.647,Shot,
,,,,,,,,,,,,,,,,0.7383,,,,,,,,,,,,,,aed0cb68-d001-447c-9d7f-9c57a9bfec8a,1471,,"[108.1, 40.1]",22961,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Yuika Sugasawa,25637.0,Right Center Forward,67,Japan Women's,1210,['4515a97c-e187-42cd-be7a-c24c7e16437a'],30,,Right Foot,"[120.0, 43.1, 0.2]",,"[{'location': [119.5, 40.1], 'player': {'id': 25570, 'name': 'Lee Alexander'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,0.7835,Normal,Penalty,,,,Japan Women's,1210,00:36:30.453,Shot,
