50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.847972,,,,,,,,,,,,2082e889-5238-4c31-98b4-68bf1537e35f,132,,"[93.2, 48.7]",3829455,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yoann Court,7376.0,Left Center Midfield,9,Troyes,133,['e45e520e-1c18-487e-805e-2214bbb36dac'],48,,Right Foot,"[120.0, 44.9, 4.9]",,"[{'location': [117.9, 41.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.0, 64.5], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.1, 47.0], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.3, 23.5], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [79.9, 47.9], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [80.7, 31.1], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.1, 60.0], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [91.5, 47.7], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 50.1], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.7, 47.0], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.5, 48.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 45.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.8, 31.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.01774977,Half Volley,Open Play,,,,Troyes,133,00:02:48.703,Shot,
,,,,,,,,,,,,,,,,,,0.042944,,,,,,,,,,,,fb6cfc46-901e-4070-af5f-213b3f8153fc,260,,"[114.1, 49.7]",3829455,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Dušan Veškovac,42422.0,Right Center Back,15,Troyes,133,"['5c0b213b-a208-42f3-8253-74e2ef5d9878', 'd8e7cc0d-9da4-4385-84af-a7757ce0ff06', 'd9329cc1-9bec-4b75-b2d3-9d8c06ee7581']",18,True,Head,"[114.6, 48.9]",,"[{'location': [113.3, 42.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.7, 43.2], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.9, 38.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.2, 30.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.1, 42.2], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.9, 40.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 39.5], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.4, 49.0], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 44.1], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 44.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.7, 38.3], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.9, 45.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 43.2], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 31.1], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 74.2], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.2, 35.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",1953ce60-197f-4ccb-87ea-2c751001d50c,,Blocked,0.045604598,Normal,Open Play,,,,Troyes,133,00:06:18.044,Shot,True
,,,,,,,,,,,,,,,,,,1.322226,,,,,,,,,,,,13d78d00-e415-46d7-b49c-d25a12bae785,471,,"[105.8, 35.6]",3829455,10,,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,27,Caen,140,"['4a5d1803-5d4f-4184-8825-dab9453c5f27', '6241d631-f12e-4611-af20-0f38f519258c']",36,True,Head,"[120.0, 22.8]",,"[{'location': [107.0, 62.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 49.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 46.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 38.6], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 34.6], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 48.5], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.5, 39.7], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 43.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 56.4], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.8, 68.6], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",2f6ebbfc-e93c-4895-870a-66da5b9490ae,,Wayward,0.03681767,Normal,Open Play,,,,Caen,140,00:10:36.673,Shot,True
,,,,,,,,,,,,,,,,,,1.391759,,,,,,,,,,,,29ad45ec-f5e4-4e14-b56d-ead43daa5f43,694,,"[90.7, 46.8]",3829455,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Andy Delort,3038.0,Center Forward,45,Caen,140,"['0f726a2b-0341-4253-9e26-9048d1b6805b', '1d0b98e9-1817-4748-994e-b1c5b03dc1bf']",32,,Right Foot,"[120.0, 34.9, 0.2]",,"[{'location': [81.8, 38.2], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.1, 48.3], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.9, 44.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 46.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.6, 42.2], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 31.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 40.6], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.8, 50.6], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.7, 29.8], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.9, 34.8], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.1, 52.4], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",33b1ccdf-cc7a-4bcc-9feb-442945351ccc,,Off T,0.039644066,Normal,Open Play,,,,Caen,140,00:17:32.071,Shot,True
,,,,,,,,,,,,,,,,,,0.795523,,,,,,,,,,,,2cbac8fd-e046-4701-a5b4-743cbeae0859,837,,"[111.2, 46.0]",3829455,20,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julien Féret,2959.0,Center Attacking Midfield,52,Caen,140,"['8a671e0e-5760-4b0f-a2e8-f33481983b90', 'b895c071-55a4-492c-9fdd-dad2fbfdf6c9']",53,,Right Foot,"[120.0, 37.5, 1.6]",True,"[{'location': [94.0, 52.2], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.6, 41.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 42.0], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 42.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 44.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.6, 44.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 50.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.7, 51.7], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.2, 61.0], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.5, 40.4], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 41.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.9, 48.4], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3c902bca-413a-4958-b46d-a96637e1f568,,Goal,0.21440247,Volley,Open Play,,,,Caen,140,00:20:53.412,Shot,True
,,,,,,,,,,,,,,,,,,1.046288,,,,,,,,,,,,961dee3a-95ea-4966-be47-273e1c3bdb10,989,,"[94.9, 33.6]",3829455,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Corentin Jean,3010.0,Center Forward,58,Troyes,133,['75c997c3-fcb3-4582-9212-e860132cefb7'],56,,Right Foot,"[119.3, 42.6, 1.1]",,"[{'location': [119.2, 40.7], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.2, 43.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.2, 48.3], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 34.9], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 41.4], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 34.4], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 29.5], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 30.1], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 58.3], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.7, 30.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 52.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 40.0], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.2, 18.3], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",677a322f-0ea6-4ddb-8f1b-1bd9da07480a,,Saved,0.0336035,Normal,Open Play,,,,Troyes,133,00:23:56.794,Shot,
,,,,,,,,,,,,,,,,,,0.025564,,,,,,,,,,,,204f08ef-d094-4cec-84c3-9f753692919c,1142,,"[113.2, 36.8]",3829455,28,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Corentin Jean,3010.0,Center Forward,67,Troyes,133,"['7a914fbb-b5a1-4153-8b3b-1fae3f2e8f2d', '7b54a783-59c2-4572-8da4-8415e494e856', 'a91578de-e1ef-44c3-88e1-606f6a5beeab']",43,True,Head,"[113.8, 37.2]",,"[{'location': [93.2, 10.2], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.8, 35.4], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 41.0], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 42.8], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.2, 55.4], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.1, 39.2], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 46.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 33.8], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 31.7], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.5, 22.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 24.8], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.1, 37.4], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",5cdf143f-c73d-419d-9817-535eb6f63c68,,Blocked,0.11326641,Normal,Open Play,,,,Troyes,133,00:28:43.382,Shot,True
,,,,,,,,,,,,,,,,,,0.605551,,,,,,,,,,,,6e93d065-e3e1-4194-9bd0-cd7a672ad3a4,1312,,"[109.7, 26.4]",3829455,32,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Chaouki Ben Saada,3161.0,Left Midfield,77,Troyes,133,['ad9c9020-4f39-45cc-9d1f-c020a3b54937'],38,,Right Foot,"[118.5, 38.4, 0.4]",,"[{'location': [102.2, 48.0], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.4, 32.8], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 37.0], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.2, 11.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.5, 16.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 26.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 22.3], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 14.5], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 38.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 27.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 35.1], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.0, 14.7], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.5, 35.6], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 19.8], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",0c7a8c26-3f8d-4b53-8175-c4dbdae5b250,,Saved,0.07612282,Normal,Open Play,,,,Troyes,133,00:32:38.269,Shot,
,,,,,,,,,,,,,,,,,,0.640815,,,,,,,,,,,,12fb39c2-f7f4-4ab9-8eb6-0d92d6fe2b2a,1431,,"[112.8, 41.7]",3829455,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Alaeddine Yahia,7444.0,Right Center Back,81,Caen,140,"['3633b05a-ac06-49a2-b948-0ccfd8031358', 'b5364e84-7e69-487a-9c54-4f22ad91688b']",1,True,Head,"[119.3, 38.9, 1.0]",,"[{'location': [112.4, 34.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 29.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.8, 35.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 37.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 36.9], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 44.4], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.3, 41.2], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 39.4], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.4, 39.9], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 47.5], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.7, 34.3], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.4, 37.6], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 41.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 46.2], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.0, 38.5], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.4, 46.0], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",b59fabca-a406-47fa-a453-8afb45f0279b,,Saved,0.10338515,Normal,Open Play,,,,Caen,140,00:37:01.901,Shot,True
,,,,,,,,,,,,,,,,,,0.368955,,,,,,,,,,,,d4b30e5b-5777-41ba-85e8-678cb94bfe30,1434,,"[116.8, 36.0]",3829455,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Syam Ben Youssef,5656.0,Left Center Back,81,Caen,140,['bff4be05-bbff-4843-b4fb-2490cf1ac7b2'],3,,Head,"[120.0, 39.7, 0.8]",,"[{'location': [110.0, 35.8], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.8, 36.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.9], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.8, 37.9], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 44.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 37.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 41.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 42.0], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.2, 48.3], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.5, 30.9], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.5, 39.0], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.7, 40.5], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.5, 50.2], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 45.4], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.1, 46.5], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Goal,0.19143204,Normal,Open Play,,,,Caen,140,00:37:03.552,Shot,
