ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.22746,,,,,,,,,,,53db1cfb-e728-4045-ab47-9176162a56ab,154,,"[103.0, 30.9]",3775559,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Left Wing,10,Arsenal WFC,968,"['940ae4b7-7a27-4191-8b8f-43b6e887a3af', 'c3314a3d-4b7a-4c82-a712-f5fd51e835d9']",16,,Right Foot,"[104.7, 32.0]",True,"[{'location': [84.0, 26.7], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.5, 34.7], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 34.9], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.8, 36.7], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 32.6], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 34.9], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 27.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 23.8], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.6, 38.1], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 36.2], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.1, 43.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 36.7], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.1, 24.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Blocked,0.052762985,Normal,Open Play,,,,Arsenal WFC,968,00:03:16.312,Shot,
,,,,,,,,,,,,,,,,0.094693,,,,,,,,,,,fd5a7f3a-2428-425b-bfd1-b35ab0c5c41e,160,,"[98.1, 40.5]",3775559,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,10,Arsenal WFC,968,"['69f795b8-4a27-409c-bf9c-e64600d85252', '821b7b12-1e81-4fc8-b278-93dc4c40579d']",19,,Right Foot,"[101.5, 40.8]",,"[{'location': [82.9, 29.8], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [88.1, 39.7], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.3, 41.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 38.9], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 46.3], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 41.3], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 34.0], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 37.1], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 28.6], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.6], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.9, 38.3], 'player': {'id': 45156, 'name': 'Malin Gut'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.3, 48.2], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.2, 28.9], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 36.5], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 30.8], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",1cabe8fc-f9b8-4800-aa09-857167cdef68,,Blocked,0.049146406,Normal,Open Play,,,,Arsenal WFC,968,00:03:19.113,Shot,
,,,,,,,,,,,,,,,,0.43425,,,,,,,,,,,1e6df864-64c1-4d18-9c09-6c8289e1d437,179,,"[114.0, 43.8]",3775559,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Left Wing,11,Arsenal WFC,968,['ed1f54d5-7f9b-49c8-9f34-34cfb8386896'],51,,Right Foot,"[120.0, 41.3, 0.2]",True,"[{'location': [99.8, 41.8], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.9, 58.7], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 47.9], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.8, 51.4], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 43.8], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 46.3], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 43.7], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 54.6], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 53.4], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.9, 59.3], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.4, 47.0], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0e4efc52-edeb-499a-b6cf-7ddd2139581c,,Goal,0.48830628,Normal,Open Play,,,,Arsenal WFC,968,00:03:51.310,Shot,
,,,,,,,,,,,,,,,,0.521158,,,,,,,,,,,360e5492-d1ad-4280-bc4b-1147ef2cdb82,381,,"[116.4, 34.8]",3775559,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Caitlin Jade Foord,11338.0,Center Forward,23,Arsenal WFC,968,['42ec030f-737c-4eba-ab15-f7dd07b8dea2'],46,,Left Foot,"[120.0, 41.5, 0.3]",True,"[{'location': [114.7, 49.2], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 34.8], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 42.1], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 37.8], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.1, 55.8], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.4, 37.1], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0b42181b-22d4-4077-b583-167dc733a48f,,Goal,0.5505768,Normal,Open Play,,,,Arsenal WFC,968,00:09:46.080,Shot,
,,,,,,,,,,,,,,,,0.629066,,,,,,,,,,,2d864766-b796-4d7d-851a-21a9e0bc6ecb,691,,"[104.9, 47.3]",3775559,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caitlin Jade Foord,11338.0,Center Forward,38,Arsenal WFC,968,['394c4006-658b-44d3-a1d1-6ed03ec59e77'],40,,Right Foot,"[120.0, 40.4, 4.0]",,"[{'location': [101.6, 21.5], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.7, 49.5], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 44.5], 'player': {'id': 6818, 'name': 'Hayley Emma Raso'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.9, 41.3], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 45.3], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.7, 49.3], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.2, 36.0], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.6, 43.9], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 37.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 40.3], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 56.5], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.3, 38.3], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",91da9c06-e5fc-4ecb-acfc-c57f6d40a6e5,,Off T,0.1509448,Normal,Open Play,,,,Arsenal WFC,968,00:15:40.913,Shot,
,,,,,,,,,,,,,,,,0.553426,,,,,,,,,,,29319c77-5af8-469e-91a2-6d2a25c7f067,832,,"[107.4, 55.3]",3775559,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,42,Arsenal WFC,968,['52dafaa1-fdfc-43d0-b112-be2898415177'],4,,Right Foot,"[108.9, 57.2]",True,"[{'location': [118.4, 43.2], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 56.6], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 47.6], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.8, 55.2], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 30.9], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.5, 47.1], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 40.1], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 43.5], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 63.3], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.4, 30.3], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.3, 42.4], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 45.4], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Wayward,0.025033781,Volley,Open Play,,,,Arsenal WFC,968,00:18:04.954,Shot,
,,,,,,,,,,,,,,,,0.113264,,,,,,,,,,,5e5c10ab-0118-4021-a9de-0de936d72f0b,897,,"[106.6, 47.5]",3775559,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,43,Arsenal WFC,968,"['28a0c9d4-334d-4263-9e9b-a09b95c8a74c', 'fe1bad04-7180-42e5-94a5-22020593d93c']",26,,Right Foot,"[108.1, 46.1]",True,"[{'location': [119.2, 43.1], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 39.5], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 39.8], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 61.1], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.6, 45.0], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.5, 52.5], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 46.7], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.3, 47.1], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 27.8], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.8, 37.3], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.9, 53.3], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.9, 41.3], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.6, 27.6], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.2, 43.2], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1bde2516-d67b-4da8-bc2f-703301df80cf,,Blocked,0.0674711,Half Volley,Open Play,,,,Arsenal WFC,968,00:19:26.578,Shot,
,,,,,,,,,,,,,,,,0.426566,,,,,,,,,,,34bf0a50-00d4-473d-9ccc-46126632bbe8,996,,"[114.9, 51.1]",3775559,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Nicoline Sørensen,10274.0,Center Forward,48,Everton LFC,967,"['21f293c5-1115-478c-82b1-52fc1d0d819d', '544b53a1-0f79-4579-9e2e-eda0eb4aaea8']",27,,Right Foot,"[118.1, 44.9, 0.6]",True,"[{'location': [105.3, 42.0], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.4, 58.8], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.3, 50.3], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 48.6], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 49.5], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.4, 40.0], 'player': {'id': 45156, 'name': 'Malin Gut'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 44.7], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 44.7], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4ad761cc-362f-4ad1-a4d8-02fd1d8990c1,,Saved,0.07530072,Normal,Open Play,,,,Everton LFC,967,00:21:27.148,Shot,True
,,,,,,,,,,,,,,,,0.128173,,,,,,,,,,,5c8470ad-4a79-4c75-8773-58a8adb574c2,1006,,"[106.4, 37.8]",3775559,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hayley Emma Raso,6818.0,Center Attacking Midfield,48,Everton LFC,967,"['3f2491b2-970b-45ca-8374-94474e43d4e4', '471ee8df-5683-43b0-afb6-9d8faeed23d7', '81156c2d-eb1a-4107-9ff7-f9035d5cf062']",33,,Right Foot,"[108.0, 37.8]",,"[{'location': [108.5, 45.5], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.7, 51.4], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.4, 48.1], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.4, 38.7], 'player': {'id': 45156, 'name': 'Malin Gut'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 34.5], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 47.8], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 45.6], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.5, 54.8], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 38.7], 'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 39.8], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.13427588,Normal,Open Play,,,,Everton LFC,967,00:21:33.477,Shot,True
,,,,,,,,,,,,,,,,0.091108,,,,,,,,,,,60611868-6310-4ff7-a3fb-fc82df2e5175,1244,,"[113.4, 57.9]",3775559,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,59,Arsenal WFC,968,"['2c8df846-6c81-4de2-98d8-f99a3397a02d', 'e2791f23-21ca-46f8-a933-995cbbf0960c']",59,,Left Foot,"[113.8, 55.4]",True,"[{'location': [119.2, 41.0], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.7, 45.3], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 40.5], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 67.4], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.5, 57.4], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 44.1], 'player': {'id': 46740, 'name': 'Grace Clinton'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.5, 57.8], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 54.6], 'player': {'id': 47541, 'name': 'Damaris Berta Egurrola Wienke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 48.2], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 58.5], 'player': {'id': 45156, 'name': 'Malin Gut'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 51.8], 'player': {'id': 10650, 'name': 'Jill Roord'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 53.4], 'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.4, 46.5], 'player': {'id': 10192, 'name': 'Jordan Nobbs'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.013576772,Normal,Open Play,,,,Arsenal WFC,968,00:29:59.250,Shot,
