50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.795897,,,,,,,,,,,,,,,45eed682-1dbb-4185-b0be-1d75ca4ebb25,214,,"[90.9, 53.0]",2275061,4,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matilde Lundorf Skovsen,31528.0,Right Back,18,Brighton & Hove Albion WFC,965,['e5856841-d805-415e-b3d6-ad1813d24d67'],50,Left Foot,"[118.1, 43.9, 0.8]",,"[{'location': [87.6, 37.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.7, 51.2], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.5, 53.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 48.8], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.8, 44.9], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 35.6], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 53.3], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 63.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.5, 54.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.1, 54.6], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.1, 43.1], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.7, 77.8], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 65.4], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.7, 53.3], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",b600e683-47a9-4c1c-af8e-51e041272337,,,Saved,0.018973146,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:04:50.747,Shot,
,,,,,,,,,,,,,,,,1.825258,,,,,,,,,,,,,,,586405e1-1183-4f74-907e-d18c56be0b6a,328,,"[81.9, 52.4]",2275061,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Léa Le Garrec,31529.0,Left Center Midfield,26,Brighton & Hove Albion WFC,965,['a95220ad-b0c3-4370-8fe3-ab61b2a70547'],41,Right Foot,"[120.0, 49.3, 4.2]",,"[{'location': [84.8, 54.7], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [79.8, 58.4], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [85.2, 60.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.6, 58.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.8, 53.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.8, 42.6], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.5, 33.8], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.7], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.5, 44.8], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.1, 54.6], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.2, 59.5], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [79.2, 57.4], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",57642868-5b48-4bb3-ae66-4fe75c82012a,,,Off T,0.007859104,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:07:41.854,Shot,
,,,,,,,,,,,,,,,,0.20409,,,,,,,,,,,,,,,5dc5c32d-35f4-43f8-851c-117a6ea8c187,423,,"[110.7, 48.4]",2275061,10,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Victoria Williams,16395.0,Left Center Back,35,Brighton & Hove Albion WFC,965,"['0cf04b81-3c07-4f04-b9bc-50413c8f97b0', '252cc083-5feb-4d52-b065-311ea38bcd23']",48,Right Foot,"[111.9, 47.4]",True,"[{'location': [113.8, 42.2], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 37.8], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.2, 34.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.5, 44.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.3, 46.2], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 46.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.9, 51.8], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 52.7], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 47.4], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.9, 51.8], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 43.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 35.6], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.5, 31.7], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 47.7], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.5, 41.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.3, 47.9], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.2, 52.6], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",661d2c71-2a1e-410d-ae6d-d0b739a16041,,,Blocked,0.0779697,Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:10:48.247,Shot,
,,,,,,,,,,,,,,,,0.701193,,,,,,,,,,,,,,,04903745-d663-440c-94e6-27c842ba4a35,606,,"[109.4, 25.6]",2275061,14,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Wing,44,Brighton & Hove Albion WFC,965,['a95837a9-9ac1-4af1-b21b-7d391f6bbc05'],17,Left Foot,"[117.9, 37.9, 0.2]",,"[{'location': [97.4, 33.2], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.6, 37.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 35.1], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 32.4], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 26.3], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 37.2], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': True}, {'location': [109.5, 42.6], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 49.8], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.2, 58.3], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.6, 43.5], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",2b4eefe2-4dc8-4bdb-81ec-560f2320ba8b,,,Saved,0.13044901,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:14:17.129,Shot,
,,,,,,,,,,,,,,,,0.753324,,,,,,,,,,,,,,,a624d349-eae8-4802-9394-8fef3b3c384c,811,,"[96.5, 40.4]",2275061,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Center Midfield,59,Bristol City WFC,973,['e50c6d3c-d1bc-48f4-a7d0-07f72e303be1'],27,Right Foot,"[117.2, 39.9, 0.6]",,"[{'location': [106.1, 52.0], 'player': {'id': 23412, 'name': 'Abigail Harrison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.7, 37.8], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 42.9], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.6, 29.6], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.8, 40.9], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 36.7], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 32.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 28.6], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 39.9], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e7180f5d-d91f-4f5d-b7f6-bf46aa7f91e5,,,Saved,0.049879573,Normal,Open Play,,,,Bristol City WFC,973,00:19:27.602,Shot,
,,,,,,,,,,,,,,,,1.043483,,,,,,,,,,,,,,,ffda04e2-7d12-4e82-b243-d8e5d63917d4,836,,"[100.8, 34.7]",2275061,19,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Center Forward,63,Brighton & Hove Albion WFC,965,['758231ce-0330-4911-acc5-930179ef6c35'],58,Left Foot,"[120.0, 35.0, 0.6]",,"[{'location': [118.6, 39.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 33.9], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 24.9], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 39.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.6, 55.0], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 22.8], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.3, 46.8], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",2a0db3f0-6fcb-49e0-a83c-1474ada335e4,,,Off T,0.11881708,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:19:58.928,Shot,
,,,,,,,,,,,,,,,,0.738829,,,,,,,,,,,,,,,a8294f65-0b01-4585-bd6e-1ee1927dffd2,1221,,"[113.0, 47.8]",2275061,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Center Forward,86,Brighton & Hove Albion WFC,965,['c2a0a45c-c088-4636-913c-5a1922efc0b1'],34,Head,"[118.5, 44.2, 0.4]",,"[{'location': [113.8, 45.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 34.0], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 33.3], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.6, 19.7], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 33.7], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 36.2], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.9, 42.4], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 48.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.2, 35.2], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.6, 33.2], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",aa0b8536-fd59-4495-854a-3ede4e7c1b46,,,Saved,0.105439626,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:28:34.217,Shot,
,,,,,,,,,,,,,,,,2.568256,,,,,,,,,,,,,,,4c4a41a4-0836-463f-8a6b-698c3281bad5,1342,,"[75.2, 46.2]",2275061,32,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Léa Le Garrec,31529.0,Left Center Midfield,101,Brighton & Hove Albion WFC,965,['0277c97f-812d-459e-9c1b-6e81bbdbc567'],28,Right Foot,"[120.0, 30.1, 1.8]",,"[{'location': [69.3, 27.1], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [78.8, 28.3], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.2, 34.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [63.2, 34.4], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [75.0, 56.6], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [72.5, 26.8], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [74.6, 37.1], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [84.4, 50.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.9, 44.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.6, 35.7], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [84.0, 27.7], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 40.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [68.2, 42.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",eededf9a-1f82-433a-a9d6-c9b7d9f1f13f,,,Off T,0.004954989,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:32:28.391,Shot,
,,,,,,,,,,,,,,,,1.477488,,,,,,,,,,,,,,,6fce1e8e-30c9-4ca7-8a16-4239c423dbe1,1394,,"[90.4, 40.7]",2275061,35,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Léa Le Garrec,31529.0,Left Center Midfield,105,Brighton & Hove Albion WFC,965,['ffbd05ec-64cf-4fb0-9a5d-f8bdba57e6ae'],18,Right Foot,"[117.7, 42.5, 0.3]",,"[{'location': [99.9, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 41.7], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.8, 40.5], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 34.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 34.4], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 35.2], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 31.1], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.6, 29.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.6, 47.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.2, 39.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.1, 33.1], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.9, 31.8], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.4, 35.4], 'player': {'id': 19420, 'name': 'Fern Whelan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 34.9], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.5, 47.2], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 47.6], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 33.2], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Saved,0.034637075,Normal,Free Kick,,,,Brighton & Hove Albion WFC,965,00:35:18.216,Shot,
,,,,,,,,,,,,,,,,0.73134,,,,,,,,,,,,,,,70a22d5a-6e94-4d97-b3eb-e8310f1f6327,1474,,"[106.3, 27.7]",2275061,37,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Wing,111,Brighton & Hove Albion WFC,965,['cc921e4e-1b23-4210-bc6b-5c1c471dcaa3'],59,Right Foot,"[118.3, 39.4, 2.4]",,"[{'location': [118.9, 40.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 27.8], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 27.3], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 39.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 38.2], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 40.6], 'player': {'id': 31530, 'name': 'Vita van der Linden'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.5, 49.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.1, 44.2], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 40.1], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.7, 36.4], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.2, 38.6], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 43.2], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,,Saved,0.06725018,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:37:59.963,Shot,
