50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.378693,,,,,,,,,,,,,,ffcc3961-ba2b-4dff-86f0-698bb557ad0c,207,,,"[106.4, 47.5]",3900608,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maxime Le Marchand,3229.0,Left Center Back,12,OGC Nice,136,['54747333-0216-45fb-aabe-123f9d80ae83'],19,,Head,"[120.0, 42.4, 6.1]",,"[{'location': [101.7, 52.6], 'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 51.0], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.4, 48.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.2, 40.8], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 68.5], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.1, 63.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 42.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.3, 46.1], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.2, 42.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 40.2], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 59.5], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 66.2], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.4, 43.0], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.1, 43.3], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.6, 42.5], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.3, 39.4], 'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",74435b38-20c5-41a8-bd8e-4cb693d914ff,,Off T,0.04535471,Normal,Open Play,,,,OGC Nice,136,00:05:19.210,Shot,
,,,,,,,,,,,,,,,,,,0.563389,,,,,,,,,,,,,,a75f59bb-840f-4ea3-8df2-ad44271fb2f8,487,,,"[105.6, 51.5]",3900608,11,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,30,Caen,140,"['0955baa0-4229-4c97-b2f0-ea169bf967f5', 'da9cf36d-def8-492f-8f5c-cc74c85b76c9']",52,,Right Foot,"[120.0, 43.2, 1.0]",,"[{'location': [110.6, 48.0], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 49.6], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 44.6], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 37.4], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.1, 47.0], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 39.5], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",018d145f-edd1-47f8-900c-ff900797db22,,Goal,0.18280971,Normal,Open Play,,,,Caen,140,00:11:52.450,Shot,True
,,,,,,,,,,,,,,,,,,0.47325,,,,,,,,,,,,,,7012c597-912e-4792-aa60-a8df8f208efb,532,,,"[109.8, 28.6]",3900608,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,32,Caen,140,"['0fb919f0-e870-4458-a980-cb6e7bed77e2', 'e5c68478-92d9-457c-b5df-67154be8c5e5']",24,,Left Foot,"[117.9, 36.7]",,"[{'location': [108.7, 29.6], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.2, 37.3], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.5, 52.3], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.8, 50.7], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.8, 38.0], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",4404c99f-0631-4729-8347-77dd2bd1b635,,Blocked,0.16679747,Normal,Open Play,,,,Caen,140,00:13:24.533,Shot,
,,,,,,,,,,,,,,,,,,1.074253,,,,,,,,,,,,,,4e90c176-fb55-4eda-b8aa-2eb8e65ae378,986,,,"[113.8, 49.9]",3900608,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jordan Adéoti,7344.0,Right Center Back,55,Caen,140,['b42d7df5-34dc-4fd7-9173-4f3dc729f848'],13,,Head,"[118.0, 38.1]",,"[{'location': [110.5, 42.4], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.8], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 42.4], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 45.6], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.7, 47.3], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 44.0], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 40.2], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 38.2], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.9, 38.7], 'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.4, 47.3], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.5, 36.8], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.8, 43.7], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.4, 43.7], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.7, 41.3], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.3, 37.8], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.8, 40.0], 'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [94.7, 47.1], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4f503e9e-3cb4-45cc-b2f9-c9cd2e78cddf,,Wayward,0.043935373,Normal,Open Play,,,,Caen,140,00:26:13.977,Shot,
,,,,,,,,,,,,,,,,,,1.054024,,,,,,,,,,,,,,13783797-5307-461a-8727-8b1d032a1810,1051,,,"[91.9, 59.0]",3900608,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hatem Ben Arfa,16462.0,Center Attacking Midfield,61,OGC Nice,136,['1711cddb-1fd8-4204-9799-659bb50e3f95'],39,,Left Foot,"[120.0, 37.9, 5.6]",,"[{'location': [111.7, 43.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.7, 44.1], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 44.5], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 42.8], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 42.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 55.2], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.3, 54.2], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 53.3], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.9, 39.3], 'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 39.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 38.1], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.8, 59.6], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.9, 42.5], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.5, 44.9], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.5, 41.0], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.8, 45.0], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 37.4], 'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.8, 41.3], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.2, 40.7], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.00768412,Normal,Free Kick,,,,OGC Nice,136,00:28:39.240,Shot,
,,,,,,,,,,,,,,,,,,0.413244,,,,,,,,,,,,,,ab318978-a971-4eca-895a-286fed49b217,1086,,,"[113.7, 42.8]",3900608,29,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dorian Caddy,7595.0,Right Center Forward,63,OGC Nice,136,"['14af3a2b-23a7-44ce-b523-be26601b4b12', '6ac7cecf-aca3-47f3-ab09-7be8e43ceba3']",37,True,Head,"[119.0, 42.3, 0.9]",,"[{'location': [117.6, 61.6], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 31.8], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 46.2], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 47.4], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 48.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 41.9], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 39.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 41.0], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 28.9], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.8, 47.8], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",01f42c1a-e990-4a6c-b38e-677f70a58452,,Saved,0.19732688,Normal,Open Play,,,,OGC Nice,136,00:29:37.568,Shot,True
,,,,,,,,,,,,,,,,,,0.460418,,,,,,,,,,,,,,1c04e4f1-d58a-4f5b-b1a2-f52c1b958e5e,1171,,,"[105.0, 43.8]",3900608,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dorian Caddy,7595.0,Right Center Forward,66,OGC Nice,136,['045b59ac-fb97-418f-918d-e35747abbf56'],39,,Left Foot,"[120.0, 46.4, 0.4]",,"[{'location': [114.4, 40.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 47.4], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.2, 56.9], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 49.8], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 44.9], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 32.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 53.2], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.8, 24.8], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",925bf97a-3d9f-4984-9189-ffcfee6535d5,,Off T,0.286879,Volley,Open Play,,,,OGC Nice,136,00:31:39.705,Shot,
,,,,,,,,,,,,,,,,,,0.734138,,,,,,,,,,,,,,510e84f4-f5a5-4ae9-be70-663ad06f4633,1243,,,"[94.4, 48.2]",3900608,33,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jérémy Pied,4270.0,Right Back,69,OGC Nice,136,"['746a22fc-0891-4f04-abcc-46fb108720a8', 'd37e0d8c-d863-4000-8c5d-6d822bb36442']",43,,Left Foot,"[111.7, 40.1]",True,"[{'location': [94.4, 31.5], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.2, 40.2], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.7, 34.1], 'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.2, 34.9], 'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.5, 40.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 47.2], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 39.5], 'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 39.0], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.7, 41.9], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 27.0], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.5, 39.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 31.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,0.020852331,Half Volley,Open Play,,,,OGC Nice,136,00:33:43.745,Shot,
,,,,,,,,,,,,,,,,,,1.316397,,,,,,,,,,,,,,fd074a29-002c-4a6d-8ada-f233a5094979,1343,,,"[105.9, 20.2]",3900608,36,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,73,Caen,140,['5c55179a-a04f-4bf5-ba33-648f2513e7a9'],11,,Right Foot,"[120.0, 48.5, 0.6]",,"[{'location': [117.8, 37.8], 'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 24.2], 'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 17.0], 'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 18.1], 'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 17.1], 'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 42.8], 'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 38.6], 'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 42.7], 'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [83.5, 59.3], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.2, 35.3], 'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.9, 20.3], 'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.5, 9.4], 'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.3, 2.2], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 48.6], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.6, 39.8], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",998fd3b9-3eae-40d7-b5f2-2c0d2e1bc69c,,Off T,0.012389035,Half Volley,Open Play,,,,Caen,140,00:36:11.162,Shot,
,,,,,,,,,,,,,,,,,,0.476797,,,,,,,,,,,,,,ef75586b-6080-4bed-abb4-2e7f47d2a038,1459,,,"[108.0, 40.0]",3900608,40,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Andy Delort,3038.0,Center Forward,79,Caen,140,['9b1288fc-0c3d-4089-aab6-344c31e26348'],21,,Right Foot,"[120.0, 43.7, 0.4]",,,,,Goal,0.7835,Normal,Penalty,,,,Caen,140,00:40:21.243,Shot,
