50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.344168,,,,,,,,,,,,,9607456a-599f-4b2a-a20f-c8bb4d6a162e,417,,"[111.4, 51.2]",3879770,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sami Khedira,5566.0,Right Center Midfield,24,Juventus,224,"['1cf5dad5-82c0-4893-ae57-ead0c0db31a7', '90211133-32c0-4251-ad14-d357d0ec3c60']",8,,Right Foot,"[117.6, 44.0, 0.2]",,"[{'location': [89.4, 60.5], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.5, 36.9], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.2, 48.2], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.2, 45.4], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 53.4], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.7, 44.0], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 38.6], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 44.2], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",98015597-c0f3-47ab-b538-df2dd776d5b1,True,Saved,0.20765828,Normal,Open Play,,,,Juventus,224,00:10:08.195,Shot,True
,,,,,,,,,,,,,,,,,,,,0.891125,,,,,,,,,,,,,04edff22-bd1e-407a-ba8a-91650d051b04,562,,"[106.3, 32.0]",3879770,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luca Cigarini,8420.0,Left Center Midfield,32,Atalanta,228,['4436a4ef-cc96-41fd-8e55-a0d2c8c8cc00'],56,,Left Foot,"[118.8, 38.5, 1.3]",True,"[{'location': [119.1, 38.7], 'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 58.1], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 39.4], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 43.6], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 36.4], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.7, 66.3], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.8, 64.0], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 48.5], 'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 40.5], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",a78d9db9-ca71-4de9-a183-4acc71f6575e,,Saved,0.09116875,Volley,Open Play,,,,Atalanta,228,00:13:56.981,Shot,
,,,,,,,,,,,,,,,,,,,,1.318391,,,,,,,,,,,,,9f2c5496-4d73-4a00-8a92-8cadd6eb4f62,809,,"[92.2, 26.5]",3879770,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Paul Pogba,20004.0,Left Center Midfield,45,Juventus,224,"['61b95f97-9f08-4626-ac26-e4dcbf821be0', 'ca0deff6-28bf-49ff-9cc1-17b05a740e65']",57,,Right Foot,"[120.0, 38.1, 4.9]",,"[{'location': [119.2, 38.9], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 15.5], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.7, 25.4], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 31.1], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 28.3], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.6, 23.8], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [101.8, 32.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 36.3], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.4, 43.8], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.3, 10.3], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.5, 30.1], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.8, 31.3], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.8, 27.2], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.9, 41.1], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.9, 57.3], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",a9cb95bc-81da-45ba-9735-2254301f6e19,,Off T,0.019261248,Normal,Open Play,,,,Juventus,224,00:19:57.578,Shot,True
,,,,,,,,,,,,,,,,,,,,0.20947,,,,,,,,,,,,,3a88acd8-9bc3-42fb-ba71-9401b0ef5033,937,,"[116.6, 40.8]",3879770,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrea Barzagli,6943.0,Left Center Back,49,Juventus,224,"['4375823c-476c-47d7-9ab4-4a9f640bb4db', '646c9339-0579-4b94-9538-13a7120ccc99']",3,,Right Foot,"[120.0, 42.8, 1.7]",True,"[{'location': [114.0, 35.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.0, 43.9], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 36.9], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.1, 44.1], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.6, 33.1], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.7, 43.8], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 45.5], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.5, 43.1], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 40.2], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 43.8], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.9, 36.7], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.4, 43.1], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.5, 46.4], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.9, 48.9], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",fe801b37-8154-4c0d-81fb-06aeccf3a0df,,Goal,0.55696446,Half Volley,Open Play,,,,Juventus,224,00:23:03.127,Shot,True
,,,,,,,,,,,,,,,,,,,,0.28913,,,,,,,,,,,,,57031c16-6235-4261-a9cc-84cabbcb739c,970,,"[112.8, 50.5]",3879770,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andrea Conti,8657.0,Right Wing Back,50,Atalanta,228,"['8c9b7620-2b12-43f5-98a1-842e846d0025', 'df8e693e-7ab4-4121-8692-262161f6f7e4']",54,,Right Foot,"[120.0, 47.4, 7.4]",True,"[{'location': [111.3, 50.0], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 25.7], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.4, 42.9], 'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 45.6], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 39.6], 'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 48.3], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.5, 43.6], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 38.7], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 20.4], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 43.6], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.8, 40.1], 'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.6, 17.4], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [107.7, 32.7], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Off T,0.06928886,Half Volley,Open Play,,,,Atalanta,228,00:24:54.554,Shot,True
,,,,,,,,,,,,,,,,,,,,1.055975,,,,,,,,,,,,,e6a1925c-11e7-4ee4-95b9-f10e78ca49fa,1170,,"[89.8, 31.3]",3879770,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,60,Juventus,224,"['1e4f5ae2-413f-42da-98e5-9d142e3b051b', 'd489cef8-0e42-4c41-aa94-9a099a5dc7d8']",2,,Right Foot,"[118.7, 36.4, 0.2]",,"[{'location': [85.6, 52.0], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [90.4, 30.1], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 35.1], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.1, 38.3], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 31.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 39.4], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.1, 25.8], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.3, 50.0], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.3, 41.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 37.9], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 37.9], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.9, 41.7], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.3, 30.4], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 26.7], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.7, 10.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.4, 66.2], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Saved,0.019686852,Normal,Open Play,,,,Juventus,224,00:29:02.400,Shot,True
,,,,,,,,,,,,,,,,,,,,0.496748,,,,,,,,,,,,,197ec1fa-4155-4ed3-a043-85405207b731,1420,,"[86.9, 55.3]",3879770,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Tolói,7002.0,Right Center Back,76,Atalanta,228,"['98c37933-e073-4cb0-94fa-b838eda0f7dd', 'e8c51370-792f-4adf-b3a3-53fac7f86acb']",44,,Right Foot,"[102.9, 48.3]",,"[{'location': [117.8, 42.4], 'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.4, 28.4], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [96.4, 57.1], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.4, 49.4], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.5, 43.1], 'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 48.4], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.1, 22.9], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.2, 35.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.3, 42.0], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 35.2], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 27.7], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.6, 40.8], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 61.0], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [96.8, 34.5], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.8, 42.8], 'player': {'id': 31725, 'name': 'Gaetano Monachello'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.1, 33.0], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.4, 12.6], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [75.4, 26.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",ac6a7424-2134-478a-9178-2761430cc33f,,Blocked,0.0067590987,Normal,Open Play,,,,Atalanta,228,00:34:44.900,Shot,
,,,,,,,,,,,,,,,,,,,,1.041971,,,,,,,,,,,,,95adb6b7-183f-421e-bfb6-aee06d48fa9d,1487,,"[89.6, 38.7]",3879770,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Marchisio,8294.0,Center Defensive Midfield,80,Juventus,224,['cabe96e2-8d9d-4266-9a49-92d2ef88a44f'],17,,Left Foot,"[120.0, 31.1, 4.5]",,"[{'location': [89.5, 30.9], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 39.3], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 51.3], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.6, 46.3], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.1, 42.3], 'player': {'id': 38237, 'name': 'Gabriel Alejandro Paletta'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.3, 49.8], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.3, 31.9], 'player': {'id': 8657, 'name': 'Andrea Conti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.3, 37.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.2, 41.5], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.5, 30.5], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.4, 25.6], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.5, 55.4], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 57.5], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.5, 45.1], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",fdd79cc1-8751-41a0-842e-01a7025c4667,,Off T,0.024803044,Normal,Open Play,,,,Juventus,224,00:36:17.203,Shot,
,,,,,,,,,,,,,,,,,,,,0.416233,,,,,,,,,,,,,5a3c806b-61f1-4613-a50d-78ec33971720,1594,,"[111.2, 44.9]",3879770,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Marten de Roon,6994.0,Center Defensive Midfield,87,Atalanta,228,"['1abc3505-cb2c-4f97-8c8a-4d918e150795', '34297ac7-c6d3-49bd-8968-f830182b50d8', 'c5573982-f56e-4c74-a782-255c427ce377', 'c5be8842-b912-44d9-800c-54a2f83b8674']",10,,Right Foot,"[118.9, 41.7, 1.4]",True,"[{'location': [100.9, 38.5], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.4, 46.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 43.6], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.5, 18.1], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.7, 23.8], 'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.3, 25.8], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 41.6], 'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 20.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",b64f79d1-8c35-4fa5-b8fd-76c5f2ceafbf,,Saved,0.089804545,Volley,Open Play,,,,Atalanta,228,00:39:10.852,Shot,True
,,,,,,,,,,,,,,,,,,,,0.13785,,,,,,,,,,,,,ebcc8391-9fff-46ff-a17d-ae48ccb78101,2244,,"[101.8, 46.6]",3879770,56,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gaetano Monachello,31725.0,Right Center Forward,123,Atalanta,228,"['12afffcb-8271-4ee1-97d9-f0721628daba', '3ae373a0-7d10-45ce-a366-ee7d6186fca3', '85ecf220-8698-4da8-90ee-66150e889633']",5,,Left Foot,"[103.3, 45.8]",True,"[{'location': [108.2, 47.5], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.9, 43.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 41.2], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 45.5], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 41.3], 'player': {'id': 8294, 'name': 'Claudio Marchisio'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 32.2], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 24.8], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.8, 40.7], 'player': {'id': 6949, 'name': 'Gianluigi Buffon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 31.6], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 42.7], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.9, 48.8], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.6, 55.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.02449724,Overhead Kick,Open Play,,,,Atalanta,228,00:11:05.936,Shot,True
