bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.252911,,,,,,,,,,,,,,75056b6d-80ae-49b3-88a9-ce60ca6c6d59,489,,"[113.2, 51.0]",303615,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Adrián Embarba Blázquez,11539.0,Right Center Forward,18,Espanyol,214,['1c877f25-36bd-410a-8e36-1c54d004adec'],38,,Right Foot,"[117.4, 44.5, 0.2]",,"[{'location': [117.7, 44.0], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 31.1], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 43.0], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 50.8], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 47.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.4, 43.5], 'player': {'id': 16209, 'name': 'Raúl de Tomás Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",3ec7938b-a037-44f5-995b-3adcf3c694b6,True,Saved,,0.21155524,Normal,Open Play,,,,Espanyol,214,00:09:38.332,Shot,
,,,,,,,,,,,,,,0.396643,,,,,,,,,,,,,,74e3907b-aecf-4c89-9681-8ba83d0b3b46,741,,"[98.6, 30.8]",303615,15,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Roca Junqué,6866.0,Left Center Midfield,30,Espanyol,214,"['40c6f422-1bdd-4a26-81d4-0be4d0388377', 'c5c09cbd-16ac-41db-8506-f1d9552ed240', 'c8fcbae5-9862-4e63-acda-1124a8dc9fd6']",35,,Left Foot,"[109.2, 35.0]",True,"[{'location': [98.9, 32.5], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.4, 41.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 44.7], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 42.8], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.9, 37.6], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 21.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 35.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.6, 16.3], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [111.1, 40.2], 'player': {'id': 16209, 'name': 'Raúl de Tomás Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.7, 53.9], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",063420fb-54e1-4734-87ee-908dccbbbe84,,Blocked,,0.047041394,Normal,Open Play,,,,Espanyol,214,00:15:35.574,Shot,True
,,,,,,,,,,,,,,1.001661,,,,,,,,,,,,,,121c93aa-f278-414f-8f8e-bc1963505c6c,1011,,"[96.3, 55.7]",303615,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,38,Barcelona,217,['cdb597bf-d2d6-4a66-990e-41f6336ecf84'],55,,Left Foot,"[120.0, 43.7, 3.6]",,"[{'location': [106.3, 43.6], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 34.2], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.9, 37.2], 'player': {'id': 31885, 'name': 'Pol Lozano Vizuete'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.5, 39.1], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 39.9], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 50.0], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.3, 51.0], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.2, 50.0], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.0, 48.8], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 52.0], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.8, 40.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.6, 44.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.2, 36.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.1, 35.8], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.2, 29.9], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.9, 53.5], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 38.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Off T,,0.03879421,Normal,Free Kick,,,,Barcelona,217,00:21:55.252,Shot,
,,,,,,,,,,,,,,0.127943,,,,,,,,,,,,,,dc32ab4e-04c0-4e9b-bdaf-1454807836e8,1131,,"[109.3, 30.5]",303615,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,44,Barcelona,217,"['1dfe9bbb-b85f-4bdb-9a75-35830bd5bf37', '46ec886a-77be-46f8-be10-a1b1a089a2e5']",46,,Left Foot,"[110.0, 31.3]",,"[{'location': [112.8, 34.4], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.8, 41.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.9, 40.3], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.7, 46.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.2, 46.9], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.7, 31.8], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 38.5], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",63a65722-8a63-4a21-a909-d6f924774765,,Blocked,,0.2109313,Normal,Open Play,,,,Barcelona,217,00:24:46.235,Shot,
,,,,,,,,,,,,,,0.540308,,,,,,,,,,,,,,96b025b8-9f42-4b72-b020-1dfe493432a3,1137,,"[112.0, 43.0]",303615,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Gerard Piqué Bernabéu,5213.0,Right Center Back,45,Barcelona,217,"['809ad095-bdcb-4bea-ac35-e126aa51d2c9', 'c97f2eb7-c618-4573-aa46-4c401fa6cb17']",20,True,Head,"[120.0, 37.8, 5.8]",,"[{'location': [112.0, 42.3], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 41.1], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.2, 39.2], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 45.8], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.6, 31.2], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 44.0], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.9, 40.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.3, 2.4], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.8, 37.6], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 29.5], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.3, 49.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.9, 44.3], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 27.5], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.5, 38.9], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.9, 45.7], 'player': {'id': 31885, 'name': 'Pol Lozano Vizuete'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 29.4], 'player': {'id': 16209, 'name': 'Raúl de Tomás Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.1, 44.4], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.2, 40.1], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a35145ff-ca47-469a-aa3b-c5643ca1e81f,,Off T,,0.07513004,Normal,Open Play,,,,Barcelona,217,00:25:20.751,Shot,True
,,,,,,,,,,,,,,0.768247,,,,,,,,,,,,,,aaac95bd-fdb1-49ed-b390-8ef24328c55c,1906,,"[107.4, 34.0]",303615,43,,,True,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,67,Espanyol,214,['97698a88-695a-4cb7-9f3a-2a2de48bc431'],19,,Right Foot,"[120.0, 44.0, 0.2]",True,"[{'location': [112.7, 51.0], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.2, 40.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [91.7, 21.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 36.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 39.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.8, 39.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 42.4], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 36.9], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",44e1cc33-ba3c-4547-9005-3d9cf9dff62c,,Post,,0.2362854,Normal,Open Play,,,,Espanyol,214,00:43:19.297,Shot,
,,,,,,,,,,,,,,1.671093,,,,,,,,,,,,,,43b8aaea-a640-4488-9951-8e5451b34cda,2084,,"[106.0, 43.1]",303615,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,76,Barcelona,217,['bb92c0e6-70d6-4984-beae-711d97479360'],23,,Head,"[115.7, 34.6, 0.3]",,"[{'location': [98.5, 26.5], 'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.5, 64.1], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [80.0, 58.3], 'player': {'id': 16209, 'name': 'Raúl de Tomás Gómez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [79.2, 42.0], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [92.0, 66.5], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.7, 42.1], 'player': {'id': 31885, 'name': 'Pol Lozano Vizuete'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.9, 51.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 56.9], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 44.8], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 41.9], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 29.8], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.0, 41.5], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.1, 41.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [83.0, 59.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.1, 66.4], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [75.2, 14.3], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.4, 52.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 61.4], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",447afc9e-fa6c-49bf-bfbb-9f4ea4c47564,,Saved Off Target,True,0.05210925,Normal,Open Play,,,,Barcelona,217,00:00:23.938,Shot,
,,,,,,,,,,,,,,0.903847,,,,,,,,,,,,,,df3378b6-1c96-4cc9-8b0a-dd50bb0c07f7,2274,,"[107.2, 41.2]",303615,53,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Right Center Forward,86,Barcelona,217,['184cba41-e7a9-4d92-b93a-1a60e8bdb2ed'],49,,Head,"[120.0, 44.0, 3.7]",,"[{'location': [101.7, 49.3], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 56.0], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.0, 46.5], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 43.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 42.4], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 45.3], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 42.8], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.3, 35.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.2, 25.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.5, 38.8], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.4, 34.2], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.2, 41.8], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 40.5], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.4, 61.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",7becb51f-6c44-4d05-b659-2b32c5900813,,Off T,,0.06780602,Normal,Open Play,,,,Barcelona,217,00:08:49.941,Shot,
,,,,,,,,,,,,,,0.25974,,,,,,,,,,,,,,d7691442-4b74-4115-9fc9-eb154511f6b0,2366,,"[111.7, 30.8]",303615,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,91,Barcelona,217,"['4e1e79eb-72fc-41ab-a70c-0a17cb8f336c', 'a4ea58c9-06bc-4285-89e3-d2e38beb61cc', 'bcc7838c-67d0-4fd9-b07d-eb7987a2a171']",38,,Left Foot,"[114.8, 34.9]",True,"[{'location': [109.7, 27.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.5, 28.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.6, 11.4], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.3, 36.6], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 47.5], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.6, 35.5], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.5, 24.2], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.3, 32.4], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 35.9], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 26.0], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 28.2], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.8, 16.5], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [91.7, 21.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",6f20f099-1881-4ea5-9534-c3fdfa96b00a,,Blocked,,0.124636844,Normal,Open Play,,,,Barcelona,217,00:10:38.483,Shot,True
,,,,,,,,,,,,,,0.33631,,,,,,,,,,,,,,38f49fee-58c0-4553-95cc-ada1756fedc2,2371,,"[112.5, 39.8]",303615,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,91,Barcelona,217,"['3d9c7aa4-9a4b-4f7f-a0f7-2815172305da', 'a4a70713-2491-4c4e-92ee-17a12708024a']",40,,Right Foot,"[120.0, 43.3, 0.6]",True,"[{'location': [103.5, 37.2], 'player': {'id': 6866, 'name': 'Marc Roca Junqué'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 12.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 34.1], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 29.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 6768, 'name': 'Diego López Rodríguez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 25.9], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.5, 44.3], 'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.4, 34.8], 'player': {'id': 11293, 'name': 'Fernando Calero Villa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.9, 32.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 36.3], 'player': {'id': 6635, 'name': 'Leandro Daniel Cabrera Sasía'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 32.2], 'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.9, 17.0], 'player': {'id': 32670, 'name': 'Víctor Gómez Perea'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.4, 23.9], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,,Goal,,0.50134957,Normal,Open Play,,,,Barcelona,217,00:10:40.147,Shot,True
