50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.04,,,,,,,,,,d5e8d8cb-fd86-4147-8b3e-68fe2854c01a,1910,,"[113.0, 29.0]",7522,48,,,,,,,,,,,,,,,,,,,,,2,From Counter,Kealia Ohai,5051.0,Left Midfield,109,Houston Dash,762,['91565cc8-c57d-4cd4-a941-c15844579cd7'],32,,Right Foot,"[119.0, 41.3, 2.1]",,"[{'location': [106.0, 40.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 44.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 53.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 34.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",489b0dd9-bae7-493d-8254-838926145945,Goal,0.14583659,Normal,Open Play,,,,Houston Dash,762,00:03:32.840,Shot,
,,,,,,,,,,,,2.48,,,,,,,,,,71e0d52b-3109-4185-93ee-7092e37d8e3f,2189,,"[90.0, 21.0]",7522,55,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Rachel Daly,5058.0,Center Forward,123,Houston Dash,762,"['3ef34ed9-d5e4-4d3e-a2bd-e258f73b935d', '74856b0f-dd14-46e8-86b0-db170c6326c8']",26,,Right Foot,"[120.0, 46.7, 0.9]",,"[{'location': [117.0, 38.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 42.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 47.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 29.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 3.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.0, 56.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.0, 21.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 14.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 24.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [78.0, 44.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.0, 44.0], 'player': {'id': 5050, 'name': 'Meredith Speck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [80.0, 11.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",0597f81a-8ba8-4d1f-ae55-ab4337f8c315,Off T,0.007156891,Normal,Open Play,,,,Houston Dash,762,00:10:26.400,Shot,True
,,,,,,,,,,,,1.52,,,,,,,,,,b485bb24-6a86-4723-99f8-36fa9bb2725c,2385,,"[109.0, 37.0]",7522,61,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Darian Jenkins,5036.0,Left Center Forward,130,North Carolina Courage,766,['6138067c-bb8b-4cd0-be99-7eb9bfc6755e'],49,,Head,"[120.0, 46.3, 0.3]",,"[{'location': [119.0, 41.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 76.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.0, 48.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 61.0], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 46.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 64.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5040, 'name': 'Meleana Shim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 28.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 33.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 17.0], 'player': {'id': 5050, 'name': 'Meredith Speck'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d866e427-3fbc-4316-9a3c-45c9551a2cbc,Off T,0.10379422,Normal,Open Play,,,,North Carolina Courage,766,00:16:49.160,Shot,
,,,,,,,,,,,,0.773,,,,,,,,,,571795e2-3817-4972-9d02-31a1479d7963,2498,,"[104.0, 42.0]",7522,64,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Frannie Crouse,5042.0,Right Wing,137,North Carolina Courage,766,['dff3afee-db45-40df-9069-656e05faf566'],34,,Right Foot,"[120.0, 42.6, 4.4]",True,"[{'location': [119.0, 43.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 45.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 5040, 'name': 'Meleana Shim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 51.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.0, 56.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.0, 48.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 71.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5036, 'name': 'Darian Jenkins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [100.0, 31.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Off T,0.10788428,Normal,Open Play,,,,North Carolina Courage,766,00:19:34.440,Shot,
,,,,,,,,,,,,1.2,,,,,,,,,,b61f3309-2850-4867-ac98-6989953ba806,2524,,"[108.0, 48.0]",7522,66,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jessica McDonald,5034.0,Right Center Forward,139,North Carolina Courage,766,['6963b02e-5021-4e37-9dd5-122e78defd25'],11,,Head,"[117.0, 36.6, 0.9]",,"[{'location': [119.0, 43.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 38.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 49.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 5040, 'name': 'Meleana Shim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 30.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 23.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [84.0, 35.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [85.0, 50.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 52.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 5042, 'name': 'Frannie Crouse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 43.0], 'player': {'id': 5036, 'name': 'Darian Jenkins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.0, 13.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",99ea5056-474f-41ee-b00c-f55e80b8ac06,Saved,0.097543284,Normal,Open Play,,,,North Carolina Courage,766,00:21:11.720,Shot,
,,,,,,,,,,,,1.613,,,,,,,,,,ecf9cc72-04d9-4ca7-a0de-7649748ff820,2596,,"[114.0, 43.0]",7522,69,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Abby Erceg,5037.0,Left Center Back,147,North Carolina Courage,766,"['46865540-d98a-4c4f-9e1a-20d71bfc2931', 'b8beecf9-540c-4034-a453-c1103387c5bf']",6,True,Head,"[120.0, 35.6, 4.7]",,"[{'location': [115.0, 34.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 27.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 26.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 18.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 14.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 41.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 55.0], 'player': {'id': 5042, 'name': 'Frannie Crouse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 36.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 46.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 16.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5040, 'name': 'Meleana Shim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 49.0], 'player': {'id': 5036, 'name': 'Darian Jenkins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f1900ae8-2dbc-4590-a1c5-3c43f6937d0c,Off T,0.20131949,Normal,Open Play,,,,North Carolina Courage,766,00:24:06.520,Shot,True
,,,,,,,,,,,,0.413,,,,,,,,,,5a5eab10-4c4d-48d9-ac83-42a43d94bff2,2891,,"[116.0, 34.0]",7522,79,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Frannie Crouse,5042.0,Right Wing,169,North Carolina Courage,766,"['859a9f68-0963-4daa-ae1a-5b40dc5fad52', '8d9c43b6-9073-4a7a-ab85-0d72d2e63fb0']",0,,Left Foot,"[120.0, 37.0, 2.3]",,"[{'location': [120.0, 39.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 35.0], 'player': {'id': 5040, 'name': 'Meleana Shim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 56.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 18.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 5049, 'name': 'Savannah Jordan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 34.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 5035, 'name': 'Haley Jean McCutcheon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 33.0], 'player': {'id': 5036, 'name': 'Darian Jenkins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6429e0b6-ce22-453a-8496-d82248872d13,Goal,0.16288345,Normal,Open Play,,,,North Carolina Courage,766,00:34:00.840,Shot,True
,,,,,,,,,,,,2.0,,,,,,,,,,e1fe790a-5e25-4629-9fae-5e786d7a86c5,2946,,"[86.0, 51.0]",7522,81,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thembi Kgatlana,5052.0,Left Midfield,173,Houston Dash,762,['bc4d00da-e33e-4f86-8b22-3a3f3bb27c5e'],19,,Right Foot,"[120.0, 46.9, 1.0]",,"[{'location': [99.0, 42.0], 'player': {'id': 3921, 'name': 'Ryan Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 70.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 77.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 36.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [80.0, 24.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.0, 51.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.0, 46.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [79.0, 45.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.0, 33.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 46.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,Off T,0.007483074,Normal,Open Play,,,,Houston Dash,762,00:36:19.880,Shot,
,,,,,,,,,,,,1.827,,,,,,,,,,d8e1478d-1f6e-4132-8ccf-e298e7c1ebec,3033,,"[104.0, 57.0]",7522,84,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Veronica Latsko,5039.0,Right Midfield,179,Houston Dash,762,['24c54c14-ec21-41e1-ac0a-19aa58f33649'],15,,Right Foot,"[120.0, 33.9, 0.3]",,"[{'location': [106.0, 30.0], 'player': {'id': 3921, 'name': 'Ryan Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 57.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 46.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",e59bfa1c-4c8a-42da-9106-0fc15b9aaf90,Off T,0.038491912,Normal,Open Play,,,,Houston Dash,762,00:39:15.613,Shot,
,,,,,,,,,,,,0.24,,,,,,,,,,336d4b05-4b82-482b-bd48-631fd88a3675,3094,,"[114.0, 48.0]",7522,86,,,,,,,,,,,,,,,,,,,,,2,From Corner,Haley Jean McCutcheon,5035.0,Right Back,183,Houston Dash,762,"['4f2a1e3c-6b8c-407b-8a34-5289a8e3297f', '970066e1-cc21-4f7a-b663-fd70675c03fb']",31,,Head,"[114.0, 46.0]",,"[{'location': [117.0, 42.0], 'player': {'id': 3921, 'name': 'Ryan Williams'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 5049, 'name': 'Savannah Jordan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [92.0, 38.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 25.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.0, 33.0], 'player': {'id': 5039, 'name': 'Veronica Latsko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 30.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 5033, 'name': 'Yuri Kawamura'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5046, 'name': 'Elizabeth Eddy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5042, 'name': 'Frannie Crouse'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5041, 'name': 'Cari Roccaro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 5036, 'name': 'Darian Jenkins'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",f67a97ef-1d7f-4b67-874a-6a64be993ea3,Blocked,0.08366801,Normal,Open Play,,,,Houston Dash,762,00:41:31.560,Shot,
