50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.598201,,,,,,,,,,,,0de4d4c0-de54-44d5-a957-eb727d8c4946,120,,"[114.7, 36.7]",19820,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Center Forward,4,Chelsea FCW,971,['04438293-e61b-41c6-b1e9-c2a49bf79f9a'],35,,Right Foot,"[120.0, 33.8, 0.5]",True,"[{'location': [118.2, 61.5], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 37.2], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 50.7], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 42.0], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.2, 41.5], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.2, 40.7], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 30.3], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 30.7], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 49.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.1, 51.6], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.8, 56.9], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.5, 57.8], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.1, 40.9], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1085aa84-ca53-40fb-8c0c-598bc2e5f10b,,,Off T,0.20397246,Volley,Open Play,,,,Chelsea FCW,971,00:01:35.554,Shot,
,,,,,,,,,,,,,,,,0.9069,,,,,,,,,,,,f8f4d89d-b647-4316-9d78-ca55d6453057,137,,"[113.3, 32.6]",19820,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sophie Louise Ingle,15549.0,Left Defensive Midfield,7,Chelsea FCW,971,"['2de7ff2c-e7fd-4b01-81af-3fde083676df', '718f509f-2a02-4d87-88f0-15df55e4a2ce', 'ae003183-435f-463e-9cf0-f533f48d5114']",46,True,Head,"[119.0, 40.3]",,"[{'location': [110.2, 39.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.8, 40.4], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.6, 38.9], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.4, 42.6], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 36.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 32.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.9, 34.2], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 34.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.3, 37.5], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 36.7], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.4, 38.4], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 39.7], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",8040b75d-9ace-4883-996f-625a7941a678,,,Blocked,0.059952326,Normal,Open Play,,,,Chelsea FCW,971,00:02:46.411,Shot,True
,,,,,,,,,,,,,,,,0.817239,,,,,,,,,,,,d0f98d05-4cd0-477c-a079-62c1d69471ad,142,,"[112.3, 37.3]",19820,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Center Back,7,Chelsea FCW,971,"['59119ac1-686f-4087-8bb8-acb5cb9e5b26', 'a45e834e-6e44-4bd2-b765-39872c9c5db3']",48,True,Head,"[120.0, 40.2, 3.9]",,"[{'location': [104.7, 32.9], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 38.2], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.8, 40.1], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 42.4], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 33.1], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 37.1], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.9, 38.1], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.8, 39.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.1, 43.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.9, 34.1], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 37.1], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.9], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,,Off T,0.10201336,Normal,Open Play,,,,Chelsea FCW,971,00:02:48.633,Shot,True
,,,,,,,,,,,,,,,,1.009,,,,,,,,,,,,847f0d85-c92c-4569-877c-9e4a56a97a2c,260,,"[104.2, 43.7]",19820,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,So-Yun Ji,4647.0,Right Defensive Midfield,14,Chelsea FCW,971,['ed6ca724-5bb0-4a1a-bb36-fd8e474216e9'],11,,Left Foot,"[120.0, 43.3, 2.0]",,"[{'location': [104.9, 32.1], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.3, 39.3], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 34.2], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 33.2], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.6, 44.6], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.9, 40.6], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.2, 18.3], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.9, 19.8], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.9, 41.7], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 22.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.1, 41.2], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 43.1], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Goal,0.065209515,Volley,Open Play,,,,Chelsea FCW,971,00:07:11.893,Shot,
,,,,,,,,,,,,,,,,0.1969,,,,,,,,,,,,d7700e33-5971-436e-a4ad-5cb621f0cd22,440,,"[102.0, 25.2]",19820,12,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Center Attacking Midfield,26,Chelsea FCW,971,"['92319086-6918-448c-8e2b-49f8a0d8f9fd', 'd1f48c1c-9d30-4ca0-9e0c-82550e18e3d4', 'd3c67204-600d-4161-a500-9f1a3c9e8b93']",19,,Right Foot,"[102.9, 25.9]",,"[{'location': [105.1, 18.2], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.2, 60.4], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.9, 43.8], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 34.1], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.6, 37.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 43.3], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 53.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 43.8], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 33.5], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 29.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.9, 25.9], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",5353ad96-9843-4e9f-950f-a2923fadc868,,,Blocked,0.015397478,Normal,Open Play,,,,Chelsea FCW,971,00:12:19.213,Shot,True
,,,,,,,,,,,,,,,,2.502387,,,,,,,,,,,,df2a7d49-1fae-4d39-8f9c-ac8c018c1ab7,637,,"[89.3, 53.9]",19820,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Center Forward,41,Reading WFC,974,['3abeb43c-06de-4bf1-86ce-d4d005cf831e'],23,,Left Foot,"[120.0, 48.0, 0.2]",,"[{'location': [100.4, 61.7], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 36.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 57.7], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 52.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 48.9], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 41.2], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 41.9], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.6, 56.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.1, 51.5], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.5, 69.2], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.9, 62.5], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.1, 46.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.2, 65.2], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.9, 56.6], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",9fb3202e-d6c3-45d6-82be-d9253a14edaf,,,Off T,0.00687465,Normal,Open Play,,,,Reading WFC,974,00:17:23.679,Shot,
,,,,,,,,,,,,,,,,1.395472,,,,,,,,,,,,02baef36-be48-486d-82ea-13a0a8d6535e,715,,"[95.1, 28.8]",19820,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jade Moore,10190.0,Right Center Midfield,48,Reading WFC,974,['d34c7611-c2bd-4908-a27c-2f7c5aad8c77'],2,,Left Foot,"[120.0, 45.9, 0.2]",,"[{'location': [91.4, 43.7], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [83.0, 41.6], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 36.8], 'player': {'id': 24747, 'name': 'Millie Laura Farrow'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 33.1], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.9, 29.8], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 35.4], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 35.4], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.5, 27.3], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.5, 21.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 29.7], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 31.6], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 29.9], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.6, 39.8], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,0.02408921,Half Volley,Open Play,,,,Reading WFC,974,00:20:02.994,Shot,
,,,,,,,,,,,,,,,,0.9247,,,,,,,,,,,,f50e380a-2946-4334-b5d1-07b9e880ec8b,769,,"[101.2, 29.2]",19820,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Bethany England,15550.0,Center Forward,54,Chelsea FCW,971,['81662abe-143d-472e-8ffc-39739dfd53b5'],18,,Right Foot,"[120.0, 35.1, 0.4]",,"[{'location': [118.0, 37.7], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.5, 16.3], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.4, 5.2], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.1, 26.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.2, 20.2], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 24.3], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 29.4], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 34.9], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.4, 49.2], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [81.8, 15.4], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [81.7, 25.9], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 22.3], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.9, 17.8], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.5, 31.2], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.2, 40.2], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",a49c6cbf-f09f-4da7-8323-279f846611a1,,,Off T,0.07576345,Normal,Open Play,,,,Chelsea FCW,971,00:21:18.984,Shot,
,,,,,,,,,,,,,,,,0.0668,,,,,,,,,,,,1cb2b26a-3cd3-443c-b8b2-cba274475a0b,1190,,"[101.3, 34.4]",19820,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Millie Laura Farrow,24747.0,Right Wing,77,Reading WFC,974,"['9f4c630a-e79b-4ec8-9b95-676d778fa3ea', 'f676b791-91bc-4a09-bb5e-cb5206e6afba']",43,,Left Foot,"[102.4, 34.9]",True,"[{'location': [84.3, 55.6], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.5, 30.3], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 30.6], 'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 42.4], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 48.5], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.9, 54.4], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [80.6, 37.6], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 39.4], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.9, 35.1], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 52.6], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 38.2], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",70a14519-aa2a-4817-afa5-a5342587d1a8,,,Blocked,0.06487073,Normal,Open Play,,,,Reading WFC,974,00:30:43.554,Shot,
,,,,,,,,,,,,,,,,0.220801,,,,,,,,,,,,572619e8-ce56-4252-bd37-bb3bcde7ce82,1366,,"[112.8, 33.4]",19820,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesca Kirby,4641.0,Center Attacking Midfield,87,Chelsea FCW,971,"['6f33dafa-a9e1-43b6-b762-9c4f0ba9beb0', '91d8c05b-b7ad-4b09-b1ea-6fc2ae8d7e49']",57,,Left Foot,"[115.4, 34.6]",True,"[{'location': [106.6, 23.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 19.6], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.6, 24.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.7, 36.6], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 16.2], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 20.6], 'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 25.5], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 30.4], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 26.8], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 32.1], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.2, 35.3], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.1, 42.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.4, 43.6], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",97b80398-9167-4748-985c-455dda5f8c26,,,Blocked,0.15285476,Normal,Open Play,,,,Chelsea FCW,971,00:34:57.695,Shot,
