bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.141673,,,,,,,,,,,,,,,ba9c4a85-1e09-42bb-87fe-07eb67b7b5d3,1955,,"[96.7, 48.2]",3754219,51,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam Smith,6409.0,Right Back,100,AFC Bournemouth,28,['66b63e2b-240a-4a1d-b21b-b62cf5fd6dca'],7,,Left Foot,"[120.0, 43.6, 0.2]",,"[{'location': [102.0, 39.4], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.6, 35.0], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 41.4], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 50.5], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 58.3], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 46.3], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.8, 49.5], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 39.9], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 51.4], 'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.1, 28.6], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.9, 40.9], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.4, 50.7], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",843ff567-0b44-41dd-87c6-c962e469818c,,Goal,,0.04619792,Normal,Open Play,,,,AFC Bournemouth,28,00:06:07.963,Shot,
,,,,,,,,,,,,,,,,0.218766,,,,,,,,,,,,,,,6c784024-701d-4391-b9f7-ae74957e1ae6,2070,,"[96.6, 52.8]",3754219,55,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Matt Ritchie,3049.0,Right Midfield,105,AFC Bournemouth,28,"['04ab8572-97ca-4393-9127-30484a1cd533', '9c032eb1-2929-4fc9-a087-1d48a27e25d5']",28,,Left Foot,"[99.6, 51.5]",,"[{'location': [106.1, 36.8], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.5, 32.7], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.6, 34.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 41.4], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 43.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 38.8], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.5, 40.4], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 52.2], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 51.9], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.1, 51.2], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.7, 33.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.8, 27.3], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.6, 36.6], 'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.6, 41.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.9, 48.0], 'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.4, 57.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",e543772e-e309-4964-b5ba-522e53893b75,,Blocked,,0.02407408,Normal,Open Play,,,,AFC Bournemouth,28,00:10:28.312,Shot,
,,,,,,,,,,,,,,,,0.322492,,,,,,,,,,,,,,,357fa46d-3eba-44df-977e-8bbe0dd08fdc,2458,,"[118.5, 26.7]",3754219,67,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Junior Stanislas,3463.0,Left Midfield,125,AFC Bournemouth,28,['1b08a6b2-f1f9-4095-b032-479eed17df2e'],48,,Right Foot,"[119.5, 36.0, 0.2]",,"[{'location': [117.7, 25.5], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.1, 36.2], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 46.0], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 37.6], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 30.3], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 45.1], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 39.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.1, 18.8], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.1, 38.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 35.9], 'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",519949b3-a94b-49c2-9809-e37726372edf,True,Saved to Post,True,0.011636744,Normal,Open Play,,,,AFC Bournemouth,28,00:22:48.304,Shot,
,,,,,,,,,,,,,,,,0.028264,,,,,,,,,,,,,,,ceaf519e-eab8-41cf-9291-d825e34dbe62,2471,,"[112.2, 38.5]",3754219,70,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Glenn Murray,3085.0,Center Forward,128,AFC Bournemouth,28,"['77a45261-e655-400f-b9f8-9830fde9778e', 'e350e8ea-e2a9-4e57-922d-e94e0fa8908e', 'eb29f921-9751-4771-9618-a29eff8150b0']",34,True,Head,"[112.9, 38.4]",,"[{'location': [112.4, 31.5], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 35.1], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 35.7], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.8, 41.0], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 37.6], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 38.1], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.1, 38.3], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.8, 42.0], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.3, 46.7], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 54.7], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.2, 39.5], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.9, 31.0], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.4, 33.7], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.1, 43.8], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [94.6, 48.6], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.2, 63.9], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",d81e7991-7d1a-43c6-94c8-5002a8974208,,Blocked,,0.087685466,Normal,Open Play,,,,AFC Bournemouth,28,00:25:34.159,Shot,True
,,,,,,,,,,,,,,,,1.186786,,,,,,,,,,,,,,,b6519c7c-e204-41fb-b273-5a55b38e1c9e,2627,,"[115.3, 48.8]",3754219,78,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gareth McAuley,3596.0,Right Center Back,143,West Bromwich Albion,27,"['063e59ce-223c-47c3-afcf-8e87bf21225a', '15d10bda-6b24-4a1b-9b5c-8ce82e35c8d1']",36,True,Head,"[120.0, 36.6, 0.4]",,"[{'location': [111.2, 42.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 41.4], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.8, 41.0], 'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.1, 42.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.1, 35.7], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.8, 35.0], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.5, 35.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 43.6], 'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.4, 48.9], 'player': {'id': 13573, 'name': 'Yann Kermorgant'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.3, 35.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.8, 41.8], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 37.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.1, 48.2], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 40.1], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.1, 41.3], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 41.9], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.5], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",3e9ac45a-7730-4758-95e6-30287a71c856,,Goal,,0.06358968,Normal,Open Play,,,,West Bromwich Albion,27,00:33:36.971,Shot,True
,,,,,,,,,,,,,,,,1.535542,,,,,,,,,,,,,,,d60f6231-6539-4f45-b069-10a33e6c9ea9,2653,,"[92.1, 39.4]",3754219,79,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Harry Arter,3304.0,Left Center Midfield,144,AFC Bournemouth,28,['dc7dbd80-cbda-46b6-9400-2fb1f1756e0d'],55,,Left Foot,"[120.0, 33.7, 4.8]",,"[{'location': [118.2, 38.4], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 32.5], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.0, 39.7], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [83.2, 45.7], 'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.1, 38.1], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.4, 54.7], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 47.4], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [87.4, 61.2], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 43.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.0, 22.1], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [79.6, 46.5], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.1, 48.9], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 43.2], 'player': {'id': 13573, 'name': 'Yann Kermorgant'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [82.0, 62.2], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f4b9c8fe-7884-4c46-9c59-c31452ce0b68,,Off T,,0.021334985,Half Volley,Open Play,,,,AFC Bournemouth,28,00:34:55.104,Shot,
,,,,,,,,,,,,,,,,0.126911,,,,,,,,,,,,,,,440f2180-ab53-43e1-8ae0-53a9a90e902b,2684,,"[90.3, 37.3]",3754219,81,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Harry Arter,3304.0,Left Center Midfield,148,AFC Bournemouth,28,"['6cba6f29-203a-43c8-8e49-93743d7ffd80', '7676b225-1815-4ab6-820e-7412b89c80d3']",7,,Left Foot,"[94.0, 38.1]",,"[{'location': [118.5, 39.7], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 40.8], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [83.7, 36.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.9, 27.0], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.3, 36.4], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 38.3], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 47.5], 'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [79.2, 52.0], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 53.0], 'player': {'id': 13573, 'name': 'Yann Kermorgant'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.2, 23.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [83.3, 45.4], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.6, 47.2], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Blocked,,0.019717999,Normal,Open Play,,,,AFC Bournemouth,28,00:36:07.288,Shot,
,,,,,,,,,,,,,,,,0.603577,,,,,,,,,,,,,,,651e3451-28e0-426a-a82a-59d4376d54dd,2693,,"[86.3, 43.9]",3754219,82,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Matt Ritchie,3049.0,Right Midfield,149,AFC Bournemouth,28,"['d5a73a22-3bb9-48ec-b8f8-091b38724f16', 'e65dc578-740b-4e11-805c-2b45059e0ebd']",13,,Left Foot,"[102.6, 44.4]",True,"[{'location': [101.8, 34.0], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.3, 31.4], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.6, 37.8], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.1, 44.0], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.3, 27.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 46.4], 'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 40.1], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 54.9], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 42.5], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.3, 28.5], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.7, 6.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.3, 29.3], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.2, 32.6], 'player': {'id': 45014, 'name': 'Tokelo Anthony Rantie'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 45.0], 'player': {'id': 13573, 'name': 'Yann Kermorgant'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.6, 65.6], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.5, 46.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",c03084fa-9433-45bf-b0bf-03e866754ac3,,Blocked,,0.02020552,Normal,Open Play,,,,AFC Bournemouth,28,00:37:13.769,Shot,
,,,,,,,,,,,,,,,,0.949369,,,,,,,,,,,,,,,c0761e6a-c774-4575-963c-5b9a94fda227,2716,,"[112.7, 46.6]",3754219,83,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Craig Dawson,3523.0,Right Back,151,West Bromwich Albion,27,"['6dc14de1-888f-4c4e-81d6-850807d2d32e', '8f739764-5070-45c1-aeab-b14ec8d1e6c8']",3,True,Head,"[120.0, 31.6, 1.0]",,"[{'location': [111.4, 48.6], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 50.0], 'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.4, 42.9], 'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 46.4], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 45.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 44.8], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 28.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.5, 40.6], 'player': {'id': 13573, 'name': 'Yann Kermorgant'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.7, 41.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 32.2], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 52.6], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.9, 44.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.8, 45.7], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [89.3, 19.7], 'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.5, 38.4], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.4, 28.1], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",d3a4feb4-2c99-48ff-bbb3-0738daeef661,,Off T,,0.042696018,Normal,Open Play,,,,West Bromwich Albion,27,00:38:03.970,Shot,True
,,,,,,,,,,,,,,,,0.473562,,,,,,,,,,,,,,,2f0e7aa7-27c1-4e8a-9a42-e72c32ca3565,2800,,"[108.0, 40.0]",3754219,86,,,,,,,,,,,,,,,,,,,,,,,2,Other,Charlie Daniels,3345.0,Left Back,156,AFC Bournemouth,28,['9b65a611-bcca-46d6-aadb-acd55113344d'],36,,Left Foot,"[120.0, 42.4, 2.1]",,,,,Goal,,0.7835,Normal,Penalty,,,,AFC Bournemouth,28,00:41:36.563,Shot,
