50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.269938,,,,,,,,,,,,,42097651-acc0-414a-8b15-8c52b9356f90,1318,,"[93.2, 29.2]",3879796,31,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Blerim Džemaili,5554.0,,Center Defensive Midfield,72,Genoa,233,"['c9375cc6-5c8d-4c05-88ef-ac6e5b5c438f', 'f4e1c1ad-1fe7-44f7-aadc-39e0d0e5a480']",48,Right Foot,"[103.6, 32.4]",,"[{'location': [101.5, 50.2], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.2, 34.8], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.5, 48.0], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.8, 40.7], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.5, 39.3], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 38.6], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.3, 41.0], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.6, 45.0], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 42.5], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 40.1], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.2, 32.3], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.5, 30.1], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.8, 35.9], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 34.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.4, 33.8], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.6, 33.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 32.4], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Blocked,0.04712196,Normal,Free Kick,,,,Genoa,233,00:31:48.921,Shot,
,,,,,,,,,,,,,,,,0.271407,,,,,,,,,,,,,f377d678-661e-4a1b-abc1-9d9dd636102a,1470,,"[101.7, 28.2]",3879796,35,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,,Left Wing,80,Napoli,227,"['5c19f39f-1f7b-40b4-bee5-5f937332271e', 'cc395a2c-c458-431f-b830-4892d9ff0f37']",24,Right Foot,"[102.6, 28.9]",,"[{'location': [107.8, 36.6], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 25.9], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.8, 30.1], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 29.7], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 43.4], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 37.6], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 44.9], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.2, 37.6], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 49.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.3, 34.3], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.9, 39.9], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 21.2], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.039678484,Normal,Open Play,,,,Napoli,227,00:35:24.920,Shot,
,,,,,,,,,,,,,,,,0.915689,,,,,,,,,,,,,c2447949-6eb3-46bb-8c35-86160edf7ad7,1615,,"[114.0, 50.5]",3879796,39,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marek Hamšík,7025.0,,Left Center Midfield,91,Napoli,227,['3666a251-e33b-4da6-9157-4299141bd5fa'],8,Head,"[118.0, 41.7, 1.4]",,"[{'location': [107.9, 37.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.7, 35.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.2, 42.7], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.1, 66.0], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.8, 66.3], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.2, 43.1], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.1, 33.2], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 43.1], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 48.1], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 44.6], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.1, 40.2], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.7, 37.3], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",8a940cf4-bf53-451b-b799-6c2e8443a1cd,True,Saved,0.060176473,Normal,Open Play,,,,Napoli,227,00:39:08.294,Shot,
,,,,,,,,,,,,,,,,0.646058,,,,,,,,,,,,,02d477ed-6646-4a1b-83dd-b3cae47c5b64,1826,,"[111.9, 37.6]",3879796,44,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lorenzo Insigne,7037.0,,Left Wing,102,Napoli,227,['a0bcc64f-64bc-4b95-93df-e3a046403b9d'],40,Head,"[118.4, 39.0, 1.1]",,"[{'location': [110.3, 16.5], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.5, 33.1], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 33.9], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.7, 37.0], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 41.5], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.8, 43.8], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.7, 41.2], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.6, 44.4], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 45.0], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",4e290f9c-0f62-4e59-8869-a179fe5ba2f6,,Saved,0.31922644,Diving Header,Open Play,,,,Napoli,227,00:44:40.955,Shot,
,,,,,,,,,,,,,,,,1.344302,,,,,,,,,,,,,169f3d81-cab9-462c-b3e0-848315a215d5,1951,,"[84.8, 39.3]",3879796,45,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Faouzi Ghoulam,8876.0,,Left Back,110,Napoli,227,['54e61504-8919-4caa-8b4c-8cc17a6ca9f1'],46,Left Foot,"[120.0, 29.7, 6.0]",True,"[{'location': [119.1, 39.9], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.3, 41.0], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.5, 46.8], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 71.3], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 42.9], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.4, 56.2], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.0, 49.1], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.5, 39.9], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.4, 44.0], 'player': {'id': 8180, 'name': 'Leonardo Pavoletti'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.3, 36.3], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 45.5], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.1, 60.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.2, 77.8], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.9, 55.5], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.9, 44.4], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 46.8], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.1, 44.7], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.9, 46.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.9, 34.4], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Off T,0.011816438,Half Volley,Open Play,,,,Napoli,227,00:00:46.309,Shot,
,,,,,,,,,,,,,,,,0.510005,,,,,,,,,,,,,2640d497-9a84-487a-8f91-bdb2ca139d40,2202,,"[110.5, 47.8]",3879796,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,,Center Forward,126,Napoli,227,['2e491dd6-f9e7-44da-ae52-5dd191c7d243'],38,Right Foot,"[120.0, 37.7, 0.8]",,"[{'location': [100.3, 50.7], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 44.5], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 45.0], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.4, 41.9], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 33.9], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.6, 42.1], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 48.0], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 54.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.9, 33.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",4c31b2a0-5eb5-4b6b-a24a-09d855a208b2,True,Goal,0.24254711,Half Volley,Open Play,,,,Napoli,227,00:05:38.837,Shot,
,,,,,,,,,,,,,,,,0.582399,,,,,,,,,,,,,d9c0bf4c-0d5f-48ba-9c11-46c8aaac47df,2277,,"[110.7, 42.9]",3879796,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,,Center Forward,131,Napoli,227,['180001c9-581d-4325-a943-ff4f2a53f547'],22,Right Foot,"[120.0, 34.9, 0.8]",True,"[{'location': [112.7, 42.4], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 20.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.9, 22.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.8, 36.9], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 24.9], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 27.7], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",bef01bc9-6bfd-4fe4-b88b-cfbd184bdfbc,,Off T,0.40718868,Normal,Open Play,,,,Napoli,227,00:07:22.597,Shot,
,,,,,,,,,,,,,,,,1.045642,,,,,,,,,,,,,325b790b-3aea-4c52-ab97-725895e9d918,2479,,"[93.1, 46.3]",3879796,56,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Allan Marques Loureiro,7035.0,,Right Center Midfield,141,Napoli,227,"['952f0410-ca7b-43e3-82ea-c423fa88d7bd', 'a1163f08-3616-4f9e-aac9-e9d322605f3c']",24,Right Foot,"[115.6, 40.7, 0.2]",,"[{'location': [116.2, 40.5], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.5, 47.2], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 44.9], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.9, 45.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.2, 39.0], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.7, 29.8], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [92.6, 37.0], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 45.1], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.7, 25.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5fdbc29a-122e-43a2-b5c8-3d90c2b55181,,Saved,0.031088136,Normal,Open Play,,,,Napoli,227,00:11:24.789,Shot,True
,,,,,,,,,,,,,,,,1.089284,,,,,,,,,,,,,43791509-d6d6-4049-a3d7-9a1c6f14a53e,2536,,"[95.3, 26.2]",3879796,58,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lorenzo Insigne,7037.0,,Left Wing,146,Napoli,227,['4914a52d-01b9-49a4-9566-cab15d9627ec'],18,Right Foot,"[120.0, 34.9, 0.2]",,"[{'location': [117.7, 38.6], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.5, 26.1], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.4, 34.5], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 30.2], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 26.9], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.2, 17.8], 'player': {'id': 7475, 'name': 'Tomás Eduardo Rincón Hernández'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 46.6], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.6, 35.4], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.2, 20.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.9, 53.0], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.8, 36.1], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 25.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",9dd22a99-b83c-48ba-b27a-fdbee1ad7862,,Off T,0.02390625,Normal,Open Play,,,,Napoli,227,00:13:18.427,Shot,
,,,,,,,,,,,,,,,,1.415248,,,,,,,,,,,,,f7e5df43-7dd1-479b-8104-a3ba7a6f8bbc,2605,,"[90.8, 26.3]",3879796,60,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dries Mertens,5630.0,,Right Wing,154,Napoli,227,['3f60f702-0993-486a-bc03-f7cea2d136cf'],12,Right Foot,"[120.0, 46.2, 0.8]",,"[{'location': [116.9, 39.1], 'player': {'id': 7148, 'name': 'Mattia Perin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.6, 44.8], 'player': {'id': 3416, 'name': 'Gabriel Moisés Antunes da Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [87.4, 16.9], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.2, 38.0], 'player': {'id': 9940, 'name': 'Armando Izzo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.1, 25.5], 'player': {'id': 5554, 'name': 'Blerim Džemaili'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 30.2], 'player': {'id': 7176, 'name': 'Sebastian De Maio'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.4, 21.8], 'player': {'id': 34355, 'name': 'Riccardo Fiamozzi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.8, 44.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.6, 20.0], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",0da92a8a-2e6f-4ddf-ba03-834741c5bda6,,Off T,0.015602992,Normal,Open Play,,,,Napoli,227,00:15:12.051,Shot,
,,,,,,,,,,,,,,,,0.634695,,,,,,,,,,,,,3788eeb9-2704-42db-8c5d-488ac086adcc,2782,,"[104.0, 48.7]",3879796,64,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Alessio Cerci,7702.0,,Left Center Forward,164,Genoa,233,"['5fc8a854-a509-495f-83f0-25dca2d5e2f3', '80c83e6a-c331-4ae3-95a0-9ab2e2ca627b']",30,Left Foot,"[120.0, 45.2, 0.2]",,"[{'location': [103.0, 47.6], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 43.4], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 52.3], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 36.4], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 43.5], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 39.1], 'player': {'id': 7146, 'name': 'Goran Pandev'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,True,Off T,0.26351678,Normal,Open Play,,,,Genoa,233,00:19:30.313,Shot,True
