50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.015722,,,,,,,,,,,,57132a57-91cc-42cd-9783-d670b94f84b2,148,,"[90.7, 30.1]",3754081,2,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Midfield,2,Manchester United,39,['1c99346c-eaa7-4ae7-bda3-23a5ca897e22'],1,,Right Foot,"[115.0, 38.2, 1.5]",,"[{'location': [99.1, 53.9], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.4, 28.3], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.9, 46.5], 'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 33.6], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [85.6, 19.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 39.0], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.5, 28.7], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.9, 14.9], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.3, 23.6], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.3, 38.1], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.7, 43.6], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.9, 73.4], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.5, 40.3], 'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 26.5], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.3, 13.6], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",3080f4c7-fb05-40a8-9443-c8d6c37094cb,Saved,0.030650595,Normal,Open Play,,,,Manchester United,39,00:02:01.157,Shot,
,,,,,,,,,,,,,,,,,,,1.681565,,,,,,,,,,,,40ce2e2b-4fad-41ae-9392-fa7f4321b8b0,446,,"[114.1, 40.4]",3754081,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Craig Dawson,3523.0,Right Back,19,West Bromwich Albion,27,"['9ec03da6-07a0-48da-bafe-5b3f0afc13b8', 'd4924425-dc68-47ba-9217-9a157ad7c849']",27,True,Head,"[120.0, 19.6, 1.0]",,"[{'location': [105.1, 48.3], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.5, 37.4], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.8, 33.4], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 40.8], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.2, 38.0], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.4, 40.1], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 39.9], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",708cd9b1-8527-4d17-a6cb-bb11c2feb96e,Off T,0.18752408,Normal,Open Play,,,,West Bromwich Albion,27,00:08:27.515,Shot,True
,,,,,,,,,,,,,,,,,,,0.198988,,,,,,,,,,,,0d2d9193-4e8d-4cf4-af1c-bbe8774e145c,878,,"[103.6, 41.5]",3754081,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Saido Berahino,4630.0,Left Center Forward,38,West Bromwich Albion,27,"['295a2b3a-863e-49f9-9ee3-95618351b1aa', 'a3d6fa74-d793-4933-a07e-9a1ff1848c4c']",45,,Right Foot,"[106.2, 41.0]",True,"[{'location': [101.8, 60.4], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.7, 51.0], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [87.2, 59.1], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.7, 40.4], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 41.0], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 44.4], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 64.8], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.4, 50.0], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 49.9], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",5f5f1af3-6379-44ce-80d0-9e091dc79e1a,Blocked,0.081856795,Half Volley,Open Play,,,,West Bromwich Albion,27,00:16:45.276,Shot,
,,,,,,,,,,,,,,,,,,,1.758147,,,,,,,,,,,,bf0c29bf-a2a4-4ca5-932c-63c5ca36b674,1132,,"[93.1, 53.8]",3754081,26,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Craig Dawson,3523.0,Right Back,53,West Bromwich Albion,27,['1e0c698f-be2e-472a-9307-8d2ae7db24d1'],54,,Right Foot,"[120.0, 35.5, 2.0]",True,"[{'location': [87.1, 62.6], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.6, 54.9], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 42.5], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [82.9, 53.9], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.7, 39.0], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.8, 41.4], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 37.0], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 52.6], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.5, 47.7], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 42.3], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.1, 60.0], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.8, 54.0], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.6, 56.1], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",01c03163-77ae-466f-a61d-5d798a044f55,Off T,0.035765097,Half Volley,Open Play,,,,West Bromwich Albion,27,00:26:54.317,Shot,
,,,,,,,,,,,,,,,,,,,0.094108,,,,,,,,,,,,34d2dad3-5405-4090-bb44-431de8dcaab3,1368,,"[113.2, 45.0]",3754081,33,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Saido Berahino,4630.0,Left Center Forward,67,West Bromwich Albion,27,"['971a0a27-6418-4b46-a9bb-4371b531e46c', '9bead28b-a458-4f78-b5b1-452df19fdad7', 'ab86046f-f94f-4444-84a4-e9c604d2f60e']",49,,Right Foot,"[113.9, 44.6]",True,"[{'location': [114.3, 44.3], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.4, 65.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.8, 48.2], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.5, 41.7], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 36.3], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.8, 37.3], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 34.4], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 47.3], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 58.7], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 61.3], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",8a7f69eb-9b38-4427-8e34-233fbe1747fb,Blocked,0.10672298,Half Volley,Open Play,,,,West Bromwich Albion,27,00:33:49.553,Shot,True
,,,,,,,,,,,,,,,,,,,0.986801,,,,,,,,,,,,ca8c1530-a2ce-41d2-ab0c-29f889fc3598,1548,,"[92.3, 46.2]",3754081,37,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stéphane Sessègnon,2966.0,Right Midfield,72,West Bromwich Albion,27,['7cbbb313-c731-4e40-b8f3-c2966788b208'],3,,Right Foot,"[115.4, 42.8, 0.5]",True,"[{'location': [98.6, 46.6], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.2, 28.8], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.8, 36.5], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.2, 41.1], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.7, 41.1], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.0, 30.0], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.5, 37.2], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.1, 59.8], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.7, 42.8], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 45.9], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",84ed0f01-9031-4d58-a426-c9e6177c73e5,Saved,0.028734146,Half Volley,Open Play,,,,West Bromwich Albion,27,00:37:03.424,Shot,
,,,,,,,,,,,,,,,,,,,0.059278,,,,,,,,,,,,e2c1c300-9bf1-4125-9900-b541195583ea,1598,,"[106.3, 33.8]",3754081,38,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Martial,20039.0,Center Forward,78,Manchester United,39,"['5fe008e2-2b82-46ab-8ee8-88cb3b5cb7aa', 'b3f8e583-f8dc-49df-996f-7d882e73ee03', 'fdc00830-c73c-4d8a-ac4c-9db0b8f4d5ea']",12,,Right Foot,"[108.3, 35.0]",,"[{'location': [103.7, 45.1], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.2, 35.0], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.4, 17.3], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.2, 41.6], 'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.9, 39.2], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 29.8], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.5, 35.1], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 25.5], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 39.1], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 21.8], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [96.3, 37.1], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.0, 19.3], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4b4ddc66-9447-4934-ae0a-d13d7b013c6d,Blocked,0.13050734,Normal,Open Play,,,,Manchester United,39,00:38:12.894,Shot,True
,,,,,,,,,,,,,,,,,,,0.512877,,,,,,,,,,,,eece2d57-616c-4b5b-a44d-3bb8d566ea9a,1807,,"[103.2, 58.6]",3754081,44,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Craig Gardner,9485.0,Left Midfield,89,West Bromwich Albion,27,"['1117bf8e-26f7-4aea-8263-baa0063004fa', 'cdb0c0e9-c337-4f97-b629-6bd280d38eb8']",3,,Left Foot,"[111.6, 49.7]",True,"[{'location': [111.0, 63.5], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.5, 44.1], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.9, 43.1], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.5, 36.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.8, 36.9], 'player': {'id': 4630, 'name': 'Saido Berahino'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 38.1], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.6, 40.5], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 47.8], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.7, 40.5], 'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 59.2], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.2, 37.6], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 42.5], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 42.6], 'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 37.4], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.0, 37.8], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 35.2], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 40.7], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",97d615fd-91c9-488f-862e-12697c66c690,Blocked,0.012425728,Normal,Open Play,,,,West Bromwich Albion,27,00:44:03.630,Shot,
,,,,,,,,,,,,,,,,,,,0.162414,,,,,,,,,,,,8d2f5fbb-67ac-4f40-b1cc-b06bd783ef7f,2106,,"[102.6, 38.7]",3754081,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcus Rashford,3318.0,Right Midfield,102,Manchester United,39,"['b771bfc5-6867-4efc-b555-0cbc98f4e232', 'd656f329-5ca0-4219-9e9e-53cd865ea39c']",7,,Left Foot,"[108.3, 40.1]",True,"[{'location': [108.0, 37.6], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 32.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 36.8], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 23.3], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.6, 40.6], 'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 27.4], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.4, 31.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 44.3], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.5, 39.8], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 29.7], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 36.5], 'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.2, 22.4], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.3, 28.1], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Blocked,0.0688442,Normal,Open Play,,,,Manchester United,39,00:05:07.710,Shot,
,,,,,,,,,,,,,,,,,,,1.028074,,,,,,,,,,,,39bf4c41-3b59-49f3-bcda-2090609bd303,2221,,"[98.7, 19.1]",3754081,53,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jesse Lingard,3293.0,Left Midfield,107,Manchester United,39,['a27d4f6c-cce2-4cbb-a207-ff1e453d4986'],53,,Right Foot,"[120.0, 44.3, 2.7]",,"[{'location': [88.9, 51.9], 'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.2, 27.7], 'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 32.7], 'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.5, 35.7], 'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.7, 12.5], 'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.9, 27.4], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [100.1, 24.2], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 20.0], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 16.7], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 28.7], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 32.3], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.8, 49.0], 'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.8, 34.4], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 43.9], 'player': {'id': 9628, 'name': 'James Grant Chester'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.5, 39.7], 'player': {'id': 4053, 'name': 'Ben Foster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 45.1], 'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",7d19436b-8de2-47ab-8b43-4eb35902ce1c,Off T,0.010902795,Normal,Open Play,,,,Manchester United,39,00:08:53.280,Shot,
