50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.23503,,,,,,,,,,,,,0d624415-ef0c-4487-b17b-6d64c498ac9e,265,,"[100.5, 41.6]",3900528,4,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Delaplace,2979.0,Right Center Midfield,12,Caen,140,"['32cf7695-15d4-436b-88ed-2abad3b146b4', '33e40e04-61b1-4cad-850a-f72c90cd6a57']",42,,Left Foot,,"[105.2, 41.1]",True,"[{'location': [116.6, 40.0], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.7, 42.3], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 32.4], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.9, 41.4], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 44.8], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 31.9], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 46.9], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.7, 27.8], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 31.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",afafbd6b-6c5f-4e61-8fa4-bb0112b4f80a,,Blocked,0.089008,Normal,Open Play,,,,Caen,140,00:04:42.038,Shot,
,,,,,,,,,,,,,,,,,,0.433874,,,,,,,,,,,,,a7cdf15e-9c58-4b64-be78-71ba3fb928b9,278,,"[109.6, 30.9]",3900528,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ronny Rodelin,2955.0,Right Wing,13,Caen,140,['c65ea8ca-d9c9-486d-97a0-2152adf0466a'],25,,Right Foot,,"[118.0, 38.3, 0.4]",True,"[{'location': [106.4, 67.1], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.2, 63.1], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 50.0], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.6, 40.9], 'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.5, 52.1], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 52.8], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.5, 43.5], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 42.0], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.3, 40.6], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.9, 33.9], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 38.0], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 35.3], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 51.7], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.1, 35.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.1, 22.6], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.112262286,Volley,Open Play,,,,Caen,140,00:05:25.234,Shot,
,,,,,,,,,,,,,,,,,,0.323456,,,,,,,,,,,,,1a805baf-144a-4e69-bbb8-bdbd094c23a0,281,,"[115.0, 43.5]",3900528,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Syam Ben Youssef,5656.0,Right Center Back,13,Caen,140,['90ebb18c-9216-4f22-ab7c-ac20e05dff6a'],26,,Right Foot,,"[120.0, 41.0, 0.5]",True,"[{'location': [117.3, 37.6], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 50.2], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.8, 42.7], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.8, 35.9], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.5, 38.9], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 29.1], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 28.2], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 20.8], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.6, 32.6], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 31.3], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,True,Goal,0.9108396,Normal,Open Play,,,,Caen,140,00:05:26.961,Shot,
,,,,,,,,,,,,,,,,,,0.331519,,,,,,,,,,,,,9361a4dd-e139-43ee-a409-3e89396f824f,862,,"[97.6, 18.1]",3900528,21,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Wahbi Khazri,3196.0,Right Wing,48,Bordeaux,146,"['261d4726-361f-4a93-915a-7b71efe347f4', '653b66b2-4817-4f77-8b1e-7ff90fe7c5a3']",17,,Right Foot,,"[105.3, 24.0]",,"[{'location': [105.8, 23.3], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.2, 24.0], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.6, 24.6], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.3, 31.1], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 41.3], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 39.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.5, 36.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 33.7], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.1, 44.2], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 37.2], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 40.2], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 35.5], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.1, 32.2], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.1, 46.0], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 42.3], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 38.9], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.2, 36.7], 'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.3, 42.7], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.0090339845,Normal,Free Kick,,,,Bordeaux,146,00:21:17.345,Shot,
,,,,,,,,,,,,,,,,,,0.440931,,,,,,,,,,,,,d691617e-ee05-4bad-8d1a-e771c1f3e1e0,900,,"[101.9, 52.0]",3900528,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Wing,49,Caen,140,['8e7b97a0-bc11-4c1a-bce0-85d9cd354535'],49,,Right Foot,,"[116.9, 44.2, 0.7]",,"[{'location': [96.7, 35.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.2, 32.6], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.8, 30.4], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.8, 41.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.2, 46.0], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.7, 24.3], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 45.0], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.6, 49.3], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 32.8], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.4, 34.3], 'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.9, 42.4], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8e196432-af07-4a5f-9499-a2fcf25add15,,Saved,0.048309963,Half Volley,Open Play,,,,Caen,140,00:21:49.499,Shot,
,,,,,,,,,,,,,,,,,,0.065229,,,,,,,,,,,,,cd8dbbca-1940-46d9-91ca-dbc259a39cf0,1106,,"[85.9, 47.7]",3900528,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Henri Saivet,5110.0,Right Defensive Midfield,64,Bordeaux,146,"['74ec7984-4a40-43b4-93fb-f5ae4233415f', '8040116c-3d7f-4053-885e-24e9b0a9cfdb']",51,,Right Foot,,"[89.0, 46.9]",,"[{'location': [101.1, 57.8], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.5, 65.1], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.9, 46.9], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 51.0], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 41.8], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 46.1], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.5, 56.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.2, 27.4], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.6, 45.6], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [73.6, 65.9], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.9, 41.6], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.6, 22.4], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.8, 46.4], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.7, 54.3], 'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.2, 45.4], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.7, 52.5], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.4, 59.7], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.6, 72.7], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Blocked,0.013809684,Normal,Open Play,,,,Bordeaux,146,00:28:51.915,Shot,
,,,,,,,,,,,,,,,,,,2.410509,,,,,,,,,,,,,5f66cf74-b884-498e-9f95-b59fc1be6b18,1183,,"[108.1, 26.7]",3900528,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andy Delort,3038.0,Center Forward,68,Caen,140,['4c2121bd-76ec-41a9-a0e1-52a522f8fe55'],32,,Left Foot,,"[120.0, 50.8, 0.0]",,"[{'location': [90.4, 11.8], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.3, 41.9], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 31.9], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.4, 33.1], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 27.9], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 28.1], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 36.5], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 49.9], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.4, 31.4], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",9fe79895-12f3-4639-8dbd-4a84536c99b3,,Off T,0.035050813,Normal,Open Play,,,,Caen,140,00:32:32.469,Shot,
,,,,,,,,,,,,,,,,,,0.466006,,,,,,,,,,,,,1083d803-8905-48f3-9335-b1e568b987d9,1992,,"[108.7, 55.8]",3900528,49,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronny Rodelin,2955.0,Right Wing,106,Caen,140,"['5ca3cc6c-1572-4713-9bd7-d3f698407568', '5cc154b6-50db-49b5-abc3-fb369cd6d695']",43,,Right Foot,,"[117.3, 41.6, 0.0]",True,"[{'location': [108.8, 51.6], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 39.9], 'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 41.6], 'player': {'id': 8385, 'name': 'Ludovic Lamine Sané'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 44.5], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.4, 33.1], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 43.0], 'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 33.3], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.6, 39.1], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.3, 43.8], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b0084056-eaa5-4e00-802c-059eade53b4f,,Saved,0.05400979,Normal,Open Play,,,,Caen,140,00:04:43.402,Shot,True
,,,,,,,,,,,,,,,,,,0.887872,,,,,,,,,,,,,9d81d010-f254-4312-ad7c-835e2be8cdc5,2104,,"[98.6, 56.7]",3900528,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wahbi Khazri,3196.0,Center Attacking Midfield,113,Bordeaux,146,['54efede2-3512-47ba-ae26-ff304d903dbc'],5,,Right Foot,,"[117.3, 42.1, 2.0]",,"[{'location': [117.4, 41.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.5, 54.9], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.1, 48.3], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.5, 55.5], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 57.4], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 52.9], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 39.8], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.7, 41.9], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 34.5], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 18.3], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [80.7, 37.6], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 63.2], 'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.2, 55.1], 'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.4, 41.5], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.2, 16.7], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.4, 25.1], 'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.8, 35.8], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6f889f6d-63c7-4c99-b231-d9d6b13d44d7,,Saved,0.025173686,Normal,Open Play,,,,Bordeaux,146,00:08:05.927,Shot,
,,,,,,,,,,,,,,,,,,1.061035,,,,,,,,,,,,,deb8b477-0dcb-49b5-8a4a-2f82d01c72f1,2108,,"[100.1, 30.1]",3900528,53,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicolas Maurice-Belay,42430.0,Left Wing,113,Bordeaux,146,['3d64d52a-ed27-4c23-87d0-a1adf89ad5d5'],8,,Left Foot,,"[120.0, 29.7, 3.8]",True,"[{'location': [118.0, 38.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 55.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 56.9], 'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 51.2], 'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 35.2], 'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.6, 26.8], 'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.1, 38.6], 'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 34.7], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 38.6], 'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.0, 22.7], 'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.1, 38.8], 'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Off T,0.036201634,Half Volley,Open Play,,,,Bordeaux,146,00:08:08.947,Shot,
