50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.583775,,,,,,,,,,,,,,2c1d00b8-4947-4cc2-928c-681b87b9b1c8,1511,,"[104.7, 47.4]",3879769,30,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,85,Napoli,227,"['39de00da-f245-4607-9122-6cc2e51d12e0', '56d5fd20-2ffc-487f-ba79-9cee7e5e5307']",53,,Right Foot,"[115.7, 43.0, 0.4]",,"[{'location': [104.7, 24.8], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.6, 47.7], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 43.3], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 46.0], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 34.8], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.9, 43.8], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 36.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 41.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.5, 42.9], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c3adbf6d-3bc5-4ec1-8223-5fd3d91a7e47,,Saved,,0.08761988,Normal,Open Play,,,,Napoli,227,00:30:53.404,Shot,True
,,,,,,,,,,,,,,,,,0.368675,,,,,,,,,,,,,,344be6f2-371e-45f2-b340-9200b78e755d,1586,,"[113.1, 50.9]",3879769,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,93,Napoli,227,['0a516505-6030-49e0-97db-c7dc9ad1494d'],50,,Right Foot,"[120.0, 45.8, 4.3]",True,"[{'location': [104.2, 39.8], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.7, 36.9], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 31.8], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 26.9], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 46.6], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 43.8], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 43.1], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.3, 16.2], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.8, 41.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",08c4345e-5a61-4584-8b95-21268d985b99,,Off T,,0.065621585,Volley,Open Play,,,,Napoli,227,00:32:50.362,Shot,
,,,,,,,,,,,,,,,,,5.482227,,,,,,,,,,,,,,504bcb73-a117-47b7-8e6a-87a6ec52c729,1705,,"[110.8, 40.3]",3879769,34,,True,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José María Callejón Bueno,7029.0,Right Wing,97,Napoli,227,"['3852501e-d993-4259-aff1-935e6b1fac9c', 'c3ff0714-1d78-4391-91ca-5afdffa5e939']",53,True,Head,"[119.4, 80.0]",,"[{'location': [94.2, 49.9], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 40.8], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 13.4], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.8, 23.1], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.6, 35.6], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 38.5], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.5, 40.2], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 29.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.2, 33.3], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 33.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",48229874-aec3-466f-9fd3-9545b9ac8528,,Wayward,,0.07006718,Normal,Open Play,,,,Napoli,227,00:34:53.464,Shot,True
,,,,,,,,,,,,,,,,,0.117808,,,,,,,,,,,,,,469c4eee-bb13-46a3-94ee-afb4500adec7,1828,,"[114.9, 43.3]",3879769,37,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Vlad Iulian Chiricheș,10736.0,Right Center Back,104,Napoli,227,['677de620-77b2-406f-9c95-752df9bc2ce1'],44,,Head,"[120.0, 38.4, 0.6]",,"[{'location': [112.0, 19.4], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.7, 18.8], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 32.2], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 37.7], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 41.3], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.7, 24.1], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 23.6], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 29.5], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.6, 39.7], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 38.9], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 36.3], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 36.8], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 33.1], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.8, 45.6], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 41.7], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d6ba0009-fb28-4d69-9288-6f9466f4e504,True,Goal,,0.3164938,Normal,Open Play,,,,Napoli,227,00:37:44.703,Shot,
,,,,,,,,,,,,,,,,,0.614839,,,,,,,,,,,,,,3c522899-6c0b-49c1-b7d5-207cb82554b6,1961,,"[105.2, 42.0]",3879769,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,108,Napoli,227,['8648b4e8-fb2b-4377-a016-ab72a5aad83b'],53,,Right Foot,"[120.0, 45.2, 3.3]",,"[{'location': [108.3, 37.9], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 47.7], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 41.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a27b38b4-693f-44a1-8daf-dfef09e51058,,Off T,,0.4196396,Normal,Open Play,,,,Napoli,227,00:40:53.698,Shot,
,,,,,,,,,,,,,,,,,0.878365,,,,,,,,,,,,,,ebcaea3f-675c-4dfb-b83f-1429e02cc9f6,2073,,"[100.5, 22.7]",3879769,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,115,Napoli,227,['111a22d3-95a5-4c69-b1cb-411a0b23ebff'],10,,Left Foot,"[116.8, 40.3, 0.2]",,"[{'location': [117.5, 38.9], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.3, 35.5], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 26.6], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.1, 44.0], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 35.5], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 26.3], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 25.3], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 23.7], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.6, 46.5], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.0, 29.4], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.3, 8.3], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.7, 45.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.8, 34.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,,0.024202913,Normal,Open Play,,,,Napoli,227,00:43:10.766,Shot,
,,,,,,,,,,,,,,,,,0.167445,,,,,,,,,,,,,,428320ee-8d30-46ba-9537-586519753846,2077,,"[110.3, 44.3]",3879769,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Gonzalo Gerardo Higuaín,5497.0,Center Forward,116,Napoli,227,['509ebb7c-c4b6-4590-ba55-1dfd7d4e8e22'],47,,Head,"[111.2, 42.7]",,"[{'location': [111.8, 42.8], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 37.9], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.9, 39.5], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 36.0], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 47.5], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.7, 44.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.3, 41.5], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 50.4], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 42.2], 'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.3, 63.8], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.7, 41.7], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.3, 42.5], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.5, 47.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.4, 42.7], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 38.1], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.8, 53.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.4, 69.6], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",6ffe911a-5f61-42df-96c8-217e0b8da53b,,Wayward,,0.05138803,Normal,Open Play,,,,Napoli,227,00:43:47.397,Shot,
,,,,,,,,,,,,,,,,,1.038553,,,,,,,,,,,,,,a6b886a0-9310-43f6-9a91-1459b370135c,2087,,"[85.5, 28.6]",3879769,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Faouzi Ghoulam,8876.0,Left Back,116,Napoli,227,['9095da64-5be2-4558-a116-4fc7651baeee'],56,,Left Foot,"[116.9, 40.4, 1.6]",,"[{'location': [117.6, 40.5], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.3, 30.7], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 58.3], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.1, 47.7], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.1, 40.3], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.5, 50.0], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.3, 32.2], 'player': {'id': 7771, 'name': 'Dario Dainelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.6, 42.6], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.1, 39.4], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 23.7], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.4, 42.0], 'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.5, 29.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.9, 18.1], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 44.0], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 48.0], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [92.9, 50.4], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.3, 57.7], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [90.2, 25.9], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [87.5, 38.5], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",90967d3e-4a62-4f2e-959d-c1a4cb508953,,Saved,,0.0061231037,Normal,Open Play,,,,Napoli,227,00:43:56.977,Shot,
,,,,,,,,,,,,,,,,,0.916797,,,,,,,,,,,,,,1254015c-4efc-477c-be63-63822767bac4,2224,,"[109.8, 33.9]",3879769,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergio Pellissier,8644.0,Center Forward,127,Chievo,231,['b51ce0b8-dbae-48cd-a452-81a2d530373d'],29,,Head,"[120.0, 48.3, 0.5]",,"[{'location': [112.7, 19.9], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 25.5], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 11.5], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.3, 13.3], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.4, 35.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.3, 37.6], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 39.9], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 36.3], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 33.6], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 48.9], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.7, 2.0], 'player': {'id': 7050, 'name': 'Fabrizio Cacciatore'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.1, 1.6], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.6, 38.7], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 43.4], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.2, 35.9], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",439d0994-4668-490e-916a-63c790d28bbf,,Off T,,0.057370733,Normal,Open Play,,,,Chievo,231,00:02:29.288,Shot,
,,,,,,,,,,,,,,,,,0.140096,,,,,,,,,,,,,,1e27724d-96b6-4bba-b6fe-7c5ba7de7c89,2495,,"[102.0, 26.7]",3879769,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Paul-José M''Poku Ebunge,18946.0,Left Wing,138,Chievo,231,"['48eb7745-500e-4719-8c12-886a6ccf9c49', '6964b3fd-44d9-469b-a381-aecdcd1980ba', '95cc1d16-7989-4bf7-94f1-6196beae81b7', 'a7bd2f7e-17fc-4f8d-b6c3-57310b9131cc']",11,,Right Foot,"[103.6, 28.0]",,"[{'location': [105.1, 49.2], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.4, 38.0], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 43.8], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 37.7], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.1, 31.0], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 27.7], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.3, 38.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 28.9], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 47.6], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.8, 35.8], 'player': {'id': 8644, 'name': 'Sergio Pellissier'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 41.0], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",bc46f67e-c1ea-425e-a553-7fb87fff2868,,Blocked,,0.039481714,Normal,Open Play,,,,Chievo,231,00:08:11.199,Shot,True
