50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.493,,,,,,,,,,7e994de1-d892-4f65-a8f6-4d67bbcb9201,39,,,"[93.0, 39.0]",7444,0,,,,,,,,,,,,,,,,,,1,From Kick Off,Summer Green,5104.0,Center Forward,2,Chicago Red Stars,761,"['84a14abe-e283-41b9-ba71-56743b9c207d', 'b9fe4bf4-a3a4-4715-b9b4-d7eca7b2ff92']",26,,Left Foot,"[103.0, 38.0]",,"[{'location': [89.0, 52.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 44.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 42.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 39.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 32.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 7.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.0, 41.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 5102, 'name': 'Sabrina D’Angelo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.0, 36.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.0, 31.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",b644c2e2-ae52-4976-a4bd-4af8827626bd,,Blocked,0.031128265,Normal,Open Play,,,,Chicago Red Stars,761,00:00:26.240,Shot,
,,,,,,,,,,,,,,1.655,,,,,,,,,,97efd7bd-03c7-460d-a917-abf69bca91e8,65,,,"[104.0, 43.0]",7444,1,,,,,,,,,,,,,,,,,,1,From Free Kick,Lynn Raenie Williams,5055.0,Right Center Forward,3,North Carolina Courage,766,"['4ad19d93-6c1a-4099-9050-8b33ff88929e', '73c804ba-d13d-4eb6-8ce9-ff098bf6e76c']",3,True,Head,"[120.0, 38.1, 4.5]",,"[{'location': [104.0, 42.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 45.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.0, 43.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.0, 45.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 59.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 56.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 60.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 66.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.0, 65.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.0, 70.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",702e15a3-5424-4794-a8e3-87e10561c96c,,Off T,0.09781748,Normal,Open Play,,,,North Carolina Courage,766,00:01:03.040,Shot,True
,,,,,,,,,,,,,,0.827,,,,,,,,,,ae610b0a-8146-489a-aa54-a5152d525f50,454,,,"[104.0, 57.0]",7444,13,,,,,,,,,,,,,,,,,,1,From Throw In,Samantha May Kerr,4961.0,Right Wing,29,Chicago Red Stars,761,['552e12e7-39e1-480a-9d48-4606c36a0d3f'],7,,Left Foot,"[106.0, 45.0]",True,"[{'location': [98.0, 56.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.0, 64.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 53.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 42.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 56.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [78.0, 71.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [95.0, 63.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 49.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 5102, 'name': 'Sabrina D’Angelo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 64.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",e68552d6-90cc-459c-8e6e-8252ad64611a,,Wayward,0.02957652,Volley,Open Play,,,,Chicago Red Stars,761,00:13:07.813,Shot,
,,,,,,,,,,,,,,1.293,,,,,,,,,,bbb68648-87ef-4e25-a45f-fdf8982cfa46,534,,,"[96.0, 40.0]",7444,15,,,,,,,,,,,,,,,,,,1,From Free Kick,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,33,North Carolina Courage,766,['38fbbd47-0854-42ad-83ae-f2529c857f40'],14,,Right Foot,"[120.0, 37.0, 3.4]",,"[{'location': [99.0, 26.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.0, 22.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.0, 15.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 36.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 50.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [77.0, 33.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.0, 43.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.0, 44.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.0, 32.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d8178f79-783a-4620-8d70-bfe267ed82a0,,Off T,0.11411154,Normal,Open Play,,,,North Carolina Courage,766,00:15:14.600,Shot,
,,,,,,,,,,,,,,1.213,,,,,,,,,,fa306475-e5e9-4579-a4d2-7140446c2e11,546,,,"[92.0, 30.0]",7444,16,,,,,,,,,,,,,,,,,,1,From Throw In,McCall Zerboni,5091.0,Left Center Midfield,34,North Carolina Courage,766,['5cc593c5-bf49-41b9-b895-36e34b9532b0'],5,,Left Foot,"[120.0, 43.6, 1.8]",,"[{'location': [101.0, 26.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 23.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 26.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.0, 28.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 37.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 32.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.0, 28.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 45.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.0, 42.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.0, 47.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.044389848,Normal,Open Play,,,,North Carolina Courage,766,00:16:05.120,Shot,
,,,,,,,,,,,,,,0.573,,,,,,,,,,32a178fc-1ebb-4492-9fd4-c0f4b823c0a1,550,,,"[114.0, 45.0]",7444,16,,,,,,,,,,,,,,,,,,1,From Corner,Samantha June Mewis,5087.0,Right Center Midfield,35,North Carolina Courage,766,"['6ef4cdc5-34d0-4a10-a9bc-cf3a0eca4f89', 'af8bafa4-8469-4331-af89-8dcdafba66e4']",40,,Head,"[119.0, 44.0]",,"[{'location': [119.0, 38.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 45.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 26.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 44.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 50.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 49.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.0, 37.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.0, 42.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [120.0, 78.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",dcc7d2a5-7188-4d19-acb9-c8a264da0792,,Blocked,0.094878815,Normal,Open Play,,,,North Carolina Courage,766,00:16:40.960,Shot,
,,,,,,,,,,,,,,0.653,,,,,,,,,,2cc40471-9381-4b6b-8fa5-6066b5c84cf9,554,,,"[115.0, 44.0]",7444,16,,,,,,,,,,,,,,,,,,1,From Corner,Samantha June Mewis,5087.0,Right Center Midfield,35,North Carolina Courage,766,"['18c5ec9e-4211-4ef8-88f1-ca12d1b79327', '5391ac48-4381-4991-8020-0565e6858894']",42,,Left Foot,"[119.0, 44.0]",True,"[{'location': [119.0, 38.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 28.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 40.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 41.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 52.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Blocked,0.15712626,Normal,Open Play,,,,North Carolina Courage,766,00:16:42.040,Shot,
,,,,,,,,,,,,,,0.373,,,,,,,,,,c33809a4-377c-40e9-ae3f-c554ee90f56b,561,,,"[115.0, 42.0]",7444,16,,,,,,,,,,,,,,,,,,1,From Corner,Samantha June Mewis,5087.0,Right Center Midfield,35,North Carolina Courage,766,"['24ee182b-dbbe-4372-8840-4184d14a9a12', '2876b90d-a605-4324-ad7f-9635b2f7b667']",45,,Left Foot,"[117.0, 42.0]",True,"[{'location': [112.0, 39.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 48.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.19028004,Normal,Open Play,,,,North Carolina Courage,766,00:16:45.960,Shot,
,,,,,,,,,,,,,,1.773,,,,,,,,,,4e965960-60cb-45dc-8e57-7cd9a788edcd,568,,,"[86.0, 49.0]",7444,16,,,,,,,,,,,,,,,,,,1,From Corner,Jaelene McKenzie Daniels,5047.0,Left Back,35,North Carolina Courage,766,['a8cb86ba-5904-4158-83b7-8bbc748cc60d'],52,,Left Foot,"[120.0, 41.1, 3.9]",,"[{'location': [101.0, 38.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [83.0, 33.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.0, 44.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 45.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.0, 44.0], 'player': {'id': 4965, 'name': 'Nikki Stanton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 47.0], 'player': {'id': 5101, 'name': 'Samantha Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.0, 52.0], 'player': {'id': 5104, 'name': 'Summer Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 50.0], 'player': {'id': 4957, 'name': 'Lauren Kaskie'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,0.010917162,Normal,Open Play,,,,North Carolina Courage,766,00:16:52.560,Shot,
