50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.427,,,,,,,,,,,,,b2b406b3-e450-42b4-ba46-3b0967d3e9e6,157,,"[104.0, 48.0]",7541,2,,,,,,,,,,,,,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Forward,9,Japan,778,"['2c91f84c-577d-409e-bebe-f0b0c203f3b2', '75accf64-c4a3-4bb1-903d-b0e78299c348', '89f0e40b-7779-4290-98e7-c44c7082888e']",45,,Left Foot,"[111.0, 40.7, 0.1]",,"[{'location': [90.0, 38.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.0, 40.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.0, 42.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 49.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,True,Saved,0.3376846,Normal,Open Play,,,,Japan,778,00:02:45.160,Shot,True
,,,,,,,,,,,,0.4,,,,,,,,,,,,,31fb3c1e-cc10-4992-847c-ecb32fa37ec5,160,,"[103.0, 39.0]",7541,2,,,,,,,,,,,,,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Center Attacking Midfield,9,Japan,778,"['078a7350-de3c-4202-980e-39edb65b983c', 'fbc1e4b4-2d32-4e8d-8735-200c685aa141']",46,,Left Foot,"[108.0, 38.0]",True,"[{'location': [99.0, 30.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 46.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.0, 58.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 49.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 40.0], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,0.23730883,Half Volley,Open Play,,,,Japan,778,00:02:46.627,Shot,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,87dcab38-6bc2-4ba5-8dd2-d986a8fdcfc7,164,,"[108.0, 40.0]",7541,5,,,,,,,,,,,,,,,,,,1,Other,Shinji Kagawa,5684.0,Center Attacking Midfield,10,Japan,778,['c8c9eddc-d167-4d7c-b9ce-3a5caa188969'],15,,Right Foot,"[119.0, 41.5, 0.3]",,,,,Goal,0.7835,Normal,Penalty,,,,Japan,778,00:05:15.560,Shot,
,,,,,,,,,,,,0.573,,,,,,,,,,,,,b4497e90-0cdc-4593-b3fb-b63f3cd026fb,356,,"[112.0, 43.0]",7541,11,,,,,,,,,,,,,,,,,,1,From Free Kick,Radamel Falcao García Zárate,3445.0,Center Forward,23,Colombia,769,['2fb811af-5d99-442e-88b0-71b039f99188'],32,,Left Foot,"[119.0, 42.6, 1.1]",True,"[{'location': [111.0, 40.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [91.0, 33.0], 'player': {'id': 3279, 'name': 'José Heriberto Izquierdo Mena'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 41.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [98.0, 33.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 62.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",5afdfde5-20c7-4a6f-8917-887ad317c62e,,Saved,0.24035126,Volley,Open Play,,,,Colombia,769,00:11:32.667,Shot,
,,,,,,,,,,,,1.32,,,,,,,,,,,,,b45a3bc0-9355-41e0-a1ee-42e772d2365e,456,,"[108.0, 30.0]",7541,14,,,,,,,,,,,,,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,29,Japan,778,['6f81d0f9-7aa4-4ec0-a2da-5413e0df3245'],29,,Right Foot,"[120.0, 45.4, 0.2]",True,"[{'location': [104.0, 52.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 42.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 45.0], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",27d5089f-7cef-4ec1-aa94-7b1cb8afcdd7,,Off T,0.14577667,Normal,Open Play,,,,Japan,778,00:14:29.880,Shot,
,,,,,,,,,,,,0.733,,,,,,,,,,,,,acdcca7f-efba-4d1d-a5b3-654dbf9553a4,482,,"[93.0, 49.0]",7541,15,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Left Center Midfield,30,Colombia,769,"['6a9ab4e6-ed10-45d9-9d62-54eb66193d12', '717f3de6-9cc4-4bde-a5d5-0f8fcd574f0b']",12,,Left Foot,"[103.0, 45.0]",True,"[{'location': [99.0, 43.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 45.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.0, 28.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 63.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 19.0], 'player': {'id': 3279, 'name': 'José Heriberto Izquierdo Mena'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 25.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 48.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 46.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",3f8ce3ed-9582-46da-92d7-c1cf268b9fab,,Blocked,0.022535361,Normal,Open Play,,,,Colombia,769,00:15:12.547,Shot,
,,,,,,,,,,,,1.48,,,,,,,,,,,,,e2de5b6e-bd7e-466b-9e4c-a94af015765f,971,,"[110.0, 34.0]",7541,25,,,,,,,,,,,,,,,,,,1,From Corner,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,44,Colombia,769,"['457cc218-21dc-4295-8577-fd578cc13555', '9990e69d-23dd-4286-ac5c-1eaeeee125ba']",12,True,Head,"[116.0, 37.0]",,"[{'location': [104.0, 43.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 35.0], 'player': {'id': 3279, 'name': 'José Heriberto Izquierdo Mena'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.0, 27.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.0, 31.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 33.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",218b82b2-be7f-4569-85cf-e1b26959253e,,Wayward,0.10747917,Normal,Open Play,,,,Colombia,769,00:25:12.987,Shot,True
,,,,,,,,,,,,0.32,,,,,,,,,,,,,cd6ec41c-6fe0-4bc8-9e6f-d1ecf21e706f,985,,"[101.0, 60.0]",7541,25,,,,,,,,,,,,,,,,,,1,From Corner,Juan Guillermo Cuadrado Bello,5689.0,Right Midfield,44,Colombia,769,"['7d4fa908-aabb-4a7f-9c8d-2f605817f26d', 'd6bd6d3e-7d14-41d6-b3e4-60a6742139c6']",26,,Right Foot,"[107.0, 54.0]",,"[{'location': [106.0, 55.0], 'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [83.0, 40.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.0, 38.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.0, 33.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 27.0], 'player': {'id': 3279, 'name': 'José Heriberto Izquierdo Mena'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 44.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 26.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",e937cc96-69ee-4ae6-9cdc-15401b760d03,,Blocked,0.008843584,Normal,Open Play,,,,Colombia,769,00:25:26.627,Shot,
,,,,,,,,,,,,1.88,,,,,,,,,,,,,78be9974-8b67-47c1-8422-f440db2e85ae,1242,,"[112.0, 26.0]",7541,31,,,,,,,,,,,,,,,,,,1,From Throw In,Yūya Ōsako,5679.0,Center Forward,57,Japan,778,['06e5cd70-4936-496e-998e-c0c57273e5da'],19,,Right Foot,"[115.0, 79.0]",,"[{'location': [101.0, 22.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 18.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 17.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 31.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 26.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 28.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 30.0], 'player': {'id': 5680, 'name': 'Oscar Fabián Murillo Murillo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 48.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Wayward,0.06617878,Normal,Open Play,,,,Japan,778,00:31:19.080,Shot,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,dea0fd1a-0439-4570-a68f-0debb6fd44de,1335,,"[109.0, 45.0]",7541,33,,,,,,,,,,,,,,,,,,1,Regular Play,Radamel Falcao García Zárate,3445.0,Center Forward,61,Colombia,769,['8c7816d1-497f-497b-a75e-5d9a5be711aa'],32,,Right Foot,"[118.0, 42.8, 0.8]",True,"[{'location': [101.0, 25.0], 'player': {'id': 3279, 'name': 'José Heriberto Izquierdo Mena'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [80.0, 21.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.0, 21.0], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 3175, 'name': 'Eiji Kawashima'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 5682, 'name': 'Gen Shōji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 34.0], 'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [91.0, 43.0], 'player': {'id': 5693, 'name': 'Gaku Shibasaki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 64.0], 'player': {'id': 5690, 'name': 'Yuto Nagatomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",925d4070-1aae-4a78-91a1-2a31a066a400,,Saved,0.14382575,Volley,Open Play,,,,Colombia,769,00:33:32.867,Shot,
