50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.685882,,,,,,,,,,,adb3b7d9-0ab9-4bab-894f-6430b91589cc,80,,,"[99.0, 22.0]",19772,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,5,Reading WFC,974,"['075ec383-481b-425b-84bb-8e32e4a4ff24', '596aedd0-ebd1-4824-8161-d2265ba92729']",55,,Right Foot,"[119.0, 45.0, 1.0]",,"[{'location': [117.0, 39.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 40.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 30.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 25.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.0, 32.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c337f2ec-5e1a-4c2f-9781-0371ba56c6bd,,,Off T,0.020861559,Normal,Open Play,,,,Reading WFC,974,00:00:55.256,Shot,True
,,,,,,,,,,,,,1.607747,,,,,,,,,,,e4ba8ae5-9cfd-44bb-bc20-738a1579730d,198,,,"[110.0, 44.0]",19772,4,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Center Back,14,Chelsea FCW,971,['18997aa5-1e60-4fe6-a4f2-391d48600639'],44,,Head,"[116.0, 33.0]",,"[{'location': [119.0, 44.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 44.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 62.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 39.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 28.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",c8b9fa9b-53a6-47d4-8e2c-abce3cca95e4,,,Wayward,0.06646006,Normal,Open Play,,,,Chelsea FCW,971,00:04:44.280,Shot,
,,,,,,,,,,,,,0.79069,,,,,,,,,,,ccbff58e-828e-4d90-9b69-5b2b681b87ba,205,,,"[114.0, 37.0]",19772,4,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Center Back,14,Chelsea FCW,971,['0c617e6b-d5fd-41f3-8fd3-a0ba5964cc81'],51,,Left Foot,"[119.0, 35.6, 1.8]",True,"[{'location': [111.0, 48.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 34.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 47.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 24.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",1be9403b-be1f-460f-8b79-fa721d4f491f,,,Post,0.35040554,Normal,Open Play,,,,Chelsea FCW,971,00:04:51.975,Shot,
,,,,,,,,,,,,,1.004258,,,,,,,,,,,dbfcf2d7-6ac9-4c1e-afdc-e77136e47d54,364,,,"[98.0, 57.0]",19772,8,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,25,Reading WFC,974,['48c84911-b187-4f50-a6d8-9b5c3569b5c1'],41,,Right Foot,"[118.0, 41.9, 2.4]",,"[{'location': [105.0, 46.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 49.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 54.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 60.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 67.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",14217047-8739-40c3-bb0d-2e453ec30014,,,Saved,0.019942228,Normal,Open Play,,,,Reading WFC,974,00:08:41.166,Shot,
,,,,,,,,,,,,,2.111924,,,,,,,,,,,313aaa03-c19a-411f-9577-021e0a65c422,429,,,"[107.0, 44.0]",19772,10,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,30,Chelsea FCW,971,['356095af-24f0-48c8-8b73-aff898cd80c5'],17,,Right Foot,"[120.0, 33.9, 2.2]",True,"[{'location': [108.0, 53.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 57.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 46.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 51.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.13307668,Volley,Open Play,,,,Chelsea FCW,971,00:10:17.671,Shot,
,,,,,,,,,,,,,1.960256,,,,,,,,,,,995d3916-843e-48b0-848c-dd0ea3cfa94e,498,,,"[103.0, 57.0]",19772,12,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,36,Reading WFC,974,['a6b208a0-8edf-499b-b718-736488b8fa50'],7,,Right Foot,"[120.0, 32.5, 0.1]",,"[{'location': [94.0, 61.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 54.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",e02209cb-e78b-4c4c-a91c-beac38cc0a65,,,Off T,0.029446071,Normal,Open Play,,,,Reading WFC,974,00:12:07.659,Shot,
,,,,,,,,,,,,,0.2486,,,,,,,,,,,19cbfd3e-97e4-43dc-bb7d-4164b3597a34,592,,,"[117.0, 54.0]",19772,14,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,38,Reading WFC,974,"['56a95d00-7263-4bbe-9b4f-7372fd4c1998', '97149712-80ad-4d8e-89bc-add3c28a8f3f']",8,,Right Foot,"[118.0, 51.0]",,"[{'location': [116.0, 42.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 4640, 'name': 'Rut Hedvig Lindahl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 48.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 49.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 57.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 52.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,True,,Blocked,0.017869473,Normal,Open Play,,,,Reading WFC,974,00:14:08.505,Shot,
,,,,,,,,,,,,,1.969949,,,,,,,,,,,b7e9ff2d-ed69-4af9-ba17-f853d060e8dc,792,,,"[94.0, 42.0]",19772,19,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,So-Yun Ji,4647.0,Center Attacking Midfield,49,Chelsea FCW,971,['c62bc698-7537-4046-9ed8-3e7525d88ca7'],21,,Right Foot,"[120.0, 24.0]",,"[{'location': [104.0, 16.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.0, 23.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 4659, 'name': 'Ramona Bachmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 28.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [92.0, 30.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Wayward,0.026803838,Half Volley,Open Play,,,,Chelsea FCW,971,00:19:21.985,Shot,
,,,,,,,,,,,,,0.0509,,,,,,,,,,,3cc8be34-b718-4285-9086-c95c6be2f3b0,916,,,"[107.0, 34.0]",19772,21,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Center Forward,54,Chelsea FCW,971,"['4d02e793-c69b-455f-b695-556ec5ab0045', '7be617bf-5242-4172-968c-e1859c623a88']",10,,Left Foot,"[110.0, 35.0]",True,"[{'location': [108.0, 34.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 51.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 15703, 'name': 'Charlotte Estcourt'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",84065441-a00a-4c3b-a384-2cf7b46b73bf,,,Blocked,0.11884793,Normal,Open Play,,,,Chelsea FCW,971,00:21:10.505,Shot,
,,,,,,,,,,,,,0.8608,,,,,,,,,,,5a5e68c7-84e1-47d0-b83c-91e127f94302,1175,,,"[103.0, 25.0]",19772,26,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Karen Julia Carney,15553.0,Left Wing,64,Chelsea FCW,971,['534d4e34-c50b-4b37-a64c-9bda658c0764'],10,,Right Foot,"[119.0, 38.9, 0.7]",,"[{'location': [105.0, 44.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 26.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",330110f9-423e-4d3c-b65d-11d290196a0f,,,Saved,0.04142329,Normal,Open Play,,,,Chelsea FCW,971,00:26:10.378,Shot,
