50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.396735,,,,,,,,,,,,,4f57aeae-d948-4095-9f73-14fcfb77fe64,254,,,"[116.4, 46.1]",3754327,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Ramiro Funes Mori,4629.0,Left Center Back,8,Everton,29,['dd1e04dc-4e25-4a10-88a6-9fb48d86c5e7'],44,,Head,,"[120.0, 38.5, 2.1]",,"[{'location': [119.8, 43.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 35.5], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.8, 38.6], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.2, 39.5], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 37.8], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.7, 35.1], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.9, 41.8], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 45.1], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.2, 49.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.0, 44.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.0, 39.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.1, 48.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 48.6], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.1, 28.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.3, 28.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",7b3a50db-0e35-48bf-9e0c-847d1b1c4c14,,Goal,0.08506048,Normal,Open Play,,,,Everton,29,00:04:44.873,Shot,
,,,,,,,,,,,,,,,,,,0.055867,,,,,,,,,,,,,f59039af-a976-49c8-a637-6c356ac09f52,712,,,"[94.0, 37.4]",3754327,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordan Ayew,3450.0,Right Center Forward,22,Aston Villa,59,"['0e7e0c20-799b-406b-9351-49aa36574f69', '393b70ed-5020-4b3f-9748-53c49fda39fc']",15,,Right Foot,,"[95.2, 37.5]",,"[{'location': [99.2, 28.7], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.4, 37.4], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 39.5], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 39.4], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 43.0], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 31.4], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.8, 46.6], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.6, 40.3], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 48.3], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.5, 49.4], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.7, 18.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 45.6], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.1, 56.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.1, 46.8], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.4, 43.1], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Blocked,0.029584274,Normal,Open Play,,,,Aston Villa,59,00:14:15.828,Shot,
,,,,,,,,,,,,,,,,,,0.089166,,,,,,,,,,,,,021336fa-602b-4c10-97c0-0a271abfb1e2,1133,,,"[96.4, 43.4]",3754327,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,39,Aston Villa,59,"['22f2940f-ed0f-4a7b-813f-3deb5c151087', 'b6b9c8b1-e816-4370-a84f-f7b26f56e63a']",17,,Right Foot,,"[97.3, 43.3]",True,"[{'location': [116.3, 39.7], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 51.2], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 43.3], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 29.2], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 34.8], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.4, 54.7], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.1, 37.4], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.5, 32.8], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 39.7], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.7, 33.0], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.7, 60.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",bedbc85a-b891-4244-85d9-f256111aba5a,,Blocked,0.023254063,Volley,Open Play,,,,Aston Villa,59,00:23:17.662,Shot,
,,,,,,,,,,,,,,,,,,0.644194,,,,,,,,,,,,,a3da151c-0b3e-4dc2-89f2-e177ce4b8ffe,1182,,,"[95.2, 44.5]",3754327,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ashley Westwood,3583.0,Left Center Midfield,41,Aston Villa,59,['5a4713e3-65b9-4d11-af4a-62cceb78e3c4'],56,,Right Foot,,"[117.3, 39.2, 0.6]",,"[{'location': [101.7, 44.8], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.9, 43.2], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 39.8], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 57.7], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.9, 42.1], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 33.4], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 34.9], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 40.1], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.4, 33.9], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.1, 38.8], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.1, 34.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.3, 13.7], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",75e5cb32-ba95-4c31-952a-93e64f106d8c,,Saved,0.03836198,Normal,Open Play,,,,Aston Villa,59,00:23:56.442,Shot,
,,,,,,,,,,,,,,,,,,1.336521,,,,,,,,,,,,,9bb1aba0-dafc-483f-a215-ccb42bcbacbd,1190,,,"[104.5, 36.6]",3754327,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Micah Richards,42700.0,Right Center Back,43,Aston Villa,59,['5253623c-2f03-4249-8bb8-3b820206af5a'],4,,Right Foot,,"[120.0, 34.6, 3.5]",True,"[{'location': [114.1, 35.2], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.3, 41.7], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 35.0], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 31.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 37.1], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 47.1], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.9, 44.5], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 44.1], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 41.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.3, 39.4], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 34.7], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.4, 32.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [111.1, 32.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.0, 44.9], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.8, 45.0], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.6, 49.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",36f2f02b-682b-4553-9e59-0b1a350dfbfb,,Off T,0.03629089,Overhead Kick,Open Play,,,,Aston Villa,59,00:25:04.710,Shot,
,,,,,,,,,,,,,,,,,,0.773526,,,,,,,,,,,,,4e5d0321-c919-4d8a-bb21-4a231c55bf96,1261,,,"[99.1, 22.2]",3754327,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Bacuna,9533.0,Right Center Midfield,49,Aston Villa,59,['4f5dadbb-db3e-4ed9-8e28-8d0077ac7cd3'],20,,Right Foot,,"[118.0, 36.8, 2.0]",,"[{'location': [107.4, 44.4], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.9, 39.5], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 34.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 26.9], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 26.4], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 21.9], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 39.3], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.6, 37.9], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.3, 42.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.7, 36.5], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 39.5], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 11.0], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",6a31edbf-76fb-43e9-90f5-07aefc964e03,,Saved,0.021995788,Normal,Open Play,,,,Aston Villa,59,00:27:20.718,Shot,
,,,,,,,,,,,,,,,,,,0.078326,,,,,,,,,,,,,39e772bf-aab1-4a72-8ef8-232fecfdff61,1302,,,"[109.2, 37.1]",3754327,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Aaron Lennon,3953.0,Right Wing,56,Everton,29,"['4b77efb0-9f2b-4093-b7c5-e75b8a1e25a3', 'f62224a7-6ea0-4c01-bc8a-c75a5ecc3d1d']",2,,Right Foot,True,"[120.0, 39.6, 0.2]",True,"[{'location': [117.9, 39.2], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.8, 49.3], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.4, 23.5], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.2, 19.0], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 49.4], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.6, 29.4], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.6, 28.4], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 42.7], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 25.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 37.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",8065182d-7c4e-4f3a-921e-8ea0ab7014c5,,Goal,0.19531968,Normal,Open Play,,,,Everton,29,00:29:02.724,Shot,
,,,,,,,,,,,,,,,,,,0.704996,,,,,,,,,,,,,de3c9b78-b9bc-4e66-b08f-bca82251aa29,1388,,,"[107.1, 19.7]",3754327,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aly Cissokho,27146.0,Left Wing Back,59,Aston Villa,59,"['237cb2af-3f6a-4e07-bc19-c9e5b0546f25', '856cdb35-b198-499f-8684-50c5f6969115']",26,,Right Foot,,"[118.2, 36.7, 0.9]",,"[{'location': [118.0, 36.8], 'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 44.9], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 37.6], 'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 34.8], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.7], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 26.8], 'player': {'id': 20046, 'name': 'Phil Jagielka'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 30.4], 'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 20.4], 'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 33.1], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.9, 50.1], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.2, 35.4], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.8, 36.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d56bc5df-7598-41b4-9181-578ff537d43d,,Saved,0.009244653,Normal,Open Play,,,,Aston Villa,59,00:31:26.471,Shot,True
,,,,,,,,,,,,,,,,,,0.593135,,,,,,,,,,,,,9db088d1-20b0-4fdb-a7c9-2f39431bc75d,1399,,,"[111.7, 24.1]",3754327,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Mirallas,4317.0,Left Wing,63,Everton,29,['04a25820-b58a-4c52-b9e2-8d4394d2e3b6'],3,,Right Foot,,"[117.8, 35.9, 0.3]",,"[{'location': [95.7, 36.1], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 44.9], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 43.7], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.1, 35.0], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.1, 41.4], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.1, 26.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 36.0], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 39.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 41.2], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.9, 27.3], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.9, 21.3], 'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",a4e80fcd-b2ce-472b-9c40-5acd03b7cabc,,Saved,0.016488716,Normal,Open Play,,,,Everton,29,00:32:03.259,Shot,
,,,,,,,,,,,,,,,,,,0.323467,,,,,,,,,,,,,5d9d3eda-89d6-433a-82b7-37e9e46c6a55,1406,,,"[116.4, 28.8]",3754327,32,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,63,Everton,29,"['37f15b1c-68d3-459c-b9c9-42871faabb06', '77713be6-deef-4be3-af0b-9cbc290a65ce']",5,,Left Foot,,"[119.5, 37.9]",True,"[{'location': [119.4, 37.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.6, 37.2], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 35.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.2, 41.4], 'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 33.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.3, 31.0], 'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.9, 27.9], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 53.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.1, 33.3], 'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 45.9], 'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.1, 42.0], 'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.9, 31.7], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 23.3], 'player': {'id': 4317, 'name': 'Kevin Mirallas'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.07743322,Normal,Open Play,,,,Everton,29,00:32:05.939,Shot,
