50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.594371,,,,,,,,,,,,,2f13c48d-8457-43c9-a0c8-d73492e9fa59,431,,"[108.1, 40.1]",3857286,15,,,,,,,,,,,,,,,,,,,,,,1,Other,Enner Remberto Valencia Lastra,28559.0,Right Center Forward,25,Ecuador,3565,['240d02cd-5c1e-41e1-b661-7f96fdbae9cb'],49,,Right Foot,"[120.0, 43.4, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Ecuador,3565,00:15:49.482,Shot,
,,,,,,,,,,,,,,,,0.957356,,,,,,,,,,,,,cd69e8e9-3325-402f-8188-df545b49f000,849,,"[96.5, 46.4]",3857286,28,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romario Andrés Ibarra Mina,12803.0,Left Midfield,43,Ecuador,3565,"['5d93fc03-a8d7-469e-a22a-949a6f778a46', 'c7c6e5ff-6353-40b7-95e4-969f366f14ff']",7,,Right Foot,"[120.0, 48.0, 7.3]",,"[{'location': [118.8, 40.9], 'player': {'id': 124496, 'name': 'Saad Abdullah Al Sheeb'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 36.9], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.6, 47.6], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.9, 53.1], 'player': {'id': 124514, 'name': 'Abdulaziz Hatem Mohammed Abdullah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.4, 45.3], 'player': {'id': 124492, 'name': 'Karim Boudiaf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 41.5], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.1, 47.7], 'player': {'id': 124494, 'name': 'Abdelkarim Hassan Al Haj Fadlalla'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 27.8], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.8, 39.7], 'player': {'id': 124493, 'name': 'Boualem Khoukhi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.1, 35.4], 'player': {'id': 124503, 'name': 'Bassam Hisham Al Rawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 42.7], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.8, 34.8], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.1, 34.1], 'player': {'id': 34396, 'name': 'Michael Steveen Estrada Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,Off T,0.057691004,Normal,Open Play,,,,Ecuador,3565,00:28:07.800,Shot,True
,,,,,,,,,,,,,,,,0.626872,,,,,,,,,,,,,4018daa4-e355-4bd7-8941-931040928dfc,922,,"[109.6, 38.0]",3857286,30,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Right Center Forward,49,Ecuador,3565,['2cf6b108-92eb-4660-a7b4-69e063aeca11'],44,,Head,"[120.0, 36.5, 0.6]",,"[{'location': [118.9, 40.2], 'player': {'id': 124496, 'name': 'Saad Abdullah Al Sheeb'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 52.6], 'player': {'id': 124495, 'name': 'Almoez Ali Zainalabiddin Abdulla'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.8, 66.3], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [97.8, 32.7], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.1, 44.1], 'player': {'id': 124492, 'name': 'Karim Boudiaf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 46.7], 'player': {'id': 124494, 'name': 'Abdelkarim Hassan Al Haj Fadlalla'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 41.6], 'player': {'id': 124493, 'name': 'Boualem Khoukhi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.7, 39.5], 'player': {'id': 124503, 'name': 'Bassam Hisham Al Rawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.7, 33.4], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.6, 76.3], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 49.0], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.5, 41.3], 'player': {'id': 34396, 'name': 'Michael Steveen Estrada Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.2, 25.6], 'player': {'id': 12803, 'name': 'Romario Andrés Ibarra Mina'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",65746b80-3231-4778-9484-dd76814d08f2,,Goal,0.08878088,Normal,Open Play,,,,Ecuador,3565,00:30:44.877,Shot,
,,,,,,,,,,,,,,,,0.62443,,,,,,,,,,,,,a83997b4-449c-4d8d-9142-c3ef4be2daca,952,,"[88.4, 22.4]",3857286,32,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Abdelkarim Hassan Al Haj Fadlalla,124494.0,Left Center Back,50,Qatar,3566,['68f6c6cd-0963-4664-bfc6-ea4a8897e7a1'],40,,Left Foot,"[120.0, 37.1, 6.9]",,"[{'location': [116.0, 37.8], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 41.1], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.2, 59.7], 'player': {'id': 12803, 'name': 'Romario Andrés Ibarra Mina'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.9, 47.0], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 31.2], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 25.8], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 21.1], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.7, 29.8], 'player': {'id': 23830, 'name': 'Jhegson Sebastián Méndez Carabalí'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.3, 39.3], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [79.5, 50.2], 'player': {'id': 34396, 'name': 'Michael Steveen Estrada Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [99.3, 22.4], 'player': {'id': 124514, 'name': 'Abdulaziz Hatem Mohammed Abdullah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.6, 5.9], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.7, 45.1], 'player': {'id': 124495, 'name': 'Almoez Ali Zainalabiddin Abdulla'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.9, 44.9], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.0, 40.2], 'player': {'id': 124492, 'name': 'Karim Boudiaf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.1, 65.8], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",77b78bc7-834c-40a8-b858-ea60fe2bf1dd,,Off T,0.0062173195,Normal,Open Play,,,,Qatar,3566,00:32:40.303,Shot,
,,,,,,,,,,,,,,,,0.575175,,,,,,,,,,,,,ab9c8360-a54f-44de-9022-ab3c98e5d248,1499,,"[113.0, 43.7]",3857286,49,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Almoez Ali Zainalabiddin Abdulla,124495.0,Right Center Forward,73,Qatar,3566,['ff3b4eb5-1834-4e98-9c36-44c6405f1386'],51,,Head,"[120.0, 32.3, 1.6]",,"[{'location': [108.6, 64.0], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 52.1], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 48.3], 'player': {'id': 23830, 'name': 'Jhegson Sebastián Méndez Carabalí'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.1, 45.3], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 57.8], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [90.6, 68.9], 'player': {'id': 12803, 'name': 'Romario Andrés Ibarra Mina'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.3, 35.0], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.9, 36.4], 'player': {'id': 40784, 'name': 'Akram Hassan Afif'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.3, 23.6], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [110.0, 71.0], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 51.3], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [117.3, 40.6], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",41661aa4-4282-4a84-a845-e50907c0eb39,True,Off T,0.21267414,Normal,Open Play,,,,Qatar,3566,00:49:51.937,Shot,
,,,,,,,,,,,,,,,,1.043432,,,,,,,,,,,,,9299403e-adb1-4486-bfd8-232f6403851c,1855,,"[91.7, 61.5]",3857286,51,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Angelo Smit Preciado Quiñónez,37737.0,Right Back,90,Ecuador,3565,['e323d5ef-69cb-450f-89cf-49458dcafcd7'],26,,Right Foot,"[120.0, 38.8, 7.5]",,"[{'location': [96.6, 61.7], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.9, 51.9], 'player': {'id': 124494, 'name': 'Abdelkarim Hassan Al Haj Fadlalla'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 39.3], 'player': {'id': 124493, 'name': 'Boualem Khoukhi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.9, 39.0], 'player': {'id': 124503, 'name': 'Bassam Hisham Al Rawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 56.7], 'player': {'id': 124514, 'name': 'Abdulaziz Hatem Mohammed Abdullah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.3, 48.1], 'player': {'id': 124492, 'name': 'Karim Boudiaf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 23.5], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [95.8, 28.9], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.9, 38.4], 'player': {'id': 40784, 'name': 'Akram Hassan Afif'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [83.3, 51.5], 'player': {'id': 124495, 'name': 'Almoez Ali Zainalabiddin Abdulla'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.9, 42.2], 'player': {'id': 124496, 'name': 'Saad Abdullah Al Sheeb'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.6, 3.4], 'player': {'id': 12803, 'name': 'Romario Andrés Ibarra Mina'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.3, 35.7], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.3, 50.6], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.7, 59.1], 'player': {'id': 34396, 'name': 'Michael Steveen Estrada Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",af63a379-32c8-45cd-b488-97729a8bf304,,Off T,0.0066099144,Normal,Open Play,,,,Ecuador,3565,00:06:26.663,Shot,
,,,,,,,,,,,,,,,,0.580855,,,,,,,,,,,,,35b6cbe5-678d-4d49-86bc-3cbdfb327802,1970,,"[101.9, 32.3]",3857286,54,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Romario Andrés Ibarra Mina,12803.0,Left Midfield,95,Ecuador,3565,['949b6b81-9a62-416c-a6b4-b13d48f91214'],46,,Right Foot,"[113.8, 39.2, 1.5]",,"[{'location': [102.0, 46.5], 'player': {'id': 124494, 'name': 'Abdelkarim Hassan Al Haj Fadlalla'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 35.7], 'player': {'id': 124493, 'name': 'Boualem Khoukhi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.3, 33.0], 'player': {'id': 124503, 'name': 'Bassam Hisham Al Rawi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 55.4], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [95.7, 33.8], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.6, 38.7], 'player': {'id': 124496, 'name': 'Saad Abdullah Al Sheeb'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 42.1], 'player': {'id': 34396, 'name': 'Michael Steveen Estrada Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.0, 47.8], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",5fd417e0-fe33-4c27-9b76-0d4e3d00e866,,Saved,0.07894745,Normal,Open Play,,,,Ecuador,3565,00:09:46.470,Shot,
,,,,,,,,,,,,,,,,0.687738,,,,,,,,,,,,,264a869b-6793-450f-941e-a3718379cb7d,2206,,"[106.5, 47.5]",3857286,61,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pedro Miguel Correia,124506.0,Right Wing Back,103,Qatar,3566,"['b327ee92-8148-444d-aa5e-757f3d5e5e0e', 'be2c0050-ccfd-4027-9871-24dfeb64f31e']",23,True,Head,"[120.0, 34.2, 1.0]",,"[{'location': [118.8, 40.4], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 37.5], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 44.0], 'player': {'id': 124488, 'name': 'Hassan Khalid Al Heidos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.9, 33.8], 'player': {'id': 124493, 'name': 'Boualem Khoukhi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [99.7, 12.4], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.8, 38.9], 'player': {'id': 124495, 'name': 'Almoez Ali Zainalabiddin Abdulla'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.0, 24.9], 'player': {'id': 124514, 'name': 'Abdulaziz Hatem Mohammed Abdullah'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.3, 51.7], 'player': {'id': 12803, 'name': 'Romario Andrés Ibarra Mina'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.4, 47.5], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.4, 20.8], 'player': {'id': 23830, 'name': 'Jhegson Sebastián Méndez Carabalí'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 40.1], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 31.2], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.5, 16.0], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",ea0fdc11-4155-45b5-9acb-e4d625975e30,,Off T,0.030855335,Normal,Open Play,,,,Qatar,3566,00:16:23.241,Shot,True
,,,,,,,,,,,,,,,,0.753485,,,,,,,,,,,,,2a37a39d-0b65-4d3c-a3a6-15c1f3af5e96,2670,,"[92.1, 23.1]",3857286,74,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Akram Hassan Afif,40784.0,Left Center Forward,123,Qatar,3566,['2015d3f8-9b15-463f-ba08-654a8a58bbb7'],36,,Right Foot,"[120.0, 39.5, 5.9]",,"[{'location': [115.5, 37.8], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.8, 37.4], 'player': {'id': 28559, 'name': 'Enner Remberto Valencia Lastra'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.1, 49.8], 'player': {'id': 40211, 'name': 'Jeremy Leonel Sarmiento Morante'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.4, 47.4], 'player': {'id': 24085, 'name': 'Pervis Josué Estupiñán Tenorio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 38.3], 'player': {'id': 37726, 'name': 'Moisés Isaac Caicedo Corozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 40.8], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.7, 27.3], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 32.6], 'player': {'id': 23830, 'name': 'Jhegson Sebastián Méndez Carabalí'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 12.1], 'player': {'id': 31152, 'name': 'Gonzalo Jordy Plata Jiménez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.1, 19.0], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.8, 60.0], 'player': {'id': 124506, 'name': 'Pedro Miguel Correia'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [104.3, 46.3], 'player': {'id': 124514, 'name': 'Abdulaziz Hatem Mohammed Abdullah'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.6, 41.9], 'player': {'id': 124901, 'name': 'Mohammed Muntari'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.6, 7.4], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.4, 21.7], 'player': {'id': 124909, 'name': 'Mohammed Waed Abdulwahhab Al Bayati'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",87d9977c-22c5-4965-bd1f-946c6bd03fb0,,Off T,0.009109482,Normal,Open Play,,,,Qatar,3566,00:29:36.122,Shot,
,,,,,,,,,,,,,,,,0.569608,,,,,,,,,,,,,0b940fef-b9a4-4567-8da6-b6d22558a84f,3005,,"[100.2, 55.2]",3857286,85,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Mohammed Muntari,124901.0,Right Center Forward,140,Qatar,3566,['cbd324e1-ba88-4648-89cd-1de97ee1e2c7'],28,,Right Foot,"[120.0, 42.0, 3.8]",True,"[{'location': [84.4, 29.4], 'player': {'id': 37737, 'name': 'Angelo Smit Preciado Quiñónez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 55.2], 'player': {'id': 38004, 'name': 'Piero Martín Hincapié Reyna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 53.5], 'player': {'id': 30111, 'name': 'Felix Eduardo Torres Caicedo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 42.9], 'player': {'id': 37522, 'name': 'Hernán Ismael Galíndez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.4, 16.3], 'player': {'id': 124900, 'name': 'Homam Alamin Ahmed'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",ca1a67e8-10d2-43b4-b6d2-c89a119ca9b1,,Off T,0.045332674,Half Volley,Open Play,,,,Qatar,3566,00:40:28.040,Shot,
