50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,2.044504,,,,,,,,,,b365d2c6-3366-473e-8916-9db338e23cf9,379,,,"[79.0, 51.0]",19748,7,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,21,Chelsea FCW,971,['0e7bdd8b-45f2-49a8-a113-9d6f0f4f9f95'],32,,Right Foot,"[119.0, 31.9, 2.5]",,"[{'location': [107.0, 30.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 34.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 44.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.0, 31.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 49.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 41.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 18.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0fa91ced-5e3e-45b6-9543-6052e63257c0,,Off T,0.006897153,Normal,Open Play,,,,Chelsea FCW,971,00:07:32.749,Shot,
,,,,,,,,,,,,,,1.591064,,,,,,,,,,735b0903-9edc-48b7-8576-89468479f0a9,396,,,"[94.0, 39.0]",19748,8,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kirsty Linnett,19418.0,Center Forward,22,Liverpool WFC,966,['aeca12b6-d87b-42aa-9d55-024ba058dd60'],5,,Left Foot,"[120.0, 34.2, 0.7]",,"[{'location': [97.0, 34.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 56.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [85.0, 48.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.0, 47.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 33.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.0, 22.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",a74292a9-b42e-42c7-9287-dee7660c2272,,Off T,0.04749121,Normal,Open Play,,,,Liverpool WFC,966,00:08:05.210,Shot,
,,,,,,,,,,,,,,1.468467,,,,,,,,,,a246c2ec-afa6-4262-8105-7e1400461948,433,,,"[87.0, 45.0]",19748,9,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sophie Louise Ingle,15549.0,Right Center Midfield,24,Chelsea FCW,971,['c5c0e92a-950e-4914-9bc2-c61e4737ea41'],5,,Right Foot,"[118.0, 38.9, 1.7]",,"[{'location': [107.0, 34.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 31.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 35.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 23.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 49.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 54.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 41.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.0, 31.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 23.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 52.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",303d03fa-c29e-4455-ad46-3e6eddae6033,,Saved,0.021741599,Normal,Open Play,,,,Chelsea FCW,971,00:09:05.173,Shot,
,,,,,,,,,,,,,,0.397611,,,,,,,,,,fbd8ccd7-4454-412e-aa10-d7bc6e14c458,499,,,"[95.0, 40.0]",19748,10,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Forward,28,Chelsea FCW,971,"['6e36fd0b-f7b3-46e5-9457-6b11060c1583', '8621c7f1-01fe-4207-ad7d-a6e984d48a8a']",57,,Right Foot,"[101.0, 40.0]",,"[{'location': [118.0, 41.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 55.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 46.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 32.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [79.0, 43.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.0, 17.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 30.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 50.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.0, 61.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.0, 42.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [90.0, 26.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",5d33b894-96ea-4706-a341-e99eada79aea,,Blocked,0.05114922,Normal,Open Play,,,,Chelsea FCW,971,00:10:57.309,Shot,
,,,,,,,,,,,,,,1.68675,,,,,,,,,,ec879650-917d-4966-8b9a-a7e7f11695de,505,,,"[97.0, 32.0]",19748,11,,,,,,,,,,,,,,,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,28,Chelsea FCW,971,['b9c382e6-f008-4847-99d2-11e097abd696'],0,,Right Foot,"[118.0, 42.8, 1.7]",,"[{'location': [109.0, 30.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 20.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 30.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [100.0, 34.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 50.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 18.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 29.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.0, 49.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.0, 33.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.0, 26.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.043901887,Normal,Open Play,,,,Chelsea FCW,971,00:11:00.876,Shot,
,,,,,,,,,,,,,,1.215458,,,,,,,,,,bb564264-d5b7-404e-9478-b97c96e2eaeb,593,,,"[100.0, 44.0]",19748,12,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Drew Spence,4638.0,Left Center Midfield,31,Chelsea FCW,971,"['82b5a048-0651-4ea2-af8e-6dcec6494de7', 'cf925ea0-1f2f-4a98-998b-fa30a515bdb8']",37,,Right Foot,"[119.0, 38.0]",,"[{'location': [105.0, 35.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 24.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 41.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 20.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 19.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 39.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",36ffaef8-3510-431f-8376-e7675966f3af,,Blocked,0.046004593,Normal,Open Play,,,,Chelsea FCW,971,00:12:37.521,Shot,
,,,,,,,,,,,,,,2.099942,,,,,,,,,,e07fe510-16d3-4186-ab2e-31e7089a0d03,639,,,"[80.0, 52.0]",19748,14,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,35,Liverpool WFC,966,['d99146df-28bf-49f7-9b31-ab10c8d26c36'],26,,Right Foot,"[118.0, 36.2, 2.5]",,"[{'location': [91.0, 62.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 65.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 52.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 74.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 36.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 42.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.0, 36.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 28.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 54.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 76.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 45.0], 'player': {'id': 19418, 'name': 'Kirsty Linnett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 80.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 51.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [85.0, 43.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 23.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [77.0, 38.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Saved,0.008726497,Normal,Open Play,,,,Liverpool WFC,966,00:14:26.546,Shot,
,,,,,,,,,,,,,,1.027068,,,,,,,,,,99155d36-a119-4e92-ae27-4382fdfd52a1,824,,,"[113.0, 52.0]",19748,19,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Left Wing,45,Chelsea FCW,971,"['0041023d-1abc-40be-b1a0-7483fdfad20d', '132df254-bc83-439f-b403-050ada0228e8', 'babc9147-8465-4692-9b5a-4754712c050f']",6,,Right Foot,"[116.0, 39.0]",,"[{'location': [97.0, 36.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 36.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 52.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 24.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 52.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 47.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",bad5f17d-a7b1-4670-b1bd-f066d3bc313b,,Blocked,0.097404145,Normal,Open Play,,,,Chelsea FCW,971,00:19:06.171,Shot,True
,,,,,,,,,,,,,,0.436606,,,,,,,,,,a39f1a7b-ec73-43ab-af50-862c6a24c474,871,,,"[104.0, 46.0]",19748,19,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bethany England,15550.0,Right Wing,46,Chelsea FCW,971,['0570213a-e89b-431d-9748-3222cc4e5b54'],53,,Right Foot,"[109.0, 37.0]",,"[{'location': [107.0, 48.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 56.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 57.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 57.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 37.0], 'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.0, 47.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",97892217-3185-471d-ac00-f28432c9f469,,Wayward,0.10036519,Normal,Open Play,,,,Chelsea FCW,971,00:19:53.038,Shot,
,,,,,,,,,,,,,,1.111169,,,,,,,,,,8c059e77-f6f8-4b82-b21d-a8c64bb694a4,875,,,"[109.0, 35.0]",19748,19,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Center Forward,46,Chelsea FCW,971,['309c10bf-1b56-4e4a-a723-c8597610899b'],54,,Left Foot,"[119.0, 34.6, 2.5]",,"[{'location': [107.0, 51.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 52.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 58.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 37.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 47.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 47.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.15828142,Normal,Open Play,,,,Chelsea FCW,971,00:19:54.622,Shot,
