bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.00762,,,,,,,,,,,,,f37a8ad5-6c35-4532-8878-5296cc173a1d,297,,"[108.7, 23.4]",3825811,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Tiago Manuel Dias Correia,7900.0,Left Wing,20,Rayo Vallecano,360,"['33012e0e-8d72-4d5b-99e6-a749b365df2c', '3f57ac70-55fb-4f0c-b56b-337b34a8fab5']",55,Right Foot,"[109.7, 25.0]",,"[{'location': [91.4, 19.5], 'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.7, 25.1], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 36.5], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 32.7], 'player': {'id': 24782, 'name': 'Jonhatan Montiel Caballero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.9, 42.2], 'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 42.0], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 33.3], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 22.8], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.6, 25.8], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ded48203-7d34-4633-9cc6-7087391c2d59,Blocked,0.023280103,Normal,Open Play,,,,Rayo Vallecano,360,00:07:55.517,Shot,
,,,,,,,,,,,,,,,,,,0.915631,,,,,,,,,,,,,b0522a8d-4cdd-4147-8f76-58d28579e8a2,391,,"[111.1, 48.8]",3825811,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Abraham González Casanova,27148.0,Left Center Midfield,26,Espanyol,214,"['7c0016d6-845c-4bb3-a031-7a5d847dad4c', '872914cd-c972-4af2-a65d-b3841b558499']",12,Right Foot,"[120.0, 42.9, 0.2]",True,"[{'location': [119.6, 70.9], 'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 64.2], 'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.3, 70.5], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 56.5], 'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 47.9], 'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 45.6], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 35.3], 'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 34.4], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 45.0], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.0, 66.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.9, 42.9], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 75.1], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",e2bb616c-4b19-4d5d-b4d1-7b6c3c192ad9,Goal,0.10262053,Normal,Open Play,,,,Espanyol,214,00:11:12.866,Shot,True
,,,,,,,,,,,,,,,,,,1.188578,,,,,,,,,,,,,37210df2-8e46-46f5-be2b-47279aa1295b,478,,"[107.2, 31.0]",3825811,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jorge Franco Alviz,6624.0,Left Wing,32,Espanyol,214,['edeb12e8-e947-4f35-8cb8-daa893fed431'],41,Right Foot,"[118.6, 37.2, 1.2]",,"[{'location': [118.9, 37.4], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 49.6], 'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.6, 45.0], 'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 36.8], 'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 31.5], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 56.7], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.5, 36.5], 'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 39.6], 'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 33.2], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.1, 37.3], 'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 33.3], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.9, 36.1], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.2, 39.4], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [89.6, 52.6], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.9, 48.1], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.6, 35.4], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b92fd8fd-b544-48ef-85df-c86621a4107f,Saved,0.0523575,Volley,Open Play,,,,Espanyol,214,00:14:41.523,Shot,
,,,,,,,,,,,,,,,,,,1.186397,,,,,,,,,,,,,767fcebe-e0f1-4f09-ab70-8bd249f6de1b,1126,,"[111.2, 50.4]",3825811,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Mateus Contreiras Gonçalves,26690.0,Center Forward,68,Rayo Vallecano,360,['5d1b6713-f55a-4ab4-96c8-219b204c044f'],4,Head,"[120.0, 49.4, 0.5]",,"[{'location': [110.0, 34.3], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.6, 41.1], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 38.7], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.7, 48.2], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 52.1], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 59.8], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 45.6], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 53.5], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.3, 67.4], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 70.2], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 58.2], 'player': {'id': 24782, 'name': 'Jonhatan Montiel Caballero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",88178ff2-1562-43e9-ba20-50603a60ad40,Off T,0.050174523,Normal,Open Play,,,,Rayo Vallecano,360,00:31:04.478,Shot,
,,,,,,,,,,,,,,,,,,0.92279,,,,,,,,,,,,,15755e14-e605-40af-8c67-c18ce6f66232,1175,,"[98.2, 32.3]",3825811,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Center Midfield,72,Espanyol,214,['fd787da5-5b7e-4a97-a569-f86c56a00da8'],22,Left Foot,"[118.9, 36.1, 1.8]",True,"[{'location': [102.3, 46.6], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.5, 37.5], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 19.9], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.6, 28.6], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.0, 52.1], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 21.0], 'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 33.0], 'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 26.0], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 30.8], 'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 38.2], 'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 38.8], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Saved,0.03793712,Normal,Open Play,,,,Espanyol,214,00:32:22.370,Shot,
,,,,,,,,,,,,,,,,,,0.102153,,,,,,,,,,,,,f4f59722-7c0c-4a0f-ad9c-a29e899865a4,1236,,"[93.4, 52.2]",3825811,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Right Back,74,Rayo Vallecano,360,"['5621ad73-9dd8-4b72-a5a6-e756082f5909', 'eabcb33c-3202-4be7-88af-687b1632e5b6']",55,Left Foot,"[96.6, 50.7]",,"[{'location': [85.4, 33.9], 'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.1, 41.7], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 53.9], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 53.4], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.7, 66.4], 'player': {'id': 27148, 'name': 'Abraham González Casanova'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.7, 50.7], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 47.4], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 40.8], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.9, 46.9], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 38.8], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.1, 50.9], 'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.9, 72.0], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.1, 48.2], 'player': {'id': 24782, 'name': 'Jonhatan Montiel Caballero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 48.5], 'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 38.7], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Blocked,0.014028839,Half Volley,Open Play,,,,Rayo Vallecano,360,00:33:55.252,Shot,
,,,,,,,,,,,,,,,,,,0.592383,,,,,,,,,,,,,2b0961c9-6bab-4eab-b026-ea0e5dcd8152,2051,,"[101.2, 36.0]",3825811,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abraham González Casanova,27148.0,Left Center Midfield,113,Espanyol,214,['a1ca920d-21f7-45f9-9b8d-7f376895e7a6'],48,Right Foot,"[118.9, 40.6, 0.2]",True,"[{'location': [102.6, 34.2], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.4, 49.8], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.5, 25.7], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 40.3], 'player': {'id': 16073, 'name': 'Aras Özbiliz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 48.6], 'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 38.4], 'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.8, 31.7], 'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.8, 40.2], 'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 38.1], 'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 40.6], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.8, 44.1], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 45.5], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Saved,0.101922885,Normal,Open Play,,,,Espanyol,214,00:09:48.844,Shot,
,,,,,,,,,,,,,,,,,,0.777226,,,,,,,,,,,,,c855838c-b62c-4885-a5d3-88c0fdc43fc4,2175,,"[108.0, 24.9]",3825811,57,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aras Özbiliz,16073.0,Left Back,120,Rayo Vallecano,360,['69db23b2-2dca-4e58-904e-57439f6ded06'],49,Left Foot,"[120.0, 34.9, 1.0]",True,"[{'location': [101.1, 32.9], 'player': {'id': 24782, 'name': 'Jonhatan Montiel Caballero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.1, 33.1], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.2, 30.0], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 28.8], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 41.2], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 22.2], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 30.6], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 36.4], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.5, 42.6], 'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.6, 47.2], 'player': {'id': 6624, 'name': 'Jorge Franco Alviz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",c7b1a48c-06ec-4eb6-a502-2f17767aca69,Off T,0.0523714,Half Volley,Open Play,,,,Rayo Vallecano,360,00:12:49.398,Shot,
,,,,,,,,,,,,,,,,,,1.070983,,,,,,,,,,,,,0c20be32-dde4-458e-8795-df1c64d3c78d,2199,,"[95.3, 40.9]",3825811,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonhatan Montiel Caballero,24782.0,Center Attacking Midfield,122,Rayo Vallecano,360,"['2052f4c1-5d82-4a4f-b2fd-2f7fac94a6d3', 'e47ab6d0-930d-4862-8fa8-0251b61b0cd8']",38,Right Foot,"[120.0, 32.7, 0.4]",,"[{'location': [87.7, 42.1], 'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [92.7, 27.1], 'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.9, 29.5], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 39.8], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.9, 27.6], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.2, 34.9], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 39.9], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 41.3], 'player': {'id': 5598, 'name': 'Óscar Esau Duarte Gaitán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 47.5], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 35.1], 'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 56.5], 'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0ed1dabe-ec81-44ce-99de-a593187f26d0,Off T,0.04320293,Normal,Open Play,,,,Rayo Vallecano,360,00:13:38.430,Shot,True
,,,,,,,,,,,,,,,,,,0.684151,,,,,,,,,,,,,68c8c473-57e2-43de-9463-9c859787553d,2260,,"[105.5, 36.5]",3825811,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jorge Franco Alviz,6624.0,Left Wing,127,Espanyol,214,['eff238dc-b906-4f60-b113-540a01f5c013'],41,Left Foot,"[120.0, 34.6, 0.2]",,"[{'location': [101.6, 43.3], 'player': {'id': 16073, 'name': 'Aras Özbiliz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 42.3], 'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 38.5], 'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.5, 48.2], 'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",5a27e6f8-9184-4753-8bdc-5c7e62cf0fba,Off T,0.5093894,Normal,Open Play,,,,Espanyol,214,00:15:41.070,Shot,
