50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.297535,,,,,,,,,,,,,7010167c-48aa-4fd6-8baf-df12a0cc4792,465,,"[108.1, 40.0]",3788756,10,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Memphis Depay,2988.0,Left Center Forward,15,Netherlands,941,['fce91a78-2adb-432a-a8d6-9ee5ecdd438c'],21,,Right Foot,"[120.0, 37.1, 0.2]",,,,Goal,0.7835,Normal,Penalty,,,,Netherlands,941,00:10:21.605,Shot,
,,,,,,,,,,,,,,,,,,0.188335,,,,,,,,,,,,,19fce56e-6268-47e1-9f63-18fe7b56b56f,525,,"[97.8, 44.5]",3788756,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Center Forward,17,Netherlands,941,"['3dc231a0-d8fb-4ae2-ba85-417710d1ea16', 'c22dbdc3-6049-4a80-8086-6d5f41d8d436']",25,,Right Foot,"[102.8, 43.9]",True,"[{'location': [103.3, 51.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.6, 49.1], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.2, 57.2], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [92.8, 49.6], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 35.7], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.8, 43.5], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.1, 62.7], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.3, 56.1], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.3, 48.9], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 49.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.9, 58.1], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.6, 40.9], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.1, 55.0], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",889e9959-1469-4377-ad10-551af9cf0369,Blocked,0.056245416,Normal,Open Play,,,,Netherlands,941,00:12:25.836,Shot,
,,,,,,,,,,,,,,,,,,0.713472,,,,,,,,,,,,,e4574aae-d9fd-45c5-b5f9-01fee1ba08de,1030,,"[103.4, 56.8]",3788756,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Memphis Depay,2988.0,Left Center Forward,39,Netherlands,941,['79bf54c3-7ace-499e-b39f-df3da367c4c7'],45,,Right Foot,"[120.0, 44.9, 2.7]",,"[{'location': [93.1, 55.3], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [117.7, 43.4], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [80.9, 55.4], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.8, 60.5], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 53.4], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.6, 54.9], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [78.8, 63.2], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",caccbd3e-9389-4f00-b16a-b2285746d125,Off T,0.04122373,Half Volley,Open Play,,,,Netherlands,941,00:23:45.106,Shot,
,,,,,,,,,,,,,,,,,,0.304241,,,,,,,,,,,,,8b380d1a-e52a-42dd-afbf-80017b43f8f6,1178,,"[107.0, 25.0]",3788756,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christoph Baumgartner,24977.0,Right Center Forward,44,Austria,915,"['201e6399-88d4-4f9d-a43d-14dbadd8b2b7', 'e0980142-9fb4-45a7-bda8-5ed501d55fa0']",1,,Right Foot,"[111.5, 34.3]",,"[{'location': [110.0, 25.7], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 37.4], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 29.7], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.8, 31.3], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 32.9], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.0, 23.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.6, 9.9], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.6, 30.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 33.9], 'player': {'id': 8069, 'name': 'Matthijs de Ligt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.9, 40.1], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.8, 43.1], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 45.6], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.4, 55.1], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",c1838a9c-1b69-4a8f-80d2-ed4cdaee063d,Blocked,0.045103706,Normal,Open Play,,,,Austria,915,00:27:01.906,Shot,
,,,,,,,,,,,,,,,,,,1.177668,,,,,,,,,,,,,8872a4ea-230a-4157-9dd1-c04834d8a4fa,1497,,"[93.3, 19.8]",3788756,34,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Martin Hinteregger,8307.0,Left Center Back,59,Austria,915,['3130ecab-87c5-45da-a455-eb713ca4e97a'],28,,Left Foot,"[120.0, 41.7, 3.8]",,"[{'location': [91.7, 21.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.7, 16.9], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.9, 9.9], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [118.4, 40.9], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 27.3], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.4, 33.3], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 29.1], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.8, 36.8], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.3, 47.7], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 58.1], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.1, 46.0], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 47.0], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 37.5], 'player': {'id': 8069, 'name': 'Matthijs de Ligt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.9, 26.6], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",89897ded-f434-44ac-a493-819b6e57ce72,Off T,0.00743835,Normal,Open Play,,,,Austria,915,00:34:28.346,Shot,
,,,,,,,,,,,,,,,,,,0.509778,,,,,,,,,,,,,f559e8f0-a318-489b-b739-f3dc13430f5d,1659,,"[113.2, 35.3]",3788756,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Center Forward,70,Netherlands,941,['a4c22152-f9b3-4929-b87b-a687abfafb7b'],23,,Left Foot,"[120.0, 35.9, 5.3]",True,"[{'location': [105.1, 46.7], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.9, 49.5], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.6, 39.8], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 37.3], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 47.4], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.7, 41.2], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.8, 48.2], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",84b9eaaf-b3d0-447f-be04-4cc22bd985fd,Off T,0.49461308,Half Volley,Open Play,,,,Netherlands,941,00:39:23.837,Shot,
,,,,,,,,,,,,,,,,,,0.453543,,,,,,,,,,,,,bdaf26b5-57b1-4520-946c-47b7cad49f67,1693,,"[106.3, 36.9]",3788756,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,72,Netherlands,941,"['8bf4b067-67fc-4605-9a70-69cd62295c8d', '9be66001-31cd-40c4-b31a-258e178f2049']",20,,Right Foot,"[113.7, 39.7]",True,"[{'location': [108.5, 35.8], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.8, 42.5], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.0, 31.2], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.2, 20.3], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.7, 25.7], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 34.0], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 31.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.7, 29.0], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 40.3], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.9, 37.1], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7a7a6cd1-c716-4abd-9b69-64940ab0a142,Blocked,0.2127491,Normal,Open Play,,,,Netherlands,941,00:40:20.607,Shot,
,,,,,,,,,,,,,,,,,,0.309399,,,,,,,,,,,,,54988763-1a79-4a86-8891-0e5a753de834,1825,,"[105.3, 30.7]",3788756,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Memphis Depay,2988.0,Left Center Forward,78,Netherlands,941,"['4402c793-98c4-4c4a-845b-2d5e6b29a8f9', '722db186-fcaa-4934-b399-2cc541632e7d']",56,,Right Foot,"[107.3, 32.4]",,"[{'location': [89.3, 60.1], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.4, 41.9], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.1, 51.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.7, 37.1], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 34.3], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.6, 33.0], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.1, 58.8], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.5, 40.2], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.2, 44.7], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.6, 51.6], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.7, 46.2], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.6, 33.0], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",db344caa-c894-4627-a9f1-ea11ac9ade86,Blocked,0.0914546,Normal,Open Play,,,,Netherlands,941,00:43:56.135,Shot,
,,,,,,,,,,,,,,,,,,0.385967,,,,,,,,,,,,,f264b2d4-3e91-485b-9595-1d18606e6077,2033,,"[99.1, 47.0]",3788756,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Center Attacking Midfield,92,Netherlands,941,"['0c36d6f9-0687-4971-9c75-888eb9ad8724', 'c7781a26-162a-4276-905e-8098bc4f7ba5']",14,,Left Foot,"[104.9, 44.1]",,"[{'location': [103.3, 41.1], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 44.2], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 47.6], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.6, 41.5], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 62.2], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.6, 41.0], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.2, 37.0], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.7, 69.0], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [106.8, 46.7], 'player': {'id': 7829, 'name': 'Wout Weghorst'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.5, 35.4], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 36.7], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.4, 28.9], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",f0810962-cd89-48ba-9e69-f9a9eac9fc67,Blocked,0.053594403,Normal,Open Play,,,,Netherlands,941,00:03:14.449,Shot,
,,,,,,,,,,,,,,,,,,0.519542,,,,,,,,,,,,,72f7857e-6a54-4cd2-ae1a-ef29c96b65a7,2418,,"[87.9, 37.3]",3788756,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcel Sabitzer,8518.0,Left Center Midfield,107,Austria,915,"['5eb26d58-853f-4397-931c-e795cc4a2898', 'ca024590-6bac-4faf-ba6e-3e6619cea720', 'e54f1482-490d-4704-be1d-12abd8cb56ee']",9,,Right Foot,"[103.0, 36.6]",,"[{'location': [100.6, 40.4], 'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.1, 33.5], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.2, 5.7], 'player': {'id': 8777, 'name': 'Andreas Ulmer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [98.3, 22.9], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [79.2, 51.7], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.1, 39.4], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 42.2], 'player': {'id': 8069, 'name': 'Matthijs de Ligt'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.9, 36.4], 'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 30.7], 'player': {'id': 7787, 'name': 'Stefan de Vrij'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 17.9], 'player': {'id': 8125, 'name': 'Denzel Dumfries'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.1, 26.6], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 47.1], 'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [92.1, 39.1], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.6, 36.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.8, 38.0], 'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 54.0], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [107.4, 52.6], 'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",6bc0ed04-1171-4163-b590-5994835df6e6,Blocked,0.020399962,Normal,Open Play,,,,Austria,915,00:12:09.267,Shot,True
