bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.138147,,,,,,,,,,,,,aae276b2-a146-45bc-befc-548612072749,1781,,"[114.0, 50.0]",3754069,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Center Midfield,75,Newcastle United,37,"['2edf24b9-620a-4228-bf67-ca1885fe0d63', '4acc973b-a575-4a78-8d05-466d4b9f361d']",20,,Right Foot,"[116.2, 47.3, 1.1]",True,"[{'location': [113.7, 49.2], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 32.1], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.3, 44.3], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.1, 44.7], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 65.7], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 37.5], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 47.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.0, 35.9], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.2, 27.5], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.3, 47.5], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 34.9], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 39.7], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Saved,0.13653234,Normal,Open Play,,,,Newcastle United,37,00:42:20.117,Shot,True
,,,,,,,,,,,,,,,,0.609885,,,,,,,,,,,,,8b8c6b94-105c-4073-86e4-8b47b9190eb5,1899,,"[92.2, 43.4]",3754069,46,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Daryl Janmaat,3650.0,Right Back,82,Newcastle United,37,"['ac5cd70d-033d-4284-8fad-67eee20d6a8b', 'd35710c6-7920-4cf2-99d0-b9cc7850d1cc']",16,,Left Foot,"[107.6, 42.0]",True,"[{'location': [109.3, 24.9], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.9, 28.0], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.0, 42.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.0, 42.8], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.6, 34.7], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.1, 39.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.7, 40.9], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.8, 56.2], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [99.2, 53.8], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.6, 37.0], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 29.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 42.1], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 48.7], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.6, 53.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 44.1], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 30.2], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.4, 53.2], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 40.7], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.01762923,Volley,Open Play,,,,Newcastle United,37,00:46:16.009,Shot,
,,,,,,,,,,,,,,,,0.124022,,,,,,,,,,,,,a8252846-0746-4860-a10c-78c7ff956fb3,2005,,"[106.7, 48.5]",3754069,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Georginio Wijnaldum,3567.0,Left Center Midfield,90,Newcastle United,37,['ae0b334e-c899-4645-bab3-869db675bc72'],14,,Right Foot,"[110.3, 46.6, 0.6]",,"[{'location': [87.1, 59.1], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.1, 34.3], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 39.7], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 37.5], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 41.5], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 47.1], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 46.5], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0cdce51a-d997-4c7d-8d67-dc787527e2e4,,Saved,0.23067589,Normal,Open Play,,,,Newcastle United,37,00:02:14.138,Shot,
,,,,,,,,,,,,,,,,0.490926,,,,,,,,,,,,,194e47bb-7511-4e4b-8f7a-b5c59ada2acb,2043,,"[114.2, 34.3]",3754069,47,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,91,Arsenal,1,"['b29e3afb-e576-4848-87a9-3a04e4e53778', 'ce5305d7-90cf-4991-9bee-3f5a6cec2703']",49,True,Head,"[118.3, 80.0]",,"[{'location': [119.9, 19.3], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.1, 13.0], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.4, 27.3], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 47.2], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.2, 38.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.5, 36.8], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 18.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.9, 27.1], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.5, 29.3], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 41.1], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 46.1], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 35.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 40.8], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.1, 22.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",49eac137-4d0e-42e8-951c-54d9121d56ba,,Wayward,0.21500938,Diving Header,Open Play,,,,Arsenal,1,00:02:49.564,Shot,True
,,,,,,,,,,,,,,,,0.637014,,,,,,,,,,,,,9be526ea-6084-42aa-b98d-a49977cde94d,2056,,"[114.6, 36.0]",3754069,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,92,Newcastle United,37,['e7485819-771e-4bd8-9527-3ed05b9c967e'],31,,Other,"[120.0, 37.0, 4.4]",,"[{'location': [118.3, 37.0], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 51.1], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 45.9], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 36.3], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 32.5], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 37.3], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 47.4], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.4, 25.6], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.4, 40.9], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.3, 55.0], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 55.6], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",bb1b27de-fab2-447d-a334-4d6b999c6ce5,True,Off T,0.34735304,Normal,Open Play,,,,Newcastle United,37,00:03:31.838,Shot,
,,,,,,,,,,,,,,,,0.498805,,,,,,,,,,,,,7a32847d-e3fa-4879-affd-446792b09353,2070,,"[110.7, 28.6]",3754069,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,93,Arsenal,1,['36be1149-e8f7-426a-be2d-f42daca502f5'],18,,Right Foot,"[118.0, 37.7, 0.2]",True,"[{'location': [106.7, 45.5], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 39.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 31.6], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.6, 22.6], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.6, 28.0], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.7, 16.1], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 36.9], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 10.9], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 35.7], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a1e39caf-bc02-4d95-a1db-d3959b711686,,Saved,0.10793358,Normal,Open Play,,,,Arsenal,1,00:04:18.685,Shot,
,,,,,,,,,,,,,,,,0.779442,,,,,,,,,,,,,9b8bb593-f7f1-43f1-a0c6-b61aa594fba8,2413,,"[112.2, 26.5]",3754069,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Giroud,3604.0,Center Forward,109,Arsenal,1,['7d699c85-648f-4cf1-b37d-8e88b63c192e'],49,,Left Foot,"[120.0, 42.7, 3.5]",True,"[{'location': [110.6, 45.9], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 47.9], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 24.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.6, 27.0], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 24.8], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 32.8], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 28.0], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 16.7], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.7, 35.8], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 25.2], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.3, 15.3], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",fcfd7bf3-2bb0-4626-8922-846532f97969,,Off T,0.06811932,Lob,Open Play,,,,Arsenal,1,00:13:49.230,Shot,
,,,,,,,,,,,,,,,,0.080659,,,,,,,,,,,,,da2855a0-676a-4bb8-abb4-ab744170ef0a,2552,,"[95.9, 29.9]",3754069,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Fabricio Coloccini,26207.0,Left Center Back,117,Newcastle United,37,"['2c9fbd90-df44-4f4e-8135-e3a651295e0f', '9492aa65-66a7-4380-a862-a4ed83340ff5', 'ee1c8a6e-4436-4230-a1ff-1544d5428236']",57,,Right Foot,"[97.2, 30.5]",,"[{'location': [118.6, 38.0], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 41.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 34.7], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.4], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 24.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.4, 30.5], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.9, 51.5], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [97.1, 31.2], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 20.9], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.3, 24.6], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.4, 18.5], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.1, 28.6], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 41.7], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.5, 54.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",a5156c1e-34e0-4bcb-a8be-8412abd0cad8,,Blocked,0.028550785,Normal,Open Play,,,,Newcastle United,37,00:18:57.999,Shot,True
,,,,,,,,,,,,,,,,0.674829,,,,,,,,,,,,,ad00999c-66f5-4de1-8752-31f5f709793a,2600,,"[110.5, 39.7]",3754069,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,120,Newcastle United,37,['c36def38-cf8b-4c89-98a6-00c9cc12ee29'],55,,Head,"[120.0, 43.1, 4.8]",,"[{'location': [106.5, 62.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 52.1], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.1, 40.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.2, 31.3], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.3, 41.6], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 61.4], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.8, 59.7], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 50.2], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 46.4], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 41.5], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.3, 36.7], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 40.0], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2770a471-a8a3-4bea-97d9-b0aa7d0a821c,True,Off T,0.12513591,Normal,Open Play,,,,Newcastle United,37,00:19:55.350,Shot,
,,,,,,,,,,,,,,,,0.81868,,,,,,,,,,,,,99dd435d-146c-467c-aa2e-4f087e541bcb,2618,,"[109.1, 41.8]",3754069,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Laurent Koscielny,3394.0,Left Center Back,122,Arsenal,1,"['1452be4c-aea6-4b56-9e4a-3b4dcffb6b85', '7d72493e-4a3d-48ab-88f4-6ea932d92939']",52,True,Head,"[120.0, 40.1, 3.5]",,"[{'location': [97.7, 29.4], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.9, 38.2], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.4, 37.1], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.9, 40.5], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.2, 40.1], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 41.7], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 32.4], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.5, 43.8], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.8, 37.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 40.3], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.1, 39.8], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 40.6], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 29.6], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 43.9], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",f31bcc54-e8d0-4d3c-b77d-65c61e7e1300,,Off T,0.03413762,Normal,Open Play,,,,Arsenal,1,00:20:52.110,Shot,True
