bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.354741,,,,,,,,,,,,,6f605deb-25a4-40d7-aa04-7d459234015d,73,,"[108.3, 40.6]",3754069,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alex Oxlade-Chamberlain,3525.0,Right Wing,5,Arsenal,1,['617bce36-fbde-4cf3-8964-61a14d9f1d06'],43,,Left Foot,"[120.0, 21.5, 0.5]",True,"[{'location': [117.4, 52.7], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.9, 55.6], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.3, 30.0], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.1, 36.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.6, 42.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 43.7], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.7, 60.8], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.6, 46.5], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.9, 38.1], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.9, 39.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 47.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",9da6d753-b40f-45e8-acd4-76cdf1c5b6b4,,Off T,0.11808057,Volley,Open Play,,,,Arsenal,1,00:01:43.762,Shot,
,,,,,,,,,,,,,,,,0.174607,,,,,,,,,,,,,54b7b310-cc6a-4167-beae-0d1eba601168,581,,"[94.9, 42.3]",3754069,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Mathieu Flamini,6631.0,Right Defensive Midfield,19,Arsenal,1,"['bd71eaec-4246-4937-92b2-1a80901b6812', 'ef149d72-c884-46a2-af9c-85ae97171b5c']",33,,Right Foot,"[99.8, 42.5]",,"[{'location': [102.7, 42.4], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 60.6], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.4, 47.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.7, 40.4], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 37.5], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.3, 42.6], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 41.4], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 48.1], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 30.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.3, 24.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.3, 40.6], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 38.5], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.8, 53.1], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.0, 65.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.4, 51.5], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 43.1], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 43.4], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5a682ebc-ff87-4b22-9563-611b6cf19e03,,Blocked,0.034217745,Normal,Open Play,,,,Arsenal,1,00:11:33.791,Shot,
,,,,,,,,,,,,,,,,0.888101,,,,,,,,,,,,,36b47366-4e18-41df-b515-b321683c1a56,713,,"[104.5, 43.7]",3754069,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Center Midfield,25,Newcastle United,37,['72287ea1-3a4a-4068-bbb0-0e999ce1c491'],47,,Head,"[117.8, 39.1, 0.4]",,"[{'location': [117.2, 40.8], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 41.1], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 40.7], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 48.8], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.1, 35.6], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.0, 49.7], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 60.5], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.7, 57.8], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 69.6], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.3, 39.7], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 37.8], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.4, 75.6], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.1, 52.8], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",de508940-14dd-4f1f-8551-30c792cb4e8f,,Saved,0.07323259,Normal,Open Play,,,,Newcastle United,37,00:15:47.764,Shot,
,,,,,,,,,,,,,,,,0.575036,,,,,,,,,,,,,1eb57c4f-ab60-448b-aac1-39fd72591580,719,,"[109.2, 29.9]",3754069,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jack Colback,9649.0,Right Center Midfield,25,Newcastle United,37,['fa333fba-f16d-4899-911d-dfcae64544c9'],52,,Left Foot,"[118.5, 36.5, 1.6]",True,"[{'location': [116.2, 26.1], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 39.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.2, 36.3], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 27.4], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 33.2], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.4, 34.8], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 38.9], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 37.6], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",8f9af9ee-510f-49d3-b1a2-75a8ccda1214,,Saved,0.10784427,Normal,Open Play,,,,Newcastle United,37,00:15:52.326,Shot,
,,,,,,,,,,,,,,,,1.318852,,,,,,,,,,,,,aae84756-e45d-4095-80dd-262ad72b9b99,1108,,"[106.1, 21.1]",3754069,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Midfield,47,Newcastle United,37,['4c976706-461b-4598-b63a-aa8f7219d2ac'],3,,Right Foot,"[120.0, 45.6, 1.3]",True,"[{'location': [101.7, 10.8], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.2, 27.2], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.7, 38.2], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.8, 42.1], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.7, 47.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.7, 36.7], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 24.6], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 32.6], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 28.2], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 22.5], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.2, 37.8], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 40.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 30.1], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 46.1], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.9, 30.1], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",6e05681a-7ec6-4b91-9762-a0dc91a5a4a1,,Off T,0.014111755,Half Volley,Open Play,,,,Newcastle United,37,00:25:03.982,Shot,
,,,,,,,,,,,,,,,,1.63005,,,,,,,,,,,,,eee2141b-b384-45a7-976b-c6d74c82fb76,1509,,"[83.5, 32.3]",3754069,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alex Oxlade-Chamberlain,3525.0,Right Wing,64,Arsenal,1,['121d29ac-e7f0-4378-9b80-81e2f6f3bc56'],18,,Right Foot,"[120.0, 27.3, 0.0]",,"[{'location': [96.4, 8.0], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.9, 28.2], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.8, 51.5], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [77.8, 52.6], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [79.2, 19.7], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [98.2, 13.0], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.6, 33.7], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 46.0], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 24.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 31.6], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.7, 62.0], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 41.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.3, 21.6], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.2, 47.6], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 39.8], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 46.0], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6af0ebd9-e88e-407b-8a5a-227337baf599,,Off T,0.0060537253,Normal,Open Play,,,,Arsenal,1,00:35:18.881,Shot,
,,,,,,,,,,,,,,,,0.050362,,,,,,,,,,,,,278d84e5-444c-4f86-bd04-510dd3c0c809,1525,,"[107.6, 28.1]",3754069,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Olivier Giroud,3604.0,Center Forward,66,Arsenal,1,"['4d5c0dd5-a7ca-4441-bfae-3acc52d28533', '8a71ab92-5ff7-458b-b010-169ecc6d8cd0']",18,,Left Foot,"[108.9, 29.3]",True,"[{'location': [117.7, 36.1], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 38.1], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 29.5], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 26.3], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 37.3], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.7, 28.3], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.9, 28.5], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 30.0], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.6, 51.6], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.9, 36.9], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",fe780ab9-fa84-4422-b416-b2ec61622ce0,,Blocked,0.040021766,Normal,Open Play,,,,Arsenal,1,00:36:18.783,Shot,
,,,,,,,,,,,,,,,,0.936182,,,,,,,,,,,,,0886597f-1811-40a0-90a8-3f3ac0ab74de,1531,,"[112.3, 38.5]",3754069,36,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Olivier Giroud,3604.0,Center Forward,67,Arsenal,1,"['499a8ce2-46a4-4836-b340-604e263cf7dc', '91789805-13d8-421d-a2c1-bc94f0bed7bc']",47,True,Head,"[120.0, 37.5, 4.1]",,"[{'location': [109.0, 45.9], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.9, 44.0], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.7, 44.3], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [116.8, 6.5], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.7, 32.8], 'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.3, 38.7], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.7, 32.4], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 34.5], 'player': {'id': 42900, 'name': 'Cheik Ismaël Tioté'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.2, 36.6], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.5, 38.9], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 38.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 37.7], 'player': {'id': 3065, 'name': 'Paul Dummett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 42.7], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.6, 31.9], 'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.6, 42.7], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 39.4], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 42.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",ef0f6f1f-83d6-4066-a790-1253c23ab36c,,Off T,0.07485625,Normal,Open Play,,,,Arsenal,1,00:36:47.990,Shot,True
,,,,,,,,,,,,,,,,0.154748,,,,,,,,,,,,,0c726db9-bf22-4a90-994c-15afba23ac0f,1558,,"[98.3, 35.9]",3754069,37,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,69,Arsenal,1,"['0c7b93e4-ff02-4565-a4d0-0ecec0e3ec5e', '4774c125-4f2d-4e86-8fa2-78b5238251c7', 'c62c0972-0cd7-4fe4-b2f2-2572b428378e']",57,,Right Foot,"[99.5, 36.1]",,"[{'location': [102.0, 44.4], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.6, 37.8], 'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 38.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.9, 28.3], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 36.2], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 33.8], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.6, 38.8], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 50.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 41.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.0, 16.1], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Blocked,0.03137012,Normal,Open Play,,,,Newcastle United,37,00:37:57.861,Shot,True
,,,,,,,,,,,,,,,,0.790032,,,,,,,,,,,,,9fb5ab24-f7be-4bd5-86ce-333a6d17e519,1721,,"[111.4, 34.9]",3754069,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aleksandar Mitrović,4269.0,Center Forward,73,Newcastle United,37,['de843cd8-2254-4565-bda1-663395f777c3'],12,,Right Foot,"[118.6, 37.5, 1.6]",True,"[{'location': [111.6, 29.0], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.3, 42.4], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.5, 55.8], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.5, 37.6], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 34.4], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.7, 34.9], 'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 38.9], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 45.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 40.4], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 35.9], 'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,Saved,0.10870157,Overhead Kick,Open Play,,,,Newcastle United,37,00:41:12.553,Shot,
