50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.23524,,,,,,,,,,,,,817f3dd6-79d2-4dae-a121-9acf4de14ab4,26,,"[95.7, 40.6]",3890552,0,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Yunus Mallı,8679.0,Center Attacking Midfield,3,FSV Mainz 05,177,"['56ba2688-355e-43a6-897e-449fddc3564d', '89404abb-6048-4574-a7e7-99c3f1774761']",22,,Right Foot,"[120.0, 45.3, 1.3]",True,"[{'location': [92.2, 37.8], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.2, 43.2], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.8, 39.7], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 40.7], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.2, 24.0], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",7e920efb-2b92-4aa9-b229-4c0b61ff5116,,,Off T,,0.06574965,Half Volley,Open Play,,,,FSV Mainz 05,177,00:00:22.603,Shot,True
,,,,,,,,,,,,,,,,0.559401,,,,,,,,,,,,,66e4c442-ef0b-42f2-a5e6-29a9bcf91e8e,250,,"[93.7, 32.3]",3890552,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philip Heise,9262.0,Left Back,13,VfB Stuttgart,174,['48879b5c-ed15-45a9-8d49-5ad6cf4d9ae2'],36,,Left Foot,"[107.8, 40.7]",,"[{'location': [96.4, 33.8], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 38.9], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.8, 32.1], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.9, 39.5], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 41.1], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 42.2], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.9, 51.7], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.6, 49.6], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.9, 63.0], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.9, 64.6], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [80.3, 51.8], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 56.9], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.3, 49.2], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.6, 17.3], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.9, 41.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [95.5, 46.3], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",4f271f57-4935-4228-8085-538d1005988d,,,Wayward,,0.02675806,Normal,Open Play,,,,VfB Stuttgart,174,00:05:36.170,Shot,
,,,,,,,,,,,,,,,,0.959117,,,,,,,,,,,,,773416a4-e4e9-4ce8-a1a5-e6e29194a89e,253,,"[108.7, 41.5]",3890552,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Gentner,8959.0,Left Defensive Midfield,13,VfB Stuttgart,174,['729730fc-458a-4aa4-b338-00de1e1e88a8'],36,,Left Foot,"[120.0, 39.3, 0.5]",,"[{'location': [96.8, 29.4], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 34.2], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 35.3], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.9, 37.6], 'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.4, 40.5], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.1, 40.2], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.2, 48.2], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.6, 39.0], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.8, 62.2], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.5, 49.4], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.9, 47.0], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [95.8, 44.2], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 54.5], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.3, 32.9], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.9, 63.0], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,,Goal,True,0.36305362,Normal,Open Play,,,,VfB Stuttgart,174,00:05:36.826,Shot,
,,,,,,,,,,,,,,,,0.686481,,,,,,,,,,,,,8fa47613-6e30-4c60-ab07-bb7612d8470b,383,,"[108.8, 43.5]",3890552,11,,,True,,,,,,,,,,,,,,,,,,,,1,From Corner,Stefan Bell,8559.0,Right Center Back,26,FSV Mainz 05,177,['f35dbc34-d4c5-40e0-a08e-0404b8a7543f'],34,,Right Foot,"[120.0, 60.5]",True,"[{'location': [115.3, 43.8], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.3, 60.6], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.0, 77.6], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.7, 42.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 42.1], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.5, 41.5], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 59.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.1, 42.3], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.5, 37.6], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 49.4], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.1, 43.8], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.9, 41.0], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 44.7], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.1, 37.5], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.3], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.2, 33.8], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.4, 34.9], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",2f922d4e-d913-4d10-a977-faeccb0e1897,,,Wayward,,0.06683344,Half Volley,Open Play,,,,FSV Mainz 05,177,00:11:34.541,Shot,
,,,,,,,,,,,,,,,,1.460609,,,,,,,,,,,,,72e5fd05-8c2a-4fdd-91fe-796f3cf7ef7f,1173,,"[117.1, 49.9]",3890552,35,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lukas Rupp,11395.0,Right Wing,83,VfB Stuttgart,174,"['146ae936-1ea8-463b-94c4-919beb1a5a8c', '9ea53d78-1175-45e9-aeaa-7135fbb50b18']",44,,Right Foot,"[119.1, 40.5]",True,"[{'location': [105.1, 35.1], 'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.2, 36.6], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.1, 34.6], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 44.7], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.1, 42.2], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 57.9], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.8, 46.5], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 43.3], 'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 40.3], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",6ceafe12-5d2e-4c80-96de-5f7161ce55cb,,,Blocked,,0.05536972,Volley,Open Play,,,,VfB Stuttgart,174,00:35:44.176,Shot,
,,,,,,,,,,,,,,,,0.260958,,,,,,,,,,,,,45001127-a9fd-422b-b906-f5f4347144b8,1200,,"[117.1, 37.4]",3890552,36,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Yunus Mallı,8679.0,Center Attacking Midfield,85,FSV Mainz 05,177,['07f49ca3-d924-412a-b929-fa0179cfaa7d'],32,,Right Foot,"[120.0, 36.8, 0.9]",True,"[{'location': [108.3, 36.5], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 43.7], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 38.2], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 38.7], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.9, 35.0], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 31.2], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.9, 28.9], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 34.9], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.4, 27.8], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",094534df-6131-4b94-8d28-3ec4111a5163,,True,Goal,,0.8580156,Volley,Open Play,,,,FSV Mainz 05,177,00:36:32.074,Shot,
,,,,,,,,,,,,,,,,0.395283,,,,,,,,,,,,,eddaa8bf-2f41-436e-b21d-4726b49f3168,1242,,"[91.4, 40.4]",3890552,38,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabian Frei,8561.0,Left Defensive Midfield,87,FSV Mainz 05,177,"['0f9d406a-ff5c-423d-a4b7-7a2a7eb090b6', '7e6d44a7-dc0b-4d54-af06-7903df8765f6']",7,,Right Foot,"[106.4, 40.2]",True,"[{'location': [93.4, 49.0], 'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.8, 35.6], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.5, 52.9], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 37.9], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.2, 23.6], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.4, 45.4], 'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 36.2], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.9, 41.3], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 24.0], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.3, 30.1], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 39.1], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 31.7], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 39.9], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 18.1], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.7, 13.3], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",9f2401d1-de9f-4eb4-b51f-3d9530cb5d60,,,Blocked,,0.02571658,Normal,Open Play,,,,FSV Mainz 05,177,00:38:07.940,Shot,
,,,,,,,,,,,,,,,,0.539348,,,,,,,,,,,,,e39fd88e-b55b-4a25-90d7-e8fb11d7c3f5,1247,,"[110.7, 46.7]",3890552,38,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stefan Bell,8559.0,Right Center Back,88,FSV Mainz 05,177,['7585024d-6bcd-4f16-b459-d9cb121d843f'],39,,Head,"[119.8, 43.0, 0.5]",,"[{'location': [112.1, 46.3], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 43.5], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.5, 39.8], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.5, 47.8], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 39.0], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 40.2], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.4, 36.9], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.5, 41.4], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 53.1], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 75.4], 'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.4, 42.9], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.8, 37.0], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.8, 38.9], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 34.0], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7e15df8e-ab14-463d-ae98-705536a6ed2f,,,Saved,,0.043057673,Normal,Open Play,,,,FSV Mainz 05,177,00:38:39.017,Shot,
,,,,,,,,,,,,,,,,0.460304,,,,,,,,,,,,,557b609d-064f-4851-90fb-79fa4fc81580,1261,,"[100.4, 29.2]",3890552,39,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Christian Clemens,9098.0,Right Wing,89,FSV Mainz 05,177,"['4932c026-47f5-450d-9466-9d770a4c652c', '77854f73-24f2-4aae-bf36-1a17ce5907b8']",20,,Right Foot,"[110.1, 35.2]",True,"[{'location': [110.5, 48.0], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.6, 39.7], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.7, 32.0], 'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.1, 38.9], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.2, 39.6], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.3, 38.4], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 34.0], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.3, 32.6], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.2, 34.2], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 46.1], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 43.2], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.4, 39.6], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 37.3], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 28.4], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 20.3], 'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Blocked,,0.029762464,Volley,Open Play,,,,FSV Mainz 05,177,00:39:20.822,Shot,
,,,,,,,,,,,,,,,,0.876183,,,,,,,,,,,,,f8538f21-6f75-4a51-a2c7-0d0bb7d60ed8,1270,,"[114.9, 45.6]",3890552,39,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Karim Onisiwo,11278.0,Left Wing,90,FSV Mainz 05,177,"['4fb5c25d-a401-4375-9dee-d241c18aa354', '57452ad0-e564-4e2e-893e-3aba27993580', 'b3cc0403-4aae-47b7-8367-8c71ef205c24']",54,,Right Foot,"[120.0, 45.0, 2.1]",,"[{'location': [117.3, 46.1], 'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [116.6, 44.7], 'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 43.0], 'player': {'id': 37112, 'name': 'Mitchell James Langerak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.4, 45.3], 'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.4, 45.1], 'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 40.1], 'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 37.1], 'player': {'id': 9262, 'name': 'Philip Heise'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 43.3], 'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 45.2], 'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.3, 39.5], 'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.6, 45.5], 'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.8, 47.0], 'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 39.9], 'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 35.8], 'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Off T,,0.09921872,Half Volley,Open Play,,,,FSV Mainz 05,177,00:39:54.193,Shot,True
