50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.116837,,,,,,,,,,,,,039face8-8d5a-4fc1-9b37-653f674f146f,571,,,"[99.1, 40.1]",3794685,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Domenico Berardi,7131.0,Right Wing,23,Italy,914,"['157c30d1-6ef5-4d40-b885-7f30acbd0e00', '2a1078be-9add-45bd-a30b-7769dce67d0d', '8a912f47-9372-4ff9-a1f0-707ef45bab0f']",36,,Left Foot,"[99.8, 40.0]",,"[{'location': [106.8, 34.2], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.4, 22.5], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.5, 40.5], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 39.4], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 35.8], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 41.8], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.7, 39.8], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 45.8], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 35.1], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.1, 44.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",65f6a976-b649-409a-a2f9-88d6ae7b18b4,,Blocked,,0.050960016,Normal,Open Play,,,,Italy,914,00:10:36.465,Shot,True
,,,,,,,,,,,,,,,,,,0.413036,,,,,,,,,,,,,c4c0ee16-567d-4bb0-8b3f-6c63456d2184,584,,,"[111.6, 25.1]",3794685,10,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leonardo Spinazzola,8286.0,Left Back,23,Italy,914,['8a5dbd91-a889-474a-b949-7a91114e504b'],44,,Left Foot,"[120.0, 31.9, 0.8]",,"[{'location': [94.9, 45.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 32.9], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 41.2], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.5, 43.1], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 19.7], 'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.9, 36.7], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 33.6], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 39.6], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 27.5], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.6, 32.6], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 46.2], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 39.4], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 28.6], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",913bba0b-e943-4aa5-8a9d-c7dd47ad1b4b,True,Off T,,0.056739423,Normal,Open Play,,,,Italy,914,00:10:44.274,Shot,
,,,,,,,,,,,,,,,,,,0.794137,,,,,,,,,,,,,7b8e7ec5-4edd-4d9b-b19d-7dd88a2501b9,709,,,"[105.5, 20.3]",3794685,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lorenzo Insigne,7037.0,Left Wing,28,Italy,914,['e3821726-e8e6-45d7-940f-a50ebe24c3d4'],33,,Right Foot,"[117.3, 37.0, 1.3]",,"[{'location': [92.8, 57.0], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 37.7], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.5, 45.9], 'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.9, 35.9], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 42.5], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 24.0], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 27.8], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.5, 46.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 38.6], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",fa90e8ad-b005-47c7-90a2-7dd9813fd1ae,,Saved,,0.013029059,Normal,Open Play,,,,Italy,914,00:13:33.160,Shot,
,,,,,,,,,,,,,,,,,,0.145197,,,,,,,,,,,,,ad1d45ff-838b-41f1-bea0-10edc635ed1f,795,,,"[97.0, 32.1]",3794685,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,35,Italy,914,"['444a29d3-b233-4422-a016-7a314f397f51', 'd5ca9543-8a3a-4ca3-be57-65e88de128fe']",44,,Right Foot,"[99.8, 32.8]",,"[{'location': [95.5, 61.7], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.6, 39.8], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.6, 18.3], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.8, 33.0], 'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.5, 22.0], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.7, 41.8], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [93.0, 29.8], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.1, 52.3], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.7, 39.7], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.8, 22.8], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.4, 32.4], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 31.4], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 38.1], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 41.2], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 54.8], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 38.3], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b3537e28-b4b5-4756-8ed2-5ffbd48726f5,,Blocked,,0.04516501,Normal,Open Play,,,,Italy,914,00:14:44.925,Shot,
,,,,,,,,,,,,,,,,,,0.564574,,,,,,,,,,,,,ccb88330-17d0-4924-a15d-10738662825d,864,,,"[102.7, 44.1]",3794685,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolò Barella,8181.0,Right Center Midfield,37,Italy,914,['ceccc0f3-0d3b-4652-93cf-226b85af7353'],12,,Right Foot,"[117.4, 39.1, 0.5]",True,"[{'location': [118.5, 38.3], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.9, 38.0], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 38.9], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.6, 33.0], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 19.5], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 30.4], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 20.9], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.2, 28.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.9, 19.3], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.6, 36.3], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 38.8], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",49ddb7ae-602a-423d-8b09-c2ba685bd7e5,,Saved,,0.16337663,Half Volley,Open Play,,,,Italy,914,00:16:12.407,Shot,
,,,,,,,,,,,,,,,,,,0.10655,,,,,,,,,,,,,d694f923-3427-47ab-9fcf-aa055fe31885,951,,,"[92.6, 44.7]",3794685,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolò Barella,8181.0,Right Center Midfield,39,Italy,914,"['85708777-5b6c-42f2-b63e-c66451d9dc1f', 'b309a628-dfc0-49b1-8896-8ef3dcbce15a']",19,,Right Foot,"[97.0, 43.5]",,"[{'location': [118.2, 40.9], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.8, 53.1], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 40.1], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 43.3], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 29.2], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 35.4], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 21.6], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.0, 29.1], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.2, 37.7], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.8, 17.9], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.2, 31.9], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.9, 60.3], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.5, 39.9], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",caa38125-cb24-474a-b15e-90ae272474e3,,Blocked,,0.033181015,Normal,Open Play,,,,Italy,914,00:17:19.950,Shot,
,,,,,,,,,,,,,,,,,,1.002997,,,,,,,,,,,,,1432789a-d048-40d8-83d7-490cd4eb94ab,989,,,"[95.7, 45.0]",3794685,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Marko Arnautović,3325.0,Center Forward,40,Austria,915,['5db21a57-4396-4760-bb50-64bfa0034e7b'],49,,Right Foot,"[120.0, 41.7, 4.3]",True,"[{'location': [87.9, 29.6], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.0, 42.3], 'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 42.9], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.8, 51.5], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.5, 40.7], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",895bc028-0cd7-4c6c-abdf-fcbf2c616128,,Off T,,0.068707,Half Volley,Open Play,,,,Austria,915,00:17:49.118,Shot,
,,,,,,,,,,,,,,,,,,0.104578,,,,,,,,,,,,,01625d8c-0bc2-4f58-85e1-26de796cc9f1,1197,,,"[100.2, 53.6]",3794685,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Domenico Berardi,7131.0,Right Wing,51,Italy,914,"['3a1ff859-eff1-441d-b6bd-49fc839246da', 'accabd90-14b4-4552-ab7d-0c86a81b62c9']",4,,Left Foot,"[100.9, 53.1]",,"[{'location': [118.1, 41.8], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 56.0], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 45.1], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 40.6], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 53.1], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.6, 35.5], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.4, 47.1], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 59.4], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.8, 39.1], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 30.3], 'player': {'id': 8506, 'name': 'Konrad Laimer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.2, 29.8], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.5, 32.3], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.2, 36.9], 'player': {'id': 7788, 'name': 'Ciro Immobile'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 45.0], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.3, 66.2], 'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.1, 59.9], 'player': {'id': 11514, 'name': 'Giovanni Di Lorenzo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",b8ed0bf6-d793-491f-9d31-5235d75221e0,,Blocked,,0.020045038,Normal,Open Play,,,,Italy,914,00:23:04.722,Shot,
,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,c5e5c6b0-4efa-4152-a372-234598dd053b,1603,,,"[92.5, 50.9]",3794685,31,,True,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ciro Immobile,7788.0,Center Forward,64,Italy,914,['9e7760b6-3666-4824-b895-078e178585dc'],50,,Right Foot,"[120.0, 36.1, 2.7]",,"[{'location': [118.5, 40.9], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 57.7], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.6, 51.7], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.6, 46.0], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.9, 39.9], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.7, 47.6], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 27.9], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.3, 31.6], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [80.5, 59.9], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [89.6, 26.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.6, 29.0], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 17.1], 'player': {'id': 8286, 'name': 'Leonardo Spinazzola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.9, 41.3], 'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 43.0], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.4, 64.0], 'player': {'id': 8181, 'name': 'Nicolò Barella'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",c04360a0-7551-4496-a697-e77a4318baf3,,Post,,0.026149547,Normal,Open Play,,,,Italy,914,00:31:50.829,Shot,
,,,,,,,,,,,,,,,,,,0.161769,,,,,,,,,,,,,e3a46723-0be5-4d6e-9714-b3dbaf999de6,1690,,,"[98.1, 47.6]",3794685,33,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ciro Immobile,7788.0,Center Forward,69,Italy,914,"['1662bd3f-dabc-4339-b9e0-439a7e54424d', '97da86ce-2a77-4a81-91e7-1d39fd2fc131', 'af697bce-773b-4311-8b28-d2b128d41354']",43,,Right Foot,"[98.7, 47.4]",True,"[{'location': [88.9, 51.3], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.5, 31.1], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [83.1, 41.5], 'player': {'id': 8769, 'name': 'Xaver Schlager'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.0, 53.4], 'player': {'id': 8518, 'name': 'Marcel Sabitzer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [81.5, 64.8], 'player': {'id': 24977, 'name': 'Christoph Baumgartner'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.6, 49.7], 'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 30.5], 'player': {'id': 8779, 'name': 'Stefan Lainer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.2, 53.3], 'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 47.3], 'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 47.1], 'player': {'id': 3969, 'name': 'Aleksandar Dragović'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 40.9], 'player': {'id': 21532, 'name': 'Daniel Bachmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",78ae9f9d-e278-426c-80da-12ec263b5ff0,,Blocked,,0.02779358,Normal,Open Play,,,,Italy,914,00:33:43.087,Shot,True
