ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.111,,,,,,,,,,,29c53e2c-7f25-4141-84a6-60b44e7a380b,1390,,"[96.0, 50.0]",7485,45,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vanessa DiBernardo,6812.0,Left Midfield,73,Chicago Red Stars,761,['8a27ae0c-cdb7-4a11-ad52-344b94ac1efc'],4,Right Foot,"[119.0, 45.0, 0.6]",,"[{'location': [108.0, 26.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 29.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.0, 34.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 38.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 45.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 54.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Off T,0.06885328,Normal,Free Kick,,,,Chicago Red Stars,761,00:45:04.907,Shot,
,,,,,,,,,,0.557,,,,,,,,,,,e6a4dcf0-a534-40c1-87b9-bb63a9f89404,1574,,"[92.0, 46.0]",7485,48,,,,,,,,,,,,,,,,,,,,1,From Throw In,Morgan Paige Gautrat,6813.0,Left Defensive Midfield,81,Chicago Red Stars,761,"['599326ce-2060-4669-967f-05feefd7906e', '94ace59b-afc9-49f1-a74a-47e017abc89c']",27,Right Foot,"[105.0, 41.0]",True,"[{'location': [105.0, 29.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 33.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 43.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 58.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 64.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 53.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 55.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 36.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 44.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",0d13cb27-270d-484d-a4cd-3df2623c98e9,,Blocked,0.040606894,Normal,Open Play,,,,Chicago Red Stars,761,00:48:27.483,Shot,
,,,,,,,,,,0.793,,,,,,,,,,,ed55a795-1847-4d8e-a442-60f6d2ffc750,1632,,"[111.0, 52.0]",7485,49,,,,,,,,,,,,,,,,,,,,1,From Counter,Samantha May Kerr,4961.0,Center Forward,83,Chicago Red Stars,761,['1d680508-880b-46b1-b082-1c6254b9c9e7'],33,Right Foot,"[117.0, 40.7, 1.0]",,"[{'location': [119.0, 42.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 52.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 48.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 53.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",06e8bd41-1f74-48e6-a38d-ec7ce0e8dd5e,,Saved,0.1398586,Normal,Open Play,,,,Chicago Red Stars,761,00:49:33.388,Shot,
,,,,,,,,,,0.588,,,,,,,,,,,e73d0303-55f7-4ea4-a464-7319bbf420dc,1929,,"[119.0, 25.0]",7485,47,,,,,,,,,,,,,,,,,,,,2,From Corner,Vanessa DiBernardo,6812.0,Left Midfield,103,Chicago Red Stars,761,['822e6b12-f8ce-45bc-a67f-ab9aa10f0e09'],16,Right Foot,"[120.0, 35.4, 0.5]",,"[{'location': [111.0, 36.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 43.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 51.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 44.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.0, 36.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [89.0, 32.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 18.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 38.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 50.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 30.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 31.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 22.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",0c340c58-957d-48d8-9cd5-0f1381bb3a60,,Off T,0.01663726,Normal,Open Play,,,,Chicago Red Stars,761,00:02:16.319,Shot,
,,,,,,,,,,1.584,,,,,,,,,,,0cbe47df-f7db-4070-972d-3276aee6e1e7,1949,,"[106.0, 29.0]",7485,47,,,,,,,,,,,,,,,,,,,,2,Regular Play,Megan Anna Rapinoe,8298.0,Left Wing,104,OL Reign,760,['2721978b-082d-4b67-8ff9-2ee50b7d1ddd'],51,Left Foot,"[119.0, 45.4, 0.2]",,"[{'location': [107.0, 46.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 37.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",88e28ed4-fae6-4039-b959-b87a6e55667f,,Off T,0.07112943,Normal,Open Play,,,,OL Reign,760,00:02:51.563,Shot,
,,,,,,,,,,0.398,,,,,,,,,,,1a1312b0-cdd7-4586-9d58-a6c69b8e8442,2020,,"[101.0, 29.0]",7485,51,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Danielle Colaprico,4947.0,Right Defensive Midfield,113,Chicago Red Stars,761,"['1c109b44-8a3b-4c0a-8ae2-d27d7fd3eb2d', 'eb1484a9-ea17-4aee-a54f-ba1f8219e7e4']",27,Right Foot,"[111.0, 36.0]",,"[{'location': [107.0, 52.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 47.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.0, 42.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.0, 28.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 49.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 40.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Blocked,0.0803823,Normal,Free Kick,,,,Chicago Red Stars,761,00:06:27.851,Shot,
,,,,,,,,,,1.735,,,,,,,,,,,f3a88e6e-3789-400b-b39c-00b479708651,2184,,"[106.0, 58.0]",7485,55,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alyssa Mautz,4953.0,Right Midfield,120,Chicago Red Stars,761,['9f5c2dde-25da-4548-a618-4eb939e61992'],44,Right Foot,"[120.0, 43.2, 3.8]",,"[{'location': [100.0, 24.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.0, 31.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.0, 53.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 45.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 45.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 35.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.0, 51.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 25.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",0f318e7f-2fa4-4107-9402-02376a41b28e,,Off T,0.016832283,Half Volley,Open Play,,,,Chicago Red Stars,761,00:10:44.465,Shot,
,,,,,,,,,,0.902,,,,,,,,,,,7ba63242-080a-4d01-bcf2-7a96290bdc15,2247,,"[112.0, 31.0]",7485,57,,,,,,,,,,,,,,,,,,,,2,Regular Play,Beverly Yanez,5006.0,Right Midfield,124,OL Reign,760,['0f45ea0b-fe23-46cf-b789-a59c71741a6b'],41,Head,"[118.0, 23.0]",,"[{'location': [106.0, 50.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 67.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 62.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 34.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 64.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 59.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 7179, 'name': 'Casey Marie Krueger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",907e6aef-13c6-4f61-bdb5-ebf2a6127c6a,,Wayward,0.12840556,Normal,Open Play,,,,OL Reign,760,00:12:41.449,Shot,
,,,,,,,,,,1.206,,,,,,,,,,,ffe348a2-7370-421b-a9e9-b430c4451692,2329,,"[101.0, 53.0]",7485,60,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adriana Kristina Leon,8297.0,Right Wing,130,OL Reign,760,['6babd1a1-40da-42c1-9f76-0b593cf8bd9e'],52,Right Foot,"[119.0, 35.0, 1.3]",,"[{'location': [118.0, 42.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 52.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",cd163d4d-31bb-4b66-88a6-ec41ca1fe54a,,Off T,0.040111944,Normal,Open Play,,,,OL Reign,760,00:15:52.385,Shot,
,,,,,,,,,,0.519,,,,,,,,,,,cada6313-a069-4136-aa30-87933a5bd4ea,2369,,"[100.0, 29.0]",7485,66,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Vanessa DiBernardo,6812.0,Left Midfield,136,Chicago Red Stars,761,"['ae570332-cd9b-4c05-b7b1-351bb44c592a', 'dd7845c5-13ff-4d31-b1c6-1b71c6c32d14']",9,Left Foot,"[109.0, 40.0]",,"[{'location': [83.0, 13.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.0, 57.0], 'player': {'id': 4953, 'name': 'Alyssa Mautz'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 46.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 4963, 'name': 'Yuki Nagasato'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 28.0], 'player': {'id': 5103, 'name': 'Michele Vasconcelos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 39.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 27.0], 'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 30.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 30.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",88ae0155-562b-4ef8-9b36-2a7dc70c829a,,Blocked,0.02478428,Normal,Open Play,,,,Chicago Red Stars,761,00:21:09.010,Shot,
