ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.4268,,,,,,,,,,,,d8de6da6-8ed5-407e-8a6a-95990217dbfb,94,,,"[101.0, 59.0]",19785,2,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,['19ee77a7-bc87-4b75-93f5-963991435b53'],8,,Left Foot,"[120.0, 44.2, 3.8]",,"[{'location': [110.0, 55.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 53.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 56.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 51.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 36.0], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 26.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.0, 58.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 48.0], 'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 35.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,,Off T,0.011525971,Normal,Free Kick,,,,Chelsea FCW,971,00:02:08.457,Shot,
,,,,,,,,,,0.1263,,,,,,,,,,,,0fbeeb56-6f6c-413e-a91d-c4c9a101effe,324,,,"[111.0, 35.0]",19785,9,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karen Julia Carney,15553.0,Left Wing,27,Chelsea FCW,971,"['d0ec9faa-74f8-40ef-93f5-3391b93957e3', 'ebce44ba-235c-4483-a540-2a3873a76338']",11,,Left Foot,"[113.0, 37.0]",,"[{'location': [113.0, 37.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 29.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 34.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 35.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 49.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 44.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",02fee973-8d6b-4cb3-adb2-a594d2a5ce46,,,Blocked,0.1438591,Normal,Open Play,,,,Chelsea FCW,971,00:09:11.085,Shot,
,,,,,,,,,,1.9825,,,,,,,,,,,,0ed1ce7d-2809-4685-acb6-dcd15332881a,337,,,"[108.0, 43.0]",19785,9,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sophie Louise Ingle,15549.0,Center Defensive Midfield,28,Chelsea FCW,971,"['e9a24d7c-db6c-4b45-a225-48e4772cacfe', 'f67858b0-5a7f-4fcf-992d-c3e26b1437a4']",51,True,Head,"[120.0, 40.5, 1.7]",,"[{'location': [96.0, 38.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.0, 30.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 17.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 20.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 29.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 49.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 23.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",cb2a500b-a9b0-4b8f-8d20-c6795cdeaf51,,,Saved,0.04386849,Normal,Open Play,,,,Chelsea FCW,971,00:09:51.400,Shot,True
,,,,,,,,,,0.742057,,,,,,,,,,,,a89d8800-4df8-438f-bae8-d952e642aea9,395,,,"[93.0, 53.0]",19785,12,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,So-Yun Ji,4647.0,Right Center Midfield,34,Arsenal WFC,968,"['1f0e2a3c-99f3-4cdc-9559-98501200ea15', '4894615e-49a4-4cc0-bd7d-a6cf0c2e47c4']",49,,Right Foot,"[105.0, 51.0]",,"[{'location': [118.0, 42.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 23.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 41.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 57.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.0, 27.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.0, 49.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 59.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 41.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 27.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 27.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Blocked,0.02947908,Normal,Open Play,,,,Chelsea FCW,971,00:12:49.674,Shot,
,,,,,,,,,,1.53031,,,,,,,,,,,,ec4eb20b-91e2-4b7e-a3ca-167ed647c2f9,519,,,"[112.0, 39.0]",19785,15,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,37,Chelsea FCW,971,['15f627c2-f929-4f87-b4b5-9c96e27496e2'],18,,Right Foot,"[120.0, 42.6, 0.9]",True,"[{'location': [98.0, 35.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 27.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.0, 54.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 58.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 62.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 72.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 59.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.0, 30.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",a71cfca7-e24e-4733-b611-82f5c04e8e31,,,Saved,0.4684039,Volley,Open Play,,,,Chelsea FCW,971,00:15:18.186,Shot,
,,,,,,,,,,0.191471,,,,,,,,,,,,0386b718-40dc-4aad-97c0-96876f1784a9,785,,,"[96.0, 40.0]",19785,21,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Left Wing,52,Chelsea FCW,971,"['0148eec2-270a-4a2c-9a96-95f34288010e', '6a6057e3-6baa-4f24-97e5-4a49a0cec184']",51,,Right Foot,"[102.0, 42.0]",,"[{'location': [94.0, 51.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 54.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 23.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [85.0, 25.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.0, 22.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 56.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 46.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 34.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",028807b4-4825-48b0-aca2-a32c1cdfe87f,,,Blocked,0.052525364,Normal,Open Play,,,,Chelsea FCW,971,00:21:51.004,Shot,
,,,,,,,,,,1.120252,,,,,,,,,,,,67cfcbea-134e-494d-8e14-e04802971ec7,968,,,"[114.0, 39.0]",19785,25,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Left Wing,62,Chelsea FCW,971,"['47eef997-0754-419e-8f1b-9f077a6ce972', '55574e4f-61d7-48e6-b3bc-17dcf8c8ab44']",56,True,Head,"[120.0, 36.6, 2.0]",,"[{'location': [92.0, 44.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 54.0], 'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.0, 30.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 36.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 51.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 56.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 44.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",3c35a654-675b-4c3e-9025-bd2cc5d2cbc7,,,Goal,0.22632198,Normal,Open Play,,,,Chelsea FCW,971,00:25:56.961,Shot,True
,,,,,,,,,,0.419286,,,,,,,,,,,,45023a4b-0564-4e4e-a95f-2a1cd1d2ed14,1036,,,"[102.0, 25.0]",19785,28,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Bethany England,15550.0,Center Forward,65,Arsenal WFC,968,"['4b907032-aae7-4bf4-966c-0f034fbc299e', '658186a8-d502-4e34-a70e-51b21dbeff51', 'a887a095-33eb-48d8-b18b-ffea1594c73b']",7,,Left Foot,"[107.0, 29.0]",,"[{'location': [102.0, 38.0], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.0, 38.0], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 25.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.0, 38.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 55.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Blocked,0.027887113,Normal,Open Play,,,,Chelsea FCW,971,00:28:07.346,Shot,True
,,,,,,,,,,1.535299,,,,,,,,,,,,848d275a-ed67-4503-bce4-321929fa1a50,1344,,,"[93.0, 42.0]",19785,35,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Erin Cuthbert,4660.0,Left Wing,75,Chelsea FCW,971,['1d01d635-0c38-40b3-a932-fe8fbd922cea'],15,,Right Foot,"[120.0, 34.0, 0.5]",,"[{'location': [77.0, 57.0], 'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [71.0, 23.0], 'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [72.0, 36.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 37.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 42.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 43.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 33.0], 'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.0, 19.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.0, 51.0], 'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.0, 75.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",1bc3ebd5-aee4-4763-b598-4eab25c7eed0,,,Off T,0.025181053,Normal,Open Play,,,,Chelsea FCW,971,00:35:15.223,Shot,
,,,,,,,,,,0.1868,,,,,,,,,,,,14209209-5733-4e47-a8ca-a3ba0478e29c,2197,,,"[106.0, 32.0]",19785,54,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Drew Spence,4638.0,Right Center Midfield,119,Chelsea FCW,971,"['423a10b2-143b-4300-9f2e-330c4b50eedb', 'e21e0b03-117d-42d8-992d-3f0abc9d576a']",23,,Left Foot,"[109.0, 33.0]",,"[{'location': [111.0, 44.0], 'player': {'id': 15553, 'name': 'Karen Julia Carney'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 28.0], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 20.0], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 23.0], 'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 29.0], 'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",205e49dc-e71e-4ed1-830e-66fe0251e34e,,,Blocked,0.098180145,Normal,Open Play,,,,Chelsea FCW,971,00:09:23.786,Shot,
