ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.212349,,,,,,,,,,,,,,8c7bf90e-8b1d-4e73-aad5-15a79df6a614,68,,"[97.3, 58.5]",3879870,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ricardo Gabriel Álvarez,8875.0,Right Center Midfield,5,Juventus,224,"['3c9302c9-4ad2-4517-9494-27924a94aef6', '9edb19c1-b97a-446b-b9c7-f391508c4184', 'a424a872-31cd-4506-bec0-8bea6c2077b6']",3,,Left Foot,True,"[119.2, 43.9, 0.5]",,"[{'location': [119.1, 42.3], 'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 58.6], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.5, 51.5], 'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 43.4], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.4, 59.4], 'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 56.5], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [93.7, 28.1], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.6, 44.4], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.4, 37.2], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [92.3, 51.2], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.1, 41.8], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 58.3], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Saved,0.00923351,Normal,Open Play,,,,Sampdoria,234,00:01:03.736,Shot,True
,,,,,,,,,,,,,,0.551413,,,,,,,,,,,,,,e9b7a4c0-e9c6-4b19-9624-d7fed6612bd5,229,,"[114.3, 46.3]",3879870,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Patrice Evra,20008.0,Left Wing Back,15,Juventus,224,['af5f016c-7720-43c2-bc71-6a7fb3f9276d'],56,,Head,,"[120.0, 42.9, 2.1]",,"[{'location': [110.2, 37.2], 'player': {'id': 6990, 'name': 'Milan Škriniar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 38.9], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.5, 33.4], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.7, 38.6], 'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.9, 40.4], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.2], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 42.8], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 44.3], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [112.9, 36.3], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.9, 38.6], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.8, 41.5], 'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.0, 47.2], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",1f31745a-d3c0-45a6-84b4-2ebc2c8c4adf,True,Goal,0.15989403,Normal,Open Play,,,,Juventus,224,00:04:56.710,Shot,
,,,,,,,,,,,,,,0.573556,,,,,,,,,,,,,,398a8503-94b5-4b3d-b178-279f32b2b03f,603,,"[108.0, 40.0]",3879870,14,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,35,Juventus,224,['74d1a5d1-1eb2-409a-adea-ff6007d40109'],31,,Left Foot,,"[120.0, 36.3, 0.2]",,,,,Goal,0.7835,Normal,Penalty,,,,Juventus,224,00:14:31.201,Shot,
,,,,,,,,,,,,,,0.476834,,,,,,,,,,,,,,f67ebb5b-2dec-4ddb-bae0-de1e4f458e2c,891,,"[110.4, 22.8]",3879870,20,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,48,Juventus,224,['bc5a79e4-0fa4-4d0f-8b86-8a45135fbfdb'],59,,Left Foot,,"[117.6, 35.7, 2.0]",True,"[{'location': [106.1, 25.5], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 38.6], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 45.6], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 34.5], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 27.5], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 28.5], 'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 35.8], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 33.1], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.8, 23.3], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.6, 48.9], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.3, 56.4], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",,,Saved,0.019469857,Normal,Open Play,,,,Juventus,224,00:20:59.484,Shot,
,,,,,,,,,,,,,,1.732371,,,,,,,,,,,,,,ff0a7b38-363b-4c62-8e2d-2c13fc5b781e,1002,,"[59.7, 13.9]",3879870,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,55,Juventus,224,['186e33a0-5549-4215-8292-b0807fe9a60e'],19,,Right Foot,,"[120.0, 40.0, 5.4]",,"[{'location': [84.8, 46.5], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [56.5, 46.8], 'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 37.3], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.1, 21.0], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.8, 25.2], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [68.3, 39.4], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [72.0, 15.3], 'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [75.2, 5.8], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [68.9, 7.4], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [62.6, 23.0], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [78.7, 25.1], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [68.5, 1.9], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [64.1, 50.2], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f3de0801-4af2-4ae9-a815-f55aa2ef7b00,,Off T,0.0031605752,Lob,Open Play,,,,Juventus,224,00:24:19.157,Shot,
,,,,,,,,,,,,,,0.171567,,,,,,,,,,,,,,8a5ae4ca-b49a-4c09-9da3-f0d0334846cd,1043,,"[88.4, 31.3]",3879870,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fabio Quagliarella,7011.0,Right Center Forward,56,Sampdoria,234,"['0c5cfe58-85ae-470d-8e47-64e3f2244e6a', '6e28514f-b1ee-4e48-9f21-da4a53190ac9', '83ab6cfe-6594-4215-86e4-6708e9e5e718']",3,,Right Foot,,"[91.0, 32.0]",,"[{'location': [92.6, 22.6], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.9, 39.8], 'player': {'id': 6590, 'name': 'Norberto Murara Neto'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.2, 41.9], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [81.1, 17.8], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [92.1, 43.4], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.8, 35.1], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [91.1, 31.9], 'player': {'id': 25345, 'name': 'Anderson Hernanes de Carvalho Andrade'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 39.1], 'player': {'id': 6954, 'name': 'Giorgio Chiellini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 46.5], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.2, 32.8], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 29.4], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.2, 24.1], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [102.0, 48.3], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.5, 53.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [85.9, 36.9], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.3, 35.9], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",5398d964-d8b1-4f84-9fa2-5df22d125ad9,,Blocked,0.019119998,Normal,Open Play,,,,Sampdoria,234,00:25:03.098,Shot,True
,,,,,,,,,,,,,,0.632011,,,,,,,,,,,,,,f43e6a81-495c-465c-9d3f-2858ae9833ea,1193,,"[98.9, 39.2]",3879870,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Paulo Bruno Exequiel Dybala,5743.0,Right Center Forward,63,Juventus,224,['a411c621-3c11-455c-a04d-9d094466e5e5'],15,,Left Foot,,"[114.7, 37.5, 0.7]",,"[{'location': [114.7, 38.9], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.7, 35.4], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.1, 43.4], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 39.3], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 42.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c4a1572d-2d2f-4816-b082-da2ca49ee2f0,,Saved,0.08496547,Normal,Open Play,,,,Juventus,224,00:28:15.753,Shot,
,,,,,,,,,,,,,,1.053958,,,,,,,,,,,,,,cf7a0ed3-3e8c-499a-87a2-069bbb3e2b49,1198,,"[111.7, 35.0]",3879870,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Stephan Lichtsteiner,5541.0,Right Wing Back,64,Juventus,224,"['3e5c1f47-38bc-4897-976d-6dc5be2fda84', 'e8307cef-dab6-4f5e-8cd0-c38b4f687947']",50,True,Head,,"[118.3, 38.5, 2.3]",,"[{'location': [110.4, 34.3], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.3, 34.7], 'player': {'id': 7011, 'name': 'Fabio Quagliarella'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.5, 31.4], 'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.5, 36.0], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 38.5], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.4, 38.7], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 47.7], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 43.7], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 34.0], 'player': {'id': 6943, 'name': 'Andrea Barzagli'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [112.6, 43.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 48.3], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 41.9], 'player': {'id': 7173, 'name': 'Leonardo Bonucci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.4, 42.0], 'player': {'id': 20008, 'name': 'Patrice Evra'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",ad120a09-9e97-4ebc-9106-96bba5c78fe8,,Saved,0.078929625,Normal,Open Play,,,,Juventus,224,00:28:50.344,Shot,True
,,,,,,,,,,,,,,0.395656,,,,,,,,,,,,,,4fa2bfe8-c1de-49e0-b6b8-3bd28c45d554,1233,,"[96.0, 35.2]",3879870,29,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Giorgio Chiellini,6954.0,Left Center Back,65,Juventus,224,['35b3394d-d0e6-4d2f-9213-12f1c912e033'],43,,Left Foot,,"[120.0, 49.7, 0.2]",True,"[{'location': [104.2, 36.3], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 32.0], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 39.3], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.6, 43.8], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.2, 43.6], 'player': {'id': 15959, 'name': 'Nenad Krstičić'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 57.6], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 57.3], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.9, 47.7], 'player': {'id': 8875, 'name': 'Ricardo Gabriel Álvarez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.7, 41.1], 'player': {'id': 6822, 'name': 'Carlos Joaquín Correa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.3, 25.4], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 66.5], 'player': {'id': 5541, 'name': 'Stephan Lichtsteiner'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [105.7, 34.9], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [96.8, 62.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.5, 40.6], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f1ac69bc-7fca-492f-9b47-ffc2842a0de2,,Off T,0.033014145,Volley,Open Play,,,,Juventus,224,00:29:43.011,Shot,
,,,,,,,,,,,,,,0.900504,,,,,,,,,,,,,,3cccb1d2-7a2f-468b-9403-5e998b3aebbe,1293,,"[113.5, 34.8]",3879870,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stephan Lichtsteiner,5541.0,Right Wing Back,67,Juventus,224,['16bf6aeb-0d9f-4546-be91-f1494b324fd9'],5,,Head,,"[120.0, 36.1, 2.9]",,"[{'location': [106.9, 31.2], 'player': {'id': 7020, 'name': 'Jacopo Sala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.2, 33.2], 'player': {'id': 7009, 'name': 'Édgar Osvaldo Barreto Cáceres'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.5, 32.6], 'player': {'id': 174418, 'name': 'Modibo Diakité'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 35.7], 'player': {'id': 7019, 'name': 'Matías Agustín Silvestre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 43.9], 'player': {'id': 25505, 'name': 'José Rodolfo Pires Ribeiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 36.2], 'player': {'id': 7804, 'name': 'Alberto Brignoli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 29.0], 'player': {'id': 5743, 'name': 'Paulo Bruno Exequiel Dybala'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 20.8], 'player': {'id': 3579, 'name': 'Roberto Maximiliano Pereyra'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.9, 48.9], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.6, 42.2], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",4149aec3-f9d8-4f46-92e8-926e72e3057c,True,Post,0.17530194,Normal,Open Play,,,,Juventus,224,00:31:05.714,Shot,
