50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.383577,,,,,,,,,,,,,b4101e53-eeaf-47bc-9e21-acea19a84a31,1046,,"[95.1, 24.9]",3900618,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Zlatan Ibrahimović,3672.0,Center Forward,42,Paris Saint-Germain,131,"['8015dca8-6fb2-43f6-8c38-8025169a7cde', 'd103b5a5-bf97-48e1-b033-3c5caaae7d47']",10,,Right Foot,"[103.4, 29.7]",,"[{'location': [103.4, 45.6], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.5, 37.5], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [96.6, 44.4], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.1, 52.9], 'player': {'id': 8510, 'name': 'Jean-Kévin Augustin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.4, 41.4], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.6, 47.2], 'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.1, 32.4], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.3, 44.0], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.6, 29.3], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.6, 31.3], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 29.8], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 38.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 30.5], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 38.4], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 41.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 28.5], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.8, 40.4], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 35.9], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Blocked,0.041086175,Normal,Free Kick,,,,Paris Saint-Germain,131,00:25:10.435,Shot,
,,,,,,,,,,,,,,,,,0.983019,,,,,,,,,,,,,7817cffe-56bf-4359-93f4-77f12067158d,2555,,"[101.8, 38.5]",3900618,53,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edinson Roberto Cavani Gómez,4319.0,Left Wing,102,Paris Saint-Germain,131,"['07c95d9b-39fd-4ae8-9313-c4043e7fc9f4', '5d943ea6-b7f3-47fe-bcc6-0d7b1d02bbc6']",17,,Right Foot,"[120.0, 44.0, 2.0]",,"[{'location': [111.5, 39.7], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 47.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.7, 37.6], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 42.7], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.5, 45.8], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.4, 35.4], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e8bea9e5-1924-4d77-90ca-af9ca7699146,True,Post,0.37909007,Lob,Open Play,,,,Paris Saint-Germain,131,00:08:17.600,Shot,True
,,,,,,,,,,,,,,,,,0.557617,,,,,,,,,,,,,52dbf12e-a5b1-4bdf-a651-bbeb8acd5070,2604,,"[114.3, 39.2]",3900618,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,104,Paris Saint-Germain,131,"['aeaba873-bcaf-46f5-b7a8-b440971d4637', 'b150bb84-f7f0-4593-b1a7-96dbf1bee2ae']",14,,Right Foot,"[120.0, 40.9, 1.0]",True,"[{'location': [111.3, 46.2], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.9, 39.3], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.8, 53.0], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 32.7], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 39.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 19.0], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 38.6], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.8, 59.7], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.9, 39.3], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.9, 45.2], 'player': {'id': 8510, 'name': 'Jean-Kévin Augustin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.0, 15.5], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",39d16a41-e2b8-4376-bd2b-2d05967afa78,,Goal,0.4225615,Half Volley,Open Play,,,,Paris Saint-Germain,131,00:09:14.225,Shot,True
,,,,,,,,,,,,,,,,,0.86992,,,,,,,,,,,,,0c876e1f-54f4-4abb-ad76-bc77b954ca50,3295,,"[104.1, 26.5]",3900618,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Layvin Kurzawa,4326.0,Left Back,125,Paris Saint-Germain,131,['90b6a12d-dcfa-4e4e-b11a-c82ba6c4627c'],44,,Left Foot,"[120.0, 43.6, 0.3]",True,"[{'location': [108.8, 37.5], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 30.8], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 21.3], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.6, 38.2], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 10.7], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.4, 37.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 37.3], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.8, 43.5], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 53.3], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.1, 1.1], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [105.2, 40.0], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.2, 30.3], 'player': {'id': 8510, 'name': 'Jean-Kévin Augustin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.6, 44.2], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Goal,0.040445466,Volley,Open Play,,,,Paris Saint-Germain,131,00:23:44.447,Shot,
,,,,,,,,,,,,,,,,,0.840711,,,,,,,,,,,,,014d9876-bfe4-4fcc-92d3-c04d16d6bace,3383,,"[98.4, 24.7]",3900618,71,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Walid Mesloub,7766.0,Center Attacking Midfield,131,Lorient,165,"['6046a89c-e2d3-498d-ac20-db3cd68de933', '84acda04-a253-41ff-ad7d-44ddd606999a']",59,,Right Foot,"[116.9, 36.9, 0.6]",,"[{'location': [94.0, 22.8], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 26.3], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 36.8], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.6, 45.5], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.7, 22.2], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.1, 31.1], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 25.0], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.3, 12.9], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.7, 29.7], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.9, 6.6], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.0, 51.9], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.2, 27.7], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [92.6, 22.1], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",ddb42626-4451-4ef8-b47d-cd52ba414f2b,,Saved,0.0256986,Normal,Open Play,,,,Lorient,165,00:26:59.518,Shot,True
,,,,,,,,,,,,,,,,,0.957453,,,,,,,,,,,,,9be85b80-19df-4fd9-8edc-99db8b2d86e8,3401,,"[99.6, 20.3]",3900618,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ángel Fabián Di María Hernández,2995.0,Left Center Forward,133,Paris Saint-Germain,131,"['cfbb0096-b5e3-4226-8fe6-86e09d7942f9', 'f56700ef-3896-4eb6-a7dc-ab6b39207a3d']",21,,Left Foot,"[120.0, 47.2, 0.7]",,"[{'location': [115.5, 34.6], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 36.6], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 21.5], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.6, 20.1], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.0, 35.6], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.1, 37.5], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",19f13c24-64e9-4123-bf40-89e81deea840,,Off T,0.010854606,Lob,Open Play,,,,Paris Saint-Germain,131,00:27:21.195,Shot,True
,,,,,,,,,,,,,,,,,1.37123,,,,,,,,,,,,,0ae93bc0-08cb-4cbf-b3d9-964b95392f64,3416,,"[106.2, 38.8]",3900618,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Zargo Touré,7211.0,Left Center Back,135,Lorient,165,['05070326-f039-44c6-96e0-e46f52f0e61a'],18,,Head,"[118.8, 40.3, 2.3]",,"[{'location': [112.5, 46.1], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 43.5], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 38.9], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 45.4], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 33.8], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.4, 47.9], 'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.2, 36.7], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.4, 37.2], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 40.4], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 77.1], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.1, 32.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.8, 38.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [93.3, 30.1], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.8, 50.4], 'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.6, 45.1], 'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",f8dfcfba-47f2-4be2-8798-3972a25ffcd8,,Saved,0.028299432,Normal,Open Play,,,,Lorient,165,00:28:18.008,Shot,
,,,,,,,,,,,,,,,,,0.225975,,,,,,,,,,,,,96a19ea1-38b3-4fb3-b3fe-43741c67c993,3825,,"[89.9, 52.1]",3900618,80,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,155,Lorient,165,"['8d7c073b-af34-4fc4-a767-67b04160fb1f', 'e4b597f0-c509-462c-99d0-c1d6b4b61084']",30,,Right Foot,"[96.7, 49.3]",,"[{'location': [118.1, 42.3], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.6, 59.8], 'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [83.4, 35.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [90.2, 45.3], 'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 55.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.7, 49.3], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 54.9], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 43.6], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.3, 26.4], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.7, 30.8], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 62.7], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.2, 76.8], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [81.0, 39.2], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.7, 43.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.2, 38.3], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",a3fe1be8-0835-45c5-9837-f8c1d821fc98,,Blocked,0.018332602,Normal,Open Play,,,,Lorient,165,00:35:30.623,Shot,
,,,,,,,,,,,,,,,,,0.179602,,,,,,,,,,,,,10659ddc-8a59-4984-ade2-4ee4397b6243,3949,,"[109.0, 29.2]",3900618,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jimmy Cabot,7336.0,Left Midfield,161,Lorient,165,"['01853676-7715-4af8-badb-56f71cb66b68', '481894a8-af94-4524-b4dd-1bd51071c39b', '9d9fcfa0-babe-443a-be95-1cf89343a014', 'fb627831-97d7-45d2-a87e-b5ffddf3a43d']",2,,Left Foot,"[111.2, 31.6]",,"[{'location': [117.4, 36.6], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 34.5], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 40.7], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 18.2], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.6, 31.3], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.4, 33.0], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 32.1], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 31.0], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.4, 42.1], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.2, 21.4], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.8, 37.2], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",76398f52-25d5-4bf2-a560-0abefed2b372,,Blocked,0.10122973,Normal,Open Play,,,,Lorient,165,00:39:02.282,Shot,True
,,,,,,,,,,,,,,,,,0.123494,,,,,,,,,,,,,97ae3c1c-d53c-4720-91bb-531b9bfbedc3,3954,,"[103.5, 24.8]",3900618,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Raphaël Adelino José Guerreiro,5209.0,Left Back,161,Lorient,165,['421707f4-5753-4e18-b41a-6fc765c18539'],3,,Left Foot,"[120.0, 28.8, 7.0]",True,"[{'location': [106.9, 35.7], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 20.7], 'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.5, 31.8], 'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 39.5], 'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 31.1], 'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 27.3], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 36.2], 'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 27.8], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.6, 38.9], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.2, 28.8], 'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [115.7, 44.0], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Off T,0.018196963,Half Volley,Open Play,,,,Lorient,165,00:39:03.619,Shot,
