50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.5477,,,,,,,,,,,,,,63e6360f-ae51-459b-a5a8-33a7b9582c55,96,,"[113.3, 39.0]",22984,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sara Däbritz,10263.0,Left Midfield,10,Germany Women's,857,['25f8016b-8db8-4b1c-b532-221b151021c4'],50,,Right Foot,"[119.0, 39.1, 0.2]",True,"[{'location': [104.4, 40.9], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.6, 43.2], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.7, 49.1], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.3, 44.5], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.7, 40.4], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.7, 44.4], 'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 40.8], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 46.6], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 40.2], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 44.1], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 41.9], 'player': {'id': 25512, 'name': 'Busisiwe Ndimeni'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.2, 16.0], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.1, 24.7], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 25.0], 'player': {'id': 25748, 'name': 'Mamello Makhabane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.8, 25.2], 'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.2, 39.0], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",727154cc-3eb1-454b-9392-24983fae1567,,,Saved,,0.2792247,Volley,Open Play,,,,Germany Women's,857,00:02:50.976,Shot,
,,,,,,,,,,,,,,,,,1.5488,,,,,,,,,,,,,,755819cf-332b-4fed-a6a2-ceb6005cd07b,276,,"[93.7, 35.8]",22984,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sara Däbritz,10263.0,Left Midfield,23,Germany Women's,857,['0d4a5ae6-15b4-4ea9-8b17-196c433ebea0'],32,,Right Foot,"[120.0, 45.1, 3.7]",,"[{'location': [102.3, 20.8], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 39.5], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.3, 39.2], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.3, 38.6], 'player': {'id': 25748, 'name': 'Mamello Makhabane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.1, 33.9], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.9, 34.0], 'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 26.6], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.6, 29.0], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.3, 43.3], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.1, 26.9], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.3, 16.9], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",a7e8fc9a-1ad6-4b6e-ae99-40920fcfa288,,,Off T,,0.04217997,Normal,Open Play,,,,Germany Women's,857,00:06:32.264,Shot,
,,,,,,,,,,,,,,,,,0.7728,,,,,,,,,,,,,,0a563b17-8b1c-4076-9ad4-e9695fd6de2e,469,,"[113.9, 38.7]",22984,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Melanie Leupolz,15648.0,Right Center Midfield,42,Germany Women's,857,['12c13b1e-cba6-4ef5-864d-ba8bb56ef8b6'],30,,Head,"[120.0, 36.7, 0.2]",,"[{'location': [112.8, 37.6], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.4, 37.0], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.3, 79.4], 'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 43.3], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [112.5, 44.8], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 39.9], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.6, 43.0], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.1, 39.7], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.2, 42.7], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 36.5], 'player': {'id': 25512, 'name': 'Busisiwe Ndimeni'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.9, 37.5], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.1, 45.0], 'player': {'id': 25748, 'name': 'Mamello Makhabane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.7, 43.4], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 40.1], 'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",ef6d44aa-b886-42da-b3dc-2bd006e57511,,,Goal,,0.14540619,Normal,Open Play,,,,Germany Women's,857,00:13:30.084,Shot,
,,,,,,,,,,,,,,,,,1.771,,,,,,,,,,,,,,928876da-f064-4dd8-ab7e-300b26517118,529,,"[93.4, 9.5]",22984,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nothando Vilakazi,25517.0,Left Back,45,South Africa Women's,1216,['9664c97b-3d06-486b-a7fb-3de5efd59b26'],19,,Left Foot,"[120.0, 35.3, 2.9]",,"[{'location': [86.5, 52.9], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.9, 13.0], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.4, 36.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.4, 23.9], 'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 36.4], 'player': {'id': 10257, 'name': 'Almuth Schult'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 48.5], 'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 37.3], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 21.7], 'player': {'id': 10261, 'name': 'Sara Doorsoun-Khajeh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.4, 8.0], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.0, 57.1], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [81.1, 51.0], 'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 6.7], 'player': {'id': 25512, 'name': 'Busisiwe Ndimeni'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.6, 57.3], 'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.2, 37.1], 'player': {'id': 25519, 'name': 'Ode Fulutudilu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",f4f79624-6dd8-4b5a-bf0b-130d87866e0c,,,Off T,,0.0044716755,Normal,Open Play,,,,South Africa Women's,1216,00:15:19.858,Shot,
,,,,,,,,,,,,,,,,,0.4172,,,,,,,,,,,,,,996f1b9b-0b3c-4fba-a4a1-916864fc0b2a,553,,"[112.1, 29.0]",22984,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sara Däbritz,10263.0,Left Midfield,46,Germany Women's,857,"['0197f7e6-43d3-4ba5-ad89-fc83c0876ec7', 'a3d83d5d-843c-41b6-98c9-69827a242066']",57,,Left Foot,"[117.7, 37.8, 0.2]",,"[{'location': [109.7, 40.4], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.2, 30.9], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.4, 37.3], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 33.2], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 29.5], 'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.9, 17.4], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 39.0], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 45.8], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 40.3], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",2f6fee13-5979-4af1-bb21-8fd00e4eafac,True,,Saved,,0.14130749,Normal,Open Play,,,,Germany Women's,857,00:15:57.703,Shot,True
,,,,,,,,,,,,,,,,,0.548,,,,,,,,,,,,,,1a300a62-cc97-4400-a4ea-e193fa3cb18c,556,,"[114.1, 40.6]",22984,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alexandra Popp,15178.0,Right Center Forward,46,Germany Women's,857,['6e28eab4-65bb-45fa-a2ce-30461f3a8d1a'],58,,Left Foot,"[120.0, 38.9, 4.9]",True,"[{'location': [115.7, 35.8], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 29.8], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.4, 29.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.3, 48.3], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.8, 33.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.4, 29.5], 'player': {'id': 25518, 'name': 'Amanda Mthandi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.8, 17.3], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 42.3], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 40.4], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 39.1], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,,Off T,,0.75628793,Half Volley,Open Play,,,,Germany Women's,857,00:15:58.653,Shot,
,,,,,,,,,,,,,,,,,0.0947,,,,,,,,,,,,,,5dbdf67a-b2ef-40fd-be02-43bcae3b119d,721,,"[113.6, 41.9]",22984,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sara Däbritz,10263.0,Left Midfield,54,Germany Women's,857,"['2e91c8dd-e994-44f3-8298-da15ce811add', '65682ffc-3d19-470f-8a3e-d3cc46fbeb6a']",22,,Right Foot,"[114.4, 41.8]",True,"[{'location': [116.8, 43.2], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 41.8], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.2, 35.9], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.8, 43.0], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 42.4], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.7, 41.0], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 54.0], 'player': {'id': 25512, 'name': 'Busisiwe Ndimeni'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.9, 34.2], 'player': {'id': 25748, 'name': 'Mamello Makhabane'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.5, 49.5], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.4, 54.5], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",3b7518f2-8aec-4524-97fb-fed878730e62,,,Blocked,,0.237641,Normal,Open Play,,,,Germany Women's,857,00:19:22.037,Shot,
,,,,,,,,,,,,,,,,,0.6924,,,,,,,,,,,,,,d7b2c03c-34ba-4bbb-bc2e-2b511bc03a13,1167,,"[108.2, 43.9]",22984,28,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sara Däbritz,10263.0,Left Midfield,79,Germany Women's,857,['84f26f27-dfe5-4618-b998-c68ee41daf4c'],12,,Left Foot,"[120.0, 42.2, 0.2]",True,"[{'location': [104.1, 43.1], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.8, 37.2], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.8, 31.0], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.7, 25.3], 'player': {'id': 15423, 'name': 'Verena Schweers'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.7, 22.1], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 40.2], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.7, 42.4], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 45.4], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.4, 26.4], 'player': {'id': 25521, 'name': 'Kholosa Biyana'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.3, 22.4], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.1, 42.5], 'player': {'id': 25516, 'name': 'Refiloe Jane'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,,Goal,,0.29337415,Normal,Open Play,,,,Germany Women's,857,00:28:12.174,Shot,
,,,,,,,,,,,,,,,,,0.1138,,,,,,,,,,,,,,6e8a68e8-9375-404e-8b4b-dc2d9973e375,1411,,"[112.5, 39.6]",22984,34,,True,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Svenja Huth,10374.0,Right Midfield,90,Germany Women's,857,['6b8d22d1-fc9d-4e8d-966b-4b5342b7d26b'],13,,Right Foot,"[114.3, 80.0]",True,"[{'location': [96.7, 17.0], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 41.2], 'player': {'id': 25517, 'name': 'Nothando Vilakazi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 38.3], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.6], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.8, 26.1], 'player': {'id': 5054, 'name': 'Janine van Wyk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 35.5], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 22.7], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.9, 16.7], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",246de357-696b-41d8-89a6-d17cfdbbb4e9,,,Wayward,,0.35727128,Normal,Open Play,,,,Germany Women's,857,00:34:13.168,Shot,
,,,,,,,,,,,,,,,,,0.8567,,,,,,,,,,,,,,cd8027eb-d1af-457b-a5cb-5965ca21ce17,1430,,"[103.4, 34.3]",22984,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lina Magull,10259.0,Left Center Midfield,92,Germany Women's,857,['2f9ea48e-c617-44df-bd2d-d4a4439de1a4'],42,,Right Foot,"[120.0, 38.7, 4.2]",,"[{'location': [101.8, 41.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.8, 39.5], 'player': {'id': 25515, 'name': 'Andile Dlamini'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 36.8], 'player': {'id': 25514, 'name': 'Noko Matlou'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.8, 29.7], 'player': {'id': 25520, 'name': 'Lebogang Ramalepe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",87a74413-8092-459f-b80d-3553d84b907f,True,,Off T,,0.269407,Normal,Open Play,,,,Germany Women's,857,00:34:42.694,Shot,
