50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.879194,,,,,,,,,,,,,c4870aea-9830-4600-b8a9-3b436b204488,97,,,"[102.1, 29.8]",3775555,2,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rianna Dean,31702.0,Left Wing,8,Tottenham Hotspur Women,749,['74f864ec-bf4d-429b-8733-39cc7653d4c6'],3,,Left Foot,"[113.6, 36.5, 1.9]",True,"[{'location': [115.1, 37.1], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 48.5], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.8, 46.1], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 31.5], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.1, 28.8], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",3348b41f-0d55-4283-8365-5bce3e1d3772,,Saved,,0.10936189,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:02:03.163,Shot,
,,,,,,,,,,,,,,,0.846187,,,,,,,,,,,,,c90f45b4-49ae-4f04-9f5f-a3693b55b1be,128,,,"[110.6, 41.9]",3775555,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sophie Louise Ingle,15549.0,Center Defensive Midfield,17,Chelsea FCW,971,['1e7b2369-8070-4db6-a10c-aa66e43f4336'],13,,Right Foot,"[117.4, 41.0]",True,"[{'location': [117.2, 31.2], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.1, 38.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 33.8], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.2, 37.4], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 38.0], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.1, 42.6], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.8, 41.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 29.2], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.2, 34.6], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.7, 39.4], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.1, 38.7], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",a05c6a75-97c1-4a63-8065-35b9ac9226d6,,Blocked,,0.098329894,Volley,Open Play,,,,Chelsea FCW,971,00:03:13.086,Shot,
,,,,,,,,,,,,,,,0.713307,,,,,,,,,,,,,5d926f6c-5060-40fa-b659-d7e992ffc556,132,,,"[112.4, 42.1]",3775555,3,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sophie Louise Ingle,15549.0,Center Defensive Midfield,17,Chelsea FCW,971,['4dd52af7-e1ac-4436-8828-71babdfba74d'],14,,Head,"[119.3, 43.2, 0.8]",,"[{'location': [116.1, 41.7], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.2, 39.9], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.9, 35.7], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.5, 28.5], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 41.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.5, 44.5], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.8, 43.7], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 39.4], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.4, 41.2], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.3, 40.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 35.4], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 46.7], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 38.9], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 31.7], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Saved,,0.104601346,Normal,Open Play,,,,Chelsea FCW,971,00:03:14.252,Shot,
,,,,,,,,,,,,,,,2.099901,,,,,,,,,,,,,42cee157-19b8-48b8-b414-c9426b5d43c8,192,,,"[108.2, 32.1]",3775555,5,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bethany England,15550.0,Center Forward,22,Chelsea FCW,971,['8a382c1c-e065-4b33-a5b2-fd26cffd97af'],0,,Right Foot,"[120.0, 50.3, 0.2]",True,"[{'location': [101.1, 32.9], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.1, 44.5], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 17.8], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 28.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 33.3], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.8, 29.6], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.2, 23.7], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.4, 36.7], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 48.3], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.5, 10.1], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 27.8], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",2fca65ac-7195-4881-bd37-1b77ead62dd4,,Off T,,0.19559397,Normal,Open Play,,,,Chelsea FCW,971,00:05:00.061,Shot,
,,,,,,,,,,,,,,,0.490051,,,,,,,,,,,,,fadea344-0356-4bae-b332-fdc7088693e1,224,,,"[113.2, 43.1]",3775555,5,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Drew Spence,4638.0,Right Center Midfield,24,Chelsea FCW,971,['9a50c7f8-e6c0-4114-874e-b804272519a7'],49,,Head,"[119.4, 43.4, 1.0]",,"[{'location': [112.7, 43.2], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.7, 40.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.6, 42.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.9, 41.1], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.8, 35.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.3, 24.5], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.6, 34.3], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.3, 42.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.1, 41.8], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.9, 28.1], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 44.2], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.7, 24.9], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.8, 34.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,,0.10269175,Normal,Open Play,,,,Chelsea FCW,971,00:05:49.122,Shot,
,,,,,,,,,,,,,,,0.379481,,,,,,,,,,,,,339a9f33-4cba-43fe-9ad0-e2d91755d8f7,397,,,"[106.3, 40.1]",3775555,11,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sophie Louise Ingle,15549.0,Center Defensive Midfield,37,Chelsea FCW,971,"['6fa795f4-f957-4a9d-859e-75668ff27473', 'c5f40366-da83-4870-b899-b7a8e2879f82']",53,,Right Foot,"[117.8, 37.6, 1.5]",True,"[{'location': [110.4, 19.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.6, 41.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 25.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 39.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 33.7], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.6, 39.2], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.5, 42.7], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 34.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,,0.09544553,Normal,Open Play,,,,Chelsea FCW,971,00:11:53.456,Shot,True
,,,,,,,,,,,,,,,0.502793,,,,,,,,,,,,,834916d2-88fb-49ca-9629-8392abc7d662,407,,,"[114.4, 35.9]",3775555,12,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Magdalena Lilly Eriksson,4633.0,Left Center Back,38,Chelsea FCW,971,['7316777a-1054-4a9c-bc9c-283508de9776'],31,,Head,"[118.6, 37.6, 1.8]",,"[{'location': [109.3, 38.1], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.5, 42.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 41.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 39.6], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 37.6], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.8, 32.0], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 14.3], 'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.8, 23.5], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.7, 38.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.5, 33.9], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.1, 42.5], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.2, 37.6], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.8, 28.9], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,True,Saved,,0.32977796,Normal,Open Play,,,,Chelsea FCW,971,00:12:31.039,Shot,
,,,,,,,,,,,,,,,0.851009,,,,,,,,,,,,,7684e4ab-a0bf-4d1b-8021-85b0fbc1f883,625,,,"[113.9, 44.6]",3775555,18,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Niamh Charles,15631.0,Right Back,50,Chelsea FCW,971,"['4ad1320d-91cd-4290-b58a-e8932682f364', '95b03656-d961-4a51-ba5a-0fef27bb7cc3']",39,True,Head,"[119.1, 44.7, 1.5]",,"[{'location': [111.5, 22.2], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 35.3], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 42.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 44.5], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 40.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 40.5], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 32.5], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.1, 43.4], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 12.3], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.8, 23.7], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 43.3], 'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.7, 40.8], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.1, 32.6], 'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",84ce0280-e418-4fda-acb8-20f6043ec5e5,,Saved Off Target,True,0.095815845,Normal,Open Play,,,,Chelsea FCW,971,00:18:39.940,Shot,True
,,,,,,,,,,,,,,,1.065874,,,,,,,,,,,,,cf48926a-484f-447a-9f40-361f098b4cc1,641,,,"[100.4, 29.1]",3775555,19,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Bethany England,15550.0,Center Forward,52,Tottenham Hotspur Women,749,['87896ace-7f8b-45df-82f3-77ccf01f171f'],33,,Right Foot,"[117.8, 36.5, 0.6]",,"[{'location': [107.5, 49.2], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.2, 40.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 34.6], 'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 21.8], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.4, 28.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 29.2], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.2, 23.9], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.9, 38.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 42.6], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.6, 21.6], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 29.2], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Saved,,0.043411,Normal,Open Play,,,,Chelsea FCW,971,00:19:33.719,Shot,
,,,,,,,,,,,,,,,0.383838,,,,,,,,,,,,,a15b94f5-ce8f-45e8-baa7-09405aa619a2,705,,,"[112.9, 54.5]",3775555,21,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucy Quinn,15564.0,Right Wing,61,Tottenham Hotspur Women,749,['c142d05d-08ac-4fd8-8ba5-8c9a4b0be5ea'],31,,Right Foot,"[117.8, 45.5, 0.1]",,"[{'location': [107.3, 35.2], 'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 41.9], 'player': {'id': 4638, 'name': 'Drew Spence'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.8, 60.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.3, 53.0], 'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.8, 52.6], 'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 44.6], 'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 54.4], 'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.2, 44.8], 'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",1bc37164-cb5c-486a-a48c-e6e42471f7fd,True,Saved,,0.07015041,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:21:31.942,Shot,
