ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.966392,,,,,,,,,,,44f51ec4-d8d4-4b74-a07b-65bc6bc35a13,176,,,"[103.0, 24.0]",19719,4,,,,,,,,,,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Right Center Midfield,11,Reading WFC,974,['96460b74-02c6-4b95-810b-f92ede0edf91'],22,Left Foot,"[119.0, 36.2, 0.8]","[{'location': [100.0, 45.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 30.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 41.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 32.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Saved,0.031963237,Normal,Open Play,,,,Reading WFC,974,00:04:22.383,Shot,
,,,,,,,,,0.902447,,,,,,,,,,,8e067dc0-d396-4634-b3e7-31e462c7ee90,348,,,"[109.0, 53.0]",19719,10,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alisha Lehmann,18153.0,Left Center Forward,30,West Ham United LFC,972,['7241d5a5-07bc-4063-987a-27b8887d959b'],41,Right Foot,"[120.0, 44.4, 1.6]","[{'location': [119.0, 42.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.0, 44.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.0, 46.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.0, 58.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 29.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 54.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",21b346ae-5f47-4cf2-961f-aeff11f737f8,,Post,0.07077117,Normal,Open Play,,,,West Ham United LFC,972,00:10:41.485,Shot,
,,,,,,,,,0.1977,,,,,,,,,,,b5f3c9d2-5df5-4048-aca6-d3f5a7a4e96a,386,,,"[104.0, 40.0]",19719,12,,,,,,,,,,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,34,Reading WFC,974,"['2850c852-dbe0-4524-ae97-67b35ae574a8', '63661a94-f498-479a-b223-b099dbcd8b40']",13,Left Foot,"[106.0, 38.0]","[{'location': [105.0, 50.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 49.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 50.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 41.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [85.0, 54.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.0, 40.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.0, 45.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 40.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",629715af-8fe7-4bb8-83f6-47d052236313,,Blocked,0.05382629,Normal,Open Play,,,,Reading WFC,974,00:12:13.267,Shot,
,,,,,,,,,2.231646,,,,,,,,,,,02c0fc09-15b2-417c-9fe2-1cf9812c43b4,413,,,"[98.0, 53.0]",19719,12,,,,,,,,,,,,,,,,,,,1,Regular Play,Brianna Visalli,18157.0,Right Defensive Midfield,35,West Ham United LFC,972,['d2895e17-36e4-4b92-9165-876d9332446a'],38,Right Foot,"[120.0, 39.7, 3.6]","[{'location': [110.0, 33.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 41.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 59.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.0, 53.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 55.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 54.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 62.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",cc44b9c3-b56e-4ed2-b3e1-fd69dc328a52,,Off T,0.030682417,Normal,Open Play,,,,West Ham United LFC,972,00:12:38.755,Shot,
,,,,,,,,,0.1745,,,,,,,,,,,20882a89-c868-43c3-86da-378871cef9d7,497,,,"[104.0, 29.0]",19719,15,,,,,,,,,,,,,,,,,,,1,From Free Kick,Brianna Visalli,18157.0,Right Defensive Midfield,44,West Ham United LFC,972,"['5edfca2f-2bbb-4f33-85ce-88f90490647e', 'db69d2ce-0a1d-4385-b44d-3605ce1fafa4']",35,Right Foot,"[106.0, 30.0]","[{'location': [111.0, 38.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 42.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.0, 43.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 40.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 29.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.07503901,Normal,Open Play,,,,West Ham United LFC,972,00:15:35.719,Shot,
,,,,,,,,,1.224548,,,,,,,,,,,b35c176c-9f46-43a2-9aab-6f4b006ae8be,527,,,"[110.0, 52.0]",19719,16,,,,,,,,,,,,,,,,,,,1,From Throw In,Brianna Visalli,18157.0,Right Defensive Midfield,45,West Ham United LFC,972,['319f4825-76a9-43c0-bd3d-be44fb420553'],34,Right Foot,"[120.0, 45.8, 1.3]","[{'location': [100.0, 29.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 49.0], 'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 58.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",7d30a4fe-d7dc-4be5-8d54-38bc6ea83a04,,Off T,0.19185483,Normal,Open Play,,,,West Ham United LFC,972,00:16:34.534,Shot,
,,,,,,,,,0.2712,,,,,,,,,,,3d233840-f928-423d-b2c0-8494c6e231fd,623,,,"[108.0, 28.0]",19719,22,,,,,,,,,,,,,,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Center Forward,56,Reading WFC,974,['e9a257e5-5f1f-41b0-98ad-b70658b62ed4'],12,Left Foot,"[112.0, 37.6, 0.7]","[{'location': [92.0, 35.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 38.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 40.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 34.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.0, 38.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 43.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 55.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 36.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",11401868-7083-40b2-8757-70b568584913,,Saved,0.17795123,Normal,Open Play,,,,Reading WFC,974,00:22:12.259,Shot,
,,,,,,,,,0.7084,,,,,,,,,,,beb46dc1-aa06-49be-9dbb-e742277eef9c,628,,,"[99.0, 48.0]",19719,22,,,,,,,,,,,,,,,,,,,1,From Corner,Fara Williams,10251.0,Right Center Midfield,57,Reading WFC,974,"['c4f0726c-a5e6-49b4-a571-8abf57607a0d', 'dafb6a24-1a2e-4db5-8c4f-b32b85ad3dd5']",47,Right Foot,"[110.0, 43.0]","[{'location': [105.0, 27.0], 'player': {'id': 18152, 'name': 'Kirstyn Pearce'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 35.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 56.0], 'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 65.0], 'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 55.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 56.0], 'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 54.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 33.0], 'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",0331168d-b0f5-46b3-a515-78c5b5453ffd,,Blocked,0.032245763,Normal,Open Play,,,,Reading WFC,974,00:22:47.650,Shot,
,,,,,,,,,0.4216,,,,,,,,,,,baef73d7-d04c-4e88-8f48-a6dd9c69ed7e,825,,,"[110.0, 25.0]",19719,30,,,,,,,,,,,,,,,,,,,1,From Free Kick,Brooke Chaplen,15723.0,Left Center Forward,75,Reading WFC,974,['c933d6ab-3a91-46f3-ae33-8537ce062411'],55,Right Foot,"[118.0, 36.2, 0.4]","[{'location': [100.0, 39.0], 'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 18.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 46.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 35.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 40.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f3a12d64-055a-4bff-8d52-9ff316bdc4d2,True,Saved,0.18603286,Normal,Open Play,,,,Reading WFC,974,00:30:55.118,Shot,
,,,,,,,,,0.2135,,,,,,,,,,,5278cbce-355f-4168-9d36-c4bf8e953fd7,830,,,"[111.0, 52.0]",19719,31,,,,,,,,,,,,,,,,,,,1,From Corner,Josanne Potter,10198.0,Left Center Back,76,Reading WFC,974,"['4a9c30a2-bf1f-4a4c-81c0-61f020ca2c28', 'ac199915-9e30-4900-a8b6-8f1ec4bb4a56']",42,Left Foot,"[108.0, 51.0]","[{'location': [114.0, 38.0], 'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 26.0], 'player': {'id': 15720, 'name': 'Sophie Howard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 18156, 'name': 'Claire Lauren Rafferty'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 18159, 'name': 'Brooke Hendrix'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 18148, 'name': 'Lucienne Reichardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.78543, 49.885826], 'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",52f5f1d4-2144-46bc-94da-538d49c52025,,Blocked,0.04521663,Normal,Open Play,,,,Reading WFC,974,00:31:42.915,Shot,
