ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.453,,,,,,,,,,,,,d66c5e17-8b55-4ecb-9d3e-63836d6e99ab,44,,,"[103.0, 30.0]",7577,1,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amine Harit,5243.0,Left Wing,5,Morocco,788,['4bb0d7f2-ef6b-44f1-a4b0-2f80bd2a0136'],10,Right Foot,"[120.0, 45.2, 1.1]",True,"[{'location': [105.0, 20.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.0, 30.0], 'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 52.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [84.0, 58.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 43.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 34.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 34.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.06519894,Volley,Open Play,,,,Morocco,788,00:01:10.960,Shot,
,,,,,,,,,,1.173,,,,,,,,,,,,,c898ca20-e1d9-41f1-8724-d96c0ee05cb9,130,,,"[115.0, 52.0]",7577,3,,,,,,,,,,,,,,,,,,,1,From Throw In,Younès Belhanda,5242.0,Center Attacking Midfield,10,Morocco,788,['35b56d23-7518-4496-8845-3190f636cf1d'],57,Head,"[120.0, 42.6, 3.8]",,"[{'location': [103.0, 31.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 49.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 59.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 37.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 62.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 53.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 40.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 58.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 63.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",11345899-8a0d-4b5b-8e47-8f30384b43b4,Off T,0.08541261,Normal,Open Play,,,,Morocco,788,00:03:57.520,Shot,
,,,,,,,,,,1.173,,,,,,,,,,,,,85e7c6ce-abb3-428d-bfc4-a5d34a2aeffc,263,,,"[102.0, 42.0]",7577,7,,,,,,,,,,,,,,,,,,,1,From Throw In,Ayoub El Kaabi,5229.0,Center Forward,14,Morocco,788,['48b85313-d06d-4b2d-9a09-0a17bffbb478'],45,Left Foot,"[120.0, 35.2, 1.1]",,"[{'location': [90.0, 49.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.0, 31.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 57.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Off T,0.09036858,Normal,Open Play,,,,Morocco,788,00:07:45.680,Shot,
,,,,,,,,,,0.68,,,,,,,,,,,,,1acb735c-ebba-4709-8c89-e12fc51aa489,648,,,"[111.0, 27.0]",7577,18,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakim Ziyech,5237.0,Right Wing,35,Morocco,788,"['0555ec68-1d03-4ced-8ee7-049926516540', 'c49dcd87-c182-4f04-a671-27ce5aaaeb3e', 'e5f85ef1-6e76-473e-8854-1a9606240c0e']",13,Left Foot,"[114.0, 38.0]",,"[{'location': [116.0, 32.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 26.0], 'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [120.0, 25.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 55.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.0, 31.0], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 45.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 40.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 37.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 5224, 'name': 'Sardar Azmoun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",1605d186-a0b9-4274-afdd-19e5563e357a,Blocked,0.058583494,Half Volley,Open Play,,,,Morocco,788,00:18:13.800,Shot,True
,,,,,,,,,,0.293,,,,,,,,,,,,,9a17bdea-094f-4d20-80b4-e1793f691aee,655,,,"[113.0, 46.0]",7577,18,,,,,,,,,,,,,,,,,,,1,From Free Kick,Younès Belhanda,5242.0,Center Attacking Midfield,35,Morocco,788,"['327c7ba4-b992-4016-8b00-a784a9d178f9', 'c4ee757d-aa8b-4ddb-be09-86c9784c09a8']",16,Left Foot,"[114.0, 46.0]",,"[{'location': [116.0, 42.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 5224, 'name': 'Sardar Azmoun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 25.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.0, 24.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 37.0], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 26.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 44.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,Blocked,0.23379569,Normal,Open Play,,,,Morocco,788,00:18:16.720,Shot,
,,,,,,,,,,0.32,,,,,,,,,,,,,0874dbbb-e578-4926-827a-1516e1811501,660,,,"[110.0, 44.0]",7577,18,,,,,,,,,,,,,,,,,,,1,From Free Kick,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,35,Morocco,788,['fcc24ada-fa11-44ad-8164-afe07ff70682'],17,Left Foot,"[115.0, 42.4, 0.2]",,"[{'location': [117.0, 39.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 29.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5224, 'name': 'Sardar Azmoun'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 41.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 27.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 23.0], 'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Saved,0.086651765,Normal,Open Play,,,,Morocco,788,00:18:17.680,Shot,
,,,,,,,,,,1.693,,,,,,,,,,,,,46b8be70-b654-4fb4-96dd-3b59ef27f0d0,825,,,"[113.0, 34.0]",7577,24,,,,,,,,,,,,,,,,,,,1,From Throw In,Sardar Azmoun,5224.0,Center Forward,48,Iran,797,['d68840e6-b528-4988-bb68-60ad73c1046c'],19,Right Foot,"[111.0, 80.0]",,"[{'location': [116.0, 37.0], 'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 5233, 'name': 'Munir Mohand Mohamedi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 33.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 25.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5236, 'name': 'Karim El Ahmadi Al Aroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 28.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 30.0], 'player': {'id': 5242, 'name': 'Younès Belhanda'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [99.0, 33.0], 'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.0, 17.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 27.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",02e2dabf-f44d-44a9-a45e-904c6d37266d,Wayward,0.20666395,Half Volley,Open Play,,,,Iran,797,00:24:19.400,Shot,
,,,,,,,,,,0.38,,,,,,,,,,,,,da3ad276-36cf-4521-b462-7c1bd8c4c7a2,867,,,"[104.0, 23.0]",7577,25,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Left Back,50,Morocco,788,"['6fdf33c1-2c7e-4452-a4d9-11789fa1cf60', 'ed97642c-b8a0-423a-9758-3b8d867dd6b7']",25,Right Foot,"[106.0, 24.0]",,"[{'location': [98.0, 19.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 61.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.0, 46.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 36.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 29.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 26.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",ae149bb8-6a8b-4daf-becf-fa54eebe0817,Blocked,0.02902798,Normal,Open Play,,,,Morocco,788,00:25:25.360,Shot,
,,,,,,,,,,0.36,,,,,,,,,,,,,1796c227-e0b7-4171-8d85-802f272f0d6c,873,,,"[92.0, 41.0]",7577,25,,,,,,,,,,,,,,,,,,,1,Regular Play,Younès Belhanda,5242.0,Center Attacking Midfield,50,Morocco,788,"['5a00c9ba-25cc-4b4a-9a5c-6ebf9d1816d9', 'a9bbf1c5-0d07-418e-b5f0-9f8590634000']",28,Right Foot,"[104.0, 44.0]",,"[{'location': [106.0, 27.0], 'player': {'id': 5245, 'name': 'Achraf Hakimi Mouh'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 32.0], 'player': {'id': 5220, 'name': 'Morteza Pouraliganji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 5241, 'name': 'Vahid Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 50.0], 'player': {'id': 5231, 'name': 'Karim Ansarifard'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 33.0], 'player': {'id': 5225, 'name': 'Omid Ebrahimi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 34.0], 'player': {'id': 5232, 'name': 'Mbark Boussoufa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 5222, 'name': 'Roozbeh Cheshmi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 5230, 'name': 'Ehsan Hajsafi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 5229, 'name': 'Ayoub El Kaabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 60.0], 'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.0, 40.0], 'player': {'id': 5227, 'name': 'Alireza Safar Beiranvand'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 22.0], 'player': {'id': 5239, 'name': 'Alireza Jahanbakhsh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 5243, 'name': 'Amine Harit'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 5237, 'name': 'Hakim Ziyech'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 33.0], 'player': {'id': 5238, 'name': 'Masoud Shojaei Soleimani'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5235, 'name': 'Ramin Rezaeian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",b0e52fc0-dbac-409c-abe1-b023d4b274c7,Blocked,0.025924886,Normal,Open Play,,,,Morocco,788,00:25:28.280,Shot,
