50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.732495,,,,,,,,,,,,,772ac700-0d2f-4afa-ba13-4ff642a7423d,105,,"[108.1, 49.0]",3900602,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Center Forward,6,Stade de Reims,156,['d926830d-964d-4175-bb9e-a89c5c2b4423'],32,,Right Foot,"[120.0, 44.2, 3.6]",True,"[{'location': [100.1, 41.1], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.3, 27.9], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.2, 59.8], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 46.3], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 41.8], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 48.2], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 34.1], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.2, 45.2], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a53d23fb-4156-43fb-abaf-f0734c779179,,Off T,0.28351557,Normal,Open Play,,,,Stade de Reims,156,00:01:32.901,Shot,
,,,,,,,,,,,,,,,,0.456946,,,,,,,,,,,,,b228803b-ae14-4de1-8e64-d5f36191dba6,428,,"[107.7, 45.8]",3900602,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicolas de Roussel de Préville,4383.0,Center Forward,20,Stade de Reims,156,['d23be7ab-c801-4841-a1f3-8673dc6cb7dd'],17,,Left Foot,"[112.8, 44.2, 0.2]",,"[{'location': [95.9, 62.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.5, 41.5], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 49.0], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.4, 44.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6315b51d-b211-4faa-bd42-d3426412004a,,Saved,0.4698437,Normal,Open Play,,,,Stade de Reims,156,00:11:17.438,Shot,
,,,,,,,,,,,,,,,,0.942756,,,,,,,,,,,,,be9b1612-839e-42c7-b501-f83a0dcdfe3b,520,,"[110.0, 34.6]",3900602,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Zargo Touré,7211.0,Left Center Back,29,Lorient,165,['e879d0a5-9380-47c9-b436-f7b0f7e570a0'],23,,Head,"[120.0, 36.8, 0.5]",,"[{'location': [111.7, 42.6], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 41.4], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.3, 39.7], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 37.1], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 35.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 38.3], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 42.8], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.8, 42.4], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.0, 51.2], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.2, 50.7], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 37.2], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [97.0, 37.8], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.2, 38.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.1, 42.8], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.8, 46.9], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.5, 47.2], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",5181ce7f-ab35-4781-bd6a-e39dad656110,,Goal,0.038753163,Normal,Open Play,,,,Lorient,165,00:14:23.652,Shot,
,,,,,,,,,,,,,,,,0.346895,,,,,,,,,,,,,a47d5d14-c321-4cbe-861a-11ed489649eb,607,,"[109.9, 34.4]",3900602,16,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Center Forward,32,Stade de Reims,156,"['674e9715-2a59-446d-82f8-57339e269094', '7468fd37-437e-487d-a213-c469ab70d3f7']",11,,Left Foot,"[117.9, 36.9, 1.2]",,"[{'location': [96.1, 49.6], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [106.5, 40.4], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.3, 39.7], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.2, 27.9], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.4, 7.4], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [102.9, 49.1], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [92.1, 25.7], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 36.8], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 42.1], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 36.0], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 31.4], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 22.4], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.2, 10.0], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 38.0], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",324e42c7-5832-4e4a-b7b2-f5a39b49da33,,Saved,0.15552762,Half Volley,Open Play,,,,Stade de Reims,156,00:16:11.152,Shot,True
,,,,,,,,,,,,,,,,1.054735,,,,,,,,,,,,,28495842-5202-48ad-be89-fa61e30840d5,1056,,"[115.8, 31.8]",3900602,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,58,Lorient,165,['810ac631-59d2-4f53-90f0-67e41e6f87c0'],39,,Head,"[120.0, 41.1, 4.3]",,"[{'location': [119.3, 36.9], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 37.0], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [116.6, 33.5], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.8, 41.8], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 45.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 48.7], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.2, 35.9], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.8, 40.9], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.2, 46.7], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",a20b3d04-11a1-404f-8c81-e87fb056e242,,Off T,0.07629987,Normal,Open Play,,,,Lorient,165,00:26:39.400,Shot,
,,,,,,,,,,,,,,,,1.518739,,,,,,,,,,,,,0f2eda5a-90ca-44db-b7ef-9bd9e146b5c0,1100,,"[83.6, 54.7]",3900602,27,,,True,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Rigonato Rodrigues,7363.0,Left Wing,61,Stade de Reims,156,['e8089a72-5210-46d1-8a62-8f14bdbea0f9'],33,,Left Foot,"[120.0, 20.6]",,"[{'location': [51.5, 50.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [63.1, 57.3], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [62.9, 29.6], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [64.1, 73.7], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [64.2, 59.2], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [72.1, 45.3], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [68.3, 50.5], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [88.0, 68.6], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.8, 57.9], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [78.4, 75.7], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [79.9, 58.3], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [79.3, 53.0], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [83.8, 75.9], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.7, 56.2], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.9, 52.7], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.9, 43.5], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [74.7, 24.6], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.2, 41.1], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b6dedf6c-d59f-42b0-8eae-1598a080ee54,,Wayward,0.0071838507,Half Volley,Open Play,,,,Stade de Reims,156,00:27:33.828,Shot,
,,,,,,,,,,,,,,,,0.583707,,,,,,,,,,,,,79759a04-4ab1-43f6-be9a-b876913339a7,1531,,"[109.7, 41.9]",3900602,41,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,88,Lorient,165,"['58e3e283-0546-40e1-a1c2-a8f0659e3a0c', '8023db2f-2eb9-429d-ba29-2ba3bab9167d']",6,,Right Foot,"[120.0, 36.1, 1.0]",,"[{'location': [102.5, 26.1], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.8, 28.5], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 31.6], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 34.4], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.5, 38.6], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 41.0], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 42.0], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.9, 38.7], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 28.8], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.2, 32.8], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.6, 39.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1a4d4bdb-67d5-4935-b6dd-f14f2b300a00,,Post,0.16397111,Volley,Open Play,,,,Lorient,165,00:41:06.247,Shot,True
,,,,,,,,,,,,,,,,0.44549,,,,,,,,,,,,,4bbb6418-2ebf-4858-b7fd-39017dffbed8,1805,,"[112.1, 37.1]",3900602,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Antoine Devaux,7815.0,Right Wing,105,Stade de Reims,156,['93f3e843-9c18-43b6-aaa1-5e27d52c761d'],16,,Head,"[118.4, 40.1, 1.6]",,"[{'location': [104.5, 27.1], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [112.1, 42.6], 'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.5, 69.4], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.1, 60.6], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [111.6, 44.1], 'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.6, 42.1], 'player': {'id': 45688, 'name': 'Hamadou Karamoko'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.9, 57.5], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.2, 37.5], 'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.3, 48.5], 'player': {'id': 24646, 'name': 'Rafidine Abdullah'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 58.8], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.7, 62.7], 'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 40.3], 'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8f04226d-e584-478a-8c9d-eacf2784257f,True,Saved,0.19921422,Normal,Open Play,,,,Stade de Reims,156,00:02:16.186,Shot,
,,,,,,,,,,,,,,,,0.962077,,,,,,,,,,,,,6ebbaf4e-1817-43d6-80d7-be97c37b5497,1897,,"[109.5, 63.1]",3900602,50,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,112,Lorient,165,['d7b4cd59-ea88-45d1-88b5-e380a50aa829'],15,,Right Foot,"[119.2, 43.8, 2.2]",,"[{'location': [119.2, 43.2], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.6, 60.9], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 61.6], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 45.2], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 34.8], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.7, 44.6], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.6, 37.4], 'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",b72cc819-fda9-47f8-8d71-afdf1566672b,,Saved,0.0045576775,Normal,Open Play,,,,Lorient,165,00:05:15.814,Shot,
,,,,,,,,,,,,,,,,0.789706,,,,,,,,,,,,,e3d6d87a-3136-4ed7-94cd-3b9fda22f43a,1902,,"[114.0, 38.7]",3900602,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Zargo Touré,7211.0,Left Center Back,113,Lorient,165,"['304d287e-f3a9-472c-879e-d1a401e7628b', '3e9f0519-a14d-4532-b7ca-15278e08dbd6']",40,True,Head,"[120.0, 37.3, 0.9]",,"[{'location': [102.3, 48.7], 'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.2, 43.0], 'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.0, 45.9], 'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 43.7], 'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 43.5], 'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.1, 40.1], 'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 41.3], 'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 39.2], 'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.2, 38.0], 'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.5, 45.3], 'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.0, 43.9], 'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.8, 42.3], 'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [114.8, 37.3], 'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.8, 36.1], 'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2bf3cb57-3f44-4f9a-a1d2-7abb6c4ba5bd,,Goal,0.17090973,Normal,Open Play,,,,Lorient,165,00:05:40.791,Shot,True
