ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.456802,,,,,,,,,,,,,76423008-06f5-4cf6-9f53-737ef125eaea,71,,,"[108.9, 53.5]",3825581,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,4,Espanyol,214,['c9d76edb-6d49-4fc2-a19b-65f30a0a665a'],13,,Right Foot,"[117.0, 42.4, 1.1]",,"[{'location': [117.8, 43.3], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 42.6], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 60.3], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.8, 38.2], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.8, 52.7], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 36.9], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.1, 53.4], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.8, 35.6], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",d72b9c72-603e-4b29-95f0-d518ccac71b1,,,Saved,0.063769706,Normal,Open Play,,,,Espanyol,214,00:01:13.148,Shot,
,,,,,,,,,,,,,,,,,0.837204,,,,,,,,,,,,,411b9b4c-516b-4d20-8b1a-64d7112f0044,92,,,"[104.8, 27.1]",3825581,3,True,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,8,Real Madrid,220,"['0785c4dd-cf9c-4ca1-a348-810f271deb3d', '6f423c0f-c1f8-47f8-8a46-f3b0d9b8bf18']",16,,Left Foot,"[120.0, 32.4, 5.0]",,"[{'location': [94.8, 59.2], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [87.6, 34.1], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 39.8], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 46.7], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 27.5], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 32.5], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 25.8], 'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 44.4], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.3, 32.4], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",7c0239d7-1812-457b-80a3-d367598b4613,,,Off T,0.10278771,Normal,Open Play,,,,Real Madrid,220,00:03:16.941,Shot,True
,,,,,,,,,,,,,,,,,0.953732,,,,,,,,,,,,,4becd609-4b6d-4939-a893-666a6b158a2c,236,,,"[112.5, 28.9]",3825581,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,18,Real Madrid,220,['b946a027-dfe7-43c3-88c2-faa17758e452'],43,,Right Foot,"[120.0, 43.7, 0.5]",,"[{'location': [116.8, 35.3], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 47.6], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 45.3], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.8, 43.1], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 36.5], 'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 30.1], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",1c14bb01-905f-4a1b-bee2-455ba350bc49,True,,Goal,0.2500992,Normal,Open Play,,,,Real Madrid,220,00:06:43.938,Shot,
,,,,,,,,,,,,,,,,,0.354306,,,,,,,,,,,,,08e6ac68-c357-43c0-8293-0155ff88fc43,628,,,"[107.8, 40.1]",3825581,16,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,35,Real Madrid,220,['10aa14ac-2b7f-4ccd-90e8-9d7d3e805f98'],35,,Right Foot,"[120.0, 43.3, 0.3]",,,,,,Goal,0.7835,Normal,Penalty,,,,Real Madrid,220,00:16:35.162,Shot,
,,,,,,,,,,,,,,,,,0.576555,,,,,,,,,,,,,9266eea5-c63c-451a-b210-bfb8990c54c6,736,,,"[114.7, 43.3]",3825581,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,38,Real Madrid,220,['74b398c4-691c-4add-a2a7-3012d394f84d'],28,,Left Foot,"[120.0, 39.7, 2.4]",True,"[{'location': [113.9, 43.7], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 44.6], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [93.2, 29.4], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [103.2, 36.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 41.1], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.3, 26.2], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.7, 35.3], 'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 18.4], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.3, 41.1], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 45.4], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.9, 14.7], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.4, 25.1], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",08c10e61-2a61-4377-a403-064c5f0dbe25,,,Goal,0.29864717,Volley,Open Play,,,,Real Madrid,220,00:19:28.751,Shot,
,,,,,,,,,,,,,,,,,0.966564,,,,,,,,,,,,,0f3aab1e-5e34-4c95-bc0c-13f861c4c1ef,957,,,"[96.4, 29.7]",3825581,24,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Salvador Sevilla López,24072.0,Right Center Midfield,47,Espanyol,214,['3e18ddfb-f79d-46c2-a63a-2f869d25f641'],50,,Left Foot,"[115.4, 39.7, 0.4]",,"[{'location': [93.2, 43.6], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.2, 39.7], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.2, 60.1], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [90.3, 36.3], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.3, 31.2], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.5, 36.7], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 31.5], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 40.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.2, 57.5], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 38.3], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",65e6b0d4-9de9-48f2-b653-78daf235af83,,,Saved,0.035522114,Normal,Open Play,,,,Espanyol,214,00:24:50.956,Shot,
,,,,,,,,,,,,,,,,,0.199534,,,,,,,,,,,,,88e0eb36-ffef-43f4-9239-2c9e3b7972bc,1032,,,"[116.3, 42.7]",3825581,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,56,Real Madrid,220,['e8769761-0056-4d42-bb65-a803961af963'],53,,Right Foot,"[120.0, 42.3, 0.3]",True,"[{'location': [119.1, 20.9], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.2, 29.5], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.9, 32.8], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.0, 40.6], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 40.2], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.7, 37.6], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.0, 29.9], 'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",72ab8825-9cd4-4426-97fa-c0ecf58ee82d,,True,Goal,0.5668212,Half Volley,Open Play,,,,Real Madrid,220,00:27:53.649,Shot,
,,,,,,,,,,,,,,,,,0.688682,,,,,,,,,,,,,2419ca08-9d0e-4746-b79e-7e049f1e47b9,1144,,,"[111.3, 37.8]",3825581,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,60,Espanyol,214,"['65905b81-2fd8-4157-b90e-e2094824aea8', 'b18fff5b-fd0e-4832-94ac-b20320748178']",14,True,Head,"[120.0, 40.8, 3.8]",,"[{'location': [99.9, 64.6], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [98.7, 61.9], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.1, 45.2], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.2, 39.1], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 50.2], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 40.7], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 56.8], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.8, 69.0], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [109.5, 43.5], 'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.5, 37.2], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",87639f0d-fc54-4c6b-bac1-af2aff967022,,,Off T,0.0915772,Normal,Open Play,,,,Espanyol,214,00:30:14.541,Shot,True
,,,,,,,,,,,,,,,,,1.437183,,,,,,,,,,,,,3071a47a-8535-4e47-a641-4ce9315cb605,1234,,,"[93.8, 55.1]",3825581,32,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Carlos Henrique Casimiro,5539.0,Right Defensive Midfield,61,Real Madrid,220,['8adfdeca-808c-4963-b1a5-abe437208f19'],4,,Right Foot,"[120.0, 26.8, 0.5]",,"[{'location': [91.8, 41.8], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.7, 29.3], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.3, 43.6], 'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.6, 15.5], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.4, 57.3], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.2, 43.8], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 30.8], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.2, 34.1], 'player': {'id': 15297, 'name': 'Mickaël Ciani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 41.6], 'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [92.7, 35.6], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.4, 54.4], 'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.4, 51.0], 'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.9, 46.5], 'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 48.7], 'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.6, 40.9], 'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fbd57d43-6d20-40b5-990b-d2699aa6d720,,,Off T,0.019619564,Normal,Open Play,,,,Real Madrid,220,00:32:04.985,Shot,
,,,,,,,,,,,,,,,,,0.192442,,,,,,,,,,,,,b296e80c-fff8-4e44-b635-318101f0628a,1308,,,"[98.9, 37.7]",3825581,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,64,Espanyol,214,"['48e31f3b-4f49-49a8-a4c6-d104da703352', '4add9b4b-a81b-484d-b299-d2c0e475400a', 'e05d3469-e309-4eb5-9cbb-596635c4fe6f']",2,,Left Foot,"[102.0, 37.7]",,"[{'location': [95.5, 51.8], 'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.9, 37.9], 'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.9, 38.5], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.9, 39.3], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.9, 36.3], 'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.8, 57.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.3, 38.0], 'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 43.0], 'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",08e85a05-714c-4972-81b9-63faa5211e25,,,Blocked,0.06893123,Normal,Open Play,,,,Espanyol,214,00:34:02.974,Shot,True
