50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.266664,,,,,,,,,,,b8b5b10c-9c3d-4d66-8e01-afb98dd29cf0,398,,"[103.0, 45.8]",3890501,6,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Caiuby Francisco da Silva,8303.0,Left Wing,7,Augsburg,172,"['3919c6ba-f0e2-472b-8727-2ed510c7ca11', 'be60545f-98f8-41bb-95ac-78dcf0590cc2']",33,Right Foot,,"[111.9, 43.3, 1.7]",,"[{'location': [111.8, 43.2], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 36.1], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.6, 58.2], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [98.7, 42.0], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 36.3], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.6, 41.4], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.4, 43.1], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.7, 61.4], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Saved,0.3543656,Normal,Open Play,,,,Augsburg,172,00:06:33.527,Shot,True
,,,,,,,,,,,,,,,,0.552109,,,,,,,,,,,4ce70066-2511-47bd-8f64-c1e2f5021f0b,809,,"[114.8, 40.9]",3890501,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alfreð Finnbogason,5514.0,Right Wing,19,Augsburg,172,['d227dcf9-8298-43e0-ab79-e1b00f72fe28'],9,Right Foot,,"[120.0, 40.7, 0.2]",True,"[{'location': [116.6, 22.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 22.7], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 24.2], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 50.5], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 38.8], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.9, 38.4], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7de88049-aa06-489d-a771-fb55ed5a33ae,True,Goal,0.7900981,Normal,Open Play,,,,Augsburg,172,00:15:09.166,Shot,
,,,,,,,,,,,,,,,,0.304333,,,,,,,,,,,209bd0cd-5968-4665-9ab2-8b30bacce079,885,,"[88.0, 47.2]",3890501,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,25,Borussia Dortmund,180,"['1c180619-8cc8-40f9-8c78-4a99a45addc6', '7923203e-f7d0-4a01-b8f7-9448d5d747e4']",32,Right Foot,,"[97.5, 44.9]",,"[{'location': [85.1, 14.8], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.2, 32.0], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.8, 40.1], 'player': {'id': 42462, 'name': 'Alexander Manninger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.9, 51.1], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [86.4, 37.1], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [89.3, 45.4], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.6, 35.4], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 44.5], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 37.6], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.2, 31.3], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.7, 21.3], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [74.4, 34.2], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [82.1, 30.5], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.0, 38.6], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.6, 34.4], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",781c73df-03d9-4235-bca2-87f86a77c5f2,,Blocked,0.022555253,Normal,Open Play,,,,Borussia Dortmund,180,00:17:32.677,Shot,
,,,,,,,,,,,,,,,,0.606266,,,,,,,,,,,a0e07058-462d-4990-b859-20653c0181e7,1526,,"[106.9, 34.9]",3890501,30,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,49,Borussia Dortmund,180,['8f1967b6-c79c-4e6c-8fcd-4e6c305be0b6'],56,Head,,"[120.0, 31.6, 0.6]",,"[{'location': [119.0, 39.4], 'player': {'id': 42462, 'name': 'Alexander Manninger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 60.8], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.6, 52.7], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 30.3], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.8, 40.5], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.4, 45.3], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 41.7], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 36.6], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 32.8], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.2, 45.1], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 42.9], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.5, 36.9], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.3, 24.5], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",7bdf562e-2e75-43cf-83e0-6881a25e177b,,Off T,0.039527472,Normal,Open Play,,,,Borussia Dortmund,180,00:30:56.935,Shot,
,,,,,,,,,,,,,,,,1.100269,,,,,,,,,,,d83638aa-c230-4fc3-8971-8a62efe7f44c,1739,,"[89.8, 36.5]",3890501,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nuri Şahin,8232.0,Left Defensive Midfield,58,Borussia Dortmund,180,['0713f3a1-42df-4a1a-9e34-a7467d2e5e02'],56,Left Foot,,"[120.0, 51.8, 0.4]",,"[{'location': [117.8, 39.0], 'player': {'id': 42462, 'name': 'Alexander Manninger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.8, 44.7], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.5, 46.8], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 53.7], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.2, 45.6], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 40.4], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.0, 35.9], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 25.9], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [88.5, 60.3], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.0, 46.9], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.0, 58.5], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [98.7, 44.9], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 38.3], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 23.3], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",256d5414-8923-4875-8cdc-d766413e69f1,,Off T,0.026023634,Normal,Open Play,,,,Borussia Dortmund,180,00:35:56.553,Shot,
,,,,,,,,,,,,,,,,0.78039,,,,,,,,,,,6f8cc041-9f1e-4647-aff5-3fedadd6d606,1874,,"[96.7, 24.7]",3890501,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ja-Cheol Koo,5627.0,Center Forward,63,Augsburg,172,['cfd8e4b9-0b40-48df-910a-72d70added49'],17,Left Foot,,"[113.7, 35.7, 0.2]",,"[{'location': [101.3, 38.3], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.3, 46.6], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 27.0], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.3, 25.9], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.4, 27.5], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 35.9], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [86.5, 42.1], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [99.3, 48.6], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a9a9bfd6-d020-46c7-b849-8cd89d8819e2,,Saved,0.032916393,Normal,Open Play,,,,Augsburg,172,00:39:17.377,Shot,
,,,,,,,,,,,,,,,,0.099221,,,,,,,,,,,9290d42b-99e2-4911-924b-8af4890c2438,1934,,"[110.7, 32.6]",3890501,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Marco Reus,5559.0,Left Wing,65,Borussia Dortmund,180,['0b0009a1-8e6b-42b1-8157-e84722a28f82'],42,Right Foot,,"[114.0, 34.5, 0.4]",True,"[{'location': [97.1, 47.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.4, 46.5], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [100.6, 33.5], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 29.5], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 25.9], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.4, 39.9], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.4, 29.7], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 18.4], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.2, 47.5], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.3, 39.1], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.4, 40.8], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.8, 21.9], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.3, 16.6], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.7, 35.1], 'player': {'id': 42462, 'name': 'Alexander Manninger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",258f49f2-4e68-4786-86a5-1afe8b1e96ce,,Saved,0.24810845,Half Volley,Open Play,,,,Borussia Dortmund,180,00:40:42.950,Shot,
,,,,,,,,,,,,,,,,0.082038,,,,,,,,,,,ac67cc61-ee71-4a8f-b75e-d4e0e9d66643,2006,,"[90.1, 38.6]",3890501,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alfreð Finnbogason,5514.0,Right Wing,69,Augsburg,172,"['02c7ade1-a0b3-4204-9858-17585acf88a0', '64f8b07f-097c-4830-b0cd-0b5211c46f93', '9dea515f-5cc3-492f-a326-fae7cd5395b4']",19,Right Foot,,"[92.4, 38.5]",,"[{'location': [99.4, 34.6], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 39.6], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.4, 58.2], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [98.4, 36.9], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.8, 50.8], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.4, 38.7], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.0, 33.4], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 40.1], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [84.6, 52.8], 'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.3, 27.2], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.8, 51.4], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Blocked,0.022949291,Normal,Open Play,,,,Augsburg,172,00:43:19.881,Shot,True
,,,,,,,,,,,,,,,,0.098165,,,,,,,,,,,1037e442-0c2b-4339-a2d4-21f1743419ca,2082,,"[106.7, 36.0]",3890501,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,70,Borussia Dortmund,180,"['a98e1b8a-58dc-41bb-9df2-21141a00611c', 'c45e879e-08c2-4b41-9c52-0d752551950b', 'f553f93d-c5f4-47db-8786-a955e38c3bbf']",23,Left Foot,True,"[120.0, 43.4, 0.7]",,"[{'location': [105.0, 43.4], 'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 40.6], 'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 37.1], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 40.4], 'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.4, 36.4], 'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.3, 37.3], 'player': {'id': 8318, 'name': 'Jeffrey Gouweleeuw'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 30.2], 'player': {'id': 8237, 'name': 'Paul Verhaegh'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.9, 38.6], 'player': {'id': 42462, 'name': 'Alexander Manninger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 42.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 44.7], 'player': {'id': 5684, 'name': 'Shinji Kagawa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.3, 31.2], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.9, 24.3], 'player': {'id': 24324, 'name': 'Gustavo Adrián Ramos Vásquez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9d05791c-f38b-47eb-8d6b-f4e5b2c7a909,,Goal,0.10395001,Normal,Open Play,,,,Borussia Dortmund,180,00:44:23.170,Shot,True
,,,,,,,,,,,,,,,,0.610873,,,,,,,,,,,b2d8799c-7842-47df-bfdc-27280177886b,2356,,"[95.4, 45.2]",3890501,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Markus Feulner,40480.0,Left Defensive Midfield,78,Augsburg,172,['370e6d6f-3743-4dbc-b66d-04fe936ff3a9'],28,Left Foot,,"[120.0, 33.9, 4.8]",True,"[{'location': [115.4, 40.9], 'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.3, 58.2], 'player': {'id': 8232, 'name': 'Nuri Şahin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 64.8], 'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.7, 42.9], 'player': {'id': 8233, 'name': 'Gonzalo Castro Randon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.2, 48.2], 'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 46.1], 'player': {'id': 8244, 'name': 'Sokratis Papastathopoulos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 49.4], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 37.2], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 58.9], 'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.6, 54.7], 'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.8, 46.3], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.8, 34.3], 'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.059128348,Half Volley,Open Play,,,,Augsburg,172,00:04:28.014,Shot,
