bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.1428,,,,,,,,,,,,,,,97d8868b-8068-4874-b5c9-3d549e63e5b5,338,,"[95.7, 44.8]",267212,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Darwin Daniel Machís Marcano,11501.0,Left Wing,17,Leganés,205,"['79905530-dcad-4b17-88f8-6600da20c85c', 'ab3d1e1c-ca60-4d2e-b343-347051a553a9']",10,Right Foot,"[98.4, 44.2]",,"[{'location': [119.1, 39.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.0, 28.7], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [86.7, 50.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 33.5], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.5, 36.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 29.6], 'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.8, 53.4], 'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 52.4], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 43.8], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",,,,Blocked,,0.0354246,Normal,Open Play,,,,Leganés,205,00:07:10.351,Shot,
,,,,,,,,,,,,,,,,,0.956925,,,,,,,,,,,,,,,f2bf01ba-b4e8-49ad-97e4-20a7e66898b7,343,,"[88.7, 36.0]",267212,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carl Medjani,27656.0,Center Defensive Midfield,17,Leganés,205,['d4f6d7d8-3fc4-4289-85da-d24731d76446'],13,Right Foot,"[120.0, 68.8, 2.3]",True,"[{'location': [83.1, 40.0], 'player': {'id': 11746, 'name': 'Unai López Cabrera'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [80.6, 26.9], 'player': {'id': 19396, 'name': 'Lluis Sastre Reus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.5, 39.8], 'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 31.0], 'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.9, 44.0], 'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.4, 45.5], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 39.5], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.4, 31.8], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 35.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.6, 43.8], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.6, 21.7], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 42.1], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Off T,,0.025896752,Half Volley,Open Play,,,,Leganés,205,00:07:13.165,Shot,
,,,,,,,,,,,,,,,,,1.3011,,,,,,,,,,,,,,,90991816-3c6a-4367-9d0e-8b3dc01bcb37,608,,"[109.2, 36.2]",267212,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carl Medjani,27656.0,Center Defensive Midfield,28,Leganés,205,['1d667f28-a429-4cd7-953c-a9b4217ea60f'],52,Head,"[120.0, 42.2, 3.7]",,"[{'location': [106.5, 30.8], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.8, 58.9], 'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.1, 39.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 48.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.8, 61.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 54.3], 'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.9, 52.9], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.6, 49.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.9, 25.3], 'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.7, 38.3], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",1e77522b-7fbb-47dc-b188-f4428c2c1d75,,,Off T,,0.13600305,Normal,Open Play,,,,Leganés,205,00:12:52.418,Shot,
,,,,,,,,,,,,,,,,,0.1461,,,,,,,,,,,,,,,2808cc64-8e71-4f4a-a413-9f14c94f3603,634,,"[107.2, 36.1]",267212,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,29,Barcelona,217,"['5ca356fa-1a15-401b-b4d7-e965bf3953ae', '6ac2311a-0b4e-49d5-be2c-c52571037161']",37,Left Foot,"[111.9, 37.4]",True,"[{'location': [118.9, 36.7], 'player': {'id': 9879, 'name': 'Jon Ander Serantes Simon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.1, 35.6], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 29.7], 'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 37.5], 'player': {'id': 6895, 'name': 'Diego Rico Salguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 52.0], 'player': {'id': 19396, 'name': 'Lluis Sastre Reus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.4, 27.8], 'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 42.4], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 55.4], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [115.1, 26.9], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",64caf814-ed40-4bf0-a64d-8341a823f021,,,Blocked,,0.13497858,Normal,Open Play,,,,Barcelona,217,00:13:37.238,Shot,
,,,,,,,,,,,,,,,,,0.5055,,,,,,,,,,,,,,,7887284b-0b9a-4403-8b23-4158ecec3426,690,,"[108.9, 48.1]",267212,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,32,Barcelona,217,['4bef6555-5661-4782-991f-31f7fbc3b01b'],49,Left Foot,"[120.0, 42.1, 0.2]",True,"[{'location': [114.3, 41.2], 'player': {'id': 9879, 'name': 'Jon Ander Serantes Simon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 64.0], 'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 51.7], 'player': {'id': 6895, 'name': 'Diego Rico Salguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 40.5], 'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 48.6], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 34.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 60.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",071e44b2-ac5f-45bb-87ca-c3482b81f134,,,Goal,,0.4110943,Normal,Open Play,,,,Barcelona,217,00:14:49.904,Shot,
,,,,,,,,,,,,,,,,,0.265,,,,,,,,,,,,,,,b23586fe-e8d8-4e30-ae7f-2a23816be68f,702,,"[100.8, 25.5]",267212,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Unai López Cabrera,11746.0,Right Center Midfield,34,Leganés,205,"['6491af11-7d93-45c5-8d90-0f0f308f55f1', 'e67fb4cd-4f79-4361-a430-6f20e7525e9e']",46,Right Foot,"[108.0, 30.6]",,"[{'location': [97.7, 35.8], 'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 45.7], 'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 45.3], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.6, 41.2], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 41.8], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 41.4], 'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.7, 43.9], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 39.6], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [110.3, 43.4], 'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.6, 37.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.3, 30.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.1, 30.7], 'player': {'id': 19396, 'name': 'Lluis Sastre Reus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.6, 32.1], 'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.3, 31.9], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 31.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.9, 34.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 30.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 29.8], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",,,,Blocked,,0.060382754,Normal,Free Kick,,,,Leganés,205,00:16:46.761,Shot,
,,,,,,,,,,,,,,,,,1.003089,,,,,,,,,,,,,,,da60ba17-a9a1-4501-bafe-796a0907831f,793,,"[110.9, 32.7]",267212,19,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,39,Barcelona,217,['298940da-8977-428b-8980-be4021970983'],3,Right Foot,"[120.0, 37.5, 3.7]",True,"[{'location': [119.1, 39.3], 'player': {'id': 9879, 'name': 'Jon Ander Serantes Simon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 55.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 29.5], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [109.5, 58.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 52.6], 'player': {'id': 19396, 'name': 'Lluis Sastre Reus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.3, 46.7], 'player': {'id': 21399, 'name': 'Pablo Ínsua Blanco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.4, 43.3], 'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 44.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.8, 37.9], 'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 44.7], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",1a44c6e7-05b7-4004-a32c-b736beb321fd,,,Off T,,0.18535215,Volley,Open Play,,,,Barcelona,217,00:19:03.279,Shot,
,,,,,,,,,,,,,,,,,0.7374,,,,,,,,,,,,,,,e5de2748-d9f8-49c8-b24c-860994d10dfc,1107,,"[107.7, 47.9]",267212,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Appelt Pires,6597.0,Center Forward,50,Leganés,205,['73b1382b-f975-492d-ae2a-1198c3cdfdc5'],14,Head,"[118.7, 42.2, 0.3]",,"[{'location': [119.1, 41.9], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.7, 20.5], 'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.8, 54.3], 'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [99.2, 57.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [90.1, 58.2], 'player': {'id': 19396, 'name': 'Lluis Sastre Reus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [91.2, 64.8], 'player': {'id': 24133, 'name': 'Víctor David Díaz Miguel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.6, 78.7], 'player': {'id': 26553, 'name': 'Mamadou Koné'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 61.7], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [90.1, 33.1], 'player': {'id': 11746, 'name': 'Unai López Cabrera'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.7, 31.1], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.6, 42.6], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.6, 28.7], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 52.3], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 47.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",55680229-e6f5-421f-85f5-bd77e490676b,,,Saved,,0.111046135,Diving Header,Open Play,,,,Leganés,205,00:26:14.988,Shot,
,,,,,,,,,,,,,,,,,0.655244,,,,,,,,,,,,,,,fafcbee0-431f-4392-9882-5e57e8c12397,1296,,"[114.4, 44.6]",267212,30,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,66,Barcelona,217,['a1428af9-b22f-470a-9e4a-554d7dda5e8b'],40,Right Foot,"[120.0, 41.8, 0.2]",True,"[{'location': [114.7, 34.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.8, 33.8], 'player': {'id': 11746, 'name': 'Unai López Cabrera'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.3, 30.2], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.6, 38.6], 'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.4, 37.0], 'player': {'id': 9879, 'name': 'Jon Ander Serantes Simon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 48.1], 'player': {'id': 6895, 'name': 'Diego Rico Salguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",1141ba80-5ff9-44f5-8935-b9991ee78a4b,,True,Goal,,0.8246827,Normal,Open Play,,,,Barcelona,217,00:30:40.203,Shot,
,,,,,,,,,,,,,,,,,1.137741,,,,,,,,,,,,,,,a3dc6c9b-8c8a-40e0-86c6-2a91bf3bec43,1305,,"[107.7, 60.2]",267212,31,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Mamadou Koné,26553.0,Right Wing,67,Leganés,205,"['9af8e47c-f079-4df5-9cd2-09e15f601417', 'cdfc409b-7356-4790-8bff-eb582c8ae9a9']",52,Right Foot,"[120.0, 51.0, 7.5]",True,"[{'location': [108.4, 58.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.3, 57.6], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 67.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [91.5, 46.5], 'player': {'id': 6597, 'name': 'Gabriel Appelt Pires'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.7, 50.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.9, 33.6], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 48.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [88.0, 26.3], 'player': {'id': 11501, 'name': 'Darwin Daniel Machís Marcano'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Off T,,0.020559551,Half Volley,Open Play,,,,Leganés,205,00:31:52.525,Shot,True
