50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.4276,,,,,,,,,,,,,,,,3331b7f4-1a94-4701-befb-5a8b6991c0cf,34,,,"[102.8, 30.1]",69161,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Patricia Guijarro Gutiérrez,15287.0,Left Center Midfield,5,Spain Women's,863,"['30866eee-9fc2-4942-9d17-7193368ad127', '48b1b23e-1c2b-4f4f-aebb-9abca33d2338']",51,Left Foot,"[113.5, 35.8]",True,"[{'location': [109.1, 39.9], 'player': {'id': 10158, 'name': 'María Victoria Losada Gómez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.5, 39.6], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.1, 41.9], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.7, 36.8], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 28.5], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.2, 20.1], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.9, 42.2], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 37.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 28.2], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.3, 31.0], 'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 28.7], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.5, 39.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 41.5], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Blocked,,0.06753249,Normal,Open Play,,,,Spain Women's,863,00:00:51.681,Shot,
,,,,,,,,,,,,,,0.4963,,,,,,,,,,,,,,,,8a763d11-a292-4014-8190-28dfe13f493b,199,,,"[108.1, 40.1]",69161,6,,,,,,,,,,,,,,,,,,,,,,1,Other,Megan Anna Rapinoe,8298.0,Left Wing,12,United States Women's,1214,['976d14f3-971a-4080-8907-ba560e1d5968'],6,Right Foot,"[120.0, 36.3, 0.2]",,,,Goal,,0.7835,Normal,Penalty,,,,United States Women's,1214,00:06:06.236,Shot,
,,,,,,,,,,,,,,1.3594,,,,,,,,,,,,,,,,8e28db3b-ade6-454f-a64c-55e11a31753b,295,,,"[97.1, 39.7]",69161,8,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jennifer Hermoso Fuentes,10151.0,Center Forward,19,United States Women's,1214,['8040ad6e-980b-44af-9aba-3db0f71db565'],54,Right Foot,"[120.0, 43.5, 1.8]",,"[{'location': [103.0, 45.1], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.4, 36.5], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 39.6], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 45.2], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 40.2], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 58.4], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [80.4, 54.2], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.7, 40.3], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 19.0], 'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Goal,,0.07677277,Normal,Open Play,,,,Spain Women's,863,00:08:54.261,Shot,
,,,,,,,,,,,,,,0.3743,,,,,,,,,,,,,,,,ffad4bd3-7367-42d9-bfea-65d4f9326565,346,,,"[113.6, 30.0]",69161,12,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Megan Anna Rapinoe,8298.0,Left Wing,24,United States Women's,1214,['054513e6-8103-46ad-a3bb-118781baf63b'],48,Left Foot,"[119.6, 35.5, 0.2]",True,"[{'location': [119.2, 36.7], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.6, 32.2], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 40.9], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 46.4], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.5, 29.4], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",4f2335e4-d814-43a2-8f8f-40cf9583ef83,Saved Off Target,True,0.12806523,Normal,Open Play,,,,United States Women's,1214,00:12:48.506,Shot,
,,,,,,,,,,,,,,0.3412,,,,,,,,,,,,,,,,4201f68c-764d-45bd-bcfb-96470a72c2e8,350,,,"[118.3, 31.2]",69161,13,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Julie Beth Ertz,6811.0,Center Defensive Midfield,25,United States Women's,1214,['39410841-79ef-4e9e-ace1-262f551aed4b'],19,Right Foot,"[120.0, 31.1, 5.4]",True,"[{'location': [114.0, 39.0], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.2, 43.8], 'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.4, 35.0], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.4, 39.1], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 37.7], 'player': {'id': 10158, 'name': 'María Victoria Losada Gómez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.5, 31.7], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.4, 39.6], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.8, 18.5], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 23.7], 'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.2, 18.3], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 39.1], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.9, 38.9], 'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.9, 44.1], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.9, 37.3], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.8, 38.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.7, 35.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.4, 12.5], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",80d3d657-572a-4bdf-8d95-547cccf76eef,Off T,,0.024473934,Half Volley,Open Play,,,,United States Women's,1214,00:13:19.559,Shot,
,,,,,,,,,,,,,,0.1638,,,,,,,,,,,,,,,,900419be-a992-4704-8ba8-e646d6c19f71,459,,,"[114.7, 42.1]",69161,16,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Megan Anna Rapinoe,8298.0,Left Wing,32,United States Women's,1214,"['31a48774-0361-4a09-8390-7b8f40773c99', 'bd6668f0-2e69-4c14-a602-de45cb494f97']",46,Right Foot,"[115.4, 41.9]",True,"[{'location': [102.8, 46.5], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 54.2], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.0, 50.4], 'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.1, 42.6], 'player': {'id': 10158, 'name': 'María Victoria Losada Gómez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.7, 51.1], 'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 55.6], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 47.7], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.6, 56.4], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 29.5], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.7, 31.5], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.8, 37.9], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.3, 39.6], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.1, 42.8], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 41.9], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f313b111-43ec-407f-9f9d-53dd7172c49a,Blocked,,0.27360305,Normal,Open Play,,,,United States Women's,1214,00:16:46.329,Shot,
,,,,,,,,,,,,,,0.4421,,,,,,,,,,,,,,,,e69b4657-15fb-4c6d-9042-082e4dedb3b3,775,,,"[108.7, 40.0]",69161,24,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Julie Beth Ertz,6811.0,Center Defensive Midfield,50,United States Women's,1214,['d87cb232-f54b-4305-840b-33f64192358d'],54,Right Foot,"[120.0, 43.8, 4.9]",True,"[{'location': [105.9, 45.9], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 48.2], 'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 59.1], 'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 61.3], 'player': {'id': 10158, 'name': 'María Victoria Losada Gómez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.9, 21.8], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.2, 33.7], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.7, 38.9], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.4, 43.2], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 40.2], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 41.8], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 20.3], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.1, 31.5], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.8, 50.3], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.5, 35.9], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 39.6], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c3f6e90f-7264-48ca-95fc-0333c44debb4,Off T,,0.05902031,Half Volley,Open Play,,,,United States Women's,1214,00:24:54.778,Shot,
,,,,,,,,,,,,,,1.028601,,,,,,,,,,,,,,,,d732be47-25cc-4380-aa50-0ae475b1a177,1156,,,"[94.0, 28.4]",69161,34,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Megan Anna Rapinoe,8298.0,Left Wing,72,United States Women's,1214,['eb3349c2-e4dc-4c5b-aec2-76ffa8453cfd'],27,Right Foot,"[120.0, 32.6, 0.2]",True,"[{'location': [83.9, 42.0], 'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.2, 49.6], 'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.4, 56.2], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.2, 39.2], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 45.1], 'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 41.3], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.3, 32.2], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.6, 22.4], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.3, 23.3], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.3, 27.7], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 57.1], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.7, 43.8], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.3, 38.7], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 22.6], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",90c23e89-52b0-493a-96b1-2a3f59a8a388,Off T,,0.023386901,Normal,Open Play,,,,United States Women's,1214,00:34:27.249,Shot,
,,,,,,,,,,,,,,1.428799,,,,,,,,,,,,,,,,8131a8ba-9f7a-4f6f-aa1a-ead22eb0a9c9,1177,,,"[89.5, 40.9]",69161,35,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Left Center Midfield,74,United States Women's,1214,['6669d8f8-85c7-41b3-9533-fa59c86c8117'],10,Left Foot,"[120.0, 28.4, 0.5]",,"[{'location': [97.4, 54.6], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 67.2], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.4, 54.4], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.9, 26.7], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [77.7, 25.2], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [119.2, 40.6], 'player': {'id': 10142, 'name': 'Sandra Paños García-Villamil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.7, 32.4], 'player': {'id': 10200, 'name': 'Marta Corredera Rueda'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 41.3], 'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 51.6], 'player': {'id': 10155, 'name': 'María Pilar León Cebrián'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.4, 53.3], 'player': {'id': 15287, 'name': 'Patricia Guijarro Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.8, 54.4], 'player': {'id': 10202, 'name': 'Virginia Torrecilla Reyes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.1, 57.5], 'player': {'id': 10163, 'name': 'Leila Ouahabi El Ouahabi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [83.6, 39.2], 'player': {'id': 25513, 'name': 'Lucía García Córdoba'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",3ecaa541-d92a-4f76-9cc6-36a6fcecd693,Off T,,0.02772784,Normal,Open Play,,,,United States Women's,1214,00:35:10.554,Shot,
,,,,,,,,,,,,,,0.1139,,,,,,,,,,,,,,,,f0a58dce-819f-4b42-a296-5fce1c0f8869,1851,,,"[100.3, 52.5]",69161,52,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Lucía García Córdoba,25513.0,Right Midfield,109,Spain Women's,863,"['708d52ba-0c19-4833-8655-ccce7d4482e6', '898f1391-7809-4629-81a3-6a0e1b37f45c']",58,Right Foot,"[101.1, 52.1]",,"[{'location': [101.6, 52.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 40.9], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.3, 39.5], 'player': {'id': 25510, 'name': 'Nahikari García Pérez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.9, 33.2], 'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.4, 34.2], 'player': {'id': 5021, 'name': ""Kelley Maureen O'Hara""}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.5, 51.2], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.5, 52.9], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 43.2], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5f9e9abc-f578-407d-a8ed-b941de095ad0,Blocked,,0.02189227,Normal,Open Play,,,,Spain Women's,863,00:07:58.324,Shot,
