bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,907861a2-fb93-4599-a5bf-ec733b325855,2127,,"[103.0, 38.0]",7443,64,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andressa Cavalari Machry,5018.0,Right Defensive Midfield,148,Portland Thorns,765,"['2bc99b2d-8c87-4921-a593-c83c5fe1e893', 'ac84cc56-0a43-4d54-ac1c-8142c777799b']",52,,Right Foot,"[112.0, 42.0]",True,"[{'location': [112.0, 35.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 22.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 31.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 50.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 23.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",,,Blocked,0.08224795,Normal,Open Play,,,,Portland Thorns,765,00:19:52.960,Shot,
,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,ced4bf3e-a657-443f-bde5-49bffb3eb339,2265,,"[117.0, 48.0]",7443,68,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lindsey Michelle Horan,4999.0,Left Defensive Midfield,152,Portland Thorns,765,['bf0187ae-3154-40b7-8dd9-03953aeebb3a'],59,,Head,"[117.0, 27.0]",,"[{'location': [115.0, 52.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [120.0, 44.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 25.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 35.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 37.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 48.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 48.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",386f5e5d-3f0e-4167-8754-e4a4077c6db3,,Wayward,0.084398285,Normal,Open Play,,,,Portland Thorns,765,00:23:59.880,Shot,
,,,,,,,,,,,,,,1.973,,,,,,,,,,,,,7de28cd7-425a-491a-b271-8315f672ab31,2276,,"[113.0, 49.0]",7443,69,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lindsey Michelle Horan,4999.0,Left Defensive Midfield,152,Portland Thorns,765,"['1d74c2af-beca-428b-a7b4-a078179bfd4f', '651fb520-7511-4fc5-9a54-2008c4fae3af']",14,True,Head,"[120.0, 36.6, 1.0]",,"[{'location': [115.0, 41.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.0, 33.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 44.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 48.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 16.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 18.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 22.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 27.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",6b0b6afc-0e19-482a-b671-6d9b6b972abb,,Goal,0.06318396,Normal,Open Play,,,,Portland Thorns,765,00:24:14.080,Shot,True
,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,5b73357b-0a7f-4561-b828-98ad40e714c0,2387,,"[106.0, 50.0]",7443,73,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jodie Taylor,5002.0,Center Forward,160,Portland Thorns,765,['4db6598b-e92f-4989-b544-1e103c285278'],2,,Right Foot,"[118.0, 42.4, 2.0]",,"[{'location': [118.0, 42.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Saved,0.1321277,Normal,Open Play,,,,OL Reign,760,00:28:02.560,Shot,
,,,,,,,,,,,,,,0.507,,,,,,,,,,,,,79b0c881-73b6-4aa3-9f12-2ebdeb396d09,2432,,"[113.0, 44.0]",7443,73,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jodie Taylor,5002.0,Center Forward,163,OL Reign,760,"['25428198-b27b-4538-b02d-ac474a8c1669', 'e9148b28-ed85-41c4-a682-ddb02b1ab1ad']",56,,Left Foot,"[119.0, 42.0]",,"[{'location': [116.0, 46.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",76ae6b5c-5daf-43ea-9151-1ae79a31cc3d,,Blocked,0.11850678,Normal,Open Play,,,,OL Reign,760,00:28:56.293,Shot,
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,571a4e77-a6b9-44a5-a7b8-f271994eca13,2448,,"[90.0, 49.0]",7443,74,,,,,,,,,,,,,,,,,,,,,2,From Corner,Rumi Utsugi,4998.0,Left Center Midfield,164,OL Reign,760,['c5d8ae72-1989-455d-bf1c-1390d742fb43'],36,,Left Foot,"[120.0, 44.0, 0.5]",,"[{'location': [95.0, 36.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [90.0, 52.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 63.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 66.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.0, 56.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 36.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 25.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 5014, 'name': 'Madeline Bauer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [89.0, 34.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",68b7d2d0-fcbc-44c4-b0be-f83102b5955d,,Goal,0.024541505,Normal,Open Play,,,,OL Reign,760,00:29:36.480,Shot,
,,,,,,,,,,,,,,1.373,,,,,,,,,,,,,7d21f820-c05d-4514-b308-d02566a8c2aa,2543,,"[106.0, 58.0]",7443,78,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lindsey Michelle Horan,4999.0,Left Defensive Midfield,170,Portland Thorns,765,"['0f60d8e9-329f-4c2d-bcdd-ff265debe9b2', '63fb883a-e5db-4aa1-bd92-8f597223bc3f']",2,,Left Foot,"[120.0, 33.7, 0.4]",,"[{'location': [112.0, 51.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 5014, 'name': 'Madeline Bauer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 56.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 54.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 57.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.0, 31.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 56.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 46.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.0, 51.0], 'player': {'id': 4996, 'name': 'Morgan Andrews'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.0, 53.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",e81029fa-d34d-471a-aba4-b55f858916f2,,Off T,0.01211852,Normal,Open Play,,,,Portland Thorns,765,00:33:02.720,Shot,True
,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,37f80b0d-df60-41bb-9d58-79aa3750c52f,2614,,"[105.0, 49.0]",7443,80,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lindsey Michelle Horan,4999.0,Left Defensive Midfield,174,Portland Thorns,765,"['a8832a33-e493-4be1-a04e-a34b19934bb6', 'c282f812-b57d-4890-a88a-6667e9fe3dda']",36,,Left Foot,"[112.0, 47.0]",,"[{'location': [113.0, 44.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 4996, 'name': 'Morgan Andrews'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.0, 34.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 63.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 60.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5014, 'name': 'Madeline Bauer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",dd790b3f-ec8e-481c-9fce-3e4cfdf40322,,Blocked,0.06403179,Normal,Open Play,,,,Portland Thorns,765,00:35:36.200,Shot,
,,,,,,,,,,,,,,0.773,,,,,,,,,,,,,f364fdf8-d006-4119-8360-c0c29b38b3d9,2779,,"[110.0, 59.0]",7443,85,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Margaret Purce,5009.0,Right Midfield,182,Portland Thorns,765,['e48c4cb9-aa77-4b16-bf11-0220946ca74d'],19,,Right Foot,"[119.0, 43.4, 1.4]",,"[{'location': [112.0, 48.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 44.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5014, 'name': 'Madeline Bauer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 47.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 57.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 59.0], 'player': {'id': 4996, 'name': 'Morgan Andrews'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 58.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",b4bcab06-4191-45b7-a02c-1ec64aa964c4,,Saved,0.00754812,Normal,Open Play,,,,Portland Thorns,765,00:40:19.120,Shot,
,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,505acba7-4266-439c-b0cf-502b19f7ffee,2855,,"[117.0, 38.0]",7443,87,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tobin Powell Heath,5013.0,Left Center Forward,189,Portland Thorns,765,['120bf541-9dd3-490b-844c-e9a7c83bb285'],19,,Right Foot,"[119.0, 37.2, 1.5]",True,"[{'location': [116.0, 42.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 25.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [120.0, 28.0], 'player': {'id': 4996, 'name': 'Morgan Andrews'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 31.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 33.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5014, 'name': 'Madeline Bauer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",4b495350-2f67-477a-9521-cefceaee150e,,Saved,0.4215263,Volley,Open Play,,,,Portland Thorns,765,00:42:19.040,Shot,
