50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.196987,,,,,,,,,,,,,,6d6f9f1a-b176-4de3-ba0c-1ca314fe2d53,276,,"[106.6, 23.4]",3879855,4,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Faouzi Ghoulam,8876.0,Left Back,16,Napoli,227,"['197329c5-a74b-41f9-b341-0619803bc4ea', 'd29fe963-95ed-4610-b36c-2afb3e3b680d']",39,,Right Foot,,"[117.7, 37.2, 0.2]",,"[{'location': [118.1, 37.6], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 38.8], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 21.6], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 29.0], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 42.8], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.5, 25.7], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 18.8], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 29.2], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 28.2], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 17.2], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.9, 30.1], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 44.0], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Saved,0.038531184,Normal,Open Play,,,,Napoli,227,00:04:39.269,Shot,True
,,,,,,,,,,,,,,,,,0.542934,,,,,,,,,,,,,,68163ce8-0d50-424d-a4c3-b4e51612296d,514,,"[113.2, 46.2]",3879855,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,32,Napoli,227,['3db1a2c8-d73e-4fb0-85ea-8b099bf6193d'],20,,Right Foot,,"[120.0, 39.8, 1.1]",True,"[{'location': [110.9, 43.1], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.7, 45.7], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 33.4], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 24.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 45.7], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 42.6], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.8, 49.9], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.2, 29.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",916c192e-3cc7-4444-a1e5-1a661e74ebdc,Goal,0.14973567,Volley,Open Play,,,,Napoli,227,00:09:20.109,Shot,
,,,,,,,,,,,,,,,,,1.267032,,,,,,,,,,,,,,268ac080-0a01-41ad-8296-b06e1cfacfd7,617,,"[86.3, 46.2]",3879855,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lorenzo Insigne,7037.0,Left Wing,37,Napoli,227,['24c95219-943f-46b2-b740-d2e4d0191530'],27,,Right Foot,,"[117.0, 38.7, 0.2]",,"[{'location': [117.5, 40.0], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 52.9], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.7, 46.9], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.2, 44.4], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.3, 34.9], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.3, 42.1], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [82.8, 41.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [93.5, 61.2], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b795875d-8f09-4a33-bed5-f9043aea254b,Saved,0.017083587,Normal,Open Play,,,,Napoli,227,00:12:27.914,Shot,
,,,,,,,,,,,,,,,,,1.326469,,,,,,,,,,,,,,bf86dc22-0b65-4012-a488-e04b75b39537,1236,,"[94.0, 42.2]",3879855,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lorenzo Insigne,7037.0,Left Wing,66,Napoli,227,['30bfdc71-2469-4fe8-bdee-bed877fb6fd1'],39,,Right Foot,,"[117.1, 38.9, 2.0]",,"[{'location': [113.1, 41.2], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 53.0], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.1, 39.0], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.2, 44.5], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",5936be7f-e9b1-4ddf-be07-22c1dfe57a09,Saved,0.07631577,Lob,Open Play,,,,Napoli,227,00:24:39.031,Shot,
,,,,,,,,,,,,,,,,,1.016881,,,,,,,,,,,,,,4979994c-e036-41f8-b4aa-68a73be43d03,1598,,"[90.6, 36.7]",3879855,31,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Allan Marques Loureiro,7035.0,Right Center Midfield,84,Napoli,227,"['0a149d21-bd9f-4d9d-b17b-5c726228784d', '4a5d13ab-d9cf-4d85-a9ed-79af94c35875']",33,,Right Foot,,"[119.1, 41.1, 2.4]",,"[{'location': [118.7, 40.0], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 44.9], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.9, 36.8], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 28.8], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 30.6], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.2, 20.8], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [93.7, 38.7], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.1, 12.3], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.1, 16.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 1.4], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 55.8], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.8, 32.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 24.1], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.8, 14.8], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",2667cc95-b6b3-4c5c-8d68-128470e66870,Saved,0.026610443,Normal,Open Play,,,,Napoli,227,00:31:33.569,Shot,True
,,,,,,,,,,,,,,,,,1.408393,,,,,,,,,,,,,,d32053d7-726b-4112-89f6-8c74306ee9ea,1928,,"[107.3, 32.8]",3879855,39,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lorenzo Insigne,7037.0,Left Wing,99,Napoli,227,['6cdc5172-b053-462e-a834-d69dddf877a2'],1,,Right Foot,,"[120.0, 49.1, 1.1]",True,"[{'location': [104.1, 41.2], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 36.0], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 31.4], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.2, 48.0], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.5, 31.0], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 22.0], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 32.9], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 17.0], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.5, 37.1], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.7, 18.6], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.5, 38.3], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.9, 33.9], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",08e96a66-57e5-4ba5-b9ac-952ec67d86bc,Off T,0.08462281,Overhead Kick,Open Play,,,,Napoli,227,00:39:01.323,Shot,
,,,,,,,,,,,,,,,,,0.835981,,,,,,,,,,,,,,e98ef221-e288-4572-a60f-f68c5a3a6be3,2011,,"[95.5, 45.1]",3879855,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alessandro Diamanti,19847.0,Center Attacking Midfield,106,Atalanta,228,"['0cfee58b-b41e-431c-a431-b8ca26be13f5', '5af261cb-c9ec-43c4-9373-d89462b96a98']",35,,Left Foot,,"[120.0, 30.0, 4.5]",,"[{'location': [117.5, 40.4], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.6, 42.3], 'player': {'id': 7024, 'name': 'Jorge Luiz Frello Filho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 47.9], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.5, 47.0], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 44.7], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 40.2], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.9, 35.4], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.8, 30.7], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.5, 45.5], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 37.5], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.8, 24.1], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",a009592b-415c-4a27-96a7-f40392acc837,Off T,0.03003529,Normal,Open Play,,,,Atalanta,228,00:41:35.108,Shot,True
,,,,,,,,,,,,,,,,,0.422243,,,,,,,,,,,,,,0e735cfd-b7d5-4868-b290-e6a53bd216d2,2037,,"[94.5, 47.4]",3879855,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Elseid Hysaj,7031.0,Right Back,108,Napoli,227,"['3784d768-50e1-4e58-af7b-28777963a643', '8ab1acea-5ff4-4d37-a51a-5cd4ffa2384b', 'c56f8043-3857-40af-b7e7-28b9d5b16d97']",47,,Right Foot,,"[100.8, 44.9]",True,"[{'location': [109.0, 34.3], 'player': {'id': 6941, 'name': 'Jasmin Kurtič'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.2, 63.0], 'player': {'id': 19847, 'name': 'Alessandro Diamanti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.6, 49.1], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 46.6], 'player': {'id': 8871, 'name': 'Marco Borriello'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.1, 45.3], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 37.9], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.4, 56.9], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 44.9], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 36.3], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 47.6], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 40.8], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 71.7], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.1, 48.0], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 33.1], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.3, 29.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.8, 36.6], 'player': {'id': 5675, 'name': 'Kalidou Koulibaly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.9, 43.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.8, 52.7], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Blocked,0.021140812,Volley,Open Play,,,,Napoli,227,00:42:47.789,Shot,True
,,,,,,,,,,,,,,,,,0.077957,,,,,,,,,,,,,,fc067136-c17c-4c34-a8d0-f994bb757799,2249,,"[112.1, 36.5]",3879855,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,117,Napoli,227,"['57e3df35-1c13-4d74-bb93-377cc5662d97', '617e0f88-711a-410f-8d08-7329adcf6a2e', 'd84c8cab-862a-4565-96d5-3e80d31e64ed']",49,,Left Foot,,"[112.9, 36.9]",True,"[{'location': [104.5, 31.9], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 21.1], 'player': {'id': 8184, 'name': ""Marco D''Alessandro""}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.4, 40.5], 'player': {'id': 11722, 'name': 'Boukary Dramé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.2, 37.0], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.3, 31.5], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.1, 28.2], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 34.5], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.2, 26.8], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",94eb9bc8-4ebe-4d5f-a14c-7bb5464083f9,Blocked,0.1783859,Normal,Open Play,,,,Napoli,227,00:01:49.596,Shot,True
,,,,,,,,,,,,,,,,,0.513337,,,,,,,,,,,,,,c55a078c-b716-4e85-9918-2ac9deb814dd,2531,,"[103.6, 40.0]",3879855,51,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marek Hamšík,7025.0,Left Center Midfield,128,Napoli,227,"['c94e8112-b42d-49f6-a63d-9876b656ce2f', 'f3ad3845-a9a1-432b-9139-d8ab8c086782']",15,,Left Foot,,"[116.2, 39.2, 0.2]",,"[{'location': [99.2, 57.9], 'player': {'id': 8420, 'name': 'Luca Cigarini'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 39.8], 'player': {'id': 7157, 'name': 'Marco Sportiello'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 39.6], 'player': {'id': 6994, 'name': 'Marten de Roon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 44.9], 'player': {'id': 7108, 'name': 'Berat Djimsiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 41.7], 'player': {'id': 7002, 'name': 'Rafael Tolói'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 35.1], 'player': {'id': 6992, 'name': 'Andrea Masiello'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 61.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.2, 57.5], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.9, 47.5], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.5, 29.6], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",34e7aff2-1140-4ffc-8ddc-7dfd8b4068d2,Saved,0.21383542,Normal,Open Play,,,,Napoli,227,00:06:15.356,Shot,True
