ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.243678,,,,,,,,,,,,0ef02c0d-3a57-49bb-8b67-08eaa548cf37,383,,"[101.2, 42.8]",3879849,7,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Mounier,34565.0,Right Wing,19,Bologna,240,['b03e5040-ed50-445d-bfa6-4cdd89483942'],28,Left Foot,"[114.6, 40.4, 0.2]",True,,"[{'location': [114.8, 40.4], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.2, 29.2], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.5, 35.9], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 31.8], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 37.3], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 26.7], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 44.4], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.3, 29.2], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.1, 31.5], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.9, 22.0], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",e3fba850-7e9d-4de7-aa3c-7a42ac98b30d,,Saved,0.20684406,Normal,Open Play,,,,Bologna,240,00:07:28.082,Shot,
,,,,,,,,,,,,,,0.095654,,,,,,,,,,,,6fc30ffd-ab6e-4652-8a16-85b6060a5035,1168,,"[99.3, 32.0]",3879849,22,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,53,Bologna,240,"['5db8ed50-6282-4f4c-90eb-a3112d538b00', 'b8503ed8-ec81-4d16-b28c-d306c921ddb7']",24,Right Foot,"[100.6, 32.3]",,,"[{'location': [103.7, 35.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.6, 38.7], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 32.5], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 40.4], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.2, 42.8], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.4, 38.8], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 32.1], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 30.5], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.2, 28.7], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 40.5], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.8, 49.3], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",77845176-6cfc-4d6e-923d-7d728e9f5e82,,Blocked,0.021646004,Normal,Open Play,,,,Bologna,240,00:22:24.797,Shot,
,,,,,,,,,,,,,,1.258083,,,,,,,,,,,,590aac8a-f9eb-43db-ac8c-341545e66d5b,1364,,"[89.4, 51.8]",3879849,26,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matteo Brighi,18027.0,Left Defensive Midfield,60,Bologna,240,['5fbe5979-66ae-4e5e-b947-9c85cb35e7d3'],27,Right Foot,"[120.0, 31.7, 4.5]",,,"[{'location': [100.4, 20.4], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.4, 30.9], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 39.9], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.1, 67.9], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.5, 40.4], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.8, 32.8], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 38.3], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.5, 49.2], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.9, 58.1], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.0, 39.6], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.6, 50.2], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.4, 29.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.1, 36.1], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 34.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.1, 41.9], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",c50a506a-4c16-4445-9737-7bdbb58c4ec1,,Off T,0.018308928,Normal,Open Play,,,,Bologna,240,00:26:27.816,Shot,
,,,,,,,,,,,,,,0.800377,,,,,,,,,,,,196f5857-d4c9-44ed-af34-fd5dc58c2a16,1464,,"[109.8, 25.8]",3879849,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Emanuele Giaccherini,7775.0,Left Wing,64,Bologna,240,['82846903-5efa-4b79-84b0-7c6d448af371'],4,Right Foot,"[117.2, 36.4, 0.6]",,,"[{'location': [103.1, 38.6], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 44.1], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.5, 36.7], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 28.1], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 26.8], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.4, 36.5], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 30.0], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.4, 36.1], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.8, 25.5], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3a330d8e-6c1f-4c65-b9cf-cc9d49572afd,,Saved,0.032280676,Normal,Open Play,,,,Bologna,240,00:28:04.524,Shot,
,,,,,,,,,,,,,,0.23918,,,,,,,,,,,,19c96d2d-6d8e-4d3d-b2cf-c4218cfc43ac,1567,,"[104.9, 41.6]",3879849,30,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Piotr Zieliński,5660.0,Right Center Midfield,68,Empoli,290,['7ad34bf4-a93b-40ea-9270-cfd6f8091e00'],34,Right Foot,"[111.3, 41.6, 0.2]",,,"[{'location': [104.3, 39.4], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.7, 39.9], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.9, 45.0], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 29.0], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.8, 41.4], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 40.9], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 31.2], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.1, 48.3], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.9, 37.8], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",b1925955-0c69-4f25-9d45-678cd3f356d2,True,Saved,0.45801017,Normal,Open Play,,,,Empoli,290,00:30:34.040,Shot,
,,,,,,,,,,,,,,0.969556,,,,,,,,,,,,7ac360fa-00b3-4a78-8fc2-9bff98b193d9,1706,,"[101.0, 38.2]",3879849,33,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Franco Brienza,45591.0,Center Attacking Midfield,77,Bologna,240,['f06837a9-bbe3-4e61-b369-82ae6ae4709e'],37,Right Foot,"[120.0, 45.7, 0.4]",,,"[{'location': [97.4, 31.9], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 40.6], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.5, 33.8], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 34.1], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.3, 24.3], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.6, 26.7], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.5, 40.0], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.9, 49.9], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.8, 25.1], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",81e20b86-67d6-4cd5-906c-52e3475bb3a3,,Off T,0.12181799,Half Volley,Open Play,,,,Bologna,240,00:33:37.749,Shot,
,,,,,,,,,,,,,,1.357547,,,,,,,,,,,,2a75c6ed-959b-444f-9045-c5403333d0ec,1982,,"[90.7, 42.1]",3879849,40,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Matteo Brighi,18027.0,Left Defensive Midfield,92,Bologna,240,['ca5099ef-909a-4bab-96d4-7fe8c70351dc'],2,Right Foot,"[120.0, 45.3, 0.5]",,,"[{'location': [115.3, 39.9], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 60.4], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [97.7, 36.8], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.3, 38.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 33.0], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.8, 28.0], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.1, 49.3], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.2, 40.5], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.1, 36.5], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 45.2], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.3, 41.1], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.2, 25.9], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.8, 36.2], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 30.4], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",79b1915b-0212-430a-b393-b13620142233,,Off T,0.02841772,Normal,Open Play,,,,Bologna,240,00:40:02.961,Shot,
,,,,,,,,,,,,,,1.21141,,,,,,,,,,,,81cf0858-b34c-4bc3-8f76-df4ee3da4635,2108,,"[92.5, 46.7]",3879849,42,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anthony Mounier,34565.0,Right Wing,99,Bologna,240,['478c7319-2adf-4cc5-b659-817df36e38c8'],25,Left Foot,"[114.9, 39.2, 1.6]",,,"[{'location': [98.5, 48.6], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.5, 36.1], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.1, 18.4], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [87.4, 45.2], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.8, 41.9], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 50.4], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.6, 31.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [97.5, 45.8], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.1, 40.0], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 32.2], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.5, 39.1], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.03767762,Normal,Open Play,,,,Bologna,240,00:42:25.221,Shot,
,,,,,,,,,,,,,,1.114368,,,,,,,,,,,,90d7325e-3242-4356-9f43-67343b6655f6,2421,,"[101.7, 28.9]",3879849,50,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Floccari,6948.0,Center Forward,118,Bologna,240,['ef949bba-30be-4275-91df-aa8eb8951420'],30,Right Foot,"[117.0, 38.5, 1.0]",,,"[{'location': [104.0, 42.9], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 35.3], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 29.8], 'player': {'id': 16061, 'name': 'Uroš Ćosić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 26.8], 'player': {'id': 31172, 'name': 'Luca Bittante'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 36.2], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.4, 42.0], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.9, 26.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.2, 37.6], 'player': {'id': 40332, 'name': 'Alberto Pelagotti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 41.4], 'player': {'id': 34565, 'name': 'Anthony Mounier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.2, 32.3], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.3, 20.4], 'player': {'id': 7775, 'name': 'Emanuele Giaccherini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.7, 49.0], 'player': {'id': 45591, 'name': 'Franco Brienza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",535496f0-a291-42a8-8c59-46886fcaaf03,,Saved,0.056067407,Normal,Open Play,,,,Bologna,240,00:05:30.046,Shot,
,,,,,,,,,,,,,,0.198678,,,,,,,,,,,,94548f00-6d02-48ca-9c80-d72e95b7ff5a,2442,,"[109.6, 38.6]",3879849,51,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Riccardo Saponara,7150.0,Center Attacking Midfield,120,Empoli,290,"['679674a8-66d0-454e-b064-a2cc9dcf0efe', '6f0592dd-8199-4046-8c2e-523c0e817cc8']",9,Right Foot,"[113.3, 38.9]",,,"[{'location': [113.3, 11.9], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.3, 21.5], 'player': {'id': 7704, 'name': 'Alex Ferrari'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 27.7], 'player': {'id': 8284, 'name': 'Amadou Diawara'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 19.1], 'player': {'id': 30745, 'name': 'Daniele Gastaldello'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 38.8], 'player': {'id': 7169, 'name': 'Adam Masina'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.4, 38.8], 'player': {'id': 8849, 'name': 'Domenico Maietta'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 29.6], 'player': {'id': 18027, 'name': 'Matteo Brighi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 39.7], 'player': {'id': 7174, 'name': 'Antonio Mirante'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 24.4], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.4, 44.5], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",aa26cfdf-eb13-4d95-81cb-f9c56c51b350,,Blocked,0.25641057,Normal,Open Play,,,,Empoli,290,00:06:09.645,Shot,
