50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.166963,,,,,,,,,,,,,7ad84e88-88f2-418a-8780-64fcd128618e,280,,,"[97.5, 26.5]",3893813,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Yao Wei,25484.0,,Left Center Back,17,China PR Women's,1207,"['3d83ad6f-5893-41b6-8f52-f58ed7a0fcb6', '52fe070f-03fe-4479-a40a-f49f3ae6d3df']",19,,Left Foot,"[101.5, 28.4]",True,"[{'location': [103.5, 23.6], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.6, 34.3], 'player': {'id': 401999, 'name': 'Maudeline Moryl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 33.9], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.5, 31.3], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.5, 28.1], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 24.2], 'player': {'id': 402003, 'name': 'Ruthny Mathurin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.6, 19.8], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.6, 19.3], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.4, 38.1], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 43.6], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 38.2], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 36.4], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 10.4], 'player': {'id': 402019, 'name': 'Chengshu Wu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 24.4], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [94.7, 46.8], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.6, 31.2], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.6, 34.8], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.0, 35.6], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.2, 47.8], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",bc91322c-4774-40fb-bb4d-c040ef7060df,Blocked,,0.024917025,Normal,Open Play,,,,China PR Women's,1207,00:07:19.629,Shot,
,,,,,,,,,,,,,,,,1.128101,,,,,,,,,,,,,81f3bfde-e25f-4e15-b509-08414d59fc66,602,,,"[109.6, 44.3]",3893813,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jiahui Lou,25482.0,,Center Forward,34,China PR Women's,1207,"['38f6316c-875b-4caa-8415-621ca2e67710', '9b2d32a9-63bf-4b64-a112-e6f272de95f0']",13,,Right Foot,"[119.3, 44.8, 2.0]",True,"[{'location': [118.4, 42.3], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 47.9], 'player': {'id': 401999, 'name': 'Maudeline Moryl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 61.7], 'player': {'id': 402003, 'name': 'Ruthny Mathurin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 56.3], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 44.1], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 56.6], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.2, 39.6], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.8, 65.0], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.7, 35.3], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.1, 41.4], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.2, 35.0], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.8, 58.4], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.1, 72.0], 'player': {'id': 402019, 'name': 'Chengshu Wu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.6, 57.3], 'player': {'id': 25490, 'name': 'Rui Zhang'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",cd779148-32d9-4c8c-b0d4-84ed0a675c1b,Saved Off Target,True,0.0851463,Volley,Open Play,,,,China PR Women's,1207,00:15:13.701,Shot,True
,,,,,,,,,,,,,,,,0.722599,,,,,,,,,,,,,60559204-0b4e-4eb2-9978-291044885ca7,754,,,"[115.0, 47.4]",3893813,20,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Shanshan Wang,25485.0,,Right Center Back,49,China PR Women's,1207,"['76580e60-3258-4277-a3cf-f07d90fbb07c', 'facc4a6d-bd2d-40f1-ac54-eb8efdd22d48']",49,True,Head,"[120.0, 45.6, 1.3]",,"[{'location': [99.4, 49.7], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.4, 40.7], 'player': {'id': 401999, 'name': 'Maudeline Moryl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 35.8], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.2, 35.0], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.3, 38.1], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 43.4], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 40.2], 'player': {'id': 402003, 'name': 'Ruthny Mathurin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.6, 45.1], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 46.9], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.8, 29.3], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.2, 42.8], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 35.4], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.7, 37.0], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.1, 37.9], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.6, 40.4], 'player': {'id': 402019, 'name': 'Chengshu Wu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.1, 44.7], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",0f1d5e87-5f93-4894-8c44-f2726ebc65bb,Off T,,0.06870191,Normal,Open Play,,,,China PR Women's,1207,00:20:49.494,Shot,True
,,,,,,,,,,,,,,,,1.115411,,,,,,,,,,,,,b0cde808-853c-4beb-98b4-4f9e7d5a535c,774,,,"[89.1, 26.9]",3893813,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rui Zhang,25490.0,,Center Attacking Midfield,52,China PR Women's,1207,['e83e842c-4d00-461a-a4e6-b316e659ac6d'],18,,Right Foot,"[120.0, 34.4, 2.2]",,"[{'location': [98.7, 28.8], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.5, 29.5], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.8, 37.2], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.8, 34.2], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 41.2], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.8, 39.9], 'player': {'id': 401999, 'name': 'Maudeline Moryl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 40.9], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.6, 40.6], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.9, 47.6], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.0, 47.9], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.9, 44.5], 'player': {'id': 402003, 'name': 'Ruthny Mathurin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 39.3], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.4, 40.2], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.0, 29.9], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 36.0], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 38.8], 'player': {'id': 402019, 'name': 'Chengshu Wu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.3, 40.4], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.6, 46.4], 'player': {'id': 25482, 'name': 'Jiahui Lou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.2, 48.0], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Off T,,0.013821182,Normal,Free Kick,,,,China PR Women's,1207,00:22:18.529,Shot,
,,,,,,,,,,,,,,,,0.25447,,,,,,,,,,,,,f7a5e699-92c7-4d02-a326-c57121420d71,1954,,,"[110.8, 42.1]",3893813,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Melchie Daëlle Dumornay,142735.0,,Center Attacking Midfield,108,Haiti Women's,2355,"['1bfb5a53-5f77-48ac-a22a-d556513601a9', '6f08c5f2-c327-4a87-afca-5b78625f85ee']",7,,Right Foot,"[117.6, 41.1, 1.2]",True,"[{'location': [100.6, 39.3], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.3, 37.1], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.8, 45.8], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.4, 41.8], 'player': {'id': 131580, 'name': 'Xin Zhang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 40.8], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 52.0], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 48.0], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 45.1], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 37.0], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.6, 44.6], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 41.4], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.7, 41.8], 'player': {'id': 131695, 'name': 'Yu Zhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.9, 48.0], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Saved,,0.1494506,Normal,Open Play,,,,Haiti Women's,2355,00:07:07.152,Shot,True
,,,,,,,,,,,,,,,,0.129942,,,,,,,,,,,,,963d3d26-53d9-4bfb-aa8e-8dc1f84cba34,2229,,,"[112.5, 49.6]",3893813,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nérilia Mondesir,30970.0,,Left Wing,128,Haiti Women's,2355,"['359a0f02-5cdc-49d2-a62a-5632d2ccf65e', '70fdd16b-fcc4-4dd3-8c5c-866763c44186', '7e9cecf1-657d-4e91-98c8-c6f8b77716a6']",57,,Right Foot,"[113.0, 49.0]",True,"[{'location': [102.9, 55.1], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 50.3], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 43.9], 'player': {'id': 131695, 'name': 'Yu Zhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 55.9], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.3, 37.8], 'player': {'id': 46830, 'name': 'Batcheba Louis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.5, 58.9], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.1, 49.0], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Blocked,,0.049333736,Normal,Open Play,,,,Haiti Women's,2355,00:15:57.603,Shot,True
,,,,,,,,,,,,,,,,0.557466,,,,,,,,,,,,,8db7d2e6-7fd6-4544-927d-925ea4986a4b,2238,,,"[115.0, 35.5]",3893813,61,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Batcheba Louis,46830.0,,Right Wing,129,Haiti Women's,2355,"['b8c2aaff-0f24-46f2-9010-fd6652eefd66', 'c2c63015-facf-4dba-a560-0179d4f9e3ca']",52,True,Head,"[119.1, 35.1]",,"[{'location': [115.4, 44.6], 'player': {'id': 131580, 'name': 'Xin Zhang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.8, 41.4], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.5, 44.4], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 36.6], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 41.2], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 35.2], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.3, 35.7], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 39.4], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [116.4, 43.1], 'player': {'id': 131695, 'name': 'Yu Zhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 48.9], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.5, 37.5], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.5, 43.8], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 34.4], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.3, 40.6], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,Wayward,,0.35409188,Normal,Open Play,,,,Haiti Women's,2355,00:16:52.884,Shot,True
,,,,,,,,,,,,,,,,1.434976,,,,,,,,,,,,,032e942b-357d-45c3-b084-22c0a25f7084,2368,,,"[87.9, 52.3]",3893813,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lina Yang,131579.0,,Left Defensive Midfield,136,China PR Women's,1207,"['652f0586-eec8-4a1a-8acc-5615c4e6f159', '7b074206-da8f-4f27-bd9f-5849c2bcbc75']",19,,Right Foot,"[118.1, 41.3, 0.9]",,"[{'location': [118.4, 40.1], 'player': {'id': 402008, 'name': 'Kerly Théus'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [77.7, 61.2], 'player': {'id': 142735, 'name': 'Melchie Daëlle Dumornay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [89.8, 51.6], 'player': {'id': 402006, 'name': 'Dayana Pierre-Louis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 48.2], 'player': {'id': 402012, 'name': 'Sherly Jeudy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 61.1], 'player': {'id': 402003, 'name': 'Ruthny Mathurin'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.8, 43.1], 'player': {'id': 402001, 'name': 'Dougenie Tabita Kerbie Joseph'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 55.4], 'player': {'id': 46847, 'name': 'Kethna Louis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 27.3], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.5, 34.4], 'player': {'id': 402002, 'name': 'Betina Petit-Frère'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [71.1, 55.1], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.2, 60.2], 'player': {'id': 131580, 'name': 'Xin Zhang'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.4, 74.9], 'player': {'id': 402025, 'name': 'Linyan Zhang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [85.1, 25.3], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.7, 43.4], 'player': {'id': 24461, 'name': 'Shuang Wang'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Saved,,0.005872792,Normal,Open Play,,,,China PR Women's,1207,00:21:19.129,Shot,True
,,,,,,,,,,,,,,,,0.128021,,,,,,,,,,,,,623a464f-770c-4da9-866c-9d97f25ffaeb,2419,,,"[104.0, 44.2]",3893813,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Melchie Daëlle Dumornay,142735.0,,Center Attacking Midfield,140,Haiti Women's,2355,"['1eb8a498-ab55-4eaf-aad1-c85b7033d1e2', '83f78e3b-1aef-4d8a-b1b2-024bfa1b4b7c']",26,,Right Foot,"[106.2, 43.6]",True,"[{'location': [116.8, 42.2], 'player': {'id': 131695, 'name': 'Yu Zhu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 52.1], 'player': {'id': 25484, 'name': 'Yao Wei'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 49.2], 'player': {'id': 25485, 'name': 'Shanshan Wang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.2, 50.7], 'player': {'id': 131579, 'name': 'Lina Yang'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 43.6], 'player': {'id': 131575, 'name': 'Mengwen Li'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.0, 58.7], 'player': {'id': 131583, 'name': 'Qiaozhu Chen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 42.3], 'player': {'id': 402024, 'name': 'Lingwei Yao'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 53.8], 'player': {'id': 53993, 'name': 'Roselord Borgella'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 43.9], 'player': {'id': 30970, 'name': 'Nérilia Mondesir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.7, 56.0], 'player': {'id': 402013, 'name': 'Roseline Éloissaint'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",1aee80a7-9ba7-47f6-be24-8db0acaa5ae2,Blocked,,0.06765752,Normal,Open Play,,,,Haiti Women's,2355,00:22:26.349,Shot,
,,,,,,,,,,,,,,,,0.52721,,,,,,,,,,,,,7337bbef-0e23-4115-9a1b-f4c7d2f97ca4,2496,,,"[108.1, 40.1]",3893813,73,,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Shuang Wang,24461.0,,Left Midfield,147,China PR Women's,1207,['4b3679b6-e181-44da-9a51-fa446fe4b0b7'],33,,Left Foot,"[120.0, 36.9, 0.0]",,,,Goal,,0.7835,Normal,Penalty,,,,China PR Women's,1207,00:28:33.319,Shot,
