50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.459601,,,,,,,,,,,,,8bbe8ba0-ad27-4b99-a10f-f7541f66b4f4,1268,,,"[96.2, 33.5]",3879636,28,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Milan Badelj,6305.0,Right Defensive Midfield,60,Fiorentina,239,['53698361-8184-4b2f-bdeb-ca591f4fd346'],38,,Right Foot,,"[120.0, 47.2, 6.6]",,"[{'location': [99.8, 7.2], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [89.6, 29.1], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.8, 54.2], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.7, 25.4], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 39.8], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.2, 31.5], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 34.8], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 24.4], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 39.8], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 31.9], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",29492eab-05f7-4c05-9d7c-a87542e72773,,Off T,0.051998194,Normal,Open Play,,,,Fiorentina,239,00:28:38.533,Shot,
,,,,,,,,,,,,,,,,,,,1.032501,,,,,,,,,,,,,ae49ccf6-9cb0-4092-9a43-1ff0f54abe73,1338,,,"[89.9, 52.8]",3879636,31,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicola Sansone,6859.0,Left Wing,64,Sassuolo,232,['eb625389-9ce6-4fdb-b232-ed512cb8fef0'],23,,Right Foot,,"[120.0, 44.5, 3.7]",,"[{'location': [104.0, 31.9], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [103.5, 44.3], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 41.0], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 45.4], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.8, 50.7], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 49.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 51.7], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.6, 57.4], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 54.6], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.4, 39.1], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 39.9], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 31.3], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.5, 64.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.2, 54.9], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.3, 48.7], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [100.0, 47.6], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.8, 58.1], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,0.023551885,Normal,Free Kick,,,,Sassuolo,232,00:31:23.148,Shot,
,,,,,,,,,,,,,,,,,,,0.484247,,,,,,,,,,,,,82ebdd42-c1c5-4341-833d-d2da3b27fafe,1557,,,"[110.7, 31.3]",3879636,36,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Floccari,6948.0,Center Forward,76,Sassuolo,232,['d17018d1-9b72-4a94-9c7d-e4ccf9e100d7'],26,,Right Foot,,"[120.0, 33.6, 2.5]",True,"[{'location': [110.9, 40.7], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.5, 32.4], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.3, 28.8], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 39.8], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.6, 30.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 20.9], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 36.7], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 48.2], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.6, 39.6], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.1, 29.2], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",589d1a2e-04ac-4edd-97bf-bda11b0fabed,,Off T,0.082260825,Volley,Open Play,,,,Sassuolo,232,00:36:26.933,Shot,
,,,,,,,,,,,,,,,,,,,0.379118,,,,,,,,,,,,,6c94ef88-5267-4490-bc95-7aacf58ae96b,1760,,,"[114.4, 38.4]",3879636,41,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Floccari,6948.0,Center Forward,90,Sassuolo,232,"['a16f346e-8cfe-49d1-9662-db40537e6f33', 'a7ae32a7-0acc-43ef-869f-dab520bdb799']",0,True,Head,,"[120.0, 39.5, 2.4]",,"[{'location': [108.1, 76.4], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.4, 37.7], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 39.8], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.3, 37.4], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 63.3], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.2, 47.1], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 44.5], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 44.2], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.6, 48.3], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.8, 55.7], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.2, 39.6], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 41.1], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.5, 41.1], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.6, 35.3], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.7, 35.4], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.4, 53.5], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",3c9e66f6-b95a-4ca9-8842-478ca2abf8a7,,Goal,0.14841323,Normal,Open Play,,,,Sassuolo,232,00:41:00.578,Shot,True
,,,,,,,,,,,,,,,,,,,0.135199,,,,,,,,,,,,,9e88e180-bdf8-42d0-9ccb-a5ec7dbe3e40,2182,,,"[88.0, 40.6]",3879636,48,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Karim Laribi,30941.0,Right Center Midfield,108,Sassuolo,232,"['80fcd60b-67ad-45da-8c39-349612669fb9', 'f4b48fc7-cf29-4367-b884-f0b17499568c']",55,,Right Foot,True,"[116.6, 39.6, 0.4]",,"[{'location': [100.6, 51.9], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 40.8], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 39.8], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.4, 41.0], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.7, 35.9], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 36.5], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.9, 29.0], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.3, 18.0], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.5, 52.9], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 36.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.7, 14.1], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.4, 26.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",5c77ad2c-2ec6-41d4-8573-f99ae16a1c02,,Saved,0.018694136,Normal,Open Play,,,,Sassuolo,232,00:03:55.323,Shot,
,,,,,,,,,,,,,,,,,,,2.273568,,,,,,,,,,,,,3cd70de3-e690-4dc3-af75-7deacbb977bd,2207,,,"[95.7, 52.4]",3879636,49,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Federico Bernardeschi,7777.0,Right Wing,110,Fiorentina,239,['375dc849-4d89-46e3-b22a-345b58c41168'],23,,Left Foot,,"[120.0, 27.5, 4.9]",,"[{'location': [103.0, 29.8], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 54.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 54.4], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 49.3], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 43.4], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 37.3], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.9, 48.3], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.7, 68.4], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.8, 40.6], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 22.1], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.3, 57.5], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.0, 43.0], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.5, 43.6], 'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.5, 57.6], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",b7e2e57b-7ef8-4541-a5a5-704bf5bc3109,,Off T,0.024879344,Normal,Open Play,,,,Fiorentina,239,00:04:23.731,Shot,
,,,,,,,,,,,,,,,,,,,0.106613,,,,,,,,,,,,,6e07c34c-b372-4c00-b3ba-027b32daec6c,2434,,,"[86.6, 39.6]",3879636,54,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Francesco Magnanelli,7127.0,Center Defensive Midfield,120,Sassuolo,232,"['260940da-e848-44aa-8814-4dc4fa8bc3d6', 'af1232a4-2e26-48d4-bd4e-bd44e363f2fc']",19,,Right Foot,,"[89.3, 39.9]",,"[{'location': [81.4, 27.5], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.4, 48.0], 'player': {'id': 6997, 'name': 'Borja Valero Iglesias'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.4, 40.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.5, 40.2], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 48.8], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 32.2], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 39.1], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 28.3], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.8, 20.3], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.4, 71.7], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.5, 43.2], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.8, 46.6], 'player': {'id': 6948, 'name': 'Sergio Floccari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.7, 28.0], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.1, 20.9], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 39.8], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.8, 26.0], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [77.8, 19.0], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",e2d6a9d9-699e-4137-973c-78d6cd5941be,,Blocked,0.019626848,Normal,Open Play,,,,Sassuolo,232,00:09:19.091,Shot,
,,,,,,,,,,,,,,,,,,,1.542048,,,,,,,,,,,,,85ff560c-048d-44ee-ac7b-17a77c0c609a,2568,,,"[98.4, 54.4]",3879636,57,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Floccari,6948.0,Center Forward,127,Sassuolo,232,"['4abf5425-3bdc-4e18-b485-cfc493169cbc', '67746f1d-080a-44ac-b2f1-a7012b63f379']",23,,Right Foot,,"[120.0, 33.4, 0.2]",,"[{'location': [116.4, 42.8], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 55.4], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 43.0], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.2, 52.4], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.7, 42.1], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 44.2], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 35.4], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.1, 39.2], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.7, 42.6], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.4, 38.3], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",6eceb0a0-ae6d-4360-887a-da4869708d4c,,Off T,0.021687502,Normal,Open Play,,,,Sassuolo,232,00:12:23.513,Shot,True
,,,,,,,,,,,,,,,,,,,0.152871,,,,,,,,,,,,,9f81a240-450e-4acc-9345-729e6705dd00,2614,,,"[104.5, 22.1]",3879636,58,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nikola Kalinić,7033.0,Center Forward,131,Fiorentina,239,"['5186041a-6caa-44f8-bce9-78bbf735a61a', '69256f54-bf0d-4aa3-a168-051eab6f3f96', '9c1fcd49-3b4d-4301-9670-3693c196fb37']",41,,Right Foot,,"[105.1, 22.9]",,"[{'location': [101.0, 18.7], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 45.3], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 32.8], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 29.1], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 34.3], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 22.5], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 36.5], 'player': {'id': 7132, 'name': 'Andrea Consigli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.1, 53.2], 'player': {'id': 7777, 'name': 'Federico Bernardeschi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.2, 29.0], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.8, 40.2], 'player': {'id': 7139, 'name': 'Josip Iličić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Blocked,0.026571188,Normal,Open Play,,,,Fiorentina,239,00:13:41.822,Shot,True
,,,,,,,,,,,,,,,,,,,0.19615,,,,,,,,,,,,,6cbb0eb0-6a8d-4b66-a693-d184aad3a8b5,2640,,,"[101.2, 31.3]",3879636,59,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Floccari,6948.0,Center Forward,133,Sassuolo,232,"['1bc5fc43-0a92-4711-8e4c-b7312fd1a869', '3b7cf34d-0d46-474c-9002-f67026e9c556']",33,,Right Foot,,"[106.3, 34.6]",,"[{'location': [117.1, 38.5], 'player': {'id': 3112, 'name': 'Anton Ciprian Tătărușanu'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 46.1], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 47.1], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.9, 25.1], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 34.9], 'player': {'id': 25931, 'name': 'Gonzalo Javier Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 35.7], 'player': {'id': 6305, 'name': 'Milan Badelj'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 35.5], 'player': {'id': 8275, 'name': 'Davide Astori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 32.0], 'player': {'id': 11516, 'name': 'Manuel Pasqual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 30.1], 'player': {'id': 6830, 'name': 'Facundo Sebastián Roncaglia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",0d66cdb1-8b81-4fad-a876-5f0a79cb13f3,,Blocked,0.059415653,Normal,Open Play,,,,Sassuolo,232,00:14:33.455,Shot,
