ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.172646,,,,,,,,,,,,,5de56c8c-84cb-46c2-bd7a-a0942e6cac24,112,,"[89.9, 28.9]",3754196,1,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,5,Stoke City,30,['245991a6-c3bb-4d83-a6ed-9d16eee4fb83'],46,,Left Foot,"[120.0, 45.8, 0.6]",,"[{'location': [89.8, 52.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.7, 39.1], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.5, 18.8], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.5, 24.5], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.9, 43.7], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.5, 67.1], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.8, 47.7], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 40.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.1, 23.9], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.2, 31.2], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.8, 35.3], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [84.3, 44.6], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [82.8, 37.2], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",ff5a5d20-a0de-4d1a-8c98-ebf91c736a19,Off T,0.021665003,Normal,Open Play,,,,Stoke City,30,00:01:46.635,Shot,
,,,,,,,,,,,,,,,,0.510728,,,,,,,,,,,,,fc5104b8-fe68-4463-b059-ef2797feb21a,313,,"[109.0, 47.6]",3754196,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ibrahim Afellay,4891.0,Center Attacking Midfield,17,Stoke City,30,"['5de53814-9158-4ad8-b737-fa7a64112b17', '8267be7e-2a40-45a7-b47c-644f1754628b']",13,,Right Foot,"[114.7, 37.2]",True,"[{'location': [106.9, 34.5], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.8, 45.8], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 38.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 37.3], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.4, 44.5], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 41.4], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 42.3], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,0.08718608,Half Volley,Open Play,,,,Stoke City,30,00:07:13.689,Shot,
,,,,,,,,,,,,,,,,1.01616,,,,,,,,,,,,,0e0df964-641c-4919-af28-c4a5be6a7121,401,,"[106.7, 33.5]",3754196,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Graziano Pellè,11062.0,Left Center Forward,25,Southampton,25,"['9d84ef04-0724-40f7-85c3-bd59eef7507e', 'aa6d6a03-c116-49de-8d89-2faa9e6495c7']",52,True,Head,"[118.2, 37.1, 2.3]",,"[{'location': [116.8, 39.3], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 35.7], 'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 50.1], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.3, 43.5], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 32.8], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 31.9], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.3, 15.8], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 13.5], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.5, 25.3], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.1, 49.9], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",0f2ead88-d2d6-4f4d-8c3c-4c474d93fb10,Saved,0.044575457,Normal,Open Play,,,,Southampton,25,00:09:52.057,Shot,True
,,,,,,,,,,,,,,,,0.901496,,,,,,,,,,,,,3066c5c6-7467-47a2-9f9a-94cb67e8f2d0,406,,"[115.0, 34.4]",3754196,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Graziano Pellè,11062.0,Left Center Forward,26,Southampton,25,"['016ee45f-538d-49b7-9c3e-d5a63798469a', 'e0a3ae77-e791-4d6b-bc7f-fafa2aea7298']",28,True,Head,"[120.0, 39.2, 2.4]",,"[{'location': [118.0, 43.8], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.4, 33.7], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 45.9], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.6, 41.2], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 39.2], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 29.8], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.1, 34.1], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 34.0], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 33.0], 'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 26.3], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [112.3, 46.9], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.4, 34.7], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.8, 40.8], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",2b96f469-6221-4ac9-bac3-cc60fe9c7519,Goal,0.14727579,Normal,Open Play,,,,Southampton,25,00:10:28.836,Shot,True
,,,,,,,,,,,,,,,,0.394755,,,,,,,,,,,,,ca142918-f3dd-4512-8adf-9b85faac4bad,522,,"[109.3, 56.7]",3754196,13,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Shane Long,3842.0,Right Center Forward,32,Southampton,25,['28f47bba-5c35-4be7-84fc-7ad91a75ce50'],38,,Right Foot,"[115.8, 45.9, 1.3]",True,"[{'location': [97.0, 41.5], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.8, 30.8], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 55.7], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.9, 33.0], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [116.5, 45.8], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8579e994-abf3-40ee-9769-58ead4502273,Saved,0.043798264,Normal,Open Play,,,,Southampton,25,00:13:38.411,Shot,
,,,,,,,,,,,,,,,,0.850086,,,,,,,,,,,,,18a568fd-0253-40d0-a293-d71f134f3332,732,,"[106.9, 42.2]",3754196,20,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mame Biram Diouf,3603.0,Center Forward,43,Stoke City,30,"['8659b5c4-b2ed-48c7-b92d-d508bb7b85dc', 'db7d355d-2271-47c3-a876-d88cf78a7950']",31,True,Head,"[120.0, 42.8, 4.2]",,"[{'location': [98.0, 68.0], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.1, 41.0], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.4, 51.4], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 41.4], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.1, 37.6], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 29.1], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 57.0], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 43.6], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 26.3], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.1, 69.7], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.8, 50.1], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.7, 31.5], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.3, 23.0], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.4, 62.7], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",a90e34d6-1f4a-4cd3-bba7-c1e357cd36df,Off T,0.05171506,Normal,Open Play,,,,Stoke City,30,00:20:31.841,Shot,True
,,,,,,,,,,,,,,,,1.299491,,,,,,,,,,,,,f191c042-e96c-417b-9cc6-7f4d00abd573,1038,,"[105.6, 24.9]",3754196,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Graziano Pellè,11062.0,Left Center Forward,65,Southampton,25,"['304a0745-6092-46b0-b619-2c5b6d191503', '5a0a5703-e2ea-4adb-8fec-89e3de171362']",34,,Right Foot,"[120.0, 43.4, 0.3]",True,"[{'location': [109.4, 43.7], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 41.9], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.2, 50.2], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.4, 13.4], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.7, 11.5], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 17.0], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 24.8], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.1, 20.4], 'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.6, 30.5], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 35.4], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.7, 36.8], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8bf4b9a0-8229-4b46-9a9c-f09ba8501ebd,Goal,0.046571128,Normal,Open Play,,,,Southampton,25,00:29:34.929,Shot,True
,,,,,,,,,,,,,,,,1.148376,,,,,,,,,,,,,5c8bceb7-ba29-4d91-a434-d7bc478b26dd,1127,,"[93.6, 25.8]",3754196,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marko Arnautović,3325.0,Left Wing,69,Stoke City,30,['a3fa8bc6-af25-4f30-b6bb-a010d799e980'],15,,Right Foot,"[120.0, 34.9, 3.7]",,"[{'location': [105.2, 42.2], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.2, 45.0], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.1, 41.1], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 48.2], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.2, 42.6], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 38.7], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 40.0], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.3, 40.1], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.3, 45.2], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 51.6], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.3, 37.9], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.8, 46.0], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.9, 40.4], 'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.6, 44.2], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [104.5, 31.9], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [105.1, 33.0], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.7, 31.4], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 30.9], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 30.2], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Off T,0.03839152,Normal,Free Kick,,,,Stoke City,30,00:33:15.489,Shot,
,,,,,,,,,,,,,,,,1.389395,,,,,,,,,,,,,5491956f-3bbb-4b7e-819e-81dc1d0333d0,1236,,"[90.1, 31.8]",3754196,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Oriol Romeu Vidal,3272.0,Right Defensive Midfield,80,Southampton,25,['47baefab-ce94-4f1c-be5b-6d1f185ced36'],49,,Left Foot,"[120.0, 34.6, 2.8]",True,"[{'location': [100.0, 7.7], 'player': {'id': 3842, 'name': 'Shane Long'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [91.4, 40.9], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.0, 27.7], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.2, 19.3], 'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 45.3], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 38.0], 'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.6, 34.2], 'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.5, 34.5], 'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 31.1], 'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.8, 39.4], 'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 44.3], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [92.8, 37.2], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.9, 51.7], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,Off T,0.021071913,Normal,Open Play,,,,Southampton,25,00:36:49.626,Shot,
,,,,,,,,,,,,,,,,0.947988,,,,,,,,,,,,,d0de0cc9-8fcd-4495-b3f1-b97cc8d706ae,1367,,"[87.7, 32.0]",3754196,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,88,Stoke City,30,['f6d42e38-f3b5-4da5-8f54-4e41b07abbdb'],59,,Left Foot,"[120.0, 35.2, 4.5]",,"[{'location': [99.8, 62.7], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.7, 40.3], 'player': {'id': 3970, 'name': 'Fraser Forster'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 50.4], 'player': {'id': 3651, 'name': 'Matt Targett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 60.8], 'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.6, 41.9], 'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.2, 31.0], 'player': {'id': 3590, 'name': 'Rhu-endly Martina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 36.1], 'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.9, 50.8], 'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 35.8], 'player': {'id': 3272, 'name': 'Oriol Romeu Vidal'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 28.0], 'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.4, 41.2], 'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.6, 44.5], 'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 48.7], 'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 34.7], 'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.8, 44.0], 'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [85.1, 54.3], 'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",99d46aba-47ad-4b2f-8d9b-94366cf51f19,Off T,0.019568333,Normal,Open Play,,,,Stoke City,30,00:40:59.823,Shot,
