50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.032736,,,,,,,,,,,,,,83fe8c28-7b3d-46f2-8fca-fc4e8373e67e,117,,"[98.2, 56.4]",3754346,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Almen Abdi,43081.0,Right Midfield,9,Watford,23,['92f000a7-d8ab-4102-b1ee-5f4c632e1348'],46,,Right Foot,"[120.0, 42.1, 3.8]",,"[{'location': [102.2, 33.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.3, 41.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.1, 43.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [82.5, 23.7], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.1, 62.2], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [86.7, 42.6], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 34.0], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 42.6], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 55.8], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.5, 50.1], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [84.2, 22.5], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 49.7], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.8, 37.8], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.8, 45.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 39.6], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",cf55e5a2-ebe5-4d74-a31c-133ee8c80b80,Off T,0.025119396,Normal,Open Play,,,,Watford,23,00:01:46.926,Shot,
,,,,,,,,,,,,,,,,,,1.49313,,,,,,,,,,,,,,c905a4ab-d10b-4bbf-a7db-95daa27cb44f,245,,"[92.2, 17.7]",3754346,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Aleksandar Kolarov,5596.0,Left Back,16,Manchester City,36,['298c9cd6-7e0b-4291-aaf4-26ad2017a489'],57,,Left Foot,"[120.0, 48.1, 0.2]",,"[{'location': [91.0, 41.3], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.1, 49.3], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.4, 13.9], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [79.2, 38.8], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [85.7, 23.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.2, 11.6], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.0, 24.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [84.1, 51.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.2, 33.4], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.9, 19.3], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.3, 20.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 39.4], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 46.6], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.6, 36.4], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",23b8d21f-e088-4d47-9314-fe6720b003d0,Off T,0.0049998597,Normal,Open Play,,,,Manchester City,36,00:04:57.364,Shot,
,,,,,,,,,,,,,,,,,,0.090493,,,,,,,,,,,,,,dc822c44-4829-4cb0-99ea-0910f0f8793b,447,,"[107.2, 52.2]",3754346,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Right Center Forward,24,Watford,23,"['61cb0ee7-25df-412c-b5b9-98f3e0295e20', 'd31e4c6e-5e3a-405f-b8a3-503e8ccf7116']",28,,Right Foot,"[108.0, 51.5]",True,"[{'location': [116.8, 44.0], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.9, 51.3], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 51.4], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.9, 30.2], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",2d26a84c-e2ab-46db-ba35-28731110b7dc,Blocked,0.040908344,Normal,Open Play,,,,Watford,23,00:09:28.895,Shot,
,,,,,,,,,,,,,,,,,,0.27526,,,,,,,,,,,,,,758ad074-c7f0-4d5e-b50a-4c18fcec2545,576,,"[110.6, 49.6]",3754346,12,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Right Center Forward,29,Watford,23,['704cbc10-20b5-40aa-9047-46c4a7b4a7e8'],31,,Right Foot,"[114.1, 45.9, 0.2]",,"[{'location': [114.1, 46.0], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 53.1], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.5, 51.9], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 50.6], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 47.4], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.2, 41.4], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 38.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 42.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6156ce8b-808b-4c5d-b1f9-c2fb550d7e5f,Saved,0.21778537,Normal,Open Play,,,,Watford,23,00:12:31.244,Shot,
,,,,,,,,,,,,,,,,,,1.420227,,,,,,,,,,,,,,538b8c16-9b2b-4970-951a-0a2d07c55b70,730,,"[91.1, 31.9]",3754346,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ben Watson,3626.0,Left Center Midfield,36,Watford,23,['c036fd92-833b-4bab-b713-8a325c097251'],46,,Right Foot,"[120.0, 37.5, 4.0]",,"[{'location': [102.0, 53.5], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 46.5], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.3, 44.4], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.8, 42.9], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.8, 35.4], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 38.4], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.9, 34.7], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 34.1], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 33.7], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.5, 28.9], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 40.7], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.5, 34.6], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.9, 55.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [101.3, 45.4], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [102.9, 44.8], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.6, 45.1], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.4, 41.1], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.5, 39.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.7, 26.8], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Off T,0.039843235,Normal,Free Kick,,,,Watford,23,00:16:46.801,Shot,
,,,,,,,,,,,,,,,,,,0.990764,,,,,,,,,,,,,,8433fcb7-dfa0-4cd4-8ca0-b766da0b35bb,783,,"[93.5, 58.0]",3754346,18,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kevin De Bruyne,3089.0,Right Wing,40,Manchester City,36,['521932b0-3bce-4c32-95e5-42e8e64d9a3b'],9,,Right Foot,"[114.8, 41.6, 0.3]",,"[{'location': [99.9, 53.5], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.4, 57.0], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.5, 35.8], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.6, 15.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.9, 61.3], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.8, 55.4], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.3, 53.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.2, 56.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.4, 51.3], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 38.7], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 31.8], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.7, 39.9], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.7, 27.1], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.2, 43.0], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",767ed328-e20f-4444-9fde-6c2590606ffa,Saved,0.008933601,Normal,Open Play,,,,Manchester City,36,00:18:09.686,Shot,
,,,,,,,,,,,,,,,,,,0.081345,,,,,,,,,,,,,,49d51775-cf0a-40e4-8e1d-cc720a7ce646,1011,,"[86.6, 42.7]",3754346,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Left Defensive Midfield,53,Manchester City,36,"['03810446-24c1-4af3-97a2-483bb85a73f8', 'c318e304-fdaa-4140-b5c5-77c1e2dae718']",27,,Right Foot,"[89.0, 42.7]",,"[{'location': [98.1, 25.0], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.1, 50.6], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.9, 41.9], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.5, 66.7], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.2, 40.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.5, 40.5], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [94.0, 24.0], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [92.2, 31.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.2, 42.9], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.8, 29.5], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 40.3], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 47.9], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.1, 56.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.0, 53.0], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.7, 10.7], 'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.2, 36.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",765afac1-7bbe-40e4-8eef-46ac86012f6e,Blocked,0.02114617,Normal,Open Play,,,,Manchester City,36,00:25:27.960,Shot,
,,,,,,,,,,,,,,,,,,0.094731,,,,,,,,,,,,,,e9118ee0-f14b-4dcd-83de-aade0c8a7018,1158,,"[115.6, 49.7]",3754346,28,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Right Defensive Midfield,57,Manchester City,36,['a917f305-c350-4b69-b52d-79f4a0807c1b'],2,,Right Foot,"[116.3, 48.1, 0.3]",True,"[{'location': [91.7, 59.5], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.4, 48.1], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 35.9], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 48.9], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.8, 34.5], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 48.8], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.2, 50.5], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 56.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.2, 49.4], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 39.1], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 45.3], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.9, 36.4], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 38.8], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",f245d1e3-36e9-4877-bca0-d82a60970000,Saved,0.20705925,Normal,Open Play,,,,Manchester City,36,00:28:02.007,Shot,
,,,,,,,,,,,,,,,,,,0.439646,,,,,,,,,,,,,,a825caf8-3bef-418c-a409-7ca0a90aa73c,1165,,"[109.2, 45.0]",3754346,28,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Wing,57,Manchester City,36,"['9fd52f1a-07c2-438e-8c15-96d8ffbf73a1', 'dbf2d2e0-4baa-478b-a109-379f2ee59e30']",7,,Right Foot,"[120.0, 42.4, 4.2]",True,"[{'location': [99.2, 58.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.7, 46.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.4, 50.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.4, 49.9], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.3, 39.2], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 49.0], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 39.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.9, 46.6], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.2, 44.0], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 45.1], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.3, 58.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.6, 37.9], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.7, 52.5], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.4, 42.2], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Off T,0.08416189,Half Volley,Open Play,,,,Manchester City,36,00:28:07.064,Shot,True
,,,,,,,,,,,,,,,,,,0.440528,,,,,,,,,,,,,,1b6516fe-9389-429e-86dc-bf026c961b59,1173,,"[112.3, 27.3]",3754346,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,59,Manchester City,36,"['381ac4a6-29d0-424f-8e6c-d9d3e041b412', 'fd155d91-eea4-4415-9be1-cdc6d5e2c2c1']",53,,Left Foot,"[120.0, 34.1, 1.8]",,"[{'location': [117.1, 34.3], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 49.3], 'player': {'id': 3725, 'name': 'José Holebas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.3, 41.6], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.5, 28.1], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.3, 28.8], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.3, 43.1], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.6, 58.1], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.8, 45.0], 'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",acc4e836-434e-4105-900e-878bfc786497,Off T,0.07782335,Normal,Open Play,,,,Manchester City,36,00:28:53.361,Shot,True
