50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.916936,,,,,,,,,,,,,05be761b-59a5-4f53-a84b-40909f9ade8b,190,,,"[103.9, 43.9]",3879650,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Lasagna,7793.0,Right Center Forward,15,Carpi,1683,"['cf1577d6-7c77-4c11-8b53-3971637a0038', 'ea4e6abb-1b5a-4819-9fbc-581f8611575d']",38,True,Head,"[120.0, 54.5, 1.1]",,"[{'location': [116.8, 42.0], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.2, 57.8], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 70.9], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.6, 59.6], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.3, 45.3], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.7, 43.4], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 39.2], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 64.8], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [99.7, 37.3], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",abfb06ae-0831-4279-a526-5a22ba775ff8,,Off T,0.025218273,Normal,Open Play,,,,Carpi,1683,00:03:38.719,Shot,True
,,,,,,,,,,,,,,,,0.09227,,,,,,,,,,,,,8b99265b-83cc-4b62-8ab8-3a05728a58e3,487,,,"[109.9, 29.2]",3879650,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ryder Matos Santos,7696.0,Left Center Forward,31,Carpi,1683,['18772ce1-0705-4e2a-b058-96e7cfd44561'],22,,Right Foot,"[111.1, 30.7, 0.6]",,"[{'location': [105.7, 35.4], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 23.0], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.7, 19.6], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.8, 30.9], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Saved,0.31490165,Normal,Open Play,,,,Carpi,1683,00:10:22.621,Shot,
,,,,,,,,,,,,,,,,0.997246,,,,,,,,,,,,,a0c64ba1-67dd-4202-9b4c-d02f406acacc,637,,,"[107.4, 44.9]",3879650,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin Lasagna,7793.0,Right Center Forward,43,Carpi,1683,"['1922acdd-656f-40ad-ac3b-4081635ed849', '6fb5b763-3d0c-40f2-affe-ae4fdf297616']",30,True,Head,"[120.0, 38.9, 5.4]",,"[{'location': [104.3, 59.9], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 50.8], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 43.4], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 35.6], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.7, 47.8], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.5, 62.4], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.2, 29.1], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.7, 41.6], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7a6f2ff0-7868-4525-9cf3-b25db47bba4f,,Off T,0.053547453,Normal,Open Play,,,,Carpi,1683,00:14:30.148,Shot,True
,,,,,,,,,,,,,,,,1.394555,,,,,,,,,,,,,d1517746-e6b5-4397-abfa-25e859fad2db,650,,,"[81.0, 35.6]",3879650,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,44,Empoli,290,['a903273a-7790-4775-9235-137c638853f8'],16,,Right Foot,"[120.0, 35.0, 0.7]",,"[{'location': [118.8, 38.7], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 36.4], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.7, 10.8], 'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.2, 23.5], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [89.5, 20.7], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [79.8, 42.8], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.9, 45.8], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.7, 38.0], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 31.5], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.7, 21.6], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.4, 38.3], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.7, 31.4], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.7, 44.8], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [87.2, 24.2], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [74.7, 48.3], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",cdf5fcf6-ce87-4d1a-99a2-59213495ff69,,Off T,0.0057913307,Normal,Open Play,,,,Empoli,290,00:15:16.284,Shot,
,,,,,,,,,,,,,,,,0.775718,,,,,,,,,,,,,c871957c-87cc-4387-8b3d-24e85f69ab64,674,,,"[105.5, 50.3]",3879650,16,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ryder Matos Santos,7696.0,Left Center Forward,45,Carpi,1683,['c6ce32a7-5eea-46b0-97d4-35f8469c86b7'],12,,Left Foot,"[120.0, 44.7, 0.9]",,"[{'location': [109.8, 41.6], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.2, 42.8], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.3, 49.6], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 46.9], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.2, 40.8], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 42.6], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",cbc76470-fa5a-4e8f-b7fd-23bacc9699ec,,Off T,0.06161657,Normal,Open Play,,,,Carpi,1683,00:16:12.388,Shot,
,,,,,,,,,,,,,,,,0.913004,,,,,,,,,,,,,9fe42ed3-83e7-47b9-b91a-62d0863137ad,699,,,"[107.0, 24.6]",3879650,17,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Pucciarelli,7054.0,Right Center Forward,46,Empoli,290,['3d365d96-c8f6-46c7-8742-d2270f1e9d56'],5,,Left Foot,"[118.2, 36.0, 0.4]",,"[{'location': [109.7, 37.8], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.9, 31.6], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 38.6], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.3, 33.9], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 22.4], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.7, 18.8], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.7, 27.1], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.9, 2.2], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.1, 36.3], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.3, 33.3], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.7, 20.4], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.2, 35.6], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",4992cda2-98c8-4966-939f-18add22d7846,,Saved,0.040352482,Normal,Open Play,,,,Empoli,290,00:17:05.008,Shot,
,,,,,,,,,,,,,,,,0.33998,,,,,,,,,,,,,7ba4b6d2-5874-4cc2-a650-2c7cb001613f,955,,,"[92.3, 27.1]",3879650,21,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphael Martinho Alves de Lima,387476.0,Left Midfield,55,Carpi,1683,"['7c9d8b7d-82da-42f0-8f6f-2573b2854674', 'b400e60a-848c-4989-aaa3-45cb8e76c1d7', 'f101be0c-1218-47bc-9b25-b7195d6bdb84']",36,,Right Foot,"[100.2, 30.0]",,"[{'location': [101.5, 2.5], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.5, 28.3], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.7, 29.4], 'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.6, 46.1], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.3, 32.9], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 20.9], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 30.5], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 23.0], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.7, 16.9], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.9, 32.2], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 39.3], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",d7b2c270-076b-497c-8da7-5e6a0771f10e,,Blocked,0.021328827,Normal,Open Play,,,,Carpi,1683,00:21:36.000,Shot,True
,,,,,,,,,,,,,,,,1.348405,,,,,,,,,,,,,e83becd8-3e14-44ed-9bb4-1076daad2234,963,,,"[91.8, 45.2]",3879650,22,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lorenzo Lollo,30829.0,Left Defensive Midfield,56,Carpi,1683,['3c87a28d-aedc-4d1f-81e2-acb78d3a71b2'],12,,Right Foot,"[120.0, 30.7, 3.3]",,"[{'location': [105.1, 10.6], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [99.9, 48.7], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.6, 43.5], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 34.2], 'player': {'id': 8187, 'name': 'Marcel Büchel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.7, 45.7], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.0, 46.9], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 43.0], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 40.5], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 35.9], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.5, 27.6], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.8, 28.0], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.3, 47.5], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.2, 39.3], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [104.6, 32.8], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.3, 38.0], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.8, 45.8], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.4, 29.1], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.7, 41.1], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.017882131,Half Volley,Open Play,,,,Carpi,1683,00:22:12.639,Shot,
,,,,,,,,,,,,,,,,2.220013,,,,,,,,,,,,,b561bc4e-69f4-4662-a211-52195075622e,1523,,,"[89.0, 36.8]",3879650,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcel Büchel,8187.0,Left Center Midfield,89,Empoli,290,['0dff76bc-c29e-4beb-9d92-a6c3dd18310f'],17,,Right Foot,"[120.0, 26.6, 0.2]",True,"[{'location': [106.5, 46.7], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.9, 39.4], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.1, 41.6], 'player': {'id': 8664, 'name': 'Andrea Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.5, 42.9], 'player': {'id': 7160, 'name': 'Lorenzo Tonelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.8, 45.6], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.4, 23.3], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.2, 42.3], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 39.0], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.7, 39.1], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.9, 35.3], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 35.0], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 46.7], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [95.7, 41.5], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.2, 22.7], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.2, 32.5], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.8, 34.2], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.8, 36.5], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.3, 47.6], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,0.0132664945,Volley,Open Play,,,,Empoli,290,00:34:17.745,Shot,
,,,,,,,,,,,,,,,,1.328274,,,,,,,,,,,,,1ff8f67d-ed23-463d-bdf9-831d9325eddf,1557,,,"[86.2, 42.0]",3879650,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Marcel Büchel,8187.0,Left Center Midfield,92,Empoli,290,['ac74425e-2ca3-4799-8de8-311d37a678c4'],6,,Left Foot,"[120.0, 47.6, 1.0]",,"[{'location': [118.8, 39.9], 'player': {'id': 8662, 'name': 'Vid Belec'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 57.1], 'player': {'id': 7114, 'name': 'Gaetano Letizia'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 46.4], 'player': {'id': 7172, 'name': 'Simone Romagnoli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.9, 49.9], 'player': {'id': 11499, 'name': 'Riccardo Gagliolo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.7, 58.4], 'player': {'id': 387476, 'name': 'Raphael Martinho Alves de Lima'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.9, 31.8], 'player': {'id': 387300, 'name': 'Cristian Zaccardo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 46.8], 'player': {'id': 7460, 'name': 'Isaac Cofie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [88.9, 50.2], 'player': {'id': 30829, 'name': 'Lorenzo Lollo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.5, 39.6], 'player': {'id': 387472, 'name': 'Lorenzo Pasciuti'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [78.0, 62.2], 'player': {'id': 7696, 'name': 'Ryder Matos Santos'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [77.0, 49.9], 'player': {'id': 7793, 'name': 'Kevin Lasagna'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [92.3, 69.9], 'player': {'id': 7155, 'name': 'Vincent Laurini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 52.5], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.0, 50.7], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [97.4, 21.4], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [79.9, 50.6], 'player': {'id': 16308, 'name': 'Leandro Daniel Paredes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [85.6, 49.9], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",ccf21dc2-3a30-42e4-b1a0-77649bc254d4,,Off T,0.027811019,Normal,Open Play,,,,Empoli,290,00:35:06.127,Shot,
