50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.82905,,,,,,,,,,,,,,,43284a00-f7e6-43aa-9081-9deb463f3cc8,267,,"[98.1, 46.2]",3813267,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eduardo Bedia Peláez,26754.0,Left Defensive Midfield,13,Goa,7288,['6210df0d-bc88-4423-a936-82182f2c4678'],18,Right Foot,"[120.0, 43.7, 3.8]",True,"[{'location': [117.9, 42.8], 'player': {'id': 161115, 'name': 'Suvam Sen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 37.6], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 39.8], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [104.8, 42.1], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.9, 45.7], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.1, 48.2], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 55.4], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.7, 59.6], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 55.6], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 75.7], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [88.3, 41.9], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.6, 78.0], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [87.7, 50.8], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.1, 59.8], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.5, 64.2], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.5, 57.5], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [96.8, 70.8], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,Off T,0.05492771,Normal,Open Play,,,,Goa,7288,00:05:18.324,Shot,
,,,,,,,,,,,,,,,,,,1.281035,,,,,,,,,,,,,,,525ec67d-79a9-4d9e-a97c-48ed0521df89,589,,"[92.9, 53.5]",3813267,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Noguera Ripoll,26571.0,Center Attacking Midfield,30,Goa,7288,['1797d9a0-3af8-4cbc-a80f-7c1de679212f'],5,Right Foot,"[120.0, 36.7, 2.2]",,"[{'location': [95.3, 30.0], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 42.3], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 41.2], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 34.2], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.7, 41.8], 'player': {'id': 161115, 'name': 'Suvam Sen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 76.8], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [99.5, 12.3], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [99.5, 51.8], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 43.1], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [92.7, 32.8], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [79.4, 42.1], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.3, 52.3], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [87.8, 47.4], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [94.9, 47.8], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.3, 55.4], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 50.4], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",2555a3d9-da25-450b-baaf-4f05c6f629b0,Goal,0.02110373,Normal,Open Play,,,,Goa,7288,00:13:05.222,Shot,
,,,,,,,,,,,,,,,,,,1.191962,,,,,,,,,,,,,,,439d310e-c7e6-4367-8540-63ab8d47f5c6,691,,"[114.2, 49.4]",3813267,16,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jorge Ortiz Mendoza,159764.0,Right Center Forward,33,Goa,7288,['b4dc54d1-3c41-41b0-b5c3-d697d7992bcd'],3,Right Foot,"[120.0, 34.3, 0.2]",True,"[{'location': [90.5, 45.7], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 43.4], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.1, 45.8], 'player': {'id': 161115, 'name': 'Suvam Sen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 36.8], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 42.7], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 50.3], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.5, 34.0], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [96.6, 53.0], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.4, 37.2], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [100.6, 44.8], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.4, 53.9], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",79b41ff5-325f-471e-a775-76799478201d,Off T,0.25838828,Normal,Open Play,,,,Goa,7288,00:16:03.484,Shot,
,,,,,,,,,,,,,,,,,,0.020559,,,,,,,,,,,,,,,41852970-fc6d-4e42-96ec-7da2da1fbbdf,737,,"[112.9, 30.9]",3813267,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bikash Jairu,161093.0,Left Midfield,37,East Bengal,7286,"['2bfe7519-5207-436d-a38b-3b0bb8122aab', '45c3f728-9182-4ea4-a1d8-cec9bb258b3c', 'a87e2233-1fd7-4cea-80ae-c907e0c1c4fc']",4,Left Foot,"[113.5, 31.5]",,"[{'location': [108.4, 42.7], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.6, 47.7], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.7, 34.8], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.6, 29.8], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.3, 30.4], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.5, 19.2], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.9, 17.0], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.0, 24.1], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 34.3], 'player': {'id': 170219, 'name': 'Mohamed Ali'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 33.1], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.6, 32.0], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.5, 38.3], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [115.9, 35.2], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.9, 37.2], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Blocked,0.050631702,Normal,Open Play,,,,East Bengal,7286,00:18:04.468,Shot,True
,,,,,,,,,,,,,,,,,,0.259074,,,,,,,,,,,,,,,9a5d9045-5456-4456-9de6-e206b2e35cf1,1039,,"[95.4, 34.6]",3813267,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amir Derviševič,161092.0,Left Center Midfield,47,East Bengal,7286,"['3bdcef34-a52b-4c13-b0a6-5e53c12c4887', '8198560c-8d68-4630-8a37-bbd81392c31e']",8,Left Foot,"[105.4, 34.9]",,"[{'location': [106.1, 28.9], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.6, 30.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.4, 36.1], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [105.4, 37.2], 'player': {'id': 170219, 'name': 'Mohamed Ali'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 35.2], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 38.0], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 39.0], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.4, 44.0], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 46.5], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [117.8, 41.0], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 45.4], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.4, 44.9], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.8, 37.1], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [83.4, 47.4], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Blocked,0.074701525,Normal,Free Kick,,,,East Bengal,7286,00:25:08.559,Shot,
,,,,,,,,,,,,,,,,,,0.870986,,,,,,,,,,,,,,,7fc49630-84c2-47bd-a496-ea39c24efc5f,1044,,"[94.6, 39.6]",3813267,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Antonio Perošević,161111.0,Right Center Forward,47,East Bengal,7286,['63290f27-0d8f-4791-befd-3bf09ed62a95'],10,Left Foot,"[120.0, 43.5, 1.2]",,"[{'location': [103.0, 46.4], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.2, 34.4], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.6, 42.9], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.9, 40.3], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 39.6], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [105.5, 34.3], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 34.0], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.4, 39.7], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.3, 34.6], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [84.9, 47.2], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.5, 45.5], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [108.1, 41.2], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.1, 43.7], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 31.8], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.5, 33.8], 'player': {'id': 170219, 'name': 'Mohamed Ali'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Goal,0.026248634,Half Volley,Open Play,,,,East Bengal,7286,00:25:10.595,Shot,
,,,,,,,,,,,,,,,,,,0.003985,,,,,,,,,,,,,,,739a3cf2-de91-4f64-bced-413596ff46bf,1136,,"[115.0, 35.0]",3813267,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Devendra Dhaku Murgaokar,159783.0,Left Center Forward,51,Goa,7288,['470ea4dc-5f5a-4630-bf3b-4cee6fcfb3ab'],49,Right Foot,"[115.4, 36.9]",True,"[{'location': [109.1, 33.7], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.1, 36.5], 'player': {'id': 161115, 'name': 'Suvam Sen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 27.0], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 20.4], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [103.9, 33.3], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.7, 48.0], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.7, 37.1], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 37.8], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 29.0], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.9, 43.6], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",3339ddc1-2e27-42bc-a21e-d3164aad1abd,Wayward,0.23606613,Normal,Open Play,,,,Goa,7288,00:27:49.585,Shot,
,,,,,,,,,,,,,,,,,,0.726762,,,,,,,,,,,,,,,917be3f8-7a3b-4b4a-9666-37f6ec07b2ab,1141,,"[111.5, 49.1]",3813267,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seriton Fernandes,159778.0,Right Wing Back,51,Goa,7288,['65449a02-0475-466e-8aa6-a09a83373b12'],51,Right Foot,"[120.0, 46.0, 2.4]",True,"[{'location': [98.8, 37.4], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.4, 44.1], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.1, 32.3], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.4, 28.4], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.6, 25.8], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [119.5, 34.5], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.3, 38.9], 'player': {'id': 161115, 'name': 'Suvam Sen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.2, 26.8], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [116.6, 43.2], 'player': {'id': 161108, 'name': 'Hira Mondal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.7, 40.6], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 39.5], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 43.2], 'player': {'id': 161092, 'name': 'Amir Derviševič'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.2, 30.1], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Off T,0.13272275,Volley,Open Play,,,,Goa,7288,00:27:51.214,Shot,
,,,,,,,,,,,,,,,,,,0.481993,,,,,,,,,,,,,,,792f3ce7-d2e9-4844-bea0-d10201cac409,1241,,"[108.2, 40.4]",3813267,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Jorge Ortiz Mendoza,159764.0,Right Center Forward,55,Goa,7288,['53ba761a-15eb-4547-a051-7587c9846caf'],58,Right Foot,"[120.0, 43.1, 0.5]",,,,Goal,0.7835,Normal,Penalty,,,,Goa,7288,00:31:58.320,Shot,
,,,,,,,,,,,,,,,,,,1.967763,,,,,,,,,,,,,,,a65a4be0-e025-449c-b32d-bfa3035edd1f,1318,,"[95.4, 65.5]",3813267,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Amir Derviševič,161092.0,Left Center Midfield,61,East Bengal,7286,['13df8db4-c09f-4b4c-b709-60070b9ae884'],13,Left Foot,"[120.0, 36.6, 0.8]",,"[{'location': [105.1, 39.8], 'player': {'id': 26754, 'name': 'Eduardo Bedia Peláez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.6, 28.3], 'player': {'id': 161111, 'name': 'Antonio Perošević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.8, 32.5], 'player': {'id': 161106, 'name': 'Amarjit Singh Kiyam Singh'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.1, 42.8], 'player': {'id': 161109, 'name': 'Sourav Das'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.7, 36.3], 'player': {'id': 35039, 'name': 'Iván Garrido González'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 35.6], 'player': {'id': 33638, 'name': 'Tomislav Mrčela'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.6, 40.5], 'player': {'id': 124911, 'name': 'Dheeraj Singh Moirangthem'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 46.8], 'player': {'id': 161093, 'name': 'Bikash Jairu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.0, 39.8], 'player': {'id': 32945, 'name': 'Franjo Prce'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.7, 46.8], 'player': {'id': 166425, 'name': 'Naorem Mahesh Singh'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.9, 29.5], 'player': {'id': 159778, 'name': 'Seriton Fernandes'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.2, 35.8], 'player': {'id': 124906, 'name': 'Glan Martins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 42.8], 'player': {'id': 159779, 'name': 'Saviour Gama'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.7, 39.7], 'player': {'id': 159780, 'name': 'Aibanbha Kupar Dohling'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 43.4], 'player': {'id': 159783, 'name': 'Devendra Dhaku Murgaokar'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.2, 46.5], 'player': {'id': 170219, 'name': 'Mohamed Ali'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.7, 58.8], 'player': {'id': 26571, 'name': 'Alberto Noguera Ripoll'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [103.4, 59.3], 'player': {'id': 159764, 'name': 'Jorge Ortiz Mendoza'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.2, 38.8], 'player': {'id': 166424, 'name': 'Raju Eknath Gaikwad'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,Goal,0.0073236767,Normal,Free Kick,,,,East Bengal,7286,00:36:13.665,Shot,
