50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,762d0fe2-ea38-4f8d-9d76-a8f12be44625,1533,,"[116.0, 35.0]",7456,46,,,,,,,,,,,,,,,,1,From Throw In,Débora Cristiane de Oliveira,5044.0,Right Midfield,110,North Carolina Courage,766,['469c8c2d-7f1c-4c16-b804-4f71ba21d299'],9,,Right Foot,,"[120.0, 46.7, 0.7]",True,"[{'location': [120.0, 38.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 40.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,,0.45330766,Normal,Open Play,,,,North Carolina Courage,766,00:46:09.467,Shot,
,,,,,,,,,,,,,,0.293,,,,,,,,,,,,,692216d7-f149-4b90-990b-36007de0b5fb,1671,,"[106.0, 52.0]",7456,48,,,,,,,,,,,,,,,,2,Regular Play,Savannah McCaskill,5096.0,Right Wing,121,NJ/NY Gotham FC,763,"['1f96d371-e165-41b9-b9bf-07d47b3a483c', 'e008131f-93d7-49cd-9d77-c2f0c3e4a10b']",28,,Right Foot,,"[111.0, 49.0]",,"[{'location': [110.0, 49.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 25.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 34.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 28.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 31.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",cd9a9fea-a015-4d09-84db-cfd399a011d4,,Blocked,,0.05352903,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:03:28.000,Shot,
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,0bf442d6-b761-45e2-8d06-26e7c611a45f,1799,,"[103.0, 37.0]",7456,53,,,,,,,,,,,,,,,,2,Regular Play,Sarah Killion,4988.0,Center Defensive Midfield,131,NJ/NY Gotham FC,763,['cc8954bc-d677-4a7e-ba92-00b0d2234f3e'],52,,Left Foot,,"[118.0, 43.0, 0.4]",True,"[{'location': [101.0, 31.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 26.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 39.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 43.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",e4bcff66-9637-451b-aaf3-1079532f174c,,Saved,,0.10409,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:08:52.653,Shot,
,,,,,,,,,,,,,,0.293,,,,,,,,,,,,,98e998ed-044e-489d-99dd-c60f6942e048,1932,,"[112.0, 40.0]",7456,57,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Right Midfield,137,North Carolina Courage,766,['4f88e6ca-4d25-49ba-a9f3-810e7c38ec0d'],20,,Right Foot,,"[120.0, 41.5, 3.3]",True,"[{'location': [95.0, 60.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 49.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.0, 50.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 50.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 55.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",51616e43-a335-449a-b724-8cb6f802a6c6,,Off T,,0.31362534,Normal,Open Play,,,,North Carolina Courage,766,00:12:20.360,Shot,
,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,43c3207d-eaa5-482f-b3ab-873e627a6b8c,2107,,"[104.0, 43.0]",7456,64,,,,,,,,,,,,,,,,2,From Corner,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,151,North Carolina Courage,766,"['646f0f8e-508d-4b03-aeef-6b2ae0746ca0', 'b5aed1fb-0a91-4c91-ba43-80d88255d6b8']",24,,Left Foot,,"[112.0, 42.0]",,"[{'location': [119.0, 1.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.0, 37.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 38.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 56.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 43.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 34.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",c7c9b50f-1220-45ba-b7dc-e1832da92552,,Blocked,,0.05339434,Normal,Open Play,,,,North Carolina Courage,766,00:19:24.400,Shot,
,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,5869ea23-dc87-4766-bd32-90f0d95a8561,2160,,"[98.0, 47.0]",7456,66,,,,,,,,,,,,,,,,2,From Free Kick,Jaelene McKenzie Daniels,5047.0,Left Back,155,North Carolina Courage,766,['e7f9b83e-b9cb-4ccd-91b7-dfe7befc70a4'],34,,Left Foot,,"[120.0, 44.8, 3.8]",,"[{'location': [106.0, 30.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 33.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 36.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 27.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 44.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 42.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.0, 51.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Off T,,0.083928585,Normal,Free Kick,,,,North Carolina Courage,766,00:21:34.120,Shot,
,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,b74ee024-e653-465d-abac-064503ffa296,2175,,"[112.0, 40.0]",7456,67,,,,,,,,,,,,,,,,2,Regular Play,Jessica McDonald,5034.0,Right Center Forward,157,North Carolina Courage,766,"['7bac77f6-9ac4-4116-97ba-a67e693e6359', 'e21a98bc-e40b-45f1-a8b8-35bb05fc6d17']",12,True,Head,,"[118.0, 51.0]",,"[{'location': [112.0, 46.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 50.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 24.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 36.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [97.0, 30.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 40.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",7c699c39-50fb-405f-b7a1-440e08e629b8,,Wayward,,0.10466554,Normal,Open Play,,,,North Carolina Courage,766,00:22:12.360,Shot,True
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,4d77ffbd-27d0-4406-8adc-baee36c09880,2191,,"[101.0, 58.0]",7456,67,,,,,,,,,,,,,,,,2,From Counter,Débora Cristiane de Oliveira,5044.0,Right Midfield,159,North Carolina Courage,766,['b90cde1e-915a-407b-ba8b-113f52c8d03a'],58,,Right Foot,,"[120.0, 34.2, 0.5]",True,"[{'location': [101.0, 57.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 55.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 36.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fb9beda0-8c2b-4a05-8394-8b7c0cb67db8,,Off T,,0.022249803,Normal,Open Play,,,,North Carolina Courage,766,00:22:58.080,Shot,
,,,,,,,,,,,,,,0.533,,,,,,,,,,,,,096d740a-b883-49f2-b5f4-05c292286d96,2226,,"[109.0, 41.0]",7456,71,,,,,,,,,,,,,,,,2,Other,Carli Anne Hollins,5097.0,Right Center Midfield,164,NJ/NY Gotham FC,763,['f6b438b4-4d57-4cb3-bd6c-676e7742b517'],40,,Right Foot,,"[119.0, 36.6, 1.0]",,,,,Saved,,0.7835,Normal,Penalty,,,,NJ/NY Gotham FC,763,00:26:40.480,Shot,
,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,93b12d3f-02f3-4955-8ae7-23758f8daaee,2229,,"[113.0, 33.0]",7456,71,,,,,,,,,,,,,,,,2,Other,Raquel Rodriguez,4967.0,Left Center Midfield,164,NJ/NY Gotham FC,763,['a03e262a-883f-400b-b054-090bf4fa73e7'],42,,Left Foot,,"[119.0, 36.6, 0.5]",True,"[{'location': [118.0, 38.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 32.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 40.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,,0.2826802,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:26:42.480,Shot,
,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,29ffd34e-f771-42f0-b7cd-acb919f5df2d,2261,,"[91.0, 45.0]",7456,73,,,,,,,,,,,,,,,,2,From Throw In,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,167,North Carolina Courage,766,"['f1c8b044-2d70-48b5-a3bf-4edf9125d30a', 'f413e555-e4a6-468d-9c9f-efa258ffd197']",21,,Right Foot,,"[96.0, 44.0]",,"[{'location': [99.0, 31.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 42.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [88.0, 47.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 50.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.0, 43.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 46.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 50.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,Blocked,,0.02431909,Normal,Open Play,,,,North Carolina Courage,766,00:28:21.480,Shot,
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,bea1d707-0fb7-4571-b185-625992e2546b,2272,,"[100.0, 54.0]",7456,74,,,,,,,,,,,,,,,,2,From Free Kick,Jaelene McKenzie Daniels,5047.0,Left Back,168,North Carolina Courage,766,['140f7f63-8be3-4360-8d05-90321f5aebdb'],27,,Left Foot,,"[120.0, 35.4, 3.9]",,"[{'location': [96.0, 45.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 54.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 53.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 51.0], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 52.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 40.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 35.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",,,Off T,,0.059472173,Normal,Free Kick,,,,North Carolina Courage,766,00:29:27.973,Shot,
