ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.144099,,,,,,,,,,,,,eb2b8477-26a3-4e66-8144-24797c8283b4,1752,,"[97.0, 44.0]",19761,52,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Rosella Ayane,21048.0,Right Wing,123,Bristol City WFC,973,['5fd51e1c-38b9-4f4f-ab05-2d9138657720'],28,,Left Foot,,"[118.0, 35.2, 2.2]",,"[{'location': [97.0, 32.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 23.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 32.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 36.0], 'player': {'id': 16390, 'name': 'Juliette Kemppi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",846ba14f-a3d8-465d-ae6c-3b4f9e1e2a0d,,Off T,0.047350332,Normal,Open Play,,,,Bristol City WFC,973,00:07:28.740,Shot,
,,,,,,,,,,,,1.0636,,,,,,,,,,,,,94c590ba-e434-4e90-a0d3-a13d8f5d9031,1773,,"[101.0, 30.0]",19761,53,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jessica Anne Clarke,15218.0,Left Midfield,124,Liverpool WFC,966,['29e7b6d5-c1de-468e-9124-73ce493f8170'],18,,Right Foot,,"[119.0, 39.7, 0.9]",,"[{'location': [105.0, 59.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.0, 39.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 47.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 44.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 34.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 26.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 29.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ada2bfcc-ad11-429b-a395-13a42f85c5af,,Saved,0.060529526,Normal,Open Play,,,,Liverpool WFC,966,00:08:18.181,Shot,
,,,,,,,,,,,,1.352082,,,,,,,,,,,,,9009ce0e-51e2-4888-8f5a-22f8f4c0b338,1908,,"[102.0, 39.0]",19761,57,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,134,Bristol City WFC,973,['2c4aa199-6dd0-4261-941f-15cb76fa6bed'],14,,Left Foot,True,"[117.0, 39.9, 1.3]",,"[{'location': [103.0, 52.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.0, 43.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 56.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 33.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 34.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 47.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 58.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",726e70c7-84c0-4e07-9761-994bc564fa05,,Saved,0.064119466,Normal,Open Play,,,,Bristol City WFC,973,00:12:14.686,Shot,
,,,,,,,,,,,,1.8418,,,,,,,,,,,,,2dd1a748-3ba2-4467-99b9-ee4d13353873,2077,,"[108.0, 44.0]",19761,64,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Leandra Little,15622.0,Left Center Back,150,Liverpool WFC,966,"['95093ab6-4b37-43ed-806c-8321e93d3edf', 'b82ffb47-15dc-4552-ab94-5a2bde4f5e66']",22,True,Head,,"[118.0, 43.6, 1.8]",,"[{'location': [109.0, 46.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 48.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 48.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 29.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 33.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 23.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",713baa5a-ffa5-4fbc-9f3c-8828f46e54f7,,Saved,0.06313386,Normal,Open Play,,,,Liverpool WFC,966,00:19:22.483,Shot,True
,,,,,,,,,,,,1.138872,,,,,,,,,,,,,c98c1e46-3c6f-41cf-b140-06efd1723406,2104,,"[110.0, 36.0]",19761,67,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Leandra Little,15622.0,Left Center Back,155,Liverpool WFC,966,"['8bfa8cf6-f84a-43e9-85e6-b3f4c3fbecab', '90088cac-aba6-422f-bcfc-c6648308d894']",10,True,Head,,"[118.0, 34.4, 1.6]",,"[{'location': [110.0, 46.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.0, 37.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 37.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 51.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 34.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 55.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",aa647913-8a96-4d54-aee9-c3530e841dce,,Off T,0.1650902,Normal,Open Play,,,,Liverpool WFC,966,00:22:10.117,Shot,True
,,,,,,,,,,,,1.615682,,,,,,,,,,,,,1bc55e0a-8c5c-4d5f-975a-a667d9f5a1e0,2135,,"[112.0, 52.0]",19761,68,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Heather Payne,16382.0,Center Forward,157,Bristol City WFC,973,['1f4c10db-301c-47c2-b8de-6bd038b571b3'],40,,Right Foot,,"[117.0, 34.4, 1.3]",,"[{'location': [112.0, 28.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 44.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 50.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 50.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",879ad1fb-2bd4-41bf-808e-7f6be7c8c547,,Off T,0.086087026,Normal,Open Play,,,,Bristol City WFC,973,00:23:40.569,Shot,
,,,,,,,,,,,,1.4279,,,,,,,,,,,,,5855d5ec-03b8-4fab-a96b-ca1d0f934713,2253,,"[107.0, 45.0]",19761,73,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jessica Anne Clarke,15218.0,Left Midfield,168,Liverpool WFC,966,['6a7a3147-7cc6-4d96-b1ce-34a5813a3f5b'],27,,Left Foot,,"[118.0, 39.7, 3.7]",True,"[{'location': [110.0, 49.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.0, 45.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 43.0], 'player': {'id': 16388, 'name': 'Ella Rutherford'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 17.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 22.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 42.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.07554839,Half Volley,Open Play,,,,Liverpool WFC,966,00:28:27.549,Shot,
,,,,,,,,,,,,1.4377,,,,,,,,,,,,,6e4d0572-c5a0-4761-8cc5-db24b5611766,2489,,"[89.0, 51.0]",19761,78,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Laura Coombs,19416.0,Left Center Midfield,184,Liverpool WFC,966,['c00af87a-4f60-413f-a7ed-2dc3d72dbc4d'],45,,Right Foot,,"[118.0, 37.4, 1.3]",,"[{'location': [119.0, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 53.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 44.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 40.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [95.0, 50.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 70.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [88.0, 42.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 47.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [98.0, 20.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.0, 30.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Saved,0.016534884,Normal,Open Play,,,,Liverpool WFC,966,00:33:45.254,Shot,
,,,,,,,,,,,,0.1521,,,,,,,,,,,,,3ec58ee1-da97-4f60-880e-8de65e3197c8,2499,,"[103.0, 29.0]",19761,79,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Left Midfield,185,Liverpool WFC,966,"['34f5a2f2-25e1-4f21-a1b7-f46c1e568a3b', 'a280fe85-c2cd-4e48-a575-f47b4b5c213b']",9,,Right Foot,,"[112.0, 40.0]",,"[{'location': [109.0, 9.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [89.0, 29.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.0, 47.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 58.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 32.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 49.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 28.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 19.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 25.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 8.0], 'player': {'id': 16382, 'name': 'Heather Payne'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 8.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 20.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",1c0303f7-0000-4fa2-b53b-1bbd644b1f85,,Blocked,0.08362019,Normal,Open Play,,,,Liverpool WFC,966,00:34:09.109,Shot,
,,,,,,,,,,,,0.313578,,,,,,,,,,,,,017b8f24-973c-484c-996d-8bbf1830872d,2583,,"[114.0, 46.0]",19761,83,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Left Center Forward,191,Liverpool WFC,966,['1f64f10e-6e2c-4330-8110-80de3d4a26cf'],45,,Left Foot,,"[117.0, 42.4, 0.8]",,"[{'location': [109.0, 62.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 44.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 41.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 47.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 45.0], 'player': {'id': 10095, 'name': 'Julie Biesmans'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",475c6b42-40c9-4dc5-8684-fda62b73e653,,Saved,0.16898988,Normal,Open Play,,,,Liverpool WFC,966,00:38:45.791,Shot,
