ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.036336,,,,,,,,,,,,,40679037-07d0-40f3-8072-c2c1c011ca39,1607,,,"[94.9, 50.3]",3813284,45,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandre Monteiro de Lima,161116.0,Right Midfield,101,Jamshedpur,2021,"['63a23dba-f97a-42fe-ab52-285b94e45670', 'f87eb714-6adb-4239-ba5f-50fa89d061dd']",32,,Left Foot,,"[120.0, 44.9, 1.3]",,"[{'location': [118.1, 40.6], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.9, 70.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.4, 61.5], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 48.1], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.7, 54.2], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.8, 41.9], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [98.9, 22.2], 'player': {'id': 161105, 'name': 'Komal Thatal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [88.1, 64.8], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.5, 53.0], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.2, 50.5], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.4, 47.1], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.6, 37.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 29.5], 'player': {'id': 126145, 'name': 'Raynier Fernandes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",ec187af3-9706-400d-9f2b-c74a4213733b,,,Off T,0.028231652,Normal,Open Play,,,,Jamshedpur,2021,00:45:32.015,Shot,True
,,,,,,,,,,,,,,,,,,0.248331,,,,,,,,,,,,,70527d6a-e0bf-4b8f-8224-c9155852c98b,1740,,,"[105.8, 27.7]",3813284,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Komal Thatal,161105.0,Left Midfield,114,Jamshedpur,2021,"['57bf66ee-62b3-4806-983d-b88095616bee', 'd9d16468-2af3-4856-839a-53d1c0b5bcbd']",52,,Right Foot,True,"[120.0, 39.9, 1.3]",,"[{'location': [118.1, 39.6], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.4, 45.0], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.6, 29.2], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.6, 43.7], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.6, 54.3], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.4, 41.2], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 38.1], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 32.0], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.6, 30.1], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 31.0], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.9, 32.6], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.7, 45.7], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",8b9c7660-37c8-4d93-a395-2a06386f1ee7,,,Goal,0.06350277,Normal,Open Play,,,,Jamshedpur,2021,00:02:52.914,Shot,
,,,,,,,,,,,,,,,,,,0.29805,,,,,,,,,,,,,150a4b7b-ae67-4ad3-9118-3bacdf14f845,1905,,,"[117.7, 45.0]",3813284,54,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ishan Pandita,124914.0,Right Center Forward,129,Jamshedpur,2021,['6cf4c5e8-1084-408c-950c-3201d0304da0'],2,,Right Foot,,"[120.0, 43.9, 1.4]",True,"[{'location': [102.7, 61.5], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.8, 65.4], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.7, 43.2], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.6, 51.7], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 60.3], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 43.5], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.5, 46.8], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.5, 33.6], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 45.2], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.2, 38.3], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 30.1], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.6, 35.1], 'player': {'id': 161102, 'name': 'Eli Sabia Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,,Post,0.34653363,Half Volley,Open Play,,,,Jamshedpur,2021,00:09:02.455,Shot,
,,,,,,,,,,,,,,,,,,0.371206,,,,,,,,,,,,,ddcd9dee-e01b-4441-9384-fb27248a2718,1908,,,"[118.2, 36.6]",3813284,54,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Eli Sabia Filho,161102.0,Right Center Back,129,Jamshedpur,2021,['1b136893-7ddb-45dc-9689-989cc910ec6a'],3,,Head,,"[120.0, 38.0, 0.9]",,"[{'location': [103.1, 61.6], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.8, 57.8], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.6, 51.1], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.4, 45.6], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.5, 39.6], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 36.4], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.8, 45.6], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.8, 29.7], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.1, 42.5], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.9, 43.4], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.7, 47.9], 'player': {'id': 124914, 'name': 'Ishan Pandita'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.3, 63.9], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,True,Goal,0.5097694,Normal,Open Play,,,,Jamshedpur,2021,00:09:03.408,Shot,
,,,,,,,,,,,,,,,,,,0.055257,,,,,,,,,,,,,6e2cfa52-00bc-40fe-9f02-33d70f63aaca,2196,,,"[106.0, 38.9]",3813284,68,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Cássio Gabriel Vilela Ferreira,159765.0,Center Attacking Midfield,155,Mumbai City,7287,"['4ce24bf9-b2be-42cb-a5d3-b00ecead8c73', '8cbbc27a-866c-49ea-8d5c-57c04b93810d', 'a37dff0a-48c9-4866-91aa-7cab8fd5d9fa']",23,,Left Foot,,"[107.1, 39.3]",,"[{'location': [104.2, 53.4], 'player': {'id': 45004, 'name': 'Ygor de Oliveira Ferreira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.8, 33.8], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.1, 46.8], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.9, 38.0], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 38.9], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.5, 42.4], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 46.6], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.4, 40.4], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 46.0], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 44.3], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",,,,Blocked,0.048372377,Normal,Open Play,,,,Mumbai City,7287,00:23:23.564,Shot,True
,,,,,,,,,,,,,,,,,,0.44965,,,,,,,,,,,,,829dc327-b0d7-4e0c-a470-10abeb90861b,2206,,,"[117.1, 29.9]",3813284,69,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ygor de Oliveira Ferreira,45004.0,Center Forward,157,Mumbai City,7287,"['8897bded-b0de-488d-8d40-2c0435adbeb0', 'f7e85bfa-aa43-4144-b3a5-47899badc706']",28,,Left Foot,,"[120.0, 39.2, 1.6]",True,"[{'location': [119.0, 37.0], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.6, 31.1], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.4, 28.1], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.5, 41.0], 'player': {'id': 9981, 'name': 'Peter Hartley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 22.6], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",62e1205f-6d8d-4e9f-a008-f6dbba44ed1c,,,Goal,0.064291306,Half Volley,Open Play,,,,Mumbai City,7287,00:24:28.422,Shot,True
,,,,,,,,,,,,,,,,,,0.245571,,,,,,,,,,,,,0423b7a0-f184-4a1e-a32b-57cdec58a240,2400,,,"[114.6, 34.6]",3813284,78,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Nerijus Valskis,73486.0,Left Center Forward,168,Jamshedpur,2021,['946b8c08-b001-48fa-be4b-8c9c8c5e8de0'],28,,Head,,"[120.0, 32.8, 4.4]",,"[{'location': [98.7, 47.0], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 28.8], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.7, 38.7], 'player': {'id': 161116, 'name': 'Alexandre Monteiro de Lima'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.6, 47.0], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 50.7], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.3, 32.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.6, 37.8], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.9, 40.3], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.2, 62.2], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 61.2], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",46a2f356-b0de-4c85-bc32-d07f34f337cf,,,Off T,0.24789377,Normal,Open Play,,,,Jamshedpur,2021,00:33:28.573,Shot,
,,,,,,,,,,,,,,,,,,1.164365,,,,,,,,,,,,,92500f5e-5aec-4a39-b06d-28f3c2430e0f,2412,,,"[97.5, 33.3]",3813284,79,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ygor de Oliveira Ferreira,45004.0,Center Forward,169,Mumbai City,7287,['1e82133e-d4f0-4a78-95d0-a5c1448ae758'],22,,Left Foot,,"[116.4, 39.0, 0.5]",,"[{'location': [101.3, 27.5], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 50.8], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.3, 45.0], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.4, 29.6], 'player': {'id': 161100, 'name': 'Laldinliana Renthlei'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 38.3], 'player': {'id': 124777, 'name': 'Narender Gahlot'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.5, 47.4], 'player': {'id': 161099, 'name': 'Ricky Lallawmawma'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 47.2], 'player': {'id': 124768, 'name': 'Anas Edathodika'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.8, 34.7], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.8, 39.1], 'player': {'id': 161097, 'name': 'Rehnesh Thumbirumbu Paramba'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved,0.04046212,Half Volley,Open Play,,,,Mumbai City,7287,00:34:22.090,Shot,
,,,,,,,,,,,,,,,,,,0.119131,,,,,,,,,,,,,a2454400-a17d-41e8-bd2b-44c90b9bdb9f,2537,,,"[107.5, 53.9]",3813284,83,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandre Monteiro de Lima,161116.0,Right Defensive Midfield,177,Jamshedpur,2021,"['35745924-f7c4-48f8-9aba-a32bd28ec9a6', 'fb00af2d-c655-4b7d-9112-51db0dfe6e1b']",22,,Left Foot,True,"[117.7, 44.4, 0.4]",,"[{'location': [110.9, 34.2], 'player': {'id': 33500, 'name': 'Jordan Murray'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.7, 45.9], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.6, 47.3], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.1, 51.4], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.5, 72.1], 'player': {'id': 13322, 'name': 'Greg Stewart'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.1, 67.0], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.9, 48.8], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.2, 45.3], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 37.9], 'player': {'id': 159767, 'name': 'Amey Ganesh Ranawade'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 44.1], 'player': {'id': 159773, 'name': 'Vikram Pratap Singh'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [89.1, 57.3], 'player': {'id': 159771, 'name': 'Ahmed Jahouh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.2, 57.6], 'player': {'id': 159765, 'name': 'Cássio Gabriel Vilela Ferreira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.5, 43.3], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.7, 58.3], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 50.9], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ddf8c7aa-4309-4c10-9333-e7de3ff79a84,,,Saved,0.076472335,Normal,Open Play,,,,Jamshedpur,2021,00:38:22.395,Shot,
,,,,,,,,,,,,,,,,,,0.029533,,,,,,,,,,,,,04db189e-0dc9-40f6-8041-c8914dd70bd6,2640,,,"[110.6, 26.8]",3813284,86,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordan Murray,33500.0,Right Center Forward,181,Jamshedpur,2021,"['c399eeca-ff6f-4d88-816e-551d75a448a1', 'e88d00eb-4076-4d26-806a-43c23e9561a3']",46,,Left Foot,,"[111.9, 28.8]",True,"[{'location': [110.4, 39.9], 'player': {'id': 73486, 'name': 'Nerijus Valskis'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.8, 39.6], 'player': {'id': 161104, 'name': 'Jitendra Singh'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.9, 21.6], 'player': {'id': 161098, 'name': 'Boris Singh Thangjam'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.5, 47.5], 'player': {'id': 124902, 'name': 'Bipin Singh Thounajam'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.2, 29.0], 'player': {'id': 124747, 'name': 'Rahul Bheke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 41.9], 'player': {'id': 124770, 'name': 'Mandar Rao Desai'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 36.4], 'player': {'id': 159775, 'name': 'Mohammad Nawaz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 22.2], 'player': {'id': 159770, 'name': 'Serigne Mourtada Fall'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 28.9], 'player': {'id': 124905, 'name': 'Lalengmawia Ralte'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",7cfc2153-4a16-4239-88f2-83896ab2f33b,,,Blocked,0.07153487,Normal,Open Play,,,,Jamshedpur,2021,00:41:46.816,Shot,
