ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.903,,,,,,,,,,,2f0d6755-6688-42c8-bedd-0004e0eeea98,2603,,"[107.0, 55.0]",7494,64,,,,,,,,,,,,,,,,,,,,2,From Corner,Sofia Huerta,5105.0,Center Attacking Midfield,121,Houston Dash,762,['5e41e601-ce92-49bf-8182-17d4a162de32'],1,,Right Foot,"[119.0, 45.2, 2.0]",,"[{'location': [104.0, 42.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 50.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 53.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",8b557f46-5dc4-4a56-9227-fb4145968de5,,Off T,0.024216026,Volley,Open Play,,,,Houston Dash,762,00:19:01.633,Shot,
,,,,,,,,,,0.14,,,,,,,,,,,eef79440-cb43-4088-9b8c-3d6a083588f3,2651,,"[116.0, 31.0]",7494,65,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sofia Huerta,5105.0,Center Attacking Midfield,123,Houston Dash,762,['f84c2d42-dbd0-4d64-81ce-52c92220d9ec'],17,,Right Foot,"[116.0, 37.4, 0.5]",,"[{'location': [106.0, 32.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 34.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 34.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",51bbba0c-dfc6-473a-86ba-c2073c7ee4af,,Saved,0.100013964,Normal,Open Play,,,,Houston Dash,762,00:20:17.429,Shot,
,,,,,,,,,,0.986,,,,,,,,,,,d71d4da5-eb0e-4d5f-a85e-4a9d4cd643f9,2660,,"[99.0, 28.0]",7494,65,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kyah Pam Simon,5059.0,Right Center Midfield,123,Houston Dash,762,['7af46332-5d31-4a88-bc33-2f172b4aaf93'],23,,Left Foot,"[119.0, 36.6, 6.0]",,"[{'location': [117.0, 25.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 21.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.0, 47.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 32.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 29.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 4979, 'name': 'Katrina Gorry'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 38.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 28.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 46.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",57b75c7c-2a00-487d-9efd-649fb6cf65d4,,Off T,0.030115098,Normal,Open Play,,,,Houston Dash,762,00:20:23.765,Shot,
,,,,,,,,,,0.824,,,,,,,,,,,a7b38af0-1ed0-49d4-a09e-9e700291c251,2744,,"[110.0, 28.0]",7494,67,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kealia Ohai,5051.0,Left Center Midfield,127,Houston Dash,762,['6b346859-582d-4c32-b4fa-e87b624e8dfb'],52,,Right Foot,"[118.0, 36.8, 0.5]",,"[{'location': [104.0, 25.0], 'player': {'id': 5105, 'name': 'Sofia Huerta'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 35.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 44.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 33.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 26.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 29.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 31.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 40.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",73d9ee0e-e252-464f-8531-c9e43dbbf998,,Saved,0.071766615,Normal,Open Play,,,,Houston Dash,762,00:22:52.623,Shot,
,,,,,,,,,,0.203,,,,,,,,,,,b6da0462-566d-4fa8-87a2-36ce234ecaa4,2792,,"[115.0, 32.0]",7494,69,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nichelle Patrice Prince,5043.0,Right Center Forward,130,Houston Dash,762,"['01e9b639-b63c-429a-aadb-412324065ad6', '9dc81def-5490-4127-9380-1ca47b35fcf7']",30,,Right Foot,"[117.0, 37.4, 1.0]",,"[{'location': [113.0, 50.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 18.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 36.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 35.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.0, 28.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 23.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 32.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 34.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Saved,0.09222911,Normal,Open Play,,,,Houston Dash,762,00:24:30.638,Shot,True
,,,,,,,,,,1.525,,,,,,,,,,,a6a4f3cc-32b2-4ea9-bf0e-c04c1340930b,2833,,"[95.0, 58.0]",7494,70,,,,,,,,,,,,,,,,,,,,2,From Counter,Rachel Daly,5058.0,Left Center Forward,134,Houston Dash,762,"['a000fbf1-a365-4dd8-ba22-235e837ea13c', 'b729641a-1d6d-4ed3-8f54-b1e4756a66f1']",45,,Right Foot,"[119.0, 44.8, 6.0]",,"[{'location': [118.0, 41.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 55.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",db26711a-e469-4f46-a685-91f731c1182f,,Off T,0.010979887,Normal,Open Play,,,,Houston Dash,762,00:25:45.952,Shot,True
,,,,,,,,,,0.676,,,,,,,,,,,4e5309a0-054b-4484-ab93-4e1f2c6ed03e,3052,,"[109.0, 50.0]",7494,76,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Left Attacking Midfield,146,Houston Dash,762,['4dcae06f-f95c-45db-8c39-1af6af5b272f'],11,,Right Foot,"[120.0, 41.9, 1.0]",,"[{'location': [89.0, 30.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.0, 47.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 47.0], 'player': {'id': 5053, 'name': 'Linda Maserame Motlhalo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,0.37875342,Normal,Open Play,,,,Utah Royals,767,00:31:11.529,Shot,
,,,,,,,,,,1.308,,,,,,,,,,,991b6da6-2ecc-4224-b5ae-cf8e26f10b09,3104,,"[104.0, 56.0]",7494,78,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nichelle Patrice Prince,5043.0,Right Center Forward,148,Utah Royals,767,['cb3f4984-40cb-41be-9355-08864a143625'],6,,Right Foot,"[119.0, 33.7, 0.4]",,"[{'location': [86.0, 70.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [95.0, 54.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 28.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 64.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 54.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.0, 74.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 57.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 60.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 54.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,0.026763039,Normal,Open Play,,,,Houston Dash,762,00:33:06.720,Shot,
,,,,,,,,,,1.332,,,,,,,,,,,6ea9169b-7cf0-4b99-95ed-5bd3540a6547,3159,,"[95.0, 34.0]",7494,79,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sofia Huerta,5105.0,Center Attacking Midfield,153,Houston Dash,762,['59445a38-4de7-443e-beb2-846b3a981066'],48,,Right Foot,"[119.0, 35.0, 0.6]",,"[{'location': [104.0, 40.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 51.0], 'player': {'id': 5043, 'name': 'Nichelle Patrice Prince'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 24.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.0, 33.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 45.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 36.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [104.0, 28.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",31ccd09d-ff7d-42b1-b33c-05352427c2f3,,Off T,0.03550163,Normal,Open Play,,,,Houston Dash,762,00:34:48.436,Shot,
,,,,,,,,,,0.6,,,,,,,,,,,f3a19d07-aa2c-4993-97f7-06f2b28e2ee7,3198,,"[107.0, 34.0]",7494,81,,,,,,,,,,,,,,,,,,,,2,From Corner,Kyah Pam Simon,5059.0,Right Center Midfield,156,Houston Dash,762,['1058fbc0-915e-47fa-af97-caa691b9b576'],24,,Head,"[105.0, 22.0]",,"[{'location': [112.0, 39.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.0, 38.0], 'player': {'id': 5052, 'name': 'Thembi Kgatlana'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4990, 'name': 'Taylor Lytle'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",14bd7b3e-c7d6-4a2e-9ea8-4c589f79d365,,Wayward,0.051105823,Normal,Open Play,,,,Houston Dash,762,00:36:24.077,Shot,
,,,,,,,,,,1.5,,,,,,,,,,,7c99ee24-539d-46c2-9f0e-c4be5ca53d84,3212,,"[98.0, 29.0]",7494,81,,,,,,,,,,,,,,,,,,,,2,From Corner,Thembi Kgatlana,5052.0,Right Center Forward,156,Houston Dash,762,['2f143207-040a-48b5-a1e6-2a69141bee16'],33,,Right Foot,"[119.0, 42.6, 2.3]",,"[{'location': [111.0, 39.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.0, 32.0], 'player': {'id': 5059, 'name': 'Kyah Pam Simon'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 13.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.0, 25.0], 'player': {'id': 5051, 'name': 'Kealia Ohai'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 45.0], 'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 30.0], 'player': {'id': 4972, 'name': 'Katie Stengel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4975, 'name': 'Gunnhildur Yrsa Jónsdóttir'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4969, 'name': 'Nicole Barnhart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 30.0], 'player': {'id': 5027, 'name': 'Erika Tymrak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 31.0], 'player': {'id': 4990, 'name': 'Taylor Lytle'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 33.0], 'player': {'id': 4976, 'name': 'Lo’eau LaBonta'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 19.0], 'player': {'id': 5030, 'name': 'Rebecca Elizabeth Sauerbrunn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 4971, 'name': 'Rebecca Moros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ce2989a5-c198-44c5-94f1-b2bbb8849cf4,,Saved,0.027239736,Half Volley,Open Play,,,,Houston Dash,762,00:36:33.367,Shot,
,,,,,,,,,,1.539,,,,,,,,,,,756ad70e-2cd9-4b02-934c-a683b842725c,3245,,"[108.0, 41.0]",7494,82,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Stengel,4972.0,Center Forward,158,Utah Royals,767,['315a171b-a535-45a1-a13f-654da1009538'],12,,Left Foot,"[120.0, 43.8, 0.5]",True,"[{'location': [101.0, 31.0], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 37.0], 'player': {'id': 5045, 'name': 'Amber Brooks'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 4959, 'name': 'Taylor Comeau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 8382, 'name': 'Clare Elizabeth Polkinghorne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 5038, 'name': 'Allysha Lyn Chapman'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 5056, 'name': 'Jane Campbell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fe45cbfc-2593-436f-aa95-b9e3902fa75a,,Goal,0.29842728,Lob,Open Play,,,,Utah Royals,767,00:37:12.902,Shot,
