bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.813137,,,,,,,,,,,,,,,67a968a4-fcb6-4e72-9f63-46d2b99dea90,105,,"[104.6, 31.8]",266149,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Eraso Goñi,6606.0,Center Attacking Midfield,6,Athletic Club,215,['5389fd0e-c631-45ee-8c2c-6bc12bcfa155'],53,Left Foot,"[120.0, 39.7, 3.5]",,"[{'location': [108.1, 20.7], 'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.5, 18.0], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.9, 46.2], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.2, 29.4], 'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 21.3], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.5, 36.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.3, 38.5], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.9, 41.0], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 34.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 40.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.5, 18.4], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",ad4640f0-c17d-4727-adb4-f95350239d28,,Off T,0.07882909,Normal,Open Play,,,,Athletic Club,215,00:01:53.086,Shot,
,,,,,,,,,,,,,,,0.562008,,,,,,,,,,,,,,,a03d512c-aa96-4b45-84d6-cfbab64fae20,158,,"[108.0, 40.0]",266149,6,,,,,,,,,,,,,,,,,,,,,,,,1,Other,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,9,Barcelona,217,['7c0fd4a3-690c-4635-90af-d2bca2433025'],24,Left Foot,"[120.0, 43.7, 0.1]",,"[{'location': [119.6, 40.1], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,Goal,0.7835,Normal,Penalty,,,,Barcelona,217,00:06:24.480,Shot,
,,,,,,,,,,,,,,,1.369374,,,,,,,,,,,,,,,6cf1c2e3-3505-4ce9-9d13-f86229ae28d8,525,,"[98.7, 34.1]",266149,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,20,Barcelona,217,"['03c9fdfa-6245-4a9b-90df-3d45930ab171', '3d091180-2526-4a1c-8e4b-9dbdbd6920cb']",48,Right Foot,"[120.0, 43.2, 5.1]",,"[{'location': [100.8, 58.5], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.4, 42.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 28.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.5, 21.3], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.5, 33.5], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.2, 24.8], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 38.9], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.7, 36.5], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.3, 41.0], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.7, 40.1], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e0dac8aa-c70b-4c55-b3cb-32ed69cba9e5,,Off T,0.05721788,Normal,Open Play,,,,Barcelona,217,00:14:48.663,Shot,True
,,,,,,,,,,,,,,,0.275243,,,,,,,,,,,,,,,1e73ff7f-316f-4b4e-9c6a-abf940f8ef5d,562,,"[116.6, 50.1]",266149,15,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Óscar de Marcos Arana,6649.0,Right Midfield,21,Athletic Club,215,['18dfa3c0-6e8e-4be9-8efc-f03c4871fd72'],39,Right Foot,"[116.8, 49.5, 0.2]",,"[{'location': [102.2, 44.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 40.5], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 49.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.8, 48.9], 'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8ccdf4a3-d8f8-4c34-917d-0be6c69bc691,True,Saved,0.12170885,Normal,Open Play,,,,Athletic Club,215,00:15:39.664,Shot,
,,,,,,,,,,,,,,,0.208,,,,,,,,,,,,,,,6b80d6e7-fee8-4833-9f4f-42b7dfc12bfd,654,,"[108.1, 40.1]",266149,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,23,Barcelona,217,"['5939ca4c-a49b-47c7-a85d-470a8628ea78', '84da7356-ad1f-48f7-8d2a-15100fb037fe']",54,Right Foot,"[109.3, 39.9]",True,"[{'location': [102.1, 59.4], 'player': {'id': 6400, 'name': 'Aleix Vidal Parreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.7, 30.9], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.7, 45.7], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.7, 40.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 28.3], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.2, 38.8], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.7, 36.7], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 41.8], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 46.4], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.2, 50.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 39.5], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.3, 41.3], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.4, 39.9], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.074513,Half Volley,Open Play,,,,Barcelona,217,00:17:54.908,Shot,
,,,,,,,,,,,,,,,0.3562,,,,,,,,,,,,,,,8d6b77d6-f4e0-4f8a-b33a-72447776ebed,845,,"[114.0, 30.5]",266149,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,26,Barcelona,217,"['625465bb-d179-4cab-bfa2-db6917ef6cbe', '9ccefcdf-7435-4a0e-b5b1-fb0bb47f0bf3']",16,Right Foot,"[115.7, 33.7, 0.4]",,"[{'location': [109.2, 25.7], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.5, 38.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 49.8], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.1, 48.9], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.8, 50.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.2, 50.0], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 39.0], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.4, 35.0], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.5, 30.6], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 33.0], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 34.4], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.12604676,Normal,Open Play,,,,Barcelona,217,00:21:16.749,Shot,True
,,,,,,,,,,,,,,,0.1429,,,,,,,,,,,,,,,3eb5fa59-0648-4e2c-a22a-99aaa92a044f,859,,"[110.8, 30.0]",266149,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,28,Barcelona,217,"['4360b9ee-8919-4645-b702-5884a61bf230', '6cd95cb8-a400-4dc4-b2f5-fdbce043f869']",42,Left Foot,"[112.0, 30.9]",,"[{'location': [109.8, 42.9], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.6, 35.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.7, 50.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.1, 31.5], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 37.2], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 33.3], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.9, 42.6], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 50.6], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 35.4], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4f3dae60-0668-441f-8417-7ca53df1fe73,,Blocked,0.067873344,Normal,Open Play,,,,Barcelona,217,00:21:42.604,Shot,
,,,,,,,,,,,,,,,2.462695,,,,,,,,,,,,,,,cb79a34a-a3dc-4e33-a4cc-30eb3c454e6a,867,,"[100.7, 54.7]",266149,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luis Alberto Suárez Díaz,5246.0,Center Forward,29,Barcelona,217,['9a90e7a0-7165-4550-959a-22bf05bf8ab6'],9,Right Foot,"[120.0, 18.8, 2.0]",True,"[{'location': [96.1, 55.9], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.7, 43.0], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.9, 39.9], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.5, 33.3], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.7, 29.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.7, 3.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.6, 52.3], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 47.7], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 45.7], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.8, 42.7], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 38.6], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.5, 35.3], 'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.2, 35.1], 'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [108.9, 31.5], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 42.2], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.024897149,Half Volley,Open Play,,,,Barcelona,217,00:22:09.398,Shot,
,,,,,,,,,,,,,,,1.047345,,,,,,,,,,,,,,,6b3ea4b5-e846-4d9f-9d2e-eea31dceb3f4,876,,"[104.9, 49.0]",266149,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,31,Barcelona,217,['dbc3ae5b-fd8a-405f-b24b-3daf7b5a444b'],43,Right Foot,"[120.0, 45.6, 6.0]",True,"[{'location': [111.2, 27.8], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.3, 37.4], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 37.9], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 36.7], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.9, 46.2], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 45.6], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.2, 40.6], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 51.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.5, 25.1], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.2, 39.4], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",db9f2d5d-e15b-4181-a3b6-f22321253a06,,Off T,0.093925476,Volley,Open Play,,,,Barcelona,217,00:22:43.040,Shot,
,,,,,,,,,,,,,,,1.0593,,,,,,,,,,,,,,,e05c013e-deb9-424e-b931-2a2481ad9ee0,1019,,"[116.2, 30.3]",266149,26,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,39,Barcelona,217,['511d41ca-7e5c-43a8-ad3b-c2ab1e914ec3'],22,Left Foot,"[120.0, 38.3, 6.9]",True,"[{'location': [114.2, 38.6], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 42.1], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.4, 51.1], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.4, 49.2], 'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.5, 36.4], 'player': {'id': 6662, 'name': 'Iago Herrerín Buisán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 41.8], 'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 36.3], 'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 35.8], 'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.6, 40.3], 'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.2, 50.9], 'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.8, 50.3], 'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",c0fa4ba2-85ff-40b8-b035-8ed594d057b8,,Off T,0.10069338,Half Volley,Open Play,,,,Barcelona,217,00:26:22.546,Shot,
